family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,name
Rosaceae,Margyricarpus,microcarpus,Funez,tax. nov.,spec.,FALSE,Phytotaxa 496(3): 285. 2021 [14 Apr 2021] [epublished],Phytotaxa,2021,496(3): 285,20011462-1,FALSE,holotype FURB FURB-65014,L.A. Funez et al.,8774,24 Feb 2019,"Santa Catarina (Brazil South, Brazil, Southern America)","Bom Jardim da Serra, Parque Nacional de São Joaquim, Campos de Santa Bárbara,",77218446-1,TRUE,NA,14 Apr 2021,doi:10.11646/phytotaxa.496.3.7 The specific epithet makes reference to the small size of the fruits of this species.,[epublished],Margyricarpus_microcarpus
Rubiaceae,Alibertia,vacciniifolia,K.Schum.,tax. nov.,spec.,FALSE,"Nat. Pflanzenfam. [Engler & Prantl] 4, Abt. 4: 84. 1891 ",Nat. Pflanzenfam. [Engler & Prantl],1891,"4, Abt. 4: 84",14495-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,8430-2,FALSE,NA,NA,NA,NA,Alibertia_vacciniifolia
Rubiaceae,Basanacantha,minutiflora,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 342. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 342,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,29751-2,FALSE,NA,NA,NA,NA,Basanacantha_minutiflora
Rubiaceae,Bathysa,senae,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 338. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 338,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,29925-2,FALSE,NA,NA,NA,NA,Bathysa_senae
Rubiaceae,Borreria,rosemariinifolia,E.L.Cabral & Bacigalupo,tax. nov.,spec.,FALSE,"Acta Bot. Brasil. 11: 48, fig. 1997 ",Acta Bot. Brasil.,1997,"11: 48, fig.",1225-2,FALSE,holotype SPF;isotype CTES," A.M.Giuletti, F.A.Vitta, L.Parra-Lazzari, J.V.Coffani-Nunes, N.L.Menezes,J.R.Pirani, N.Meguro",12168,NA,"Mun. Santana do Riacho: Serra da Lapinha, Macico NW da Serra do Cipo, proximo da localidade da Lapinha, ca. 50 km da Rodovia Belo Horizonte-Conceicao do Mato Dentro, Minas Gerais (Brazil, Southern America)",NA,316700-2,FALSE,NA,NA,[Gandhi 18 Nov 1998],NA,Borreria_rosemariinifolia
Rubiaceae,Borreria,savannicola,"E.B.Souza, Nepom. & L.M.Miguel",tax. nov.,spec.,FALSE,Phytotaxa 576(3): 281. 2022 [22 Dec 2022] [epublished],Phytotaxa,2022,576(3): 281,20011462-1,FALSE,holotype EAC;isotype CTES;isotype HUEFS;isotype HUVA,"E.B.Souza, F.F.Araújo, E.K.S.Brandão &amp; I.V.Nepomuceno",5313,21 Jun 2018,"Ceará (Brazil Northeast, Brazil, Southern America)","Granja, 50 m",77311187-1,TRUE,NA,22 Dec 2022,doi:10.11646/phytotaxa.576.3.4 Etymology: 'The epithet is a reference to the habitat where the new species is found since its occurrence was associated with savanna enclaves in the middle of the Caatinga of northwestern Ceará'.,[epublished],Borreria_savannicola
Rubiaceae,Borreria,semiamplexicaulis,E.L.Cabral,tax. nov.,spec.,FALSE,"Bonplandia (Corrientes) 9(1-2): 37, fig. 1996 (as semiamplexicaule)",Bonplandia (Corrientes),1996,"9(1-2): 37, fig.",13502-2,FALSE,holotype NY;isotype CTES," M.R.dos Santos, M.G.da Silva,D.C.Daly, E.L.Taylor, R.Callejas, C.Rosario",1993,NA,"25 km NW of camp at Serra Norte, ca. 5°54'S, 50°27'W, Pará (Brazil, Southern America)",NA,306355-2,FALSE,NA,NA,NA,(as semiamplexicaule),Borreria_semiamplexicaulis
Rubiaceae,Cephaëlis,beeriana,Fenzl,tax. nov.,spec.,FALSE,Verh. K.K. Zool.-Bot. Ges. Wien 36: 292. 1886 ,Verh. K.K. Zool.-Bot. Ges. Wien,1886,36: 292,5616-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,51938-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1886&rft.spage=292&rft.volume=36&rft_id=http://www.biodiversitylibrary.org/bibliography/13275&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cephaëlis_beeriana
Rubiaceae,Cephaëlis,bradei,Standl.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 22: 173. 1940 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1940,22: 173,1054-2,FALSE,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,51947-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1940&rft.spage=173&rft.volume=22&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cephaëlis_bradei
Rubiaceae,Cephaëlis,glaziovii,Standl.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 8: 182. 1930 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1930,8: 182,1054-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,51985-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1930&rft.spage=182&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cephaëlis_glaziovii
Rubiaceae,Cephaëlis,krauseana,Standl.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 8: 181. 1930 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1930,8: 181,1054-2,FALSE,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,52010-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1930&rft.spage=181&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cephaëlis_krauseana
Rubiaceae,Cephaëlis,madeirana,Standl.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 17: 212. 1937 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1937,17: 212,1054-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,52014-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=212&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cephaëlis_madeirana
Rubiaceae,Cephaëlis,malmei,Standl.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 11: 189. 1936 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,11: 189,1054-2,FALSE,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,52015-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1936&rft.spage=189&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cephaëlis_malmei
Rubiaceae,Cephaëlis,mosenii,Standl.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 11: 189. 1936 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,11: 189,1054-2,FALSE,NA,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",NA,52018-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1936&rft.spage=189&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cephaëlis_mosenii
Rubiaceae,Cephaëlis,ruelliifolia,Cham. & Schltdl.,tax. nov.,spec.,FALSE,Linnaea 4: 134. 1829 ,Linnaea,1829,4: 134,703-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,315611-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=134&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,[Gandhi 13 May 1998] As ruelliaefolia,NA,Cephaëlis_ruelliifolia
Rubiaceae,Ceratites,amoenus,Sol. ex Miers,tax. nov.,spec.,FALSE,Apocyn. S. Amer. 18. 1878 [May-Jun 1878] ,Apocyn. S. Amer.,1878,18,3821-2,FALSE,NA,NA,NA,NA,Brazil.,NA,895793-1,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1878&rft.spage=18&rft_id=http://www.biodiversitylibrary.org/bibliography/164&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,May-Jun 1878,NA,NA,Ceratites_amoenus
Rubiaceae,Cinchona,delessertiana,Standl. in J.F.Macbr.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13, no. 364: 26. 1936 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,"13, no. 364: 26",1054-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,58707-2,TRUE,NA,NA,NA,NA,Cinchona_delessertiana
Rubiaceae,Coccocypselum,pumilio,Standl.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 8: 346. 1931 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1931,8: 346,1054-2,FALSE,NA,NA,NA,NA,"Paraná (Brazil, Southern America)",NA,61969-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1931&rft.spage=346&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Coccocypselum_pumilio
Rubiaceae,Coccocypselum,rotundifolium,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 339. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 339,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,61972-2,FALSE,NA,NA,NA,NA,Coccocypselum_rotundifolium
Rubiaceae,Coussarea,acrensis,C.M.Taylor,tax. nov.,spec.,FALSE,"Brittonia 66(3): 257, fig. 1A, B. 2014 [25 Feb. 2014] (epublished)",Brittonia,2014,"66(3): 257, fig. 1A, B.",561-2,FALSE,holotype MO;isotype INPA;isotype NY,C. A. Cid &amp; A. Souza,3017,23 Oct 1980,"Acre (Brazil, Southern America)","Mun. Rio Branco, estrada para Sena Madureira Km 40, a 4 km da margem direíta, [without elevation]",60473371-2,TRUE,NA,25 Feb. 2014,(english) [epublication unpaginated; pagination from the printed version] doi:10.1007/s12228-014-9328-2,(epublished),Coussarea_acrensis
Rubiaceae,Declieuxia,frankinioides,K.Schum.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 359. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 359,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,77125-2,FALSE,NA,NA,NA,NA,Declieuxia_frankinioides
Rubiaceae,Declieuxia,hedeomoides,Standl.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 11: 201. 1936 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,11: 201,1054-2,FALSE,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,77132-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1936&rft.spage=201&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Declieuxia_hedeomoides
Rubiaceae,Denscantia,andreii,E.L.Cabral & Bacigalupo,tax. nov.,spec.,FALSE,Darwiniana 39(3-4): 353. 2001 [27 Dec 2001] ,Darwiniana,2001,39(3-4): 353,900-2,FALSE,holotype CEPEC;isotype CTES," A.M.A.Amorim, J.G.Jardim,W.W.Thomas, A.Carvalho, S.C.Sant'Ana",9347,NA,"Mun. Wenceslau Guimaraes, forest of Fazenda Boa Esperanca near Reserva Estadual Wenceslau Guimaraes, 8 km above Rio Vermelho, 2 km above to Taquara, 13°36'S 39°47'W, ca. 600-800 m, Bahia (Brazil, Southern America)",NA,323114-2,FALSE,NA,27 Dec 2001,sp. nov. for Sacndentia andreii E. L. Cabral & Bacigalupo (nom. invalid); specific epithet honors André Carvalho; type data from S. andreii,NA,Denscantia_andreii
Rubiaceae,Faramea,baturitensis,J.G.Jardim,tax. nov.,spec.,FALSE,Acta Bot. Brasil. 34(4): 779. 2021 [22 Mar 2021] [epublished],Acta Bot. Brasil.,2021,34(4): 779,1225-2,FALSE,holotype EAC,A.P.Silveira &amp; R.F.Oliveira,730,11 Feb 2003,"Ceará (Brazil Northeast, Brazil, Southern America)","Mun. Guaramiranga. Serra de Baturité. Sítio Sinimbú, 695 m",77299353-1,TRUE,NA,22 Mar 2021,doi:10.1590/0102-33062020abb0286,[epublished],Faramea_baturitensis
Rubiaceae,Faramea,coussaroides,S.Moore,tax. nov.,spec.,FALSE,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 375. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 375",1084-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,103391-2,TRUE,NA,NA,NA,NA,Faramea_coussaroides
Rubiaceae,Faramea,fosteri,C.M.Taylor,tax. nov.,spec.,FALSE,Novon 28(2): 115. 2020 [22 May 2020] [epublished],Novon,2020,28(2): 115,14256-2,FALSE,holotype HOXA HOXA-058690;isotype MO MO-6738860,"R. Rojas, G. Ortiz &amp; T. Carhuaricra",8810,30 Oct 2012,"Peru (Western South America, Southern America);Mato Grosso (Brazil West-Central, Brazil, Southern America);Colombia (Western South America, Southern America);Ecuador (Western South America, Southern America);","Peru. Pasco: prov. Oxapampa, distr. Palcazu, comunidad nativa Alto Lagarto, Reserva Comunal Yanesha, 500m",77211689-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2020&rft.issue=2&rft.spage=115&rft.volume=28&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,22 May 2020,"doi:10.3417/2019552 Named in honour of Dr. Robin B. Foster, an extraordinary tropical botanist who has led primary exploration of numerous regions of tropical America, helped develop the field of tropical plant ecology, and mentored numerous younger colleagues.",[epublished],Faramea_fosteri
Rubiaceae,Faramea,neilliana,C.M.Taylor,tax. nov.,spec.,FALSE,Novon 28(2): 125. 2020 [22 May 2020] [epublished],Novon,2020,28(2): 125,14256-2,FALSE,holotype MO MO-350760;isotype USM,S. Knapp &amp; J. Mallett,8414,25 Sep 1986,"Acre (Brazil North, Brazil, Southern America);Bolivia (Western South America, Southern America);Colombia (Western South America, Southern America);Ecuador (Western South America, Southern America);Peru (Western South America, Southern America);","Peru. San Martin: San Martin, caserio El Progreso, Tarapoto–Yurimaguas rd., 700m",77211726-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2020&rft.issue=2&rft.spage=125&rft.volume=28&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,22 May 2020,"doi:10.3417/2019552 The epithet honours Dr. David Neill, an extraordinary botanist who has studied the flora of Ecuador extensively and expertly for several decades; he and his collaborators have discovered and documented numerous new plant species in that region, including this one.",[epublished],Faramea_neilliana
Rubiaceae,Hoffmannia,parvifolia,Steyerm.,tax. nov.,spec.,FALSE,Bol. Soc. Venez. Ci. Nat. 25: [231]. 1964 ,Bol. Soc. Venez. Ci. Nat.,1964,25: [231],859-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,123302-2,TRUE,NA,NA,NA,NA,Hoffmannia_parvifolia
Rubiaceae,Januaria,lombardii,R.M.Salas & Nuñez Florentin,tax. nov.,spec.,FALSE,Anais Acad. Brasil. Ci. 95(1)-e20211601: 6. 2023 [19 May 2023] [epublished],Anais Acad. Brasil. Ci.,2023,95(1)-e20211601: 6,1610-2,FALSE,holotype BHCB BHCB37156,J.A.Lombardi &amp; A.Salino,1674,23 May 1997,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Januária, distrito de Fabião, 2 Km na estrada partindo do abrigo do Malhador [Parque Nacional Cavernas de Peruaçu]",77320365-1,FALSE,NA,19 May 2023,"doi:10.1590/0001-3765202320211601 Etymology: the specific epithet honours Julio Antonio Lombardi, who collected the holotype.",[epublished],Januaria_lombardii
Rubiaceae,Mapouria,odoratissima,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 355. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 355,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,152760-2,FALSE,NA,NA,NA,NA,Mapouria_odoratissima
Rubiaceae,Mitracarpus,flangelatus,Sucre,tax. nov.,spec.,FALSE,"Loefgrenia 38: 2, fig. 2. 1969 ",Loefgrenia,1969,"38: 2, fig. 2",994-2,FALSE,holotype IAN,NA,NA,NA,"Maranhao (Brazil, Southern America)",NA,162827-2,FALSE,NA,NA,NA,NA,Mitracarpus_flangelatus
Rubiaceae,Mitracarpus,semirianus,J.A.M.Carmo & Scatigna,tax. nov.,spec.,FALSE,Pl. Ecol. Evol. 155(1): 166. 2022 [30 Mar 2022] [epublished],Pl. Ecol. Evol.,2022,155(1): 166,20011731-1,FALSE,holotype SPF SPF95452;isotype ESA ESA24323;isotype HUEFS HUEFS104475;isotype MO MO3151114,P.T.Sano et al.,14579,NA,"Bahia (Brazil Northeast, Brazil, Southern America)","Abaíra, Catolés, Serra do Barbado, 1750–2035 m",77297292-1,TRUE,NA,30 Mar 2022,"doi:10.5091/plecevo.84548 Etymology: 'The specific epithet honours Professor João Semir, who worked at the University of Campinas (Unicamp) and passed away on the 8th of November 2018'.",[epublished],Mitracarpus_semirianus
Rubiaceae,Paganuccia,icatuensis,R.M.Salas,tax. nov.,spec.,FALSE,Taxon 71(3): 633. 2021 [2022 publ. 28 Dec 2021] [epublished],Taxon,2021,71(3): 633,812-2,FALSE,holotype HUEFS HUEFS0160984;isotype CTES CTES0021982;isotype BR to be distributed;isotype MO to be distributed;isotype NY to be distributed;isotype R to be distributed;isotype RB to be distributed;isotype SI to be distributed;isotype SP to be distributed,"Salas, Queiroz, Cardoso &amp; Ribeiro",434,20 May 2010,"Bahia (Brazil Northeast, Brazil, Southern America)","Mun. Barra, Ibiraba, 2 km from Ibiraba, near a town called Paulistana, a nearby town near the Icatú River, 402 m",77301534-1,TRUE,NA,2022 publ. 28 Dec 2021,"doi:10.1002/tax.12651 Etymology: 'The specific epithet refers to Icatú, one of the numerous tributaries of the São Francisco River'.",[epublished],Paganuccia_icatuensis
Rubiaceae,Palicourea,pachypodina,Standl.,tax. nov.,spec.,FALSE,"Publ. Field Mus. Nat. Hist., Bot. Ser. 8: 381. 1931 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1931,8: 381,1054-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,181144-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1931&rft.spage=381&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Palicourea_pachypodina
Rubiaceae,Perama,wurdackii,Steyerm.,tax. nov.,spec.,FALSE,Bol. Soc. Venez. Ci. Nat. 25: 235. 1964 ,Bol. Soc. Venez. Ci. Nat.,1964,25: 235,859-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,190043-2,TRUE,NA,NA,NA,NA,Perama_wurdackii
Rubiaceae,Pinckneya,rubescens,Allemão & Saldanha,tax. nov.,spec.,FALSE,"Config. Est. Bot. 3: 1, t. 12. 1872 [post May 1872] ",Config. Est. Bot.,1872,"3: 1, t. 12",17447-2,FALSE,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",Rio de Janeiro,60477802-2,TRUE,NA,post May 1872,NA,NA,Pinckneya_rubescens
Rubiaceae,Psychotria,coriacea,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 350. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 350,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,212656-2,FALSE,NA,NA,NA,NA,Psychotria_coriacea
Rubiaceae,Psychotria,crulsiana,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 350. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 350,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,212680-2,FALSE,NA,NA,NA,NA,Psychotria_crulsiana
Rubiaceae,Psychotria,hervinha,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 354. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 354,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,212872-2,FALSE,NA,NA,NA,NA,Psychotria_hervinha
Rubiaceae,Psychotria,macahensis,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 351. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 351,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,213028-2,FALSE,NA,NA,NA,NA,Psychotria_macahensis
Rubiaceae,Psychotria,rhomibractea,C.M.Taylor & M.T.Campos,tax. nov.,spec.,FALSE,"Novon 9(1): 118 (-119, fig.). 1999 ",Novon,1999,"9(1): 118 (-119, fig.)",14256-2,FALSE,holotype INPA;isotype MO," C.F.da Silva, E.da C.Pereira,M.J.G.Hopkins",1483,NA,"Reserva Florestal Ducke, Manaus-Itacoatiara raod, Km 26, 2°53'S, 59°58'W, Amazonas (Brazil, Southern America)",NA,317576-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/640849&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,[Gandhi 26 Mar 1999],NA,Psychotria_rhomibractea
Rubiaceae,Psychotria,sampaionis,Herter,tax. nov.,spec.,FALSE,"Arq. Mus. Nac. Rio de Janeiro 18: 14, 32. 1916 ",Arq. Mus. Nac. Rio de Janeiro,1916,"18: 14, 32",3790-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,213383-2,FALSE,NA,NA,NA,NA,Psychotria_sampaionis
Rubiaceae,Psychotria,sessiliflora,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 56(Mém. 3d): 352. 1909 ,Bull. Soc. Bot. France,1909,56(Mém. 3d): 352,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,213412-2,FALSE,NA,NA,NA,NA,Psychotria_sessiliflora
Rubiaceae,Psychotria,woytkowskii,Dwyer & M.V.Hayden,tax. nov.,spec.,FALSE,Ann. Missouri Bot. Gard. 54: 143. 1967 ,Ann. Missouri Bot. Gard.,1967,54: 143,1-2,FALSE,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,213619-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/20104026&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Psychotria_woytkowskii
Rubiaceae,Psyllocarpus,itakangapyra,"Sobrado, J.A.M.Carmo & R.M.Salas",tax. nov.,spec.,FALSE,Eur. J. Taxon. 806: 163. 2022 [30 Mar 2022] [epublished],Eur. J. Taxon.,2022,806: 163,20016745-1,FALSE,holotype BHCB 134173;isotype CTES,"Viana, Cardoso, Hattori &amp; Salas",4415,28 Oct 2009,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Itacambira, Serra Resplandescente, 'no caminho para a torre de Itacambira' [on the way to the Itacambira tower], 1304 m",77296003-1,TRUE,NA,30 Mar 2022,"doi:10.5852/ejt.2022.806.1713 Etymology: the epithet refers to the municipality of Itacambira, in the state of Minas Gerais..ʻItakangapyraʼ means ʻstone with a pointed headʼ and derives from the ancient Tupi, an extinct Tupi language that was spoken by the Tupi tribes that inhabited most of the Brazilian coast in the 16th century.",[epublished],Psyllocarpus_itakangapyra
Rubiaceae,Psyllocarpus,vianae,"Sobrado, J.A.M.Carmo & R.M.Salas",tax. nov.,spec.,FALSE,Eur. J. Taxon. 806: 166. 2022 [30 Mar 2022] [epublished],Eur. J. Taxon.,2022,806: 166,20016745-1,FALSE,holotype BHCB 158411;isotype CTES,"Viana, Salas, Sobrado &amp; Mota",5887,17 Apr 2012,"Minas Gerais (Brazil Southeast, Brazil, Southern America)","Joaquim Felício, Serra do Cabral, campos rupestres, 1140 m",77296004-1,TRUE,NA,30 Mar 2022,doi:10.5852/ejt.2022.806.1713 Etymology: the epithet honours the Brazilian botanist Pedro Lage Viana.,[epublished],Psyllocarpus_vianae
Rubiaceae,Randia,claesii,R.M.Salas,tax. nov.,spec.,FALSE,Bol. Soc. Argent. Bot. 56(4): 582. 2021 [20 Dec 2021] [epublished],Bol. Soc. Argent. Bot.,2021,56(4): 582,1242-2,FALSE,holotype FCQ;isotype BM;isotype CTES;isotype MO,"M.Vera, M.Peña-Chocarro &amp; J.de Egea Juvinel",98,19 Oct 2004,"Chaco (Argentina Northeast, Southern South America, Southern America);Formosa (Argentina Northeast, Southern South America, Southern America);Bolivia (Western South America, Southern America);Paraguay (Southern South America, Southern America);Goiás (Brazil West-Central, Brazil, Southern America);Mato Grosso (Brazil West-Central, Brazil, Southern America);Mato Grosso do Sul (Brazil West-Central, Brazil, Southern America);Tocantins (Brazil North, Brazil, Southern America);Maranhão (Brazil Northeast, Brazil, Southern America);Alagoas (Brazil Northeast, Brazil, Southern America);Bahia (Brazil Northeast, Brazil, Southern America);Ceará (Brazil Northeast, Brazil, Southern America);Paraná (Brazil South, Brazil, Southern America);Paraíba (Brazil Northeast, Brazil, Southern America);Pernambuco (Brazil Northeast, Brazil, Southern America);São Paulo (Brazil Southeast, Brazil, Southern America);",Paraguay: Dpto. Presidente Hayes: Estancia Maroa,77301547-1,TRUE,NA,20 Dec 2021,doi:10.31055/1851.2372.v56.n4.32565 Etymology: The specific epithet honours Dr Claes G.R.Gustafsson.,[epublished],Randia_claesii
