family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,name
Bignoniaceae,Pleonotoma,macrotis,Kraenzl.,tax. nov.,spec.,FALSE,Repert. Spec. Nov. Regni Veg. 17: 124. 1921 ,Repert. Spec. Nov. Regni Veg.,1921,17: 124,788-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,202081-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/181306&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Pleonotoma_macrotis
Bignoniaceae,Tabebuia,coronata,Proença & Farias,tax. nov.,spec.,FALSE,Heringeriana 2(1): 82. 2008 ,Heringeriana,2008,2(1): 82,20019736-2,FALSE,holotype UB,C. Proença &amp; S.A. Harris,3387,Aug 2007,"Goiás (Brazil, Southern America)","Alto Paraíso de Goiás, between Alto Paraíso de Goiás and Vale da Lua",60468639-2,TRUE,NA,NA,[non vidi; see Neodiversity 7: 12. 2014],NA,Tabebuia_coronata
Bignoniaceae,Tabebuia,gemmiflora,Rizzini & A.Mattos,tax. nov.,spec.,FALSE,Revista Brasil. Biol. 46: 320-321. 1986 ,Revista Brasil. Biol.,1986,46: 320-321,3736-2,FALSE,holotype RB,"C.Rizzini, A.Mattos Filho",NA,NA,"Minas Gerais (Brazil, Southern America)",NA,305737-2,TRUE,NA,NA,NA,NA,Tabebuia_gemmiflora
Bignoniaceae,Tabebuia,micrantha,Kraenzl.,tax. nov.,spec.,FALSE,Repert. Spec. Nov. Regni Veg. 17: 215. 1921 ,Repert. Spec. Nov. Regni Veg.,1921,17: 215,788-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,248731-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/181397&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Tabebuia_micrantha
Bignoniaceae,Tabebuia,ovatifolia,Vattimo,tax. nov.,spec.,FALSE,"Rodriguésia 64/66 (38/40): 1 (-2), figs. 1,2. 1989 ",Rodriguésia,1989,"64/66 (38/40): 1 (-2), figs. 1,2",1167-2,FALSE,holotype RB,Duarte,8883,NA,Brazil (Southern America),NA,285794-2,TRUE,NA,NA,NA,NA,Tabebuia_ovatifolia
Bignoniaceae,Tecoma,leucophloeus,Mart. ex DC.,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 9: 217. 1845 [1 Jan 1845] ,Prodr. [A. P. de Candolle],1845,9: 217,1051-2,FALSE,NA,NA,NA,NA,"Bahia (Brazil, Southern America)",NA,249814-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162584&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1845,NA,NA,Tecoma_leucophloeus
Bignoniaceae,Tecoma,peroba,Record in Record & Mell,tax. nov.,spec.,FALSE,Timbers Trop. Amer. 537. 1924 ,Timbers Trop. Amer.,1924,537,16306-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,249841-2,TRUE,NA,NA,NA,NA,Tecoma_peroba
Bignoniaceae,Tecoma,ricasoliana,Tanfani,tax. nov.,spec.,FALSE,"Bull. Reale Soc. Tosc. Ortic. 12: 17, pls. 1, 2. 1887 Nuov. Giorn. Bot. Ital. 19: 103, pl. 1.  1887",Bull. Reale Soc. Tosc. Ortic.,1887,"12: 17, pls. 1, 2",8415-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,249850-2,TRUE,NA,NA,NA,"Nuov. Giorn. Bot. Ital. 19: 103, pl. 1.  1887",Tecoma_ricasoliana
Bignoniaceae,Tecoma,schumannii,Kraenzl.,tax. nov.,spec.,FALSE,Repert. Spec. Nov. Regni Veg. 17: 223. 1921 ,Repert. Spec. Nov. Regni Veg.,1921,17: 223,788-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,249856-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/181405&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Tecoma_schumannii
Bignoniaceae,Tynanthus,lindmanni,K.Schum.,tax. nov.,spec.,FALSE,Fl. Bras. (Martius) 8(2): 409. 1897 [15 Feb 1897] ,Fl. Bras. (Martius),1897,8(2): 409,629-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,259269-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146212&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,15 Feb 1897,NA,NA,Tynanthus_lindmanni
Bignoniaceae,Xylophragma,heringerianum,Toledo,tax. nov.,spec.,FALSE,"Arch. Bot. Sao Paulo nova ser., f. maior, 3: 31, tab. 10. 1952 ",Arch. Bot. Sao Paulo,1952,"nova ser., f. maior, 3: 31, tab. 10",532-2,FALSE,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,269757-2,TRUE,NA,NA,NA,NA,Xylophragma_heringerianum
Boraginaceae,Anchusa,dasyantha,Cham.,tax. nov.,spec.,FALSE,Linnaea 4(4): 437 (-438). 1829 [post Oct 1829] ,Linnaea,1829,4(4): 437 (-438),703-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,12533-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=437&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,post Oct 1829,NA,NA,Anchusa_dasyantha
Boraginaceae,Cordia,amplifolia,Mez,tax. nov.,spec.,FALSE,Bot. Jahrb. Syst. 12(5): 538. 1890 [23 Dec 1890] ,Bot. Jahrb. Syst.,1890,12(5): 538,553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,294945-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1890&rft.issue=5&rft.spage=538&rft.volume=12&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,23 Dec 1890,NA,NA,Cordia_amplifolia
Boraginaceae,Cordia,asperrima,Spreng.,tax. nov.,spec.,FALSE,"Syst. Veg., ed. 16 [Sprengel] 1: 649. 1824 [dated 1825; publ. in late 1824] ","Syst. Veg., ed. 16 [Sprengel]",1824,1: 649,14620-2,FALSE,holotype B,F.Sellow,1494,NA,Brazil (Southern America),NA,274887-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1824&rft.spage=649&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,dated 1825; publ. in late 1824,NA,NA,Cordia_asperrima
Boraginaceae,Cordia,atrofusca,Taub.,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 15(5, Beibl. 38): 12. 1893 [24 Feb 1893] ",Bot. Jahrb. Syst.,1893,"15(5, Beibl. 38): 12",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,274890-2,TRUE,NA,24 Feb 1893,NA,NA,Cordia_atrofusca
Boraginaceae,Cordia,braceliniae,I.M.Johnst.,tax. nov.,spec.,FALSE,J. Arnold Arbor. 16: 177. 1935 ,J. Arnold Arbor.,1935,16: 177,981-2,FALSE,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,274902-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.spage=177&rft.volume=16&rft_id=http://www.biodiversitylibrary.org/bibliography/480&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cordia_braceliniae
Boraginaceae,Cordia,estrellensis,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 57(Mém. 3e): 476. 1910 ,Bull. Soc. Bot. France,1910,57(Mém. 3e): 476,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,65301-2,TRUE,NA,NA,NA,NA,Cordia_estrellensis
Boraginaceae,Cordia,grandis,Cham.,tax. nov.,spec.,FALSE,Linnaea 4(4): 473. 1829 [post Oct 1829] ,Linnaea,1829,4(4): 473,703-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,114195-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=473&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,post Oct 1829,NA,NA,Cordia_grandis
Boraginaceae,Cordia,hermanniifolia,Cham.,tax. nov.,spec.,FALSE,Linnaea 4(4): 484 (-485). 1829 [post Oct 1829] (as hermanniaefolia),Linnaea,1829,4(4): 484 (-485),703-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,274961-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=484&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,post Oct 1829,NA,(as hermanniaefolia),Cordia_hermanniifolia
Boraginaceae,Cordia,latifolia,Cham.,tax. nov.,spec.,FALSE,Linnaea 8: 126. 1833 ,Linnaea,1833,8: 126,703-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,65401-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.spage=126&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cordia_latifolia
Boraginaceae,Cordia,longipeda,Mez,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 12(5): 550 (-551, adnot.). 1890 [23 Dec 1890] ",Bot. Jahrb. Syst.,1890,"12(5): 550 (-551, adnot.)",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,274991-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1890&rft.issue=5&rft.spage=550&rft.volume=12&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,23 Dec 1890,NA,NA,Cordia_longipeda
Boraginaceae,Cordia,mayoi,Taroda,tax. nov.,spec.,FALSE,Notes Roy. Bot. Gard. Edinburgh 44: 129. 1986 ,Notes Roy. Bot. Gard. Edinburgh,1986,44: 129,758-2,FALSE,holotype CEPEC,R.M.Harley et al.,18983,NA,Brazil (Southern America),NA,274997-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1986&rft.spage=129&rft.volume=44&rft_id=http://www.biodiversitylibrary.org/bibliography/43948&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Cordia_mayoi
Boraginaceae,Cordia,neowidiana,A.DC.,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 9: 498. 1845 [1 Jan 1845] ,Prodr. [A. P. de Candolle],1845,9: 498,1051-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,275008-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162865&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1845,NA,NA,Cordia_neowidiana
Boraginaceae,Cordia,nettoana,Taub.,tax. nov.,spec.,FALSE,"Bot. Jahrb. Syst. 15(5, Beibl. 38): 11. 1893 [24 Feb 1893] ",Bot. Jahrb. Syst.,1893,"15(5, Beibl. 38): 11",553-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,275010-2,TRUE,NA,24 Feb 1893,NA,NA,Cordia_nettoana
Boraginaceae,Cordia,obtusiloba,"Pedro-Silva, T.S.Silva & J.I.M.Melo",tax. nov.,spec.,FALSE,"Harvard Pap. Bot. 26(2): 445, figs. 1-2. 2021 [dt. 31 Dec 2021; publ. 17 Dec 2021] [epublished]",Harvard Pap. Bot.,2021,"26(2): 445, figs. 1-2",10651-2,FALSE,holotype MOSS;isotype PEUFR,E.M.Carneiro,419,6 Aug 1982,"Sergipe (Brazil, Southern America)",Nossa Senhora da Glória,77234864-1,TRUE,NA,dt. 31 Dec 2021; publ. 17 Dec 2021,doi:10.3100/hpib.v26iss2.2021.n10 Etymology: 'The specific epithet refers to the obtuse apex lobes of the corolla.',[epublished],Cordia_obtusiloba
Boraginaceae,Cordia,tomentosa,Cham.,tax. nov.,spec.,FALSE,Linnaea 4(4): 472 (-473). 1829 [post Oct 1829] ,Linnaea,1829,4(4): 472 (-473),703-2,FALSE,holotype B?,F. Sellow,s.n.,NA,Brazil (Southern America),NA,65597-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=472&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,post Oct 1829,NA,NA,Cordia_tomentosa
Boraginaceae,Cryptantha,reisii,Leme,tax. nov.,spec.,FALSE,Cryptanthus Soc. J. 17(3): 87 (-88; fig. 2). 2002 [Oct 2002] ,Cryptanthus Soc. J.,2002,17(3): 87 (-88; fig. 2),3096-2,FALSE,holotype HB,E.M.C.Leme,5015,NA,"Itapetinga, Duas Barras, Fazenda Santa Cruz, ca. 300 m, Bahia (Brazil, Southern America)",NA,325158-2,FALSE,NA,Oct 2002,"Type collection, originally collected by R. F. Reiz, Jr. (s.n.), flowered in cultivation",NA,Cryptantha_reisii
Boraginaceae,Heliophytum,persicariifolium,DC.,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 9: 556. 1845 [1 Jan 1845] ,Prodr. [A. P. de Candolle],1845,9: 556,1051-2,FALSE,lectotype G-DC;isotype HAL;isotype W,J.Lhotsky,178,NA,"Silvis caeduis et Capacina ad Serra dos Orgaos, Brazil (Southern America)",NA,119672-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162923&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1845,[Gandhi; LT],NA,Heliophytum_persicariifolium
Boraginaceae,Heliotropium,bahiense,DC.,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 9: 544. 1845 [1 Jan 1845] ,Prodr. [A. P. de Candolle],1845,9: 544,1051-2,FALSE,lectotype G-DC;isotype B;isotype F;isotype H;isotype HAL;isotype K;isotype M;isotype MPU;isotype P,P.Salzmann,368,NA,"sabulosis maritimis, Bahia (Brazil, Southern America)",NA,316151-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162911&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1845,[Gandhi 24 Aug 1998],NA,Heliotropium_bahiense
Boraginaceae,Heliotropium,claussenii,A.DC.,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 9: 543. 1845 [1 Jan 1845] ,Prodr. [A. P. de Candolle],1845,9: 543,1051-2,FALSE,lectotype G-DC;isotype BREM;isotype FI-W,P.Claussen,416,NA,"Minas Gerais (Brazil, Southern America)",NA,316154-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162910&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1845,[Gandhi 24 Aug 1998],NA,Heliotropium_claussenii
Boraginaceae,Heliotropium,erectum,Vell.,tax. nov.,spec.,FALSE,Fl. Flumin. 69. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,Fl. Flumin.,1829,69,932-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,316155-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=69&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1825 publ. 7 Sep-28 Nov 1829,[Gandhi 24 Aug 1998] later homonym (non Lam. 1778),NA,Heliotropium_erectum
Boraginaceae,Heliotropium,helophilum,Mart.,tax. nov.,spec.,FALSE,"Flora 21(2, Beibl. 4): 85. 1838 ",Flora,1838,"21(2, Beibl. 4): 85",648-2,FALSE,lectotype BR;isotype FI-W;isotype G-DC;isotype GH;isotype L;isotype LE;isotype M;isotype P;isotype W,C.F.P.Martius,Herb. Fl. Bras. 267,NA,"Humidis humosis prope Cujaba, Brazil (Southern America)",NA,316163-2,TRUE,NA,NA,[Gandhi 26 Aug 1998],NA,Heliotropium_helophilum
Boraginaceae,Heliotropium,minarum,Glaz.,tax. nov.,spec.,FALSE,Bull. Soc. Bot. France 57(Mém. 3e): 479. 1910 ,Bull. Soc. Bot. France,1910,57(Mém. 3e): 479,578-2,FALSE,lectotype P;isotype B;isotype BM?;isotype BR;isotype C;isotype F;isotype G;isotype K;isotype LE;isotype P,A.F.M.Glaziou,15272,NA,"Entre Sitio et Barbacena, Minas Gerais (Brazil, Southern America)",NA,119828-2,FALSE,NA,NA,[Gandhi; LT],NA,Heliotropium_minarum
Boraginaceae,Heliotropium,monostachyum,Cham.,tax. nov.,spec.,FALSE,Linnaea 4(4): 455 (-456). 1829 [post Oct 1829] ,Linnaea,1829,4(4): 455 (-456),703-2,FALSE,lectotype LE-CHAM;isotype B;isotype BM;isotype BR;isotype G;isotype K;isotype L,F.Sellow,s.n.,NA,Brazil (Southern America),NA,316168-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=455&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,post Oct 1829,NA,NA,Heliotropium_monostachyum
Boraginaceae,Heliotropium,rigidifolium,A.DC.,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 9: 543. 1845 [1 Jan 1845] ,Prodr. [A. P. de Candolle],1845,9: 543,1051-2,FALSE,lectotype G-DC;isotype BM;isotype BR;isotype F;isotype FI;isotype FI-W;isotype P,J.S.Blanchet,3845 [93],NA,"Tamandua, Bahia (Brazil, Southern America)",NA,316181-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162910&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1845,[Gandhi 27 Aug 1998],NA,Heliotropium_rigidifolium
Boraginaceae,Heliotropium,scandens,Vell.,tax. nov.,spec.,FALSE,Fl. Flumin. 69. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,Fl. Flumin.,1829,69,932-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,316184-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=69&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1825 publ. 7 Sep-28 Nov 1829,[Gandhi 27 Aug 1998],NA,Heliotropium_scandens
Boraginaceae,Heliotropium,sidifolium,Cham.,tax. nov.,spec.,FALSE,Linnaea 4(4): 460 (-458). 1829 [post Oct 1829] (as sidaefolium),Linnaea,1829,4(4): 460 (-458),703-2,FALSE,lectotype M;isotype B;isotype BREM;isotype HAL;isotype LE?;isotype P?,F.Sellow,s.n.,NA,Brazil (Southern America),NA,316185-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=460&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,post Oct 1829,NA,(as sidaefolium),Heliotropium_sidifolium
Boraginaceae,Heliotropium,strictissimum,A.DC.,tax. nov.,spec.,FALSE,Prodr. [A. P. de Candolle] 9: 544. 1845 [1 Jan 1845] ,Prodr. [A. P. de Candolle],1845,9: 544,1051-2,FALSE,lectotype G-DC;isotype B;isotype BM;isotype BR;isotype C;isotype F;isotype FI;isotype FI-W;isotype HAL;isotype K;isotype KIEL;isotype LE;isotype M;isotype NY;isotype P;isotype W,J.S.Blanchet,3402a,NA,"Serra Jacobina, Bahia (Brazil, Southern America)",NA,316186-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162911&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1845,[Gandhi 27 Aug 1998],NA,Heliotropium_strictissimum
Boraginaceae,Heliotropium,tenue,Willd.,tax. nov.,spec.,FALSE,"Syst. Veg., ed. 15 bis [Roemer & Schultes] 4: 737. 1819 ","Syst. Veg., ed. 15 bis [Roemer & Schultes]",1819,4: 737,14665-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,117280-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1819&rft.spage=737&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/825&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,The species name and description together ascribed to: 'Herb. Willd. MS.',NA,Heliotropium_tenue
Boraginaceae,Heliotropium,tiaridioides,Cham.,tax. nov.,spec.,FALSE,Linnaea 4(4): 453 (-455). 1829 [post Oct 1829] ,Linnaea,1829,4(4): 453 (-455),703-2,FALSE,lectotype LE-CHAM;isotype B;isotype BR;isotype G-DC;isotype HAL;isotype K;isotype L;isotype LE-CHAM;isotype P;isotype W,F.Sellow,s.n.,NA,Brazil (Southern America),NA,119900-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.issue=4&rft.spage=453&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,post Oct 1829,NA,NA,Heliotropium_tiaridioides
Boraginaceae,Messerschmidia,organensis,Miers,tax. nov.,spec.,FALSE,"Contr. Bot. 2: 205. 1868 Ann. & Mag. Nat. Hist. ser. 4, 2: 194. 1868",Contr. Bot.,1868,2: 205,17449-2,FALSE,null BM,J.Miers,s.n.,NA,"Imbuy Lane, Organ Mts, Rio de Janeiro (Brazil, Southern America)",NA,327421-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1868&rft.spage=205&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/129755&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,"Ann. & Mag. Nat. Hist. ser. 4, 2: 194. 1868",Messerschmidia_organensis
Boraginaceae,Messerschmidia,ramiflora,Miers,tax. nov.,spec.,FALSE,"Contr. Bot. 2: 208. 1868 Ann. & Mag. Nat. Hist. ser. 4, 2: 197. 1868",Contr. Bot.,1868,2: 208,17449-2,FALSE,null BM,George Gardner,5037,NA,"Minas Gerais (Brazil, Southern America)",NA,327422-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1868&rft.spage=208&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/129755&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,"Ann. & Mag. Nat. Hist. ser. 4, 2: 197. 1868",Messerschmidia_ramiflora
Boraginaceae,Preslaea,linifolia,A.St.-Hil.,tax. nov.,spec.,FALSE,Voy. Distr. Diam. 2: 433. 1833 ,Voy. Distr. Diam.,1833,2: 433,3477-2,FALSE,lectotype P;isotype B;isotype M;isotype MPU,A.F.C.P.de Saint-Hilaire,433 [86s],NA,"Sur le sable a la Praia do Portal terres du Cabo Frio, Brazil (Southern America)",NA,210053-2,TRUE,NA,NA,[Gandhi; LT],NA,Preslaea_linifolia
Boraginaceae,Preslaea,stenostachya,A.St.-Hil.,tax. nov.,spec.,FALSE,Voy. Distr. Diam. 2: 434. 1833 ,Voy. Distr. Diam.,1833,2: 434,3477-2,FALSE,lectotype P;isotype K;isotype M;isotype MPU;isotype NY?;isotype P,A.F.C.P.de Saint-Hilaire,B228,NA,"Ripas fluminis Parahyba, Brazil (Southern America)",NA,210056-2,TRUE,NA,NA,[Gandhi; LT],NA,Preslaea_stenostachya
Boraginaceae,Tournefortia,catharinensis,Vaupel,tax. nov.,spec.,FALSE,Notizbl. Königl. Bot. Gart. Berlin 6: 181. 1914 ,Notizbl. Königl. Bot. Gart. Berlin,1914,6: 181,3558-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,255466-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=181&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Tournefortia_catharinensis
Boraginaceae,Tournefortia,chamissoniana,Vaupel,tax. nov.,spec.,FALSE,Notizbl. Königl. Bot. Gart. Berlin 6: 182. 1914 ,Notizbl. Königl. Bot. Gart. Berlin,1914,6: 182,3558-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,255468-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=182&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,Tournefortia_chamissoniana
Boraginaceae,Tournefortia,graciliflora,Rusby,tax. nov.,spec.,FALSE,Bull. Torrey Bot. Club 26(3): 148. 1899 [18 Mar 1899] ,Bull. Torrey Bot. Club,1899,26(3): 148,586-2,FALSE,NA,NA,NA,NA,Brazil and Bolivia,NA,255480-2,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/710029&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,18 Mar 1899,NA,NA,Tournefortia_graciliflora
