name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,referenceRemarks,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,collectionNumber,collectorTeam,pageAsText,typeLocations,bhlLink
Brunellia_briquetii,Baehni,Baehni,,spec.,/n/37450-2,Brunelliaceae,Brunellia,briquetii,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Candollea,1938,"7: 361, pl. 24",885-2,citation,"Candollea 7: 361, pl. 24. 1938 Preprint²Ex Macbr. Field Mus. Pub. Bot. 13, pt. 2: 1040.  1938","Preprint²Ex Macbr. Field Mus. Pub. Bot. 13, pt. 2: 1040.  1938",FALSE,TRUE,1.3,37450-2,urn:lsid:ipni.org:names:37450-2,wfo-0000438434,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA
