name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,pageAsText,speciesAuthor,collectionNumber,collectorTeam,typeLocations,collectionDate1,locality,referenceRemarks,remarks,typeCoordinates,originalTaxonDistribution,basionymAuthorStr,nameStatus,typeNote,originalRemarks,otherLinks,nameStatusType,bibliographicReference,typeChosenBy,typeRemarks
Kielmeyera_inopinata,R.J.Trad,R.J.Trad,,spec.,/n/77208713-1,Clusiaceae,Kielmeyera,inopinata,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Bot.,2020,25 Feb 2020,45(1): 110,1295-2,citation,Syst. Bot. 45(1): 110. 2020 [25 Feb 2020] [epublished],FALSE,TRUE,1.2,77208713-1,urn:lsid:ipni.org:names:77208713-1,wfo-1000023346,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,625,R.J.Trad &amp; H.T.Trad,holotype UEC 191043;isotype GH;isotype MO;isotype RB,26 Dec 2017,"Mun. Mangaratiba, Reserva Rio das Pedras – Club Med, trilha do Corisquinho, final da trilha, ao chegar no Corisquinho, 460 m",[epublished],"doi:10.1600/036364420X15801369352360 The specific epithet refers to the unexpected fact of finding a new species in a Brazilian state where the vegetation is very degraded, but that has been in general well sampled.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_insignis,Saddi,Saddi,,spec.,/n/279192-2,Clusiaceae,Kielmeyera,insignis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1984,NA,"36(60): 60, fig",1167-2,citation,"Rodriguésia 36(60): 60, fig. 1984 ",FALSE,TRUE,1.3,279192-2,urn:lsid:ipni.org:names:279192-2,wfo-0000356365,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,3878,A.F.M.Glaziou,holotype C,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_itacarensis,Saddi,Saddi,,spec.,/n/279193-2,Clusiaceae,Kielmeyera,itacarensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bradea,1987,NA,4(42): 341 (-342; fig.),1276-2,citation,Bradea 4(42): 341 (-342; fig.). 1987 ,FALSE,TRUE,1.2.2.2.1.1,279193-2,urn:lsid:ipni.org:names:279193-2,wfo-0000356366,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,18340,R.M.Harley et al.,holotype RB,NA,Itacare,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_juruenensis,Saddi,Saddi,,spec.,/n/279194-2,Clusiaceae,Kielmeyera,juruenensis,tax. nov.,"Juruena, Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,,Kew Bull.,1984,25 Oct 1984,"39(4): 734, fig.",987-2,citation,"Kew Bull. 39(4): 734, fig. 1984 [25 Oct 1984] ",FALSE,TRUE,1.3.1.2,279194-2,urn:lsid:ipni.org:names:279194-2,wfo-0000356367,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,5430,F.C.Hoehne,holotype R,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_lathrophyton,Saddi,Saddi,,spec.,/n/279195-2,Clusiaceae,Kielmeyera,lathrophyton,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Kew Bull.,1987,4 Apr 1987,"42(1): 255, fig.",987-2,citation,"Kew Bull. 42(1): 255, fig. 1987 [4 Apr 1987] ",FALSE,TRUE,1.3.1.1,279195-2,urn:lsid:ipni.org:names:279195-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,8764/958,E.P.Heringer,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_lathrophyton,Saddi,Saddi,,spec.,/n/931721-1,Clusiaceae,Kielmeyera,lathrophyton,tax. nov.,Brazil.,FALSE,FALSE,TRUE,,Kew Bull.,1987,4 Apr 1987,42(1): 225,987-2,citation,Kew Bull. 42(1): 225. 1987 [4 Apr 1987] ,FALSE,TRUE,1.3.1.4.1.1,931721-1,urn:lsid:ipni.org:names:931721-1,wfo-0001279177,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_longepetiolata,Hochr.,Hochr.,,spec.,/n/133429-2,Clusiaceae,Kielmeyera,longepetiolata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Annuaire Conserv. Jard. Bot. Genève,1919,NA,21: 51,1145-2,citation,Annuaire Conserv. Jard. Bot. Genève 21: 51. 1919 ,FALSE,TRUE,1.3,133429-2,urn:lsid:ipni.org:names:133429-2,wfo-0000356363,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1919&rft.spage=51&rft.volume=21&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_marauensis,Saddi,Saddi,,spec.,/n/279196-2,Clusiaceae,Kielmeyera,marauensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kew Bull.,1984,25 Oct 1984,"39(4): 737, fig.",987-2,citation,"Kew Bull. 39(4): 737, fig. 1984 [25 Oct 1984] ",FALSE,TRUE,1.3.1.2,279196-2,urn:lsid:ipni.org:names:279196-2,wfo-0000356347,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,2043,"R.P.Belém, R.S.Pinheiro",holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_neglecta,Saddi,Saddi,,spec.,/n/279197-2,Clusiaceae,Kielmeyera,neglecta,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kew Bull.,1984,25 Oct 1984,"39(4): 735, fig.",987-2,citation,"Kew Bull. 39(4): 735, fig. 1984 [25 Oct 1984] ",FALSE,TRUE,1.3.1.2,279197-2,urn:lsid:ipni.org:names:279197-2,wfo-0001279170,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,Ba-06,N.Saddi,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_obovata,Hochr.,Hochr.,,spec.,/n/133433-2,Clusiaceae,Kielmeyera,obovata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Annuaire Conserv. Jard. Bot. Genève,1919,NA,21: 49,1145-2,citation,Annuaire Conserv. Jard. Bot. Genève 21: 49. 1919 ,FALSE,TRUE,1.3,133433-2,urn:lsid:ipni.org:names:133433-2,wfo-0000356346,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1919&rft.spage=49&rft.volume=21&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_obtecta,Saddi,Saddi,,spec.,/n/279199-2,Clusiaceae,Kielmeyera,obtecta,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bradea,1987,NA,"4: 338 (-339), fig",1276-2,citation,"Bradea 4: 338 (-339), fig. 1987 ",FALSE,TRUE,1.3,279199-2,urn:lsid:ipni.org:names:279199-2,wfo-0000356351,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,2331,G.O.A.Malme,holotype S,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_occhioniana,Saddi,Saddi,,spec.,/n/279200-2,Clusiaceae,Kielmeyera,occhioniana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1984,NA,"36(60): 62, fig",1167-2,citation,"Rodriguésia 36(60): 62, fig. 1984 ",FALSE,TRUE,1.3,279200-2,urn:lsid:ipni.org:names:279200-2,wfo-0000356352,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,223,J.Spada,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_oreophila,R.J.Trad,R.J.Trad,,spec.,/n/77208714-1,Clusiaceae,Kielmeyera,oreophila,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Bot.,2020,25 Feb 2020,45(1): 112,1295-2,citation,Syst. Bot. 45(1): 112. 2020 [25 Feb 2020] [epublished],FALSE,TRUE,1.1,77208714-1,urn:lsid:ipni.org:names:77208714-1,wfo-1000023347,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,695,"L.F.A.de Paula, L.Azevedo &amp; S.Porembski",holotype BHCB 0015907,21 Feb 2014,"Mun. Teófilo Otoni, afloramento rochoso do lado esquerdo da MG 418, c. de 30 km ao norte de Teófilo Otoni, em borda de mata margeando afloramento granítico, 560 m",[epublished],doi:10.1600/036364420X15801369352360,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_petiolaris,Mart. & Zucc.,Mart. & Zucc.,,spec.,/n/828962-1,Clusiaceae,Kielmeyera,petiolaris,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Flora,1825,NA,8: 30,648-2,citation,Flora 8: 30. 1825 ,FALSE,TRUE,1.4,828962-1,urn:lsid:ipni.org:names:828962-1,wfo-0001279171,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=30&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"also published in Mart., Nov. Gen. Sp.Pl. 1: 111 (1826)",,NA,NA,NA,NA,Bras,NA,NA,NA,NA,NA
Kielmeyera_pulcherrima,L.B.Sm.,L.B.Sm.,,spec.,/n/133436-2,Clusiaceae,Kielmeyera,pulcherrima,tax. nov.,"Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,,Los Angeles County Mus. Contr. Sci.,1959,NA,"no. 30: 11, fig. 3",3700-2,citation,"Los Angeles County Mus. Contr. Sci. no. 30: 11, fig. 3. 1959 ",FALSE,TRUE,1.3,133436-2,urn:lsid:ipni.org:names:133436-2,wfo-0001279178,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_regalis,Saddi,Saddi,,spec.,/n/279205-2,Clusiaceae,Kielmeyera,regalis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kew Bull.,1987,4 Apr 1987,42(1): 227 (-229),987-2,citation,Kew Bull. 42(1): 227 (-229). 1987 [4 Apr 1987] ,FALSE,TRUE,1.3.1.2,279205-2,urn:lsid:ipni.org:names:279205-2,wfo-0000356375,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,MG-10,N.Saddi,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_reticulata,Saddi,Saddi,,spec.,/n/279206-2,Clusiaceae,Kielmeyera,reticulata,tax. nov.,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bradea,1984,NA,"4: 27 (-28), fig",1276-2,citation,"Bradea 4: 27 (-28), fig. 1984 ",FALSE,TRUE,1.3,279206-2,urn:lsid:ipni.org:names:279206-2,wfo-0000356376,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,BA23,N.Saddi,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_rizziniana,Saddi,Saddi,,spec.,/n/279207-2,Clusiaceae,Kielmeyera,rizziniana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1984,NA,"36(60): 60, fig",1167-2,citation,"Rodriguésia 36(60): 60, fig. 1984 ",FALSE,TRUE,1.3,279207-2,urn:lsid:ipni.org:names:279207-2,wfo-0001229914,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,RJ-02,N.Saddi,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_rosea,Mart. & Zucc.,Mart. & Zucc.,,spec.,/n/828964-1,Clusiaceae,Kielmeyera,rosea,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Flora,1825,NA,8: 30,648-2,citation,Flora 8: 30. 1825 ,FALSE,TRUE,1.3,828964-1,urn:lsid:ipni.org:names:828964-1,wfo-0001229915,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=30&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"also published in Mart., Nov. Gen. Sp.Pl. 1: 110 (1826)",,NA,NA,NA,NA,Bras,NA,NA,NA,NA,NA
Kielmeyera_rufotomentosa,Saddi,Saddi,,spec.,/n/279210-2,Clusiaceae,Kielmeyera,rufotomentosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1984,NA,"36(60): 62 (-63), fig",1167-2,citation,"Rodriguésia 36(60): 62 (-63), fig. 1984 ",FALSE,TRUE,1.3,279210-2,urn:lsid:ipni.org:names:279210-2,wfo-0000356378,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,6648,Kuhlmann,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_rupestris,Duarte,Duarte,,spec.,/n/133442-2,Clusiaceae,Kielmeyera,rupestris,tax. nov.,"Espirito Santo (Brazil, Southern America)",FALSE,FALSE,FALSE,,Arch. Jard. Bot. Rio de Janeiro,1973,NA,"19: 217, fig",848-2,citation,"Arch. Jard. Bot. Rio de Janeiro 19: 217, fig. 1973 ",FALSE,TRUE,1.3,133442-2,urn:lsid:ipni.org:names:133442-2,wfo-0000356379,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,8996,A.P.Duarte,holotype Herb. Mus. Hist. Nat.;isotype UFMG s/n,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_sigillata,Saddi,Saddi,,spec.,/n/279211-2,Clusiaceae,Kielmeyera,sigillata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1984,NA,"36(60): 63, fig",1167-2,citation,"Rodriguésia 36(60): 63, fig. 1984 ",FALSE,TRUE,1.3,279211-2,urn:lsid:ipni.org:names:279211-2,wfo-0000356380,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,2540,Emygdio et al,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_similis,Saddi,Saddi,,spec.,/n/279212-2,Clusiaceae,Kielmeyera,similis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bradea,1987,NA,"4(42): 340, fig",1276-2,citation,"Bradea 4(42): 340, fig. 1987 ",FALSE,TRUE,1.3,279212-2,urn:lsid:ipni.org:names:279212-2,wfo-0000356371,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,353-a,A.Macedo [Brazil],holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_speciosa,A.St.-Hil.,A.St.-Hil.,,spec.,/n/30287824-2,Clusiaceae,Kielmeyera,speciosa,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,FALSE,,Pl. Usuel. Bras.,1827,15 Sep 1827,pt. 12: t. 58,10941-2,citation,Pl. Usuel. Bras. pt. 12: t. 58. 1827 [15 Sep 1827] ,FALSE,TRUE,1.1.2.2,30287824-2,urn:lsid:ipni.org:names:30287824-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_stevensii,R.J.Trad,R.J.Trad,,spec.,/n/77208715-1,Clusiaceae,Kielmeyera,stevensii,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Bot.,2020,25 Feb 2020,45(1): 115,1295-2,citation,Syst. Bot. 45(1): 115. 2020 [25 Feb 2020] [epublished],FALSE,TRUE,1.2,77208715-1,urn:lsid:ipni.org:names:77208715-1,wfo-1000023348,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,2813,M.Nadruz &amp; I.G.Costa,holotype UEC 124072;isotype RB 00848905;isotype GH,18 Dec 2013,"Cardoso Moreira, Baú, Fazenda do Sr. Humberto, 145 m",[epublished],"doi:10.1600/036364420X15801369352360 The specific epithet refers to Prof. Dr. Peter F. Stevens, a person with a vast and impressive knowledge about botany, including its most diverse aspects, and a wellknown specialist in Calophyllaceae, who loves teaching and fieldwork.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_tomentosa,Cambess.,Cambess.,,spec.,/n/279213-2,Clusiaceae,Kielmeyera,tomentosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Fl. Bras. Merid. (A. St.-Hil.).,1828,NA,"1: 308, t",8262-2,citation,"Fl. Bras. Merid. (A. St.-Hil.). 1: 308, t. 1828 ",FALSE,TRUE,1.5,279213-2,urn:lsid:ipni.org:names:279213-2,wfo-0001279173,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=308&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45474&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_trichophora,Saddi,Saddi,,spec.,/n/279214-2,Clusiaceae,Kielmeyera,trichophora,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bradea,1987,NA,"4: 339 (-340), fig",1276-2,citation,"Bradea 4: 339 (-340), fig. 1987 ",FALSE,TRUE,1.3,279214-2,urn:lsid:ipni.org:names:279214-2,wfo-0000356369,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,393,Herbert H.Smith,holotype HB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_variabilis,Mart. & Zucc.,Mart. & Zucc.,,spec.,/n/828969-1,Clusiaceae,Kielmeyera,variabilis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Flora,1825,NA,8: 31,648-2,citation,Flora 8: 31. 1825 ,FALSE,TRUE,1.3,828969-1,urn:lsid:ipni.org:names:828969-1,wfo-0001279172,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=31&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"also published in Mart., Nov. Gen. Sp.Pl. 1: 112 (1826)",,NA,NA,NA,NA,Bras,NA,NA,NA,NA,NA
Kieseria_stricta,Nees,Nees,,spec.,/n/828974-1,Clusiaceae,Kieseria,stricta,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Reise Bras. [Wied-Neuwied],1821,NA,2: 338,20006430-2,citation,Reise Bras. [Wied-Neuwied] 2: 338. 1821 ; Flora 4: 298. 11 May 1821.,FALSE,TRUE,1.1.2.1.1.2,828974-1,urn:lsid:ipni.org:names:828974-1,wfo-0001142199,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flora 4: 298. 11 May 1821.,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorostemon_bombaciflorus,Ducke,Ducke,,spec.,/n/143833-2,Clusiaceae,Lorostemon,bombaciflorus,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Arq. Inst. Biol. Veg.,1935,Aug 1935,"1(3): 210, figs",851-2,citation,"Arq. Inst. Biol. Veg. 1(3): 210, figs. 1935 [Aug 1935] ",FALSE,TRUE,1.5,143833-2,urn:lsid:ipni.org:names:143833-2,wfo-0001295744,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lorostemon_negrensis,Fróes,Fróes,,spec.,/n/143835-2,Clusiaceae,Lorostemon,negrensis,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bol. Tecn. Inst. Agron. N.,1959,NA,no. 36: 152,860-2,citation,Bol. Tecn. Inst. Agron. N. no. 36: 152. 1959 ,FALSE,TRUE,1.4,143835-2,urn:lsid:ipni.org:names:143835-2,wfo-0000359050,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahurea_tomentosa,Ducke,Ducke,,spec.,/n/149417-2,Clusiaceae,Mahurea,tomentosa,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Arq. Inst. Biol. Veg.,1935,Aug 1935,1(3): 208,851-2,citation,"Arq. Inst. Biol. Veg. 1(3): 208. 1935 [Aug 1935] Tropical Woods, 43: 22. 1935",FALSE,TRUE,1.4,149417-2,urn:lsid:ipni.org:names:149417-2,wfo-0001295745,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropical Woods, 43: 22. 1935",NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quapoya_froesii,Maguire,Maguire,,spec.,/n/215345-2,Clusiaceae,Quapoya,froesii,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Mem. New York Bot. Gard.,1961,NA,"10(4): 29, fig. 30J",719-2,citation,"Mem. New York Bot. Gard. 10(4): 29, fig. 30J. 1961 ",FALSE,TRUE,1.1.2.1.1.1,215345-2,urn:lsid:ipni.org:names:215345-2,wfo-0000733201,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1961&rft.issue=4&rft.spage=29&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tovomita_maxima,Molino & J.Engel,Molino & J.Engel,,spec.,/n/77303261-1,Clusiaceae,Tovomita,maxima,tax. nov.,"French Guiana (Northern South America, Southern America);Guyana (Northern South America, Southern America);Amazonas (Brazil North, Brazil, Southern America);",FALSE,FALSE,TRUE,,Adansonia,2022,20 Jun 2022,"sér. 3, 44(16): 166",833-2,citation,"Adansonia sér. 3, 44(16): 166. 2022 [20 Jun 2022] [epublished]",FALSE,TRUE,1.1,77303261-1,urn:lsid:ipni.org:names:77303261-1,wfo-1000039979,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,5595,Sabatier &amp; Fonty,holotype CAY CAY112114,11 Nov 2009,Montagne des Chevaux,[epublished],doi:10.5252/adansonia2022v44a16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tovomita_paniculata,Cambess.,Cambess.,,spec.,/n/429390-1,Clusiaceae,Tovomita,paniculata,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. Merid. (A. St.-Hil.).,1828,NA,"1(8): 315, t. 64",8262-2,citation,"Fl. Bras. Merid. (A. St.-Hil.). 1(8): 315, t. 64. 1828 ",FALSE,TRUE,1.5,429390-1,urn:lsid:ipni.org:names:429390-1,wfo-0001296010,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.issue=8&rft.spage=315&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45474&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,"& Collection: In sylvis primaevis prope vicum Aguassu, haud longe ab urbe Rio de Janeiro. Florebat Februario",NA,NA,,NA,NA,NA,NA,Bras,NA,NA,NA,NA,NA
Vismia_amazonica,Ewan,Ewan,,spec.,/n/267252-2,Clusiaceae,Vismia,amazonica,tax. nov.,"British Guiana, Colombia, Peru, Brazil &amp; Bolivia",FALSE,FALSE,TRUE,,Contr. U.S. Natl. Herb.,1962,NA,35(5): 355,605-2,citation,Contr. U.S. Natl. Herb. 35(5): 355. 1962 ,FALSE,TRUE,1.4,267252-2,urn:lsid:ipni.org:names:267252-2,wfo-0001296106,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/400140&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,400140,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vismia_atlantica,L.Marinho & M.V.Martins,L.Marinho & M.V.Martins,,spec.,/n/77157877-1,Clusiaceae,Vismia,atlantica,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,J. Torrey Bot. Soc.,2016,27 May 2016,143(3): 331,17690-2,citation,J. Torrey Bot. Soc. 143(3): 331. 2016 [27 May 2016] [epublished],FALSE,TRUE,1.1,77157877-1,urn:lsid:ipni.org:names:77157877-1,wfo-0001318535,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,1071,L.C.Marinho et al.,holotype CEPEC;isotype HUEFS;isotype RB;isotype UEC,7 Sep 2015,"Mun. Valença: entroncamento de Valença, Serra da Abiá, Faz. Bom Jesus, propriedado do Sr. Vanderley",[epublished],doi:10.3159/TORREY-D-15-00041,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
