name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectionNumber,collectorTeam,pageAsText,typeLocations,infraspecies,remarks,referenceRemarks,speciesAuthor,collectionDate1,locality,typeCoordinates,originalRemarks,bibliographicReference,typeChosenBy,typeRemarks,nameStatus,nameStatusType,originalTaxonDistribution,typeNote,bibliographicTypeInfo,typeName
Lophostachys_reptans,Lindau,Lindau,,spec.,/n/143637-2,Acanthaceae,Lophostachys,reptans,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 195,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 195. 1914 ,FALSE,TRUE,1.1.2.1,143637-2,urn:lsid:ipni.org:names:143637-2,wfo-0000360982,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=195&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mendoncia_gigas,Lindau,Lindau,,spec.,/n/157162-2,Acanthaceae,Mendoncia,gigas,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 192,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 192. 1914 ,FALSE,TRUE,1.1.2.1,157162-2,urn:lsid:ipni.org:names:157162-2,wfo-0001044083,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=192&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mendoncia_trichota,Leonard,Leonard,,spec.,/n/157206-2,Acanthaceae,Mendoncia,trichota,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Contr. U.S. Natl. Herb.,1958,NA,31: 674,605-2,citation,Contr. U.S. Natl. Herb. 31: 674. 1958 ,FALSE,TRUE,1.3,157206-2,urn:lsid:ipni.org:names:157206-2,wfo-0001045021,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/398637&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,398637,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morsacanthus_nemoralis,Rizzini,Rizzini,,spec.,/n/164453-2,Acanthaceae,Morsacanthus,nemoralis,tax. nov.,"Paraná (Brazil, Southern America)",FALSE,FALSE,TRUE,,Revista Brasil. Biol.,1952,NA,12: 261,3736-2,citation,Revista Brasil. Biol. 12: 261. 1952 ,FALSE,TRUE,1.2,164453-2,urn:lsid:ipni.org:names:164453-2,wfo-0000371072,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neowedia_speciosa,Schrad.,Schrad.,,spec.,/n/60468276-2,Acanthaceae,Neowedia,speciosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Gött. Gel. Anz.,1821,5 May 1821,1821(2): 706,8865-2,citation,Gött. Gel. Anz. 1821(2): 706. [5 May 1821] ,FALSE,TRUE,1.1,60468276-2,urn:lsid:ipni.org:names:60468276-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odontonema_latifolium,Rizzini,Rizzini,,spec.,/n/172460-2,Acanthaceae,Odontonema,latifolium,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Arch. Jard. Bot. Rio de Janeiro,1950,NA,9: 59,848-2,citation,Arch. Jard. Bot. Rio de Janeiro 9: 59. 1950 ,FALSE,TRUE,1.2,172460-2,urn:lsid:ipni.org:names:172460-2,wfo-0000385264,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odontonema_scandens,Lindau,Lindau,,spec.,/n/172478-2,Acanthaceae,Odontonema,scandens,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 198,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 198. 1914 ,FALSE,TRUE,1.1.2.1,172478-2,urn:lsid:ipni.org:names:172478-2,wfo-0000385262,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=198&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polylychnis_ovata,Wassh.,Wassh.,,spec.,/n/77073658-1,Acanthaceae,Polylychnis,ovata,tax. nov.,"Amapá (Brazil North, Brazil, Southern America);Suriname (Northern South America, Southern America);",FALSE,FALSE,TRUE,,"Fl. Guianas, ser. A, Phanerogams",2006,NA,23(156): 103 (-105; fig. 26),3319-2,citation,"Fl. Guianas, ser. A, Phanerogams 23(156): 103 (-105; fig. 26). 2006 ",FALSE,TRUE,1.1,77073658-1,urn:lsid:ipni.org:names:77073658-1,wfo-0000393485,FALSE,TRUE,TRUE,FALSE,FALSE,NA,B. 4522,de Granville,NA,holotype P;isotype U;isotype US,NA,NA,NA,NA,1 Sep 1972,"Tumac Humac, 3 km N-NW of Mitaraka Nord, ca. 430 m elev.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseuderanthemum_australe,M.C.Rodrigues & V.C.Souza,M.C.Rodrigues & V.C.Souza,,spec.,/n/77211706-1,Acanthaceae,Pseuderanthemum,australe,tax. nov.,"Paraná (Brazil South, Brazil, Southern America);Santa Catarina (Brazil South, Brazil, Southern America);",FALSE,FALSE,FALSE,,Kew Bull.,2020,20 Nov 2020,75(3)-42: 2,987-2,citation,Kew Bull. 75(3)-42: 2. 2020 [20 Nov 2020] [epublished],FALSE,TRUE,1.4,77211706-1,urn:lsid:ipni.org:names:77211706-1,wfo-1000024330,TRUE,TRUE,TRUE,FALSE,FALSE,NA,1209,J.Cordeiro,NA,holotype ESA 32143;isotype MBM;isotype US,NA,doi:10.1007/S12225-020-09900-9,[epublished],NA,19 Apr 1995,"Paraná: Adrianópolis, Barra Grande – Mata do Vale do Ribeira",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseuderanthemum_jundiaiense,M.C.Rodrigues & V.C.Souza,M.C.Rodrigues & V.C.Souza,,spec.,/n/77211707-1,Acanthaceae,Pseuderanthemum,jundiaiense,tax. nov.,"São Paulo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,FALSE,,Kew Bull.,2020,20 Nov 2020,75(3)-42: 2,987-2,citation,Kew Bull. 75(3)-42: 2. 2020 [20 Nov 2020] [epublished],FALSE,TRUE,1.4,77211707-1,urn:lsid:ipni.org:names:77211707-1,wfo-1000024331,TRUE,TRUE,TRUE,FALSE,FALSE,NA,24,M.A.G.Magenta et al.,NA,holotype SP 275782,NA,doi:10.1007/S12225-020-09900-9,[epublished],NA,18 Apr 1995,"Jundiaí, Serra do Japí",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_bracteiflora,Glaz.,Glaz.,,spec.,/n/224053-2,Acanthaceae,Ruellia,bracteiflora,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Bull. Soc. Bot. France,1911,NA,58(Mém. 3f): 532,578-2,citation,Bull. Soc. Bot. France 58(Mém. 3f): 532. 1911 ,FALSE,TRUE,1.3,224053-2,urn:lsid:ipni.org:names:224053-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_brasiliensis,Spreng.,Spreng.,,spec.,/n/224054-2,Acanthaceae,Ruellia,brasiliensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,"Syst. Veg., ed. 16 [Sprengel]",1825,Jan-May 1825,2: 822,14620-2,citation,"Syst. Veg., ed. 16 [Sprengel] 2: 822. 1825 [Jan-May 1825] ",FALSE,TRUE,1.1.2.1.1.1,224054-2,urn:lsid:ipni.org:names:224054-2,wfo-0001045351,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=822&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_conferta,Lindau,Lindau,,spec.,/n/224091-2,Acanthaceae,Ruellia,conferta,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 194,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 194. 1914 ,FALSE,TRUE,1.1.2.1,224091-2,urn:lsid:ipni.org:names:224091-2,wfo-0000401816,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=194&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_glanduloso-notata,Lindau,Lindau,,spec.,/n/224131-2,Acanthaceae,Ruellia,glanduloso-notata,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Bull. Herb. Boissier,1905,NA,"ser. 2, 5: 367",573-2,citation,"Bull. Herb. Boissier ser. 2, 5: 367. 1905 ",FALSE,TRUE,1.1.2.1,224131-2,urn:lsid:ipni.org:names:224131-2,wfo-0000401937,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_lindaviana,Taub.,Taub.,,spec.,/n/224177-2,Acanthaceae,Ruellia,lindaviana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1895,1895,21(4): 452,553-2,citation,Bot. Jahrb. Syst. 21(4): 452. 1895 [1895] ;  a preprint,FALSE,TRUE,1.5,224177-2,urn:lsid:ipni.org:names:224177-2,wfo-0000401074,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.issue=4&rft.spage=452&rft.volume=21&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,a preprint,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_lofgrenii,Lindau,Lindau,,spec.,/n/224178-2,Acanthaceae,Ruellia,lofgrenii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1897,NA,5: 654,573-2,citation,Bull. Herb. Boissier 5: 654. 1897 ,FALSE,TRUE,1.1.2.1.1.1,224178-2,urn:lsid:ipni.org:names:224178-2,wfo-0001044194,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=654&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/49730&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_mattogrossensis,Lindau,Lindau,,spec.,/n/224196-2,Acanthaceae,Ruellia,mattogrossensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1895,NA,3: 362,573-2,citation,Bull. Herb. Boissier 3: 362. 1895 ,FALSE,TRUE,1.1.2.1,224196-2,urn:lsid:ipni.org:names:224196-2,wfo-0000402053,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.spage=362&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/49730&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_phyllocalyx,Lindau,Lindau,,spec.,/n/224247-2,Acanthaceae,Ruellia,phyllocalyx,tax. nov.,Peru &amp; Brazil,FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1904,NA,"ser. 2, 4: 320",573-2,citation,"Bull. Herb. Boissier ser. 2, 4: 320. 1904 ",FALSE,TRUE,1.1.2.1,224247-2,urn:lsid:ipni.org:names:224247-2,wfo-0001044214,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_scandens,Lindau,Lindau,,spec.,/n/224278-2,Acanthaceae,Ruellia,scandens,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Königl. Bot. Gart. Berlin,1914,NA,6: 193,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 193. 1914 ,FALSE,TRUE,1.1.2.1,224278-2,urn:lsid:ipni.org:names:224278-2,wfo-0000400849,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=193&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_simplicicaulis,Glaz.,Glaz.,,spec.,/n/224285-2,Acanthaceae,Ruellia,simplicicaulis,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Bull. Soc. Bot. France,1911,NA,58(Mém. 3f): 533,578-2,citation,Bull. Soc. Bot. France 58(Mém. 3f): 533. 1911 ,FALSE,TRUE,1.3,224285-2,urn:lsid:ipni.org:names:224285-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruellia_umbrosa,M.J.Silva,M.J.Silva,,spec.,/n/77297448-1,Acanthaceae,Ruellia,umbrosa,tax. nov.,"Goiás (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2022,27 Apr 2022,544(1): 82,20011462-1,citation,Phytotaxa 544(1): 82. 2022 [27 Apr 2022] [epublished],FALSE,TRUE,1.1,77297448-1,urn:lsid:ipni.org:names:77297448-1,wfo-1200008691,TRUE,TRUE,TRUE,FALSE,FALSE,NA,12547,M.J.Silva &amp; F.D.Santos,NA,holotype UFG;isotype CEN;isotype UB,NA,"doi:10.11646/phytotaxa.544.1.7 Etymology: 'The specific epithet “umbrosa” from Latin umbrosus, alluding to that the species grows in a shaded environment in a riparian forest'.",[epublished],NA,29 May 2021,"Niquelândia, Reserva Particular de Desenvolvimento Sustentável Legado Verdes do Cerrado, Núcleo Engenho, Área do Rio Traíras, Floresta Estacional, cerca de 120 metros a partir da entrada da trilha principal do rio Traíras, 626 m",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staurogyne_glutinosa,Lindau,Lindau,,spec.,/n/243606-2,Acanthaceae,Staurogyne,glutinosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1897,NA,5: 644,573-2,citation,Bull. Herb. Boissier 5: 644. 1897 ,FALSE,TRUE,1.1.2.1.1.2,243606-2,urn:lsid:ipni.org:names:243606-2,wfo-0000496363,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=644&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/49730&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenandrium_ornatum,Nees,Nees,,spec.,/n/244520-2,Acanthaceae,Stenandrium,ornatum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1847,25 Nov 1847,11: 291,1051-2,citation,Prodr. [A. P. de Candolle] 11: 291. 1847 [25 Nov 1847] ,FALSE,TRUE,1.4,244520-2,urn:lsid:ipni.org:names:244520-2,wfo-0001286769,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/161226&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,161226,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tremacanthus_roberti,S.Moore,S.Moore,,spec.,/n/256546-2,Acanthaceae,Tremacanthus,roberti,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,J. Bot.,1904,NA,42: 33,678-2,citation,J. Bot. 42: 33. 1904 ,FALSE,TRUE,1.3,256546-2,urn:lsid:ipni.org:names:256546-2,wfo-0000410491,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/35302327&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,35302327,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
