name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,infraspecies,inPowo,publicationYear,referenceCollation,recordType,reference,referenceRemarks,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,linkedPublication,publication,publicationId,pageAsText,bhlLink,speciesAuthor,collectionNumber,collectorTeam,collectionDate1,locality,publicationYearNote,remarks,typeLocations,typeCoordinates,nameStatus,nameStatusType
Lysimachia_abscondita,"R.Trevis., Funez & Hassemer","R.Trevis., Funez & Hassemer",,spec.,/n/77249055-1,Primulaceae,Lysimachia,abscondita,tax. nov.,"Santa Catarina (Brazil South, Brazil, Southern America);Paraná (Brazil South, Brazil, Southern America);Rio Grande do Sul (Brazil South, Brazil, Southern America);",FALSE,FALSE,NA,TRUE,2021,46(1): 130,citation,Syst. Bot. 46(1): 130. 2021 [29 Mar 2021] [epublished],[epublished],FALSE,TRUE,1.1,77249055-1,urn:lsid:ipni.org:names:77249055-1,wfo-1000027759,TRUE,TRUE,TRUE,FALSE,FALSE,,Syst. Bot.,1295-2,NA,NA,NA,1400,R.Trevisan,8 Dec 2013,"Santa Catarina: Urubici, Parque Nacional de São Joaquim, Campos de Santa Bárbara",29 Mar 2021,doi:10.1600/036364421X16128061189396,holotype FLOR FLOR51285,,NA,NA
Lysimachia_campestris,"Funez, Hassemer & R.Trevis.","Funez, Hassemer & R.Trevis.",,spec.,/n/77249057-1,Primulaceae,Lysimachia,campestris,tax. nov.,"Santa Catarina (Brazil South, Brazil, Southern America);Paraná (Brazil South, Brazil, Southern America);",FALSE,FALSE,NA,TRUE,2021,46(1): 139,citation,Syst. Bot. 46(1): 139. 2021 [29 Mar 2021] [epublished],[epublished],FALSE,TRUE,1.1,77249057-1,urn:lsid:ipni.org:names:77249057-1,wfo-1000027762,TRUE,TRUE,TRUE,FALSE,FALSE,,Syst. Bot.,1295-2,NA,NA,NA,3760,L.A.Funez et al.,20 Feb 2015,"Santa Catarina: Garuva, Alto Quiriri, 1200 m",29 Mar 2021,doi:10.1600/036364421X16128061189396,holotype FLOR;isotype FURB,,NA,NA
Lysimachia_catharinensis,"R.Trevis., Funez & Hassemer","R.Trevis., Funez & Hassemer",,spec.,/n/77249058-1,Primulaceae,Lysimachia,catharinensis,tax. nov.,"Santa Catarina (Brazil South, Brazil, Southern America)",FALSE,FALSE,NA,TRUE,2021,46(1): 140,citation,Syst. Bot. 46(1): 140. 2021 [29 Mar 2021] [epublished],[epublished],FALSE,TRUE,1.1,77249058-1,urn:lsid:ipni.org:names:77249058-1,wfo-1000027763,TRUE,TRUE,TRUE,FALSE,FALSE,,Syst. Bot.,1295-2,NA,NA,NA,1639,R.Trevisan et al.,13 Dec 2014,"Urubici, Parque Nacional de São Joaquim",29 Mar 2021,doi:10.1600/036364421X16128061189396,holotype FLOR FLOR-61911,,NA,NA
Lysimachia_longipedicellata,"R.Trevis., Funez & Hassemer","R.Trevis., Funez & Hassemer",,spec.,/n/77249060-1,Primulaceae,Lysimachia,longipedicellata,tax. nov.,"Santa Catarina (Brazil South, Brazil, Southern America);Paraná (Brazil South, Brazil, Southern America);",FALSE,FALSE,NA,TRUE,2021,46(1): 147,citation,Syst. Bot. 46(1): 147. 2021 [29 Mar 2021] [epublished],[epublished],FALSE,TRUE,1.2,77249060-1,urn:lsid:ipni.org:names:77249060-1,wfo-1200008447,TRUE,TRUE,TRUE,FALSE,FALSE,,Syst. Bot.,1295-2,NA,NA,NA,1378,R.Trevisan,11 Nov 2013,"Santa Catarina: Lages, em direção a Otacílio Costa",29 Mar 2021,doi:10.1600/036364421X16128061189396,holotype FLOR FLOR-61999,,nom. illeg. later homonym,nom. illeg.
Lysimachia_parvula,"Funez, Hassemer & R.Trevis.","Funez, Hassemer & R.Trevis.",,spec.,/n/77249061-1,Primulaceae,Lysimachia,parvula,tax. nov.,"Santa Catarina (Brazil South, Brazil, Southern America);Paraná (Brazil South, Brazil, Southern America);",FALSE,FALSE,NA,TRUE,2021,46(1): 148,citation,Syst. Bot. 46(1): 148. 2021 [29 Mar 2021] [epublished],[epublished],FALSE,TRUE,1.1,77249061-1,urn:lsid:ipni.org:names:77249061-1,wfo-1000027767,TRUE,TRUE,TRUE,FALSE,FALSE,,Syst. Bot.,1295-2,NA,NA,NA,1869,P.Schwirkowski &amp; L.A.Funez,25 Sep 2016,"Santa Catarina: São Bento do Sul, Minas de Caulim",29 Mar 2021,doi:10.1600/036364421X16128061189396,holotype FURB FURB-51976,,NA,NA
