name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,infraspecies,inPowo,pageAsText,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectorTeam,collectionDate1,locality,typeLocations,collectionNumber,speciesAuthor,remarks,referenceRemarks,typeCoordinates,basionymAuthorStr,typeNote,nameStatus,nameStatusType,originalTaxonDistribution,originalBasionymAuthorTeam,originalRemarks,bibliographicReference,bibliographicTypeInfo,typeChosenBy,collectionDate2,typeRemarks,typeName
Calea_petropolitana,Glaz.,Glaz.,,spec.,/n/41957-2,Asteraceae,Calea,petropolitana,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Bull. Soc. Bot. France,1910,21 Feb 1910,57(Mém. 3e): 415,578-2,citation,Bull. Soc. Bot. France 57(Mém. 3e): 415. 1910 [21 Feb 1910] ; alt. title: Mém. Soc. Bot. France 3e: 415. 21 Feb 1910,FALSE,TRUE,1.4.2.1.1.1,41957-2,urn:lsid:ipni.org:names:41957-2,wfo-0000063839,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,alt. title: Mém. Soc. Bot. France 3e: 415. 21 Feb 1910,,NA,NA,nom. inval. nom. nud.,nom. inval.,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calea_pruskiana,V.R.Bueno & G.Heiden,V.R.Bueno & G.Heiden,,spec.,/n/77313405-1,Asteraceae,Calea,pruskiana,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America);São Paulo (Brazil Southeast, Brazil, Southern America);",FALSE,FALSE,NA,FALSE,NA,,Syst. Bot.,2022,14 Jun 2022,47(2): 576,1295-2,citation,Syst. Bot. 47(2): 576. 2022 [14 Jun 2022] [epublished],FALSE,TRUE,1.1,77313405-1,urn:lsid:ipni.org:names:77313405-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,M.J. Robim &amp; J.P.M. Carvalho,4 Feb 1988,"São Paulo. Campos do Jordao, Trilha do Rio Sapucai, Parque Estadual de Campos do Jordao",holotype UEC;isotype SPSF,530,NA,"doi:10.1600/036364422X16512564801632 Etymology: name honours John Francis Pruski (1955–), a Compositae expert from the Missouri Botanical Garden who greatly contributed to the advancement of knowledge regarding Calea and Asteraceae.",[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calea_repanda,"V.R.Bueno, Gostel & G.Heiden","V.R.Bueno, Gostel & G.Heiden",,spec.,/n/77297474-1,Asteraceae,Calea,repanda,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Phytotaxa,2022,3 May 2022,544(3): 283,20011462-1,citation,Phytotaxa 544(3): 283. 2022 [3 May 2022] [epublished],FALSE,TRUE,1.1,77297474-1,urn:lsid:ipni.org:names:77297474-1,wfo-1000029572,TRUE,TRUE,TRUE,FALSE,FALSE,NA,A.C.Sevilha,23 Jun 2017,"Rio Pardo de Minas, Serra Nova, sítio 25, ponto 2",holotype CEN,7016,NA,"doi:10.11646/phytotaxa.544.3.2 Etymology: 'The epithet 'repanda' refers to the repand margins leaf, a morphological trait not found in any other species of Calea from Brazil'.",[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calea_sessilifolia,V.R.Bueno & G.Heiden,V.R.Bueno & G.Heiden,,spec.,/n/77313407-1,Asteraceae,Calea,sessilifolia,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,FALSE,NA,,Syst. Bot.,2022,14 Jun 2022,47(2): 587,1295-2,citation,Syst. Bot. 47(2): 587. 2022 [14 Jun 2022] [epublished],FALSE,TRUE,1.1,77313407-1,urn:lsid:ipni.org:names:77313407-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,H.S. Irwin et al.,23 Jan 1969,"Diamantina, Serra do Espinhaco. ca. 12 Km SW of Diamantina, 350 m",holotype RB 00395902,22491,NA,"doi:10.1600/036364422X16512564801687 Etymology: name refers to the sessile leaves, an unusual trait within the Calea myrtifolia complex, where most species have short-petiolate leaves.",[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carphobolus_cinereus,Sch.Bip.,Sch.Bip.,,spec.,/n/189395-1,Asteraceae,Carphobolus,cinereus,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Jahresber. Pollichia,1863,NA,xx-xi: 419,1267-2,citation,Jahresber. Pollichia xx-xi: 419. 1863 ,FALSE,TRUE,1.2.1.3,189395-1,urn:lsid:ipni.org:names:189395-1,wfo-0000066087,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Regnell,5 Sep 1869,ad Caldas,lectotype S;isolectotype S,ser. II. n. 151,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Fl. Neotrop. Monogr. 99: 62. 2007 [17 Apr 2007] ,NA,G.Lom.Sm. &amp; Coile,NA,NA,NA
Carphobolus_neurophyllus,Sch.Bip.,Sch.Bip.,,spec.,/n/189404-1,Asteraceae,Carphobolus,neurophyllus,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Jahresber. Pollichia,1863,NA,20-21: 414,1267-2,citation,Jahresber. Pollichia 20-21: 414. 1863 ,FALSE,TRUE,1.2.1.5,189404-1,urn:lsid:ipni.org:names:189404-1,wfo-0000130887,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Riedel,Sep 1823,inter Inhumerim & Mandiocca,lectotype LE;isolectotype GH;isolectotype K;isolectotype NY;isolectotype US,s.n.,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Fl. Neotrop. Monogr. 99: 62. 2007 [17 Apr 2007] ,NA,G.Lom.Sm. &amp; Coile,NA,NA,NA
Carphobolus_regnellii,Sch.Bip.,Sch.Bip.,,spec.,/n/189413-1,Asteraceae,Carphobolus,regnellii,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Jahresber. Pollichia,1863,15 Nov-31 Dec 1863,20-21: 417,1267-2,citation,Jahresber. Pollichia 20-21: 417. 1863 [15 Nov-31 Dec 1863] ,FALSE,TRUE,1.2.1.4.2.1,189413-1,urn:lsid:ipni.org:names:189413-1,wfo-0000087100,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Regnell,NA,Caldas,lectotype S;isolectotype S,ser. II. n. 150,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Fl. Neotrop. Monogr. 99: 74. 2007 [17 Apr 2007] ,NA,G.Lom.Sm. &amp; Coile,NA,NA,NA
Carphobolus_semiserrulatus,Sch.Bip.,Sch.Bip.,,spec.,/n/189417-1,Asteraceae,Carphobolus,semiserrulatus,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Jahresber. Pollichia,1863,NA,20-21: 416,1267-2,citation,Jahresber. Pollichia 20-21: 416. 1863 ,FALSE,TRUE,1.2.1.4,189417-1,urn:lsid:ipni.org:names:189417-1,wfo-0000088623,FALSE,TRUE,TRUE,FALSE,FALSE,NA,Sellow,NA,sine loci designatione,lectotype K;isolectotype K;isolectotype NY,s.n.,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Fl. Neotrop. Monogr. 99: 74. 2007 [17 Apr 2007] ,NA,G.Lom.Sm. &amp; Coile,NA,NA,NA
Castra_nobilis,Vell.,Vell.,,spec.,/n/313462-2,Asteraceae,Castra,nobilis,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,343,932-2,citation,Fl. Flumin. 343. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,1.3,313462-2,urn:lsid:ipni.org:names:313462-2,wfo-0000023237,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=343&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,"Vell., Fl. Flumin. Ic. 8: t. 82. 1827 (1831)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Castra_regia,Vell.,Vell.,,spec.,/n/313464-2,Asteraceae,Castra,regia,tax. nov.,"maritimis fruticetis, Brazil (Southern America)",FALSE,FALSE,NA,TRUE,NA,,Fl. Flumin. Icon.,1831,1827 publ. 29 Oct 1831,8: t. 79,12892-2,citation,Fl. Flumin. Icon. 8: t. 79. 1831 [1827 publ. 29 Oct 1831] ,FALSE,TRUE,1.3,313464-2,urn:lsid:ipni.org:names:313464-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Fl. Flumin. Icon. 8: t. 79. 1831.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chionolaena_glaziovii,Baker,Baker,,spec.,/n/305585-2,Asteraceae,Chionolaena,glaziovii,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,139402,,Fl. Bras. (Martius),1882,1 Jul 1882,6(3): 130,629-2,citation,Fl. Bras. (Martius) 6(3): 130. 1882 [1 Jul 1882] ,FALSE,TRUE,1.7,305585-2,urn:lsid:ipni.org:names:305585-2,wfo-0000037181,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/139402&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,A.F.M.Glaziou,NA,NA,lectotype P;isotype G;isotype S,8769,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chionolaena_glomerata,Baker,Baker,,spec.,/n/305584-2,Asteraceae,Chionolaena,glomerata,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,139402,,Fl. Bras. (Martius),1882,1 Jul 1882,6(3): 130,629-2,citation,Fl. Bras. (Martius) 6(3): 130. 1882 [1 Jul 1882] ,FALSE,TRUE,1.7,305584-2,urn:lsid:ipni.org:names:305584-2,wfo-0000060130,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/139402&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,A.F.M.Glaziou,NA,NA,lectotype P,4851,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chionolaena_innovans,Wawra,Wawra,,spec.,/n/56654-2,Asteraceae,Chionolaena,innovans,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Itin. Princ. S. Coburgi,1888,NA,2: 30,14558-2,citation,Itin. Princ. S. Coburgi 2: 30. 1888 ,FALSE,TRUE,1.3,56654-2,urn:lsid:ipni.org:names:56654-2,wfo-0000137102,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysocoma_aphylla,Vell.,Vell.,,spec.,/n/193883-1,Asteraceae,Chrysocoma,aphylla,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,324,932-2,citation,Fl. Flumin. 324. 1829 [1825 publ. 7 Sep-28 Nov 1829] ; see also Fl. Flumin. Icon. 8: t. 1. 1831 [1827 publ. 29 Oct 1831].,FALSE,TRUE,1.4,193883-1,urn:lsid:ipni.org:names:193883-1,wfo-0000123400,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=324&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,see also Fl. Flumin. Icon. 8: t. 1. 1831 [1827 publ. 29 Oct 1831].,,NA,NA,NA,NA,NA,NA,NA,Syst. Bot. Monogr. 76: 245. 2006 [24 Apr 2006] ,Published illustration,Joch.Müll.,NA,NA,"Vellozo, Fl. Flumin. Icon. 8: t. 1. 1831"
Chrysocoma_crassa,Vell.,Vell.,,spec.,/n/274579-2,Asteraceae,Chrysocoma,crassa,tax. nov.,"Vila Velha, in campo rupestri, 875 m, Paraná (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,305,932-2,citation,Fl. Flumin. 305. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,1.5,274579-2,urn:lsid:ipni.org:names:274579-2,wfo-0000049626,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=305&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004," G.Jonsson,P.K.H.Dusén",NA,NA,isotype A;isotype G;isotype S;neotype GH,209a,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysocoma_nuda,Vell.,Vell.,,spec.,/n/193960-1,Asteraceae,Chrysocoma,nuda,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,335,932-2,citation,Fl. Flumin. 335. 1829 [1825 publ. 7 Sep-28 Nov 1829] ; see also Fl. Flumin. Icon. 8: t. 50. 1831 [1827 publ. 29 Oct 1831].,FALSE,TRUE,1.4,193960-1,urn:lsid:ipni.org:names:193960-1,wfo-0000120663,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=335&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,see also Fl. Flumin. Icon. 8: t. 50. 1831 [1827 publ. 29 Oct 1831].,,NA,NA,NA,NA,NA,NA,NA,Syst. Bot. Monogr. 76: 245. 2006 [24 Apr 2006] ,Published illustration,Joch.Müll.,NA,NA,"Vellozo, Fl. Flumin. Icon. 8: t. 50. 1831"
Chrysocoma_quadrangularis,Vell.,Vell.,,spec.,/n/315587-2,Asteraceae,Chrysocoma,quadrangularis,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,329,932-2,citation,Fl. Flumin. 329. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,1.5,315587-2,urn:lsid:ipni.org:names:315587-2,wfo-0000056504,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=329&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,[Gandhi 8 May 1998; Reserva Ecol. Macae Cima 2: 221. 1996],NA,,NA,NA,NA,NA,NA,NA,NA,Fl. Neotrop. Monogr. 99: 60. 2007 [17 Apr 2007] ,Published illustration,G.Lom.Sm. &amp; Coile,NA,NA,"Illustration designated as lectotype: in Vellozo, Fl. Flumin. 8: 329, t. 25 (1827)"
Chrysocoma_verticillata,Vell.,Vell.,,spec.,/n/194039-1,Asteraceae,Chrysocoma,verticillata,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,330,932-2,citation,Fl. Flumin. 330. 1829 [1825 publ. 7 Sep-28 Nov 1829] ; see also Fl. Flumin. Icon. 8: t. 26. 1831. [1827 publ. 29 Oct 1831],FALSE,TRUE,1.4,194039-1,urn:lsid:ipni.org:names:194039-1,wfo-0000048835,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=330&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,see also Fl. Flumin. Icon. 8: t. 26. 1831. [1827 publ. 29 Oct 1831],,NA,NA,NA,NA,NA,NA,NA,Fl. Neotrop. Monogr. 99: 64. 2007 [17 Apr 2007] ,Published illustration,G.Lom.Sm. &amp; Coile,NA,NA,"Illustration selected as lectotype:  Vellozo in Fl. Flumin., 8: 330, t. 26 (1827)"
Chuquiraga_lanosa,Glaz.,Glaz.,,spec.,/n/58301-2,Asteraceae,Chuquiraga,lanosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Bull. Soc. Bot. France,1910,NA,57(Mém. 3e): 420,578-2,citation,Bull. Soc. Bot. France 57(Mém. 3e): 420. 1910 ,FALSE,TRUE,1.4,58301-2,urn:lsid:ipni.org:names:58301-2,wfo-0000022606,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuquiraga_unguis-cati,Ces.,Ces.,,spec.,/n/58333-2,Asteraceae,Chuquiraga,unguis-cati,tax. nov.,"Bahia (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Atti Accad. Sci. Fis.,1873,NA,5: 11,5768-2,citation,Atti Accad. Sci. Fis. 5: 11. 1873 ,FALSE,TRUE,1.5,58333-2,urn:lsid:ipni.org:names:58333-2,wfo-0000065375,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,Type data: A Bahia blanca ... Phil. exs. No. 942,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cineraria_brasiliensis,Spreng.,Spreng.,,spec.,/n/315588-2,Asteraceae,Cineraria,brasiliensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Neue Entdeck. Pflanzenk.,1821,NA,2: 142,1457-2,citation,Neue Entdeck. Pflanzenk. 2: 142. 1821 ,FALSE,TRUE,1.1.2.1.1.3,315588-2,urn:lsid:ipni.org:names:315588-2,wfo-0000092820,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1821&rft.spage=142&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/14299&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,[Gandhi 8 May 1998; Reserva Ecol. Macae Cima 2: 223. 1996],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cololobus_ruschianus,"M.Monge, Fraga & A.P.Fontana","M.Monge, Fraga & A.P.Fontana",,spec.,/n/77260800-1,Asteraceae,Cololobus,ruschianus,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Syst. Bot.,2021,21 Dec 2021,46(4): 1115,1295-2,citation,Syst. Bot. 46(4): 1115. 2021 [21 Dec 2021] [epublished],FALSE,TRUE,1.1,77260800-1,urn:lsid:ipni.org:names:77260800-1,wfo-1000026473,TRUE,TRUE,TRUE,FALSE,FALSE,NA,M.Monge &amp; D.P.Volet,12 Aug 2019,"Santa Teresa, Alto do Rio Perdido, propriedade rural do Sr. Brides, c. 800 m",holotype HUFU;isotype MBML;isotype MG;isotype MO;isotype RB;isotype S;isotype US,3740,NA,"doi:10.1600/036364421X16370109698533 Etymology: the specific epithet honours Augusto Ruschi, 'patron of Ecology in Brazil'.",[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conoclinium_betoniciforme,DC.,DC.,,spec.,/n/64239-2,Asteraceae,Conoclinium,betoniciforme,tax. nov.,"Argent., Bolivia, Brazil, Uruguay",FALSE,FALSE,NA,TRUE,151570,,Prodr. [A. P. de Candolle],1836,1-10 Oct 1836,5: 135,1051-2,citation,Prodr. [A. P. de Candolle] 5: 135. 1836 [1-10 Oct 1836] ,FALSE,TRUE,1.2.2.1.1.2,64239-2,urn:lsid:ipni.org:names:64239-2,wfo-0000076832,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/151570&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,as betonicaeforme,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conyza_capillipes,S.Moore,S.Moore,,spec.,/n/64819-2,Asteraceae,Conyza,capillipes,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 387",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 387. 1895 ",FALSE,TRUE,1.3,64819-2,urn:lsid:ipni.org:names:64819-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conyza_capitata,Spreng.,Spreng.,,spec.,/n/274868-2,Asteraceae,Conyza,capitata,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,"Syst. Veg., ed. 16 [Sprengel]",1826,Jan-Mar 1826,3: 507,14620-2,citation,"Syst. Veg., ed. 16 [Sprengel] 3: 507. 1826 [Jan-Mar 1826] ",FALSE,TRUE,1.1.2.1.1.2,274868-2,urn:lsid:ipni.org:names:274868-2,wfo-0000093154,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.spage=507&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/822&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,F.Sellow,NA,NA,lectotype K,s.n.,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cronquistianthus_bishopii,R.M.King & H.Rob.,R.M.King & H.Rob.,,spec.,/n/275318-2,Asteraceae,Cronquistianthus,bishopii,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Phytologia,1983,NA,"54: 40, fig",1034-2,citation,"Phytologia 54: 40, fig. 1983 ",FALSE,TRUE,1.5,275318-2,urn:lsid:ipni.org:names:275318-2,wfo-0000123265,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1983&rft.spage=40&rft.volume=54&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004," L.E.Bishop,R.M.King",NA,NA,holotype US;isotype MO,9281,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cronquistianthus_chachapoyensis,R.M.King & H.Rob.,R.M.King & H.Rob.,,spec.,/n/275320-2,Asteraceae,Cronquistianthus,chachapoyensis,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Phytologia,1982,NA,"51: 180, fig",1034-2,citation,"Phytologia 51: 180, fig. 1982 ",FALSE,TRUE,1.5,275320-2,urn:lsid:ipni.org:names:275320-2,wfo-0000061738,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1982&rft.spage=180&rft.volume=51&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,R.A.Ferreyra,NA,NA,holotype US,14440,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dahlia_rudis,P.D.Sørensen,P.D.Sørensen,,spec.,/n/75858-2,Asteraceae,Dahlia,rudis,tax. nov.,"Distrito Federal (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Rhodora,1969,NA,71: 369,1065-2,citation,Rhodora 71: 369. 1969 ,FALSE,TRUE,1.2,75858-2,urn:lsid:ipni.org:names:75858-2,wfo-0000029012,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1969&rft.spage=369&rft.volume=71&rft_id=http://www.biodiversitylibrary.org/bibliography/721&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Decachaeta_conferta,Gardner,Gardner,,spec.,/n/77060-2,Asteraceae,Decachaeta,conferta,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,London J. Bot.,1846,NA,5: 463,704-2,citation,London J. Bot. 5: 463. 1846 ,FALSE,TRUE,1.2,77060-2,urn:lsid:ipni.org:names:77060-2,wfo-0000032898,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1846&rft.spage=463&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/235&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Decachaeta_longifolia,Gardner,Gardner,,spec.,/n/77062-2,Asteraceae,Decachaeta,longifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,London J. Bot.,1846,NA,5: 462,704-2,citation,London J. Bot. 5: 462. 1846 ,FALSE,TRUE,1.2,77062-2,urn:lsid:ipni.org:names:77062-2,wfo-0000117361,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1846&rft.spage=462&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/235&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
