name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectionNumber,collectorTeam,infraspecies,pageAsText,typeLocations,originalRemarks,locality,referenceRemarks,collectionDate1,remarks,typeCoordinates,speciesAuthor,bibliographicReference,typeChosenBy,typeName,bibliographicTypeInfo,originalTaxonDistribution,collectionDate2,typeRemarks,nameStatus,nameStatusType
Cryptocarya_pretiosa,Mart.,Mart.,,spec.,/n/60470471-2,Lauraceae,Cryptocarya,pretiosa,tax. nov.,"Pará (Brazil, Southern America)",FALSE,FALSE,TRUE,,Repert. Pharm.,1829,NA,31: 356,8473-2,citation,Repert. Pharm. 31: 356. 1829 ,FALSE,TRUE,1.1.2.1,60470471-2,urn:lsid:ipni.org:names:60470471-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,s.n.,C. F. P. Martius,NA,NA,lectotype M,NA,"“in sylvis ad oppidum Pará rarius, frequentius in Provinciae Paraensis interioribus",NA,1819,NA,,NA,Harvard Pap. Bot. 20(2): 170. 2015 [31 Dec 2015] ,P.L.R.Moraes &amp; Anderson Falcade,NA,NA,NA,NA,NA,NA,NA
Goeppertia_macrocalyx,Meisn.,Meisn.,,spec.,/n/111593-2,Lauraceae,Goeppertia,macrocalyx,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1864,May 1864,15(1): 174,1051-2,citation,Prodr. [A. P. de Candolle] 15(1): 174. 1864 [May 1864] ,FALSE,TRUE,1.2.2.1.1.3,111593-2,urn:lsid:ipni.org:names:111593-2,wfo-0000705202,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1864&rft.issue=1&rft.spage=174&rft.volume=15&rft_id=http://www.biodiversitylibrary.org/bibliography/286&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Licaria_deltoidea,van der Werff,van der Werff,,spec.,/n/77107497-1,Lauraceae,Licaria,deltoidea,tax. nov.,"Acre (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,,Harvard Pap. Bot.,2009,10 Dec 2009,14(2): 153 (-155; figs. 7-8),10651-2,citation,Harvard Pap. Bot. 14(2): 153 (-155; figs. 7-8). 2009 [10 Dec 2009] ,FALSE,TRUE,1.1,77107497-1,urn:lsid:ipni.org:names:77107497-1,wfo-0000746723,FALSE,TRUE,TRUE,FALSE,FALSE,NA,320,"A.Rosas, J.L.dos Santos, D.Campbell &amp; D.Coelho",NA,NA,holotype MO 6134713;isotype INPA;isotype NY,NA,"Mun. Cruzeiro do Sul, BR 364",NA,14 Sep 1985,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Licaria_duartei,C.K.Allen,C.K.Allen,,spec.,/n/139934-2,Lauraceae,Licaria,duartei,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Trop. Woods,1944,NA,no. 78: 4,1085-2,citation,Trop. Woods no. 78: 4. 1944 ,FALSE,TRUE,1.3,139934-2,urn:lsid:ipni.org:names:139934-2,wfo-0001070900,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Licaria_schultesii,C.K.Allen,C.K.Allen,,spec.,/n/139972-2,Lauraceae,Licaria,schultesii,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Mem. New York Bot. Gard.,1965,NA,12(3): 104,719-2,citation,Mem. New York Bot. Gard. 12(3): 104. 1965 ,FALSE,TRUE,1.3,139972-2,urn:lsid:ipni.org:names:139972-2,wfo-0000365432,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1965&rft.issue=3&rft.spage=104&rft.volume=12&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mespilodaphne_leucophloea,Nees & Mart.,Nees & Mart.,,spec.,/n/466481-1,Lauraceae,Mespilodaphne,leucophloea,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1833,NA,8(1): 45,703-2,citation,Linnaea 8(1): 45. 1833 ,FALSE,TRUE,1.8,466481-1,urn:lsid:ipni.org:names:466481-1,wfo-0000373291,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.issue=1&rft.spage=45&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1372,Sellow,NA,NA,lectotype B 10 0000018;isolectotype K 000512685,NA,without locality,NA,NA,NA,,NA,Komarovia 6(1): 14. 2009 [2008 publ. 1 Jul 2009] ,P.L.R.Moraes,NA,NA,NA,NA,NA,NA,NA
Mezilaurus_conceicionensis,"L.C.S.Assis, P.B.Meyer & F.M.Alves","L.C.S.Assis, P.B.Meyer & F.M.Alves",,spec.,/n/77296877-1,Lauraceae,Mezilaurus,conceicionensis,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2022,25 Mar 2022,541(2): 186,20011462-1,citation,Phytotaxa 541(2): 186. 2022 [25 Mar 2022] [epublished],FALSE,TRUE,1.1,77296877-1,urn:lsid:ipni.org:names:77296877-1,wfo-1000030415,TRUE,TRUE,TRUE,FALSE,FALSE,NA,3803,P.B.Meyer &amp; N.L. de Paula,NA,NA,holotype BHCB 203295;isotype RB,NA,"Conceição do Mato Dentro, Fazenda Santa Cruz, Propriedade da Vale, 1025 m",[epublished],20 Feb 2019,"doi:10.11646/phytotaxa.541.2.8 Etymology: The specific epithet refers to the municipality of Conceição do Mato Dentro, Minas Gerais.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectandra_araujovii,Schwacke & Mez,Schwacke & Mez,,spec.,/n/167759-2,Lauraceae,Nectandra,araujovii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Arbeiten Königl. Bot. Gart. Breslau,1892,NA,1: 130,1146-2,citation,Arbeiten Königl. Bot. Gart. Breslau 1: 130. 1892 ,FALSE,TRUE,1.5,167759-2,urn:lsid:ipni.org:names:167759-2,wfo-0001070978,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectandra_bahiana,Coe-Teix.,Coe-Teix.,,spec.,/n/167763-2,Lauraceae,Nectandra,bahiana,tax. nov.,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Acta Amazonica,1975,NA,5(2): 166 (-167),1144-2,citation,Acta Amazonica 5(2): 166 (-167). 1975 ,FALSE,TRUE,1.4,167763-2,urn:lsid:ipni.org:names:167763-2,wfo-0001071169,FALSE,TRUE,TRUE,FALSE,FALSE,NA,2197,"R.P.Belém, R.S.Pinheiro",NA,NA,holotype NY,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectandra_bombycina,S.Moore,S.Moore,,spec.,/n/167771-2,Lauraceae,Nectandra,bombycina,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 449",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 449. 1895 ",FALSE,TRUE,1.4,167771-2,urn:lsid:ipni.org:names:167771-2,wfo-0001071116,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectandra_firma,Mez,Mez,,spec.,/n/167813-2,Lauraceae,Nectandra,firma,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Bull. Soc. Bot. France,1913,NA,59(Mém. 3g): 600,578-2,citation,Bull. Soc. Bot. France 59(Mém. 3g): 600. 1913 ,FALSE,TRUE,1.5,167813-2,urn:lsid:ipni.org:names:167813-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectandra_glaziovii,Mez,Mez,,spec.,/n/307947-2,Lauraceae,Nectandra,glaziovii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 412,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 412. 1889 ,FALSE,TRUE,1.4,307947-2,urn:lsid:ipni.org:names:307947-2,wfo-0001070213,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=412&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,14215,A.F.M.Glaziou,NA,NA,lectotype G;isotype F;isotype K;isotype P;isotype US,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectandra_guaporensis,Coe-Teix.,Coe-Teix.,,spec.,/n/167832-2,Lauraceae,Nectandra,guaporensis,tax. nov.,"Rondonia (Terr.) (Brazil, Southern America)",FALSE,FALSE,TRUE,,Acta Amazonica,1975,NA,"5(2): 163 (-164), fig. 5",1144-2,citation,"Acta Amazonica 5(2): 163 (-164), fig. 5. 1975 ",FALSE,TRUE,1.3,167832-2,urn:lsid:ipni.org:names:167832-2,wfo-0000379110,FALSE,TRUE,TRUE,FALSE,FALSE,NA,52-14925," E.Cordeiro,G.A.Black",NA,NA,holotype NY,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nectandra_kuntzeana,Mez ex Kuntze,Mez ex Kuntze,,spec.,/n/167842-2,Lauraceae,Nectandra,kuntzeana,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,FALSE,,Revis. Gen. Pl.,1898,28 Sep 1898,3[3]: 277,1063-2,citation,Revis. Gen. Pl. 3[3]: 277. 1898 [28 Sep 1898] ,FALSE,TRUE,1.6,167842-2,urn:lsid:ipni.org:names:167842-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/3496&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,3496,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_araraquarensis,Coe-Teix.,Coe-Teix.,,spec.,/n/171516-2,Lauraceae,Ocotea,araraquarensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1980,NA,"32 (no. 52): 73, fig",1167-2,citation,"Rodriguésia 32 (no. 52): 73, fig. 1980 ",FALSE,TRUE,1.3,171516-2,urn:lsid:ipni.org:names:171516-2,wfo-0000382997,FALSE,TRUE,TRUE,FALSE,FALSE,NA,s.n.,A.Löfgren,NA,NA,holotype SP,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_areolata,Mez,Mez,,spec.,/n/171520-2,Lauraceae,Ocotea,areolata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Arbeiten Königl. Bot. Gart. Breslau,1892,NA,1: 125,1146-2,citation,Arbeiten Königl. Bot. Gart. Breslau 1: 125. 1892 ,FALSE,TRUE,1.3,171520-2,urn:lsid:ipni.org:names:171520-2,wfo-0000382990,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_baturitensis,Vattimo-Gil,Vattimo-Gil,,spec.,/n/171541-2,Lauraceae,Ocotea,baturitensis,tax. nov.,"Ceará (Brazil, Southern America)",FALSE,FALSE,TRUE,,Rodriguésia,1964,NA,23-24: 246,1167-2,citation,Rodriguésia 23-24: 246. 1964 ,FALSE,TRUE,1.3,171541-2,urn:lsid:ipni.org:names:171541-2,wfo-0000382862,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_bilocellata,"Baitello, D.B.O.S.Cardoso & P.L.R.Moraes","Baitello, D.B.O.S.Cardoso & P.L.R.Moraes",,spec.,/n/77317915-1,Lauraceae,Ocotea,bilocellata,tax. nov.,"São Paulo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,FALSE,,Edinburgh J. Bot.,2022,14 Nov 2022,79-1875: 7,12129-2,citation,Edinburgh J. Bot. 79-1875: 7. 2022 [14 Nov 2022] [epublished],FALSE,TRUE,1.1,77317915-1,urn:lsid:ipni.org:names:77317915-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,5032,Moraes et al.,NA,NA,holotype HRCB 69304-A; 69304-B;isotype SPSF 53621,NA,"Cunha, Parque Estadual da Serra do Mar – Núcleo Cunha–Indaiá, trilha do Ribeirão Bonito",[epublished],4 Nov 2015,doi:10.24823/EJB.2022.1875,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_bradei,Coe-Teix.,Coe-Teix.,,spec.,/n/171551-2,Lauraceae,Ocotea,bradei,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Rodriguésia,1980,NA,"32 (no. 52): 88 (-89), fig",1167-2,citation,"Rodriguésia 32 (no. 52): 88 (-89), fig. 1980 ",FALSE,TRUE,1.3,171551-2,urn:lsid:ipni.org:names:171551-2,wfo-0000382953,FALSE,TRUE,TRUE,FALSE,FALSE,NA,7250,A.C.Brade,NA,NA,holotype SP,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_bragae,Coe-Teix.,Coe-Teix.,,spec.,/n/171552-2,Lauraceae,Ocotea,bragae,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1980,NA,"32 (no. 52): 89 (-90), fig",1167-2,citation,"Rodriguésia 32 (no. 52): 89 (-90), fig. 1980 ; as bragai",FALSE,TRUE,1.3,171552-2,urn:lsid:ipni.org:names:171552-2,wfo-0000382952,TRUE,TRUE,TRUE,FALSE,FALSE,NA,39-AA-23,Braga,NA,NA,holotype SP,NA,NA,as bragai,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_brasiliensis,Coe-Teix.,Coe-Teix.,,spec.,/n/171553-2,Lauraceae,Ocotea,brasiliensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1980,NA,"32 (no. 52): 90 (-91), fig",1167-2,citation,"Rodriguésia 32 (no. 52): 90 (-91), fig. 1980 ",FALSE,TRUE,1.3,171553-2,urn:lsid:ipni.org:names:171553-2,wfo-0000382951,FALSE,TRUE,TRUE,FALSE,FALSE,NA,s.n.,B.J.Pickel,NA,NA,holotype SP,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_brevithyrsus,Mez,Mez,,spec.,/n/171555-2,Lauraceae,Ocotea,brevithyrsus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Arbeiten Königl. Bot. Gart. Breslau,1892,NA,1: 123,1146-2,citation,Arbeiten Königl. Bot. Gart. Breslau 1: 123. 1892 ,FALSE,TRUE,1.3,171555-2,urn:lsid:ipni.org:names:171555-2,wfo-0000382948,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_camanducaiensis,Coe-Teix.,Coe-Teix.,,spec.,/n/171560-2,Lauraceae,Ocotea,camanducaiensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1980,NA,"32 (no. 52): 92, fig",1167-2,citation,"Rodriguésia 32 (no. 52): 92, fig. 1980 ",FALSE,TRUE,1.3,171560-2,urn:lsid:ipni.org:names:171560-2,wfo-0000382944,FALSE,TRUE,TRUE,FALSE,FALSE,NA,178,Kuhlmann,NA,NA,holotype SP,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_campininha,Coe-Teix.,Coe-Teix.,,spec.,/n/171562-2,Lauraceae,Ocotea,campininha,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1980,NA,"32 (no. 52): 74 (-75), fig",1167-2,citation,"Rodriguésia 32 (no. 52): 74 (-75), fig. 1980 ",FALSE,TRUE,1.3,171562-2,urn:lsid:ipni.org:names:171562-2,wfo-0000382942,FALSE,TRUE,TRUE,FALSE,FALSE,NA,689,Handro,NA,NA,holotype SP,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_citrifolia,Mez,Mez,,spec.,/n/171584-2,Lauraceae,Ocotea,citrifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 280,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 280. 1889 ,FALSE,TRUE,1.3,171584-2,urn:lsid:ipni.org:names:171584-2,wfo-0000383058,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=280&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_dissimilis,C.K.Allen,C.K.Allen,,spec.,/n/171622-2,Lauraceae,Ocotea,dissimilis,tax. nov.,"Amapá (Terr.) (Brazil, Southern America)",FALSE,FALSE,TRUE,,Mem. New York Bot. Gard.,1966,NA,"15: 86, fig. 12",719-2,citation,"Mem. New York Bot. Gard. 15: 86, fig. 12. 1966 ",FALSE,TRUE,1.3,171622-2,urn:lsid:ipni.org:names:171622-2,wfo-0001071059,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1966&rft.spage=86&rft.volume=15&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_duartei,Vattimo-Gil,Vattimo-Gil,,spec.,/n/171628-2,Lauraceae,Ocotea,duartei,tax. nov.,"Ceará (Brazil, Southern America)",FALSE,FALSE,TRUE,,Rodriguésia,1964,NA,23-24: 248,1167-2,citation,Rodriguésia 23-24: 248. 1964 ,FALSE,TRUE,1.3,171628-2,urn:lsid:ipni.org:names:171628-2,wfo-0000383033,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_eichleri,Mez,Mez,,spec.,/n/171635-2,Lauraceae,Ocotea,eichleri,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 277,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 277. 1889 ,FALSE,TRUE,1.3,171635-2,urn:lsid:ipni.org:names:171635-2,wfo-0000382716,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=277&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_ensifolia,Mez,Mez,,spec.,/n/171640-2,Lauraceae,Ocotea,ensifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Bot. Jahrb. Syst.,1893,7 Nov 1893,17(5): 521,553-2,citation,Bot. Jahrb. Syst. 17(5): 521. 1893 [7 Nov 1893] ,FALSE,TRUE,1.3,171640-2,urn:lsid:ipni.org:names:171640-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1893&rft.issue=5&rft.spage=521&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_grandis,Mez,Mez,,spec.,/n/171676-2,Lauraceae,Ocotea,grandis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 336,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 336. 1889 ,FALSE,TRUE,1.4,171676-2,urn:lsid:ipni.org:names:171676-2,wfo-0000382731,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=336&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,B 1389 c 424,Sellow,NA,NA,lectotype B 10 0185319;isolectotype F 619540;isolectotype GZU 249344,NA,NA,NA,NA,NA,,NA,Komarovia 6(1): 41. 2009 [2008 publ. 1 Jul 2009] ,P.L.R.Moraes,NA,NA,NA,NA,NA,NA,NA
Ocotea_hilariana,Mez,Mez,,spec.,/n/171686-2,Lauraceae,Ocotea,hilariana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 311,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 311. 1889 ,FALSE,TRUE,1.3,171686-2,urn:lsid:ipni.org:names:171686-2,wfo-0000382720,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=311&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_hoehnei,Vattimo-Gil,Vattimo-Gil,,spec.,/n/171687-2,Lauraceae,Ocotea,hoehnei,tax. nov.,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,,Arch. Jard. Bot. Rio de Janeiro,1959,NA,16: 42,848-2,citation,Arch. Jard. Bot. Rio de Janeiro 16: 42. 1959 ,FALSE,TRUE,1.2,171687-2,urn:lsid:ipni.org:names:171687-2,wfo-0000390556,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_hookeriana,Mez,Mez,,spec.,/n/171688-2,Lauraceae,Ocotea,hookeriana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 368,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 368. 1889 ,FALSE,TRUE,1.3,171688-2,urn:lsid:ipni.org:names:171688-2,wfo-0000382717,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=368&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_itapirensis,Coe-Teix.,Coe-Teix.,,spec.,/n/171700-2,Lauraceae,Ocotea,itapirensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1980,NA,"32 (no. 52): 99, fig",1167-2,citation,"Rodriguésia 32 (no. 52): 99, fig. 1980 ",FALSE,TRUE,1.3,171700-2,urn:lsid:ipni.org:names:171700-2,wfo-0000382740,FALSE,TRUE,TRUE,FALSE,FALSE,NA,s. n.,Hoehne,NA,NA,holotype SP,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_jumbillensis,O.C.Schmidt,O.C.Schmidt,,spec.,/n/171706-2,Lauraceae,Ocotea,jumbillensis,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Repert. Spec. Nov. Regni Veg.,1933,NA,31: 182,788-2,citation,Repert. Spec. Nov. Regni Veg. 31: 182. 1933 ,FALSE,TRUE,1.3,171706-2,urn:lsid:ipni.org:names:171706-2,wfo-0001070765,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1933&rft.spage=182&rft.volume=31&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_matensis,Mez,Mez,,spec.,/n/171755-2,Lauraceae,Ocotea,matensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 372,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 372. 1889 ,FALSE,TRUE,1.2,171755-2,urn:lsid:ipni.org:names:171755-2,wfo-0000382792,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=372&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
