name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectionNumber,collectorTeam,infraspecies,pageAsText,typeLocations,originalRemarks,locality,referenceRemarks,collectionDate1,remarks,typeCoordinates,speciesAuthor,bibliographicReference,typeChosenBy,typeName,bibliographicTypeInfo,originalTaxonDistribution,collectionDate2,typeRemarks,nameStatus,nameStatusType
Ocotea_microcarpa,Poepp. ex Meisn.,Poepp. ex Meisn.,,spec.,/n/328046-2,Lauraceae,Ocotea,microcarpa,tax. nov.,"South America: Brazil, Peru",FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1864,May 1864,15(1): 112,1051-2,citation,Prodr. [A. P. de Candolle] 15(1): 112. 1864 [May 1864] ,FALSE,TRUE,1.5,328046-2,urn:lsid:ipni.org:names:328046-2,wfo-0000382815,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/157874&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,157874,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_myristiciflora,Mez,Mez,,spec.,/n/171780-2,Lauraceae,Ocotea,myristiciflora,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Arbeiten Königl. Bot. Gart. Breslau,1892,NA,1: 124,1146-2,citation,Arbeiten Königl. Bot. Gart. Breslau 1: 124. 1892 ,FALSE,TRUE,1.2,171780-2,urn:lsid:ipni.org:names:171780-2,wfo-0000390561,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_myristicifolia,Mez,Mez,,spec.,/n/171781-2,Lauraceae,Ocotea,myristicifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Soc. Bot. France,1913,NA,59(Mém. 3g): 596,578-2,citation,Bull. Soc. Bot. France 59(Mém. 3g): 596. 1913 ,FALSE,TRUE,1.4,171781-2,urn:lsid:ipni.org:names:171781-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_paraensis,Coe-Teix.,Coe-Teix.,,spec.,/n/171815-2,Lauraceae,Ocotea,paraensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot.",1970,NA,34: 11,1871-2,citation,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot. 34: 11. 1970 ",FALSE,TRUE,1.3,171815-2,urn:lsid:ipni.org:names:171815-2,wfo-0000383267,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_pseudoacuminata,Coe-Teix.,Coe-Teix.,,spec.,/n/171839-2,Lauraceae,Ocotea,pseudoacuminata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1980,NA,"32 (no. 52): 111, fig",1167-2,citation,"Rodriguésia 32 (no. 52): 111, fig. 1980 ",FALSE,TRUE,1.4,171839-2,urn:lsid:ipni.org:names:171839-2,wfo-0001071662,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1045,Handro,NA,NA,holotype SP,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_reticulata,Mez,Mez,,spec.,/n/171861-2,Lauraceae,Ocotea,reticulata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 308,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 308. 1889 ,FALSE,TRUE,1.3,171861-2,urn:lsid:ipni.org:names:171861-2,wfo-0001070267,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=308&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_rubiginosa,Mez,Mez,,spec.,/n/171870-2,Lauraceae,Ocotea,rubiginosa,tax. nov.,"x, Santa Catarina (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1901,12 Mar 1901,"30(1, Beibl. 67): 20",553-2,citation,"Bot. Jahrb. Syst. 30(1, Beibl. 67): 20. 1901 [12 Mar 1901] ",FALSE,TRUE,1.4,171870-2,urn:lsid:ipni.org:names:171870-2,wfo-0001070601,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_rufotomentosa,Mart. ex Nees,Mart. ex Nees,,spec.,/n/328054-2,Lauraceae,Ocotea,rufotomentosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Syst. Laur.,1836,NA,153,1169-2,citation,Syst. Laur. 153. 1836 ,FALSE,TRUE,1.5,328054-2,urn:lsid:ipni.org:names:328054-2,wfo-0000390592,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1836&rft.spage=153&rft_id=http://www.biodiversitylibrary.org/bibliography/422&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,as O. rufo-tomentosa,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_rupestris,L.C.S.Assis & Mello-Silva,L.C.S.Assis & Mello-Silva,,spec.,/n/77106618-1,Lauraceae,Ocotea,rupestris,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Brittonia,2010,1 Mar 2010,62(1): 91 (-93; fig. 3),561-2,citation,Brittonia 62(1): 91 (-93; fig. 3). 2010 [1 Mar 2010] ,FALSE,TRUE,1.3,77106618-1,urn:lsid:ipni.org:names:77106618-1,wfo-0000746823,FALSE,TRUE,TRUE,FALSE,FALSE,NA,385,"A.Valente, C.Matosinho, K.Antunes, N.L.Abreu &amp; F.S.Souza",NA,NA,holotype SPF;isotype CESJ,NA,"Rio Preto, Serra do Funil",NA,22 Apr 2005,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_sansimonensis,Coe-Teix.,Coe-Teix.,,spec.,/n/171880-2,Lauraceae,Ocotea,sansimonensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1980,NA,"32 (no. 52): 117, fig",1167-2,citation,"Rodriguésia 32 (no. 52): 117, fig. 1980 ",FALSE,TRUE,1.3,171880-2,urn:lsid:ipni.org:names:171880-2,wfo-0000383364,FALSE,TRUE,TRUE,FALSE,FALSE,NA,8627,Mattos,NA,NA,holotype SP,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocotea_subracemosa,Mez,Mez,,spec.,/n/171919-2,Lauraceae,Ocotea,subracemosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 360,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 360. 1889 ,FALSE,TRUE,1.3,171919-2,urn:lsid:ipni.org:names:171919-2,wfo-0000383337,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=360&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreodaphne_brachybotyra,Meisn.,Meisn.,,spec.,/n/176005-2,Lauraceae,Oreodaphne,brachybotyra,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Prodr. [A. P. de Candolle],1864,May 1864,15(1): 127,1051-2,citation,Prodr. [A. P. de Candolle] 15(1): 127. 1864 [May 1864] ,FALSE,TRUE,1.4,176005-2,urn:lsid:ipni.org:names:176005-2,wfo-0000390849,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/157889&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,157889,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreodaphne_costulata,Nees,Nees,,spec.,/n/176015-2,Lauraceae,Oreodaphne,costulata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1848,NA,21: 520,703-2,citation,Linnaea 21: 520. 1848 ,FALSE,TRUE,1.4,176015-2,urn:lsid:ipni.org:names:176015-2,wfo-0001071374,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/110457&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,110457,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreodaphne_dispersa,Nees & Mart.,Nees & Mart.,,spec.,/n/176024-2,Lauraceae,Oreodaphne,dispersa,tax. nov.,"São Paulo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,FALSE,,Linnaea,1833,NA,8: 43,703-2,citation,Linnaea 8: 43. 1833 ,FALSE,TRUE,1.4,176024-2,urn:lsid:ipni.org:names:176024-2,wfo-0000383222,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.spage=43&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,5800,Sellow,NA,NA,lectotype B 10 0185237;isolectotype B 10 0185238;isolectotype GZU;isolectotype US 616803,NA,NA,NA,NA,NA,,NA,Komarovia 6(1): 32. 2009 [2008 publ. 1 Jul 2009] ,P.L.R.Moraes,NA,NA,NA,NA,NA,NA,NA
Oreodaphne_maximilianea,Nees & Mart. ex Nees,Nees & Mart. ex Nees,,spec.,/n/467815-1,Lauraceae,Oreodaphne,maximilianea,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Laur.,1836,NA,451,1169-2,citation,Syst. Laur. 451. 1836 ,FALSE,TRUE,1.1.2.1.1.3,467815-1,urn:lsid:ipni.org:names:467815-1,wfo-0000383188,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1836&rft.spage=451&rft_id=http://www.biodiversitylibrary.org/bibliography/422&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,s.n.,Maximilian Prinz zu Wied-Neuwied,NA,NA,lectotype BR 8763853;isolectotype BR 8806468; 8764188;isolectotype GOET,(=Mespilodaphne prolifera). Bras,in arenosis ad Currall de Battuba et Paulista,NA,19 Sep 1815,NA,,NA,Komarovia 6(1): 34 (-35). 2009 [2008 publ. 1 Jul 2009] ,P.L.R.Moraes,NA,NA,NA,20 Sep 1815,NA,NA,NA
Oreodaphne_nitidula,Nees & Mart.,Nees & Mart.,,spec.,/n/467827-1,Lauraceae,Oreodaphne,nitidula,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Linnaea,1833,NA,8: 41,703-2,citation,Linnaea 8: 41. 1833 ,FALSE,TRUE,1.1.2.1.1.5,467827-1,urn:lsid:ipni.org:names:467827-1,wfo-0000383192,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.spage=41&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,s.n.,Martius,NA,NA,lectotype M 0111039;isolectotype GZU,Bras,"editis Serro Frio, ad Tapanhoacanga",NA,NA,NA,,NA,Komarovia 6(1): 53. 2009 [2008 publ. 1 Jul 2009] ,P.L.R.Moraes,NA,NA,NA,NA,NA,NA,NA
Oreodaphne_phillyreoides,Nees,Nees,,spec.,/n/176078-2,Lauraceae,Oreodaphne,phillyreoides,tax. nov.,"São Paulo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Laur.,1836,NA,400,1169-2,citation,Syst. Laur. 400. 1836 ,FALSE,TRUE,1.5,176078-2,urn:lsid:ipni.org:names:176078-2,wfo-0000383203,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1836&rft.spage=400&rft_id=http://www.biodiversitylibrary.org/bibliography/422&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,B 1362 c 393,Sellow,NA,NA,lectotype B 100185369;isolectotype B 100185367,NA,Rio das Pedras,NA,NA,NA,,NA,Komarovia 6(1): 36. 2009 [2008 publ. 1 Jul 2009] ,P.L.R.Moraes,NA,NA,NA,NA,NA,NA,NA
Oreodaphne_rigens,Nees & Mart.,Nees & Mart.,,spec.,/n/281708-2,Lauraceae,Oreodaphne,rigens,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1833,NA,8: 40,703-2,citation,Linnaea 8: 40. 1833 ,FALSE,TRUE,1.5,281708-2,urn:lsid:ipni.org:names:281708-2,wfo-0000383204,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.spage=40&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1389,F.Sellow,NA,NA,lectotype B 100185319;isolectotype F;isolectotype GZU,NA,NA,NA,NA,NA,,NA,Komarovia 6(1): 41. 2009 [2008 publ. 1 Jul 2009] ,P.L.R.Moraes,NA,NA,NA,NA,NA,NA,NA
Oreodaphne_subtriplinervia,Meisn.,Meisn.,,spec.,/n/176111-2,Lauraceae,Oreodaphne,subtriplinervia,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1864,May 1864,15(1): 125,1051-2,citation,Prodr. [A. P. de Candolle] 15(1): 125. 1864 [May 1864] ,FALSE,TRUE,1.5,176111-2,urn:lsid:ipni.org:names:176111-2,wfo-0001071388,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/157887&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,157887,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreodaphne_tetragona,Meisn.,Meisn.,,spec.,/n/176116-2,Lauraceae,Oreodaphne,tetragona,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn,1870,NA,1870: 137,1089-2,citation,Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1870: 137. ,FALSE,TRUE,1.3,176116-2,urn:lsid:ipni.org:names:176116-2,wfo-0001071471,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1870&rft.spage=137&rft.volume=1870&rft_id=http://www.biodiversitylibrary.org/bibliography/7547&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreodaphne_thymelaeoides,Nees & Mart.,Nees & Mart.,,spec.,/n/467883-1,Lauraceae,Oreodaphne,thymelaeoides,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Linnaea,1833,NA,8(1): 42,703-2,citation,Linnaea 8(1): 42. 1833 ,FALSE,TRUE,1.1.2.1.1.5,467883-1,urn:lsid:ipni.org:names:467883-1,wfo-0000383800,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.issue=1&rft.spage=42&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,s.n.,Martius,NA,NA,lectotype M 0111037;isolectotype GZU,NA,in Serro Frio,NA,NA,NA,,NA,Komarovia 6(1): 43. 2009 [2008 publ. 1 Jul 2009] ,P.L.R.Moraes,NA,NA,NA,NA,NA,NA,NA
Persea_aurita,Miq.,Miq.,,spec.,/n/325627-2,Lauraceae,Persea,aurita,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Linnaea,1850,May 1850,22(7): 805,703-2,citation,Linnaea 22(7): 805. 1850 [May 1850] ,FALSE,TRUE,1.4,325627-2,urn:lsid:ipni.org:names:325627-2,wfo-0001070521,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1850&rft.issue=7&rft.spage=805&rft.volume=22&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persea_lanata,Mez,Mez,,spec.,/n/190679-2,Lauraceae,Persea,lanata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Jahrb. Königl. Bot. Gart. Berlin,1889,NA,5: 164,1155-2,citation,Jahrb. Königl. Bot. Gart. Berlin 5: 164. 1889 ,FALSE,TRUE,1.5,190679-2,urn:lsid:ipni.org:names:190679-2,wfo-0000465129,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=164&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/79062&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,s.n.,Sellow,NA,NA,lectotype B 100185112,NA,NA,NA,NA,NA,,NA,Komarovia 6(1): 48. 2009 [2008 publ. 1 Jul 2009] ,P.L.R.Moraes,NA,NA,NA,NA,NA,NA,NA
Persea_psammophila,P.L.R.Moraes,P.L.R.Moraes,,spec.,/n/77234926-1,Lauraceae,Persea,psammophila,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Bot.,2021,11 Aug 2021,46(2): 281,1295-2,citation,Syst. Bot. 46(2): 281. 2021 [11 Aug 2021] [epublished],FALSE,TRUE,1.2,77234926-1,urn:lsid:ipni.org:names:77234926-1,wfo-1200008505,TRUE,TRUE,TRUE,FALSE,FALSE,NA,5486,P. L. R. de Moraes and L. H. Daneu,NA,NA,holotype HRCB;isotype CEPEC;isotype HRCB,NA,"Maiquinique, estrada de Macarani para Vila das Graças, apos Vila das Graças, 739 m",[epublished],8 Dec 2019,doi:10.1600/036364421X16231782047488 Etymology: the species name refers to its occurrence in a sandy area.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persea_pumila,P.L.R.Moraes & R.S.Pacheco,P.L.R.Moraes & R.S.Pacheco,,spec.,/n/77143019-1,Lauraceae,Persea,pumila,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Bot.,2014,23 Apr 2014,39(2): 405,1295-2,citation,Syst. Bot. 39(2): 405. 2014 [23 Apr 2014] [epublished],FALSE,TRUE,1.1,77143019-1,urn:lsid:ipni.org:names:77143019-1,NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,3573,P.L.R.de Moraes &amp; J.A.Nunes,NA,NA,holotype HRCB;isotype HBG,NA,"Passa Quatro, Serra Fina, Capim Amarelo, 2045 m",[epublished],5 Feb 2013,doi:10.1600/036364414X680889,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persea_tranninensis,Glaz.,Glaz.,,spec.,/n/190764-2,Lauraceae,Persea,tranninensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Bull. Soc. Bot. France,1913,NA,59(Mém. 3g): 593,578-2,citation,Bull. Soc. Bot. France 59(Mém. 3g): 593. 1913 ,FALSE,TRUE,1.5,190764-2,urn:lsid:ipni.org:names:190764-2,wfo-0001070637,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoebe_reticulata,Mez,Mez,,spec.,/n/193811-2,Lauraceae,Phoebe,reticulata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Arbeiten Königl. Bot. Gart. Breslau,1892,NA,1: 119,1146-2,citation,Arbeiten Königl. Bot. Gart. Breslau 1: 119. 1892 ,FALSE,TRUE,1.5,193811-2,urn:lsid:ipni.org:names:193811-2,wfo-0000466018,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodostemonodaphne_curicuriariensis,Madriñán,Madriñán,,spec.,/n/60441012-2,Lauraceae,Rhodostemonodaphne,curicuriariensis,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Neotrop. Monogr.,2004,24 Aug 2004,"92: 60 (-61; figs. 11, 15)",944-2,citation,"Fl. Neotrop. Monogr. 92: 60 (-61; figs. 11, 15). 2004 [24 Aug 2004] ",FALSE,TRUE,1.1,60441012-2,urn:lsid:ipni.org:names:60441012-2,wfo-0000406485,FALSE,TRUE,TRUE,FALSE,FALSE,NA,25674,A. Ducke,NA,NA,holotype U,NA,"Rio Negro, above mouth of Curicuriari River",NA,24 Oct 1932,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
