name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,bibliographicReference,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeChosenBy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,pageAsText,infraspecies,speciesAuthor,typeCoordinates,referenceRemarks,remarks,originalRemarks,originalTaxonDistribution,basionymAuthorStr,typeRemarks,otherLinks,typeName,originalBasionymAuthorTeam,typeNote,collectionDate2,nameStatus,nameStatusType
Alibertia_vacciniifolia,K.Schum.,K.Schum.,,spec.,/n/8430-2,Rubiaceae,Alibertia,vacciniifolia,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Nat. Pflanzenfam. [Engler & Prantl],1891,NA,"4, Abt. 4: 84",14495-2,citation,"Nat. Pflanzenfam. [Engler & Prantl] 4, Abt. 4: 84. 1891 ",FALSE,TRUE,NA,NA,1.4,8430-2,urn:lsid:ipni.org:names:8430-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basanacantha_minutiflora,Glaz.,Glaz.,,spec.,/n/29751-2,Rubiaceae,Basanacantha,minutiflora,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1909,NA,56(Mém. 3d): 342,578-2,citation,Bull. Soc. Bot. France 56(Mém. 3d): 342. 1909 ,FALSE,TRUE,NA,NA,1.4,29751-2,urn:lsid:ipni.org:names:29751-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathysa_senae,Glaz.,Glaz.,,spec.,/n/29925-2,Rubiaceae,Bathysa,senae,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1909,NA,56(Mém. 3d): 338,578-2,citation,Bull. Soc. Bot. France 56(Mém. 3d): 338. 1909 ,FALSE,TRUE,NA,NA,1.5,29925-2,urn:lsid:ipni.org:names:29925-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borreria_rosemariinifolia,E.L.Cabral & Bacigalupo,E.L.Cabral & Bacigalupo,,spec.,/n/316700-2,Rubiaceae,Borreria,rosemariinifolia,NA,tax. nov.,12168," A.M.Giuletti, F.A.Vitta, L.Parra-Lazzari, J.V.Coffani-Nunes, N.L.Menezes,J.R.Pirani, N.Meguro",NA,"Mun. Santana do Riacho: Serra da Lapinha, Macico NW da Serra do Cipo, proximo da localidade da Lapinha, ca. 50 km da Rodovia Belo Horizonte-Conceicao do Mato Dentro, Minas Gerais (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Acta Bot. Brasil.,1997,NA,"11: 48, fig.",1225-2,citation,"Acta Bot. Brasil. 11: 48, fig. 1997 ",FALSE,TRUE,NA,holotype SPF;isotype CTES,1.3,316700-2,urn:lsid:ipni.org:names:316700-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,[Gandhi 18 Nov 1998],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borreria_savannicola,"E.B.Souza, Nepom. & L.M.Miguel","E.B.Souza, Nepom. & L.M.Miguel",,spec.,/n/77311187-1,Rubiaceae,Borreria,savannicola,NA,tax. nov.,5313,"E.B.Souza, F.F.Araújo, E.K.S.Brandão &amp; I.V.Nepomuceno",21 Jun 2018,"Ceará (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Granja, 50 m",,Phytotaxa,2022,22 Dec 2022,576(3): 281,20011462-1,citation,Phytotaxa 576(3): 281. 2022 [22 Dec 2022] [epublished],FALSE,TRUE,NA,holotype EAC;isotype CTES;isotype HUEFS;isotype HUVA,1.1.1.1,77311187-1,urn:lsid:ipni.org:names:77311187-1,wfo-1000043243,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,[epublished],doi:10.11646/phytotaxa.576.3.4 Etymology: 'The epithet is a reference to the habitat where the new species is found since its occurrence was associated with savanna enclaves in the middle of the Caatinga of northwestern Ceará'.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borreria_semiamplexicaulis,E.L.Cabral,E.L.Cabral,,spec.,/n/306355-2,Rubiaceae,Borreria,semiamplexicaulis,NA,tax. nov.,1993," M.R.dos Santos, M.G.da Silva,D.C.Daly, E.L.Taylor, R.Callejas, C.Rosario",NA,"25 km NW of camp at Serra Norte, ca. 5°54'S, 50°27'W, Pará (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Bonplandia (Corrientes),1996,NA,"9(1-2): 37, fig.",13502-2,citation,"Bonplandia (Corrientes) 9(1-2): 37, fig. 1996 (as semiamplexicaule)",FALSE,TRUE,NA,holotype NY;isotype CTES,1.2.2.1,306355-2,urn:lsid:ipni.org:names:306355-2,wfo-0001284442,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,(as semiamplexicaule),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Borreria_semiamplexicaulis,E.L.Cabral,E.L.Cabral,,spec.,/n/989063-1,Rubiaceae,Borreria,semiamplexicaulis,NA,tax. nov.,NA,NA,NA,Brazil North (Pará).,FALSE,FALSE,TRUE,NA,,Bonplandia (Corrientes),1996,1996,"9(1–2): 37, as 'semiamplexicaule'",13502-2,citation,"Bonplandia (Corrientes) 9(1–2): 37, as 'semiamplexicaule'. 1996 ",FALSE,TRUE,NA,NA,1.5,989063-1,urn:lsid:ipni.org:names:989063-1,wfo-0000358173,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Brazil North (Pará).,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephaëlis_beeriana,Fenzl,Fenzl,,spec.,/n/51938-2,Rubiaceae,Cephaëlis,beeriana,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Verh. K.K. Zool.-Bot. Ges. Wien,1886,NA,36: 292,5616-2,citation,Verh. K.K. Zool.-Bot. Ges. Wien 36: 292. 1886 ,FALSE,TRUE,NA,NA,1.4,51938-2,urn:lsid:ipni.org:names:51938-2,wfo-0000826034,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1886&rft.spage=292&rft.volume=36&rft_id=http://www.biodiversitylibrary.org/bibliography/13275&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephaëlis_bradei,Standl.,Standl.,,spec.,/n/51947-2,Rubiaceae,Cephaëlis,bradei,NA,tax. nov.,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1940,NA,22: 173,1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 22: 173. 1940 ",FALSE,TRUE,NA,NA,1.3,51947-2,urn:lsid:ipni.org:names:51947-2,wfo-0000826194,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1940&rft.spage=173&rft.volume=22&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephaëlis_glaziovii,Standl.,Standl.,,spec.,/n/51985-2,Rubiaceae,Cephaëlis,glaziovii,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1930,NA,8: 182,1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 8: 182. 1930 ",FALSE,TRUE,NA,NA,1.4,51985-2,urn:lsid:ipni.org:names:51985-2,wfo-0000826905,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1930&rft.spage=182&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephaëlis_krauseana,Standl.,Standl.,,spec.,/n/52010-2,Rubiaceae,Cephaëlis,krauseana,NA,tax. nov.,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1930,NA,8: 181,1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 8: 181. 1930 ",FALSE,TRUE,NA,NA,1.4,52010-2,urn:lsid:ipni.org:names:52010-2,wfo-0000827321,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1930&rft.spage=181&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephaëlis_madeirana,Standl.,Standl.,,spec.,/n/52014-2,Rubiaceae,Cephaëlis,madeirana,NA,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1937,NA,17: 212,1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 17: 212. 1937 ",FALSE,TRUE,NA,NA,1.4,52014-2,urn:lsid:ipni.org:names:52014-2,wfo-0000827437,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=212&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephaëlis_malmei,Standl.,Standl.,,spec.,/n/52015-2,Rubiaceae,Cephaëlis,malmei,NA,tax. nov.,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,NA,11: 189,1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 11: 189. 1936 ",FALSE,TRUE,NA,NA,1.4,52015-2,urn:lsid:ipni.org:names:52015-2,wfo-0000827448,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1936&rft.spage=189&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephaëlis_mosenii,Standl.,Standl.,,spec.,/n/52018-2,Rubiaceae,Cephaëlis,mosenii,NA,tax. nov.,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,NA,11: 189,1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 11: 189. 1936 ",FALSE,TRUE,NA,NA,1.4,52018-2,urn:lsid:ipni.org:names:52018-2,wfo-0000827548,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1936&rft.spage=189&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephaëlis_ruelliifolia,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/315611-2,Rubiaceae,Cephaëlis,ruelliifolia,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1829,NA,4: 134,703-2,citation,Linnaea 4: 134. 1829 ,FALSE,TRUE,NA,NA,1.1.2.1.1.2,315611-2,urn:lsid:ipni.org:names:315611-2,wfo-0000828086,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=134&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,[Gandhi 13 May 1998] As ruelliaefolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ceratites_amoenus,Sol. ex Miers,Sol. ex Miers,,spec.,/n/895793-1,Rubiaceae,Ceratites,amoenus,NA,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,FALSE,NA,,Apocyn. S. Amer.,1878,May-Jun 1878,18,3821-2,citation,Apocyn. S. Amer. 18. 1878 [May-Jun 1878] ,FALSE,TRUE,NA,NA,1.1.2.2.1.3,895793-1,urn:lsid:ipni.org:names:895793-1,wfo-0001357385,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1878&rft.spage=18&rft_id=http://www.biodiversitylibrary.org/bibliography/164&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,Brazil.,NA,NA,NA,NA,Solander ex,NA,NA,NA,NA
Cinchona_delessertiana,Standl. in J.F.Macbr.,Standl. in J.F.Macbr.,,spec.,/n/58707-2,Rubiaceae,Cinchona,delessertiana,NA,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,NA,"13, no. 364: 26",1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13, no. 364: 26. 1936 ",FALSE,TRUE,NA,NA,1.5,58707-2,urn:lsid:ipni.org:names:58707-2,wfo-0000860995,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coccocypselum_pumilio,Standl.,Standl.,,spec.,/n/61969-2,Rubiaceae,Coccocypselum,pumilio,NA,tax. nov.,NA,NA,NA,"Paraná (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1931,NA,8: 346,1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 8: 346. 1931 ",FALSE,TRUE,NA,NA,1.4,61969-2,urn:lsid:ipni.org:names:61969-2,wfo-0000900342,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1931&rft.spage=346&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coccocypselum_rotundifolium,Glaz.,Glaz.,,spec.,/n/61972-2,Rubiaceae,Coccocypselum,rotundifolium,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1909,NA,56(Mém. 3d): 339,578-2,citation,Bull. Soc. Bot. France 56(Mém. 3d): 339. 1909 ,FALSE,TRUE,NA,NA,1.4,61972-2,urn:lsid:ipni.org:names:61972-2,wfo-0001241543,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coussarea_acrensis,C.M.Taylor,C.M.Taylor,,spec.,/n/60473371-2,Rubiaceae,Coussarea,acrensis,NA,tax. nov.,3017,C. A. Cid &amp; A. Souza,23 Oct 1980,"Acre (Brazil, Southern America)",FALSE,FALSE,TRUE,"Mun. Rio Branco, estrada para Sena Madureira Km 40, a 4 km da margem direíta, [without elevation]",,Brittonia,2014,25 Feb. 2014,"66(3): 257, fig. 1A, B.",561-2,citation,"Brittonia 66(3): 257, fig. 1A, B. 2014 [25 Feb. 2014] (epublished)",FALSE,TRUE,NA,holotype MO;isotype INPA;isotype NY,1.1.2.2,60473371-2,urn:lsid:ipni.org:names:60473371-2,wfo-0001330655,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,(epublished),(english) [epublication unpaginated; pagination from the printed version] doi:10.1007/s12228-014-9328-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Declieuxia_frankinioides,K.Schum.,K.Schum.,,spec.,/n/77125-2,Rubiaceae,Declieuxia,frankinioides,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bull. Soc. Bot. France,1909,NA,56(Mém. 3d): 359,578-2,citation,Bull. Soc. Bot. France 56(Mém. 3d): 359. 1909 ,FALSE,TRUE,NA,NA,1.3,77125-2,urn:lsid:ipni.org:names:77125-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Declieuxia_hedeomoides,Standl.,Standl.,,spec.,/n/77132-2,Rubiaceae,Declieuxia,hedeomoides,NA,tax. nov.,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Publ. Field Mus. Nat. Hist., Bot. Ser.",1936,NA,11: 201,1054-2,citation,"Publ. Field Mus. Nat. Hist., Bot. Ser. 11: 201. 1936 ",FALSE,TRUE,NA,NA,1.4,77132-2,urn:lsid:ipni.org:names:77132-2,wfo-0000938123,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1936&rft.spage=201&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/42246&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denscantia_andreii,E.L.Cabral & Bacigalupo,E.L.Cabral & Bacigalupo,,spec.,/n/323114-2,Rubiaceae,Denscantia,andreii,NA,tax. nov.,9347," A.M.A.Amorim, J.G.Jardim,W.W.Thomas, A.Carvalho, S.C.Sant'Ana",NA,"Mun. Wenceslau Guimaraes, forest of Fazenda Boa Esperanca near Reserva Estadual Wenceslau Guimaraes, 8 km above Rio Vermelho, 2 km above to Taquara, 13°36'S 39°47'W, ca. 600-800 m, Bahia (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Darwiniana,2001,27 Dec 2001,39(3-4): 353,900-2,citation,Darwiniana 39(3-4): 353. 2001 [27 Dec 2001] ,FALSE,TRUE,NA,holotype CEPEC;isotype CTES,1.3,323114-2,urn:lsid:ipni.org:names:323114-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,sp. nov. for Sacndentia andreii E. L. Cabral & Bacigalupo (nom. invalid); specific epithet honors André Carvalho; type data from S. andreii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faramea_baturitensis,J.G.Jardim,J.G.Jardim,,spec.,/n/77299353-1,Rubiaceae,Faramea,baturitensis,NA,tax. nov.,730,A.P.Silveira &amp; R.F.Oliveira,11 Feb 2003,"Ceará (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Mun. Guaramiranga. Serra de Baturité. Sítio Sinimbú, 695 m",,Acta Bot. Brasil.,2021,22 Mar 2021,34(4): 779,1225-2,citation,Acta Bot. Brasil. 34(4): 779. 2021 [22 Mar 2021] [epublished],FALSE,TRUE,NA,holotype EAC,1.1,77299353-1,urn:lsid:ipni.org:names:77299353-1,wfo-1000027112,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,[epublished],doi:10.1590/0102-33062020abb0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faramea_coussaroides,S.Moore,S.Moore,,spec.,/n/103391-2,Rubiaceae,Faramea,coussaroides,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 375",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 375. 1895 ",FALSE,TRUE,NA,NA,1.3,103391-2,urn:lsid:ipni.org:names:103391-2,wfo-0000966661,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faramea_fosteri,C.M.Taylor,C.M.Taylor,,spec.,/n/77211689-1,Rubiaceae,Faramea,fosteri,NA,tax. nov.,8810,"R. Rojas, G. Ortiz &amp; T. Carhuaricra",30 Oct 2012,"Peru (Western South America, Southern America);Mato Grosso (Brazil West-Central, Brazil, Southern America);Colombia (Western South America, Southern America);Ecuador (Western South America, Southern America);",FALSE,FALSE,TRUE,"Peru. Pasco: prov. Oxapampa, distr. Palcazu, comunidad nativa Alto Lagarto, Reserva Comunal Yanesha, 500m",,Novon,2020,22 May 2020,28(2): 115,14256-2,citation,Novon 28(2): 115. 2020 [22 May 2020] [epublished],FALSE,TRUE,NA,holotype HOXA HOXA-058690;isotype MO MO-6738860,1.1,77211689-1,urn:lsid:ipni.org:names:77211689-1,wfo-1000022559,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2020&rft.issue=2&rft.spage=115&rft.volume=28&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,[epublished],"doi:10.3417/2019552 Named in honour of Dr. Robin B. Foster, an extraordinary tropical botanist who has led primary exploration of numerous regions of tropical America, helped develop the field of tropical plant ecology, and mentored numerous younger colleagues.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faramea_neilliana,C.M.Taylor,C.M.Taylor,,spec.,/n/77211726-1,Rubiaceae,Faramea,neilliana,NA,tax. nov.,8414,S. Knapp &amp; J. Mallett,25 Sep 1986,"Acre (Brazil North, Brazil, Southern America);Bolivia (Western South America, Southern America);Colombia (Western South America, Southern America);Ecuador (Western South America, Southern America);Peru (Western South America, Southern America);",FALSE,FALSE,TRUE,"Peru. San Martin: San Martin, caserio El Progreso, Tarapoto–Yurimaguas rd., 700m",,Novon,2020,22 May 2020,28(2): 125,14256-2,citation,Novon 28(2): 125. 2020 [22 May 2020] [epublished],FALSE,TRUE,NA,holotype MO MO-350760;isotype USM,1.2,77211726-1,urn:lsid:ipni.org:names:77211726-1,wfo-1000022563,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2020&rft.issue=2&rft.spage=125&rft.volume=28&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,,[epublished],"doi:10.3417/2019552 The epithet honours Dr. David Neill, an extraordinary botanist who has studied the flora of Ecuador extensively and expertly for several decades; he and his collaborators have discovered and documented numerous new plant species in that region, including this one.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hoffmannia_parvifolia,Steyerm.,Steyerm.,,spec.,/n/123302-2,Rubiaceae,Hoffmannia,parvifolia,NA,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bol. Soc. Venez. Ci. Nat.,1964,NA,25: [231],859-2,citation,Bol. Soc. Venez. Ci. Nat. 25: [231]. 1964 ,FALSE,TRUE,NA,NA,1.3,123302-2,urn:lsid:ipni.org:names:123302-2,wfo-0000982667,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
