name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,publicationYearNote,remarks,referenceRemarks,typeRemarks,typeCoordinates,bhlLink,infraspecies,speciesAuthor,originalTaxonDistribution,originalRemarks,bibliographicReference,bibliographicTypeInfo,typeChosenBy,typeName,pageAsText,originalHybridParentage,nameStatus,nameStatusType,typeNote,originalBasionymAuthorTeam,basionymStr,basionymAuthorStr,basionymId
Catasetum_× nogueirae,U.L.C.Ferreira,U.L.C.Ferreira,,spec.,/n/77195724-1,Orchidaceae,Catasetum,nogueirae,tax. nov.,VAG.003.C,Valdison Aparecido Gil,Oct 2017,"Rondônia (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,"Alta Floresta D'Oeste, 350 m",,"Richardiana, N.S.",2019,3: 40,20022374-1,citation,"Richardiana, N.S. 3: 40. 2019 [16 Mar 2019] [epublished]",FALSE,TRUE,holotype BHZB 11131,1.2,77195724-1,urn:lsid:ipni.org:names:77195724-1,wfo-1000020822,TRUE,TRUE,TRUE,FALSE,FALSE,16 Mar 2019,The nothospecific epithet honours Sr. Itamar Nogueira.,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× perazolianum,K.G.Lacerda & V.P.Castro,K.G.Lacerda & V.P.Castro,,spec.,/n/77068740-1,Orchidaceae,Catasetum,perazolianum,tax. nov.,C399,K.G.Lacerda,NA,"Rondônia (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,Municipality of Jaru,,Orchid Rev.,2005,113(1266): 308 (-310; figs.),2679-2,citation,Orchid Rev. 113(1266): 308 (-310; figs.). 2005 [Nov 2005] ,FALSE,TRUE,holotype BHCB,1.2,77068740-1,urn:lsid:ipni.org:names:77068740-1,wfo-0000792586,FALSE,TRUE,TRUE,FALSE,FALSE,Nov 2005,Collector's number is the same as that for Catasetum x dasilvae K.G.Lacerda & V.P.Castro,NA,"flowered in cultivation, xi.1998",,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2005&rft.issue=1266&rft.spage=308&rft.volume=113&rft_id=http://www.biodiversitylibrary.org/bibliography/53608&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× pohlianum,V.P.Castro & Campacci,V.P.Castro & Campacci,,spec.,/n/304801-2,Orchidaceae,Catasetum,pohlianum,tax. nov.,NA,Pohli,NA,"Rio de Janeiro (Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Bol. CAOB,1993,"5: 26, fig",6391-2,citation,"Bol. CAOB 5: 26, fig. 1993 ",FALSE,TRUE,holotype SP,1.6,304801-2,urn:lsid:ipni.org:names:304801-2,wfo-0000817951,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× riotianum,V.P.Castro,V.P.Castro,,spec.,/n/77129142-1,Orchidaceae,Catasetum,riotianum,tax. nov.,s.n.,Jean-Yves Riot,Dec 2009,"Amazonas (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,Municipality of Manaus,,Icon. Orchid. Brasil.,2012,3: t. 229,20006432-2,citation,Icon. Orchid. Brasil. 3: t. 229. 2012 [Oct 2012] ,FALSE,TRUE,holotype SP,1.3,77129142-1,urn:lsid:ipni.org:names:77129142-1,wfo-0001336022,FALSE,TRUE,TRUE,FALSE,FALSE,Oct 2012,NA,NA,flowered in cultivation; male flower,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× santo-antoniense,U.L.C.Ferreira & R.M.C.Filho,U.L.C.Ferreira & R.M.C.Filho,,spec.,/n/77195725-1,Orchidaceae,Catasetum,santo-antoniense,tax. nov.,JSS.001.A,José Serafim Sobrinho,May 2010,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",TRUE,FALSE,TRUE,"Novo Santo Antônio, 200 m",,"Richardiana, N.S.",2019,3: 45,20022374-1,citation,"Richardiana, N.S. 3: 45. 2019 [16 Mar 2019] [epublished]",FALSE,TRUE,holotype BHZB 11.864,1.1,77195725-1,urn:lsid:ipni.org:names:77195725-1,wfo-1000020823,TRUE,TRUE,TRUE,FALSE,FALSE,16 Mar 2019,NA,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_saracataquerense,"Krahl, Cantuária & J.B.F.Silva","Krahl, Cantuária & J.B.F.Silva",,spec.,/n/77218051-1,Orchidaceae,Catasetum,saracataquerense,tax. nov.,3524,J.B.F. da Silva,5 Mar 2011,"Pará (Brazil, Southern America)",FALSE,FALSE,TRUE,"Oriximiná, Porto Trombetas, FLONA Saracá-Taquera",,"Richardiana, N.S.",2021,"5: 209, figs. 1-3",20022374-1,citation,"Richardiana, N.S. 5: 209, figs. 1-3. 2021 [28 Jun 2021] [epublished]",FALSE,TRUE,holotype HAMAB,1.2,77218051-1,urn:lsid:ipni.org:names:77218051-1,wfo-1000025980,TRUE,TRUE,TRUE,FALSE,FALSE,28 Jun 2021,NA,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× sheyllae,"Krahl, Cantuária & J.B.F.Silva","Krahl, Cantuária & J.B.F.Silva",,spec.,/n/77234427-1,Orchidaceae,Catasetum,sheyllae,tax. nov.,5488,J.B.F. da Silva,3 Sep 2020,"Pará (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,"Aveiro, Mamuru River, 11 m",,Phytotaxa,2021,527(4): 259,20011462-1,citation,Phytotaxa 527(4): 259. 2021 [8 Dec 2021] [epublished],FALSE,TRUE,holotype INPA,1.3,77234427-1,urn:lsid:ipni.org:names:77234427-1,wfo-1000025978,TRUE,TRUE,TRUE,FALSE,FALSE,8 Dec 2021,"doi:10.11646/phytotaxa.527.4.3 The specific epithet is a tribute to the Brazilian pharmacist Sheylla Susan Moreira da Silva de Almeida, who has contributed to the studies of new bioactive molecules for multiple uses, and recently began to do prospective studies on Catasetinae.",[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_tapiriceps,Rchb.f.,Rchb.f.,,spec.,/n/49994-2,Orchidaceae,Catasetum,tapiriceps,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Gard. Chron.,1888,"ser. 3, 3: 136",1224-2,citation,"Gard. Chron. ser. 3, 3: 136. 1888 ",FALSE,TRUE,NA,1.4,49994-2,urn:lsid:ipni.org:names:49994-2,wfo-0000818617,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_taquerense,"Krahl, Cantuária & J.B.F.Silva","Krahl, Cantuária & J.B.F.Silva",,spec.,/n/77297739-1,Orchidaceae,Catasetum,taquerense,tax. nov.,5270,J.B.F. da Silva,5 Mar 2018,"Pará (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,"Oriximiná, Porto Trombetas, FLONA Saracá-Taquera",,"Richardiana, N.S.",2021,5: 287,20022374-1,citation,"Richardiana, N.S. 5: 287. 2021 [26 Aug 2021] [epublished]",FALSE,TRUE,holotype HAMAB,1.1,77297739-1,urn:lsid:ipni.org:names:77297739-1,wfo-1000025981,TRUE,TRUE,TRUE,FALSE,FALSE,26 Aug 2021,NA,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_tenuiglossum,Senghas,Senghas,,spec.,/n/274227-2,Orchidaceae,Catasetum,tenuiglossum,tax. nov.,s.n.,W.Rauh,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Orchidee (Hamburg),1991,"42: 20, figs",2681-2,citation,"Orchidee (Hamburg) 42: 20, figs. 1991 ",FALSE,TRUE,holotype HEID,1.5,274227-2,urn:lsid:ipni.org:names:274227-2,wfo-0000818644,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× valdisonianum,U.L.C.Ferreira,U.L.C.Ferreira,,spec.,/n/77138800-1,Orchidaceae,Catasetum,valdisonianum,tax. nov.,NA,NA,NA,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",TRUE,FALSE,TRUE,"Primavera de Rondônia, 280 m",,Orquidário,2013,27(3): 93,14267-2,citation,Orquidário 27(3): 93. 2013 [5 Dec 2013] ,FALSE,TRUE,holotype BHCB 164429,1.5,77138800-1,urn:lsid:ipni.org:names:77138800-1,wfo-0001317598,FALSE,TRUE,TRUE,FALSE,FALSE,5 Dec 2013,Named for Valdison Aparecido Gil.,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_brasiliensis,Klinge,Klinge,,spec.,/n/50191-2,Orchidaceae,Cattleya,brasiliensis,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Trudy Imp. S.-Peterburgsk. Bot. Sada,1898,17: 135,1410-2,citation,Trudy Imp. S.-Peterburgsk. Bot. Sada 17: 135. 1898 ,FALSE,TRUE,NA,1.4,50191-2,urn:lsid:ipni.org:names:50191-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1898&rft.spage=135&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/14650&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× calimaniana,Campacci,Campacci,,spec.,/n/77077508-1,Orchidaceae,Cattleya,calimaniana,tax. nov.,NA,Sávio &amp; Keko Caliman,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,"Ibiraçu, 150m",,Bol. CAOB,2007,65: 28 (-31; figs.),6391-2,citation,Bol. CAOB 65: 28 (-31; figs.). 2007 [22 Mar 2007] ,FALSE,TRUE,holotype SP,1.3,77077508-1,urn:lsid:ipni.org:names:77077508-1,wfo-0000808101,FALSE,TRUE,TRUE,FALSE,FALSE,22 Mar 2007,NA,NA,"Coll. 1998, fl. in cult. Oct 2006",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× calimaniorum,Chiron & V.P.Castro,Chiron & V.P.Castro,,spec.,/n/60438072-2,Orchidaceae,Cattleya,calimaniorum,tax. nov.,s.n.,S. Caliman &amp; C. Caliman,Nov 2004,"Bahia (Brazil Northeast, Brazil, Southern America)",TRUE,FALSE,TRUE,Région cotiere aux environs de Una,,Richardiana,2005,"5(2): 58 (57-62, 66, 70; figs. 1-2; photogr.; map)",18831-2,citation,"Richardiana 5(2): 58 (57-62, 66, 70; figs. 1-2; photogr.; map). 2005 [26 Mar 2005] ",FALSE,TRUE,holotype LY,1.1.2.1.1.2,60438072-2,urn:lsid:ipni.org:names:60438072-2,wfo-0000792644,FALSE,TRUE,TRUE,FALSE,FALSE,26 Mar 2005,hybrid parents: C. tigrina X C. schilleriana.,NA,Type collection flowered in cultivation,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× colnagiana,L.C.Menezes,L.C.Menezes,,spec.,/n/300004-2,Orchidaceae,Cattleya,colnagiana,tax. nov.,UB 55,R.A.Kautsky,NA,"Camaca (south Bahia), Bahia (Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Orquidário,1996,10: 9 (fig.),14267-2,citation,Orquidário 10: 9 (fig.). 1996 ,FALSE,TRUE,holotype UB,1.4,300004-2,urn:lsid:ipni.org:names:300004-2,wfo-0000820920,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× dasilvae,Campacci & Rosim,Campacci & Rosim,,spec.,/n/77157133-1,Orchidaceae,Cattleya,dasilvae,tax. nov.,1400,João Batista Fernandes da Silva,Mar 2016,"Roraima (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,"Caroebe border with São João da Baliza, 200 m",,Colet. Orquídeas Brasil.,2016,12: 474,20004826-2,citation,Colet. Orquídeas Brasil. 12: 474. 2016 [28 Jul 2016] ,FALSE,TRUE,holotype MG,1.4,77157133-1,urn:lsid:ipni.org:names:77157133-1,wfo-0001346316,FALSE,TRUE,TRUE,FALSE,FALSE,28 Jul 2016,Named after João Batista Fernandes da Silva.,NA,"cult., coll. February 2000, flowered 2016",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× duveenii,Pabst & A.F.Mello,Pabst & A.F.Mello,,spec.,/n/622066-1,Orchidaceae,Cattleya,duveenii,tax. nov.,s.n.,Dennis Duveen,10 Oct 1976,"Rio de Janeiro (Brazil, Southern America)",TRUE,FALSE,TRUE,Baixada Fluminence,,Bradea,1977,2(27): 184,1276-2,citation,Bradea 2(27): 184. 1977 [31 May 1977] ,FALSE,TRUE,NA,1.1.2.1.1.2.2.2,622066-1,urn:lsid:ipni.org:names:622066-1,wfo-0000821247,FALSE,TRUE,TRUE,TRUE,FALSE,31 May 1977,NA,NA,Type collection flowered in cultivation,,NA,NA,NA,NA,Brazil. (C. guttata x harrisoniana),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_edithiana,R.Warner ex B.S.Williams,R.Warner ex B.S.Williams,,spec.,/n/50203-2,Orchidaceae,Cattleya,edithiana,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Orch.-Grow. Man., ed. 7.",1894,7th. ed. 161,7795-2,citation,"Orch.-Grow. Man., ed. 7. 7th. ed. 161. 1894 ",FALSE,TRUE,NA,1.5,50203-2,urn:lsid:ipni.org:names:50203-2,wfo-0000821258,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× edmarxii,Campacci & Deusvando,Campacci & Deusvando,,spec.,/n/77211956-1,Orchidaceae,Cattleya,edmarxii,tax. nov.,NA,Eduardo Marx,Aug 2018,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,"Teofiló Otoni, valley of the River Mucuri, 480 m (1575 ft)",,Colet. Orquídeas Brasil.,2020,16: 655,20004826-2,citation,Colet. Orquídeas Brasil. 16: 655. 2020 [25 Aug 2020] ,FALSE,TRUE,holotype ESA,1.1,77211956-1,urn:lsid:ipni.org:names:77211956-1,wfo-1000021643,FALSE,TRUE,TRUE,FALSE,FALSE,25 Aug 2020,"The specific epithet refers to Eduardo Marx, orchidophile from the city of Teofiló Otoni, who discovered the natural hybrid.",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× extricata,J.González,J.González,,spec.,/n/302243-2,Orchidaceae,Cattleya,extricata,tax. nov.,NA,J.Gonzalez R.,NA,"Santa Catarina (Brazil, Southern America)",TRUE,FALSE,FALSE,NA,,Schlechteriana [N.S.],1992,"2: 48, figs",17810-2,citation,"Schlechteriana [N.S.] 2: 48, figs. 1992 ",FALSE,TRUE,holotype UB,1.5,302243-2,urn:lsid:ipni.org:names:302243-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× extricata,J.González,J.González,,spec.,/n/961054-1,Orchidaceae,Cattleya,extricata,tax. nov.,NA,NA,NA,Brazil.,TRUE,FALSE,TRUE,NA,,Intermezzo,1992,"Marzo: 4 (1992), without type",NA,citation,"Intermezzo Marzo: 4 (1992), without type. ",FALSE,TRUE,NA,1.6,961054-1,urn:lsid:ipni.org:names:961054-1,wfo-0000821400,FALSE,TRUE,TRUE,TRUE,FALSE,1992,NA,NA,NA,,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,(C. intermedia × leopoldi).,NA,NA,NA,NA,NA,NA,NA
Cattleya_forgetiana,Rolfe,Rolfe,,spec.,/n/50208-2,Orchidaceae,Cattleya,forgetiana,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Orchid Rev.,1906,14: 143,2679-2,citation,Orchid Rev. 14: 143. 1906 ,FALSE,TRUE,NA,1.3,50208-2,urn:lsid:ipni.org:names:50208-2,wfo-0001353138,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1906&rft.spage=143&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/53608&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× gaezeriana,Campacci,Campacci,,spec.,/n/77085127-1,Orchidaceae,Cattleya,gaezeriana,tax. nov.,48,Gaézer Duarte Silva,NA,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,"Comercinho, 850m",,Colet. Orquídeas Brasil.,2007,5: 138 (-141; figs.),20004826-2,citation,Colet. Orquídeas Brasil. 5: 138 (-141; figs.). 2007 [20 Jul 2007] ,FALSE,TRUE,holotype SP,1.1,77085127-1,urn:lsid:ipni.org:names:77085127-1,wfo-0000808103,FALSE,TRUE,TRUE,FALSE,FALSE,20 Jul 2007,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× hummeliana,L.C.Menezes & V.P.Castro,L.C.Menezes & V.P.Castro,,spec.,/n/77086556-1,Orchidaceae,Cattleya,hummeliana,tax. nov.,NA,Lou Menezes,NA,"Roraima (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Richardiana,2007,7(4): 186 (185-191; figs.),18831-2,citation,Richardiana 7(4): 186 (185-191; figs.). 2007 ,FALSE,TRUE,holotype UB 97,1.1,77086556-1,urn:lsid:ipni.org:names:77086556-1,wfo-0000835176,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× itabapoanaensis,V.P.Castro & D.Motte,V.P.Castro & D.Motte,,spec.,/n/77121143-1,Orchidaceae,Cattleya,itabapoanaensis,tax. nov.,0155,Vieira s.n. in Castro,Dec 2011,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,"Bom Jesus de Itabapoana district, in a gallery forest around the Itabapoana River, 350 m",,Phytotaxa,2012,50: 64,20011462-1,citation,Phytotaxa 50: 64. 2012 [25 Apr 2012] [epublished],FALSE,TRUE,holotype SP,1.1,77121143-1,urn:lsid:ipni.org:names:77121143-1,wfo-0001333708,TRUE,TRUE,TRUE,FALSE,FALSE,25 Apr 2012,NA,[epublished],flowered in cultivation at Sávio Domingos Caliman greenhouses at Venda Nova do Imigrante,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_itatiayae,Porto,Porto,,spec.,/n/50232-2,Orchidaceae,Cattleya,itatiayae,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Arch. Jard. Bot. Rio de Janeiro,1918,"2: 66, pl. 27",848-2,citation,"Arch. Jard. Bot. Rio de Janeiro 2: 66, pl. 27. 1918 ",FALSE,TRUE,NA,1.4,50232-2,urn:lsid:ipni.org:names:50232-2,wfo-0000822058,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× joaquiniana,F.E.L.Miranda,F.E.L.Miranda,,spec.,/n/318443-2,Orchidaceae,Cattleya,joaquiniana,tax. nov.,1419,F.E.L.de Miranda,NA,"Mun. Itauna, cachoeira do Corrego do Soldado, 900 m, em mata de galeria, Minas Gerais (Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Bradea,1999,"8(22): 128 (-130, fig.)",1276-2,citation,"Bradea 8(22): 128 (-130, fig.). 1999 ",FALSE,TRUE,holotype HB,1.4,318443-2,urn:lsid:ipni.org:names:318443-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,[Gandhi 19 Aug 1999] The type collection flowered in cultivation. Parents: C. walkeriana Gardn. X C. bicolor Lindl.,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× labendziana,L.C.Menezes & Braem,L.C.Menezes & Braem,,spec.,/n/77079229-1,Orchidaceae,Cattleya,labendziana,tax. nov.,s.n.,L.Menezes,NA,"Rondônia (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,"Chapada dos Parecis, Alta Floresta, 350 m.",,Richardiana,2006,7(1): 24(-25; photogr.),18831-2,citation,Richardiana 7(1): 24(-25; photogr.). 2006 [2007 publ. 28 Dec 2006] ,FALSE,TRUE,holotype UB 96,1.1,77079229-1,urn:lsid:ipni.org:names:77079229-1,wfo-0000808110,FALSE,TRUE,TRUE,FALSE,FALSE,2007 publ. 28 Dec 2006,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× mesquitae,L.C.Menezes,L.C.Menezes,,spec.,/n/2999594-1,Orchidaceae,Cattleya,mesquitae,tax. nov.,NA,NA,NA,Brazil West-central (Goiás).,TRUE,FALSE,FALSE,NA,,et in Orchid Dig.,1996,62(1): 22 (1998),NA,citation,et in Orchid Dig. 62(1): 22 (1998). 1996 ,FALSE,TRUE,NA,1.6,2999594-1,urn:lsid:ipni.org:names:2999594-1,NA,FALSE,FALSE,TRUE,TRUE,FALSE,1996,NA,NA,NA,,NA,NA,NA,Brazil West-central (Goiás).,NA,NA,NA,NA,NA,NA,(C. nobilior × walkeriana var. princeps).,NA,NA,NA,NA,NA,NA,NA
Cattleya_× mesquitae,L.C.Menezes,L.C.Menezes,,spec.,/n/307107-2,Orchidaceae,Cattleya,mesquitae,tax. nov.,NA,L.C.Menezes,NA,"Goiás (Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Bol. CAOB,1996,"26: 24, fig",6391-2,citation,"Bol. CAOB 26: 24, fig. 1996 ",FALSE,TRUE,holotype UB(61) (61),1.4,307107-2,urn:lsid:ipni.org:names:307107-2,wfo-0000822668,FALSE,TRUE,TRUE,FALSE,FALSE,NA,A natural hybrid between C. nobilior and C. walkeriana var.¹princeps,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_mireileana,"E.L.F.Menezes, Giordani & J.C.R.Mendes","E.L.F.Menezes, Giordani & J.C.R.Mendes",,spec.,/n/77296882-1,Orchidaceae,Cattleya,mireileana,tax. nov.,154,"E.L.F.Menezes, C.O.Giordani &amp; J.C.R.Mendes",5 Jan 2019,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Diamantina, Alto da Jacuba, 1230 m",,Phytotaxa,2022,541(3): 271,20011462-1,citation,"Phytotaxa 541(3): 271. 2022 [29 Mar 2022] , as 'mireileiana' [epublished]",FALSE,TRUE,holotype DIAM DIAM8260;isotype BHCB;isotype HDJM;isotype RB,1.2,77296882-1,urn:lsid:ipni.org:names:77296882-1,wfo-1000029652,TRUE,TRUE,TRUE,FALSE,FALSE,29 Mar 2022,"doi:10.11646/phytotaxa.541.3.6 Etymology: 'The specific epithet is dedicated to Mireile São Geraldo dos Santos Souza, an orchid collector, resident of Diamantina (MG), and former Dean and retired Professor at the Federal University of Vales do Jequitinhonha and Mucuri (UFVJM)'.",as 'mireileiana' [epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× mixta,L.C.Menezes,L.C.Menezes,,spec.,/n/302581-2,Orchidaceae,Cattleya,mixta,tax. nov.,NA,L.C.Menezes,NA,"Espirito Santo (Brazil, Southern America)",TRUE,FALSE,FALSE,NA,,Schlechteriana [N.S.],1992,"3: 152, figs",17810-2,citation,"Schlechteriana [N.S.] 3: 152, figs. 1992 ",FALSE,TRUE,holotype UB,1.5,302581-2,urn:lsid:ipni.org:names:302581-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× mixta,L.C.Menezes,L.C.Menezes,,spec.,/n/312546-2,Orchidaceae,Cattleya,mixta,tax. nov.,NA," K.Shinoda,D.Junior",NA,"Espirito Santo (Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Bol. CAOB,1992,4(2): 34,6391-2,citation,Bol. CAOB 4(2): 34. 1992 ,FALSE,TRUE,holotype UB,1.4,312546-2,urn:lsid:ipni.org:names:312546-2,wfo-0000822709,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cattleya_× moduloi,L.C.Menezes,L.C.Menezes,,spec.,/n/2981162-1,Orchidaceae,Cattleya,moduloi,tax. nov.,NA,NA,NA,Brazil Southeast (Espírito Santo).,TRUE,FALSE,FALSE,NA,,et in Cattleya warneri,1994,98 (1994),NA,citation,et in Cattleya warneri 98 (1994). ,FALSE,TRUE,NA,1.6,2981162-1,urn:lsid:ipni.org:names:2981162-1,NA,FALSE,FALSE,TRUE,TRUE,FALSE,1994,NA,NA,NA,,NA,NA,NA,Brazil Southeast (Espírito Santo).,NA,NA,NA,NA,NA,NA,(C. schofieldiana × warneri).,NA,NA,NA,NA,NA,NA,NA
