name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,publicationYearNote,remarks,referenceRemarks,typeRemarks,typeCoordinates,bhlLink,infraspecies,speciesAuthor,originalTaxonDistribution,originalRemarks,bibliographicReference,bibliographicTypeInfo,typeChosenBy,typeName,pageAsText,originalHybridParentage,nameStatus,nameStatusType,typeNote,originalBasionymAuthorTeam,basionymStr,basionymAuthorStr,basionymId
Bulbophyllum_× cipoense,Borba & Semir,Borba & Semir,,spec.,/n/315882-2,Orchidaceae,Bulbophyllum,cipoense,tax. nov.,200,E.L.Borba,NA,"Santana do Riacho, Parque Nacional da Serra do Cipo, Alto Palacio, 19°14'50S, 43°30'40W, 1400 m, Minas Gerais (Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Lindleyana,1998,"13: 114, fig.",3675-2,citation,"Lindleyana 13: 114, fig. 1998 ",FALSE,TRUE,holotype UEC,1.6,315882-2,urn:lsid:ipni.org:names:315882-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,"[Gandhi 2 Jul 1998] parents: B. wedellii (Lindl.) Rchb. f. X¹B. involutum Borba, Semir & F. Barros",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulbophyllum_freyi,V.P.Castro & Speckm.,V.P.Castro & Speckm.,,spec.,/n/77129141-1,Orchidaceae,Bulbophyllum,freyi,tax. nov.,0138,V.P.Castro,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,Brejetuba,,Icon. Orchid. Brasil.,2012,3: t. 216,20006432-2,citation,Icon. Orchid. Brasil. 3: t. 216. 2012 [Oct 2012] ,FALSE,TRUE,holotype SP,1.1,77129141-1,urn:lsid:ipni.org:names:77129141-1,wfo-0001336021,FALSE,TRUE,TRUE,FALSE,FALSE,Oct 2012,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulbophyllum_× guartelae,Mancinelli & E.C.Smidt,Mancinelli & E.C.Smidt,,spec.,/n/77136101-1,Orchidaceae,Bulbophyllum,guartelae,tax. nov.,1173,W.S.Mancinelli &amp; D.L.Ferreira,15 Mar 2010,"Paraná (Brazil South, Brazil, Southern America)",TRUE,FALSE,TRUE,Tibagi,,Rodriguésia,2012,63(4): 805,1167-2,citation,Rodriguésia 63(4): 805. 2012 ,FALSE,TRUE,holotype UPCB,1.2,77136101-1,urn:lsid:ipni.org:names:77136101-1,wfo-0001338239,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulbophyllum_inhaiense,V.P.Castro & K.G.Lacerda,V.P.Castro & K.G.Lacerda,,spec.,/n/77100177-1,Orchidaceae,Bulbophyllum,inhaiense,tax. nov.,106,Castro Neto,Jan 2009,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Mun. Inhaí, 700-800 m",,Richardiana,2009,"9(3): 131 (-134, 140; figs. 1-3, photo)",18831-2,citation,"Richardiana 9(3): 131 (-134, 140; figs. 1-3, photo). 2009 [Jul 2009] ",FALSE,TRUE,holotype SP,1.4,77100177-1,urn:lsid:ipni.org:names:77100177-1,wfo-0000911825,FALSE,TRUE,TRUE,FALSE,FALSE,Jul 2009,NA,NA,Cult.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulbophyllum_seabrense,Campacci,Campacci,,spec.,/n/77096153-1,Orchidaceae,Bulbophyllum,seabrense,tax. nov.,EB-149,João Marcelino de Sá,NA,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Seabra, 1000m",,Colet. Orquídeas Brasil.,2008,6: 178 (-181; figs.),20004826-2,citation,Colet. Orquídeas Brasil. 6: 178 (-181; figs.). 2008 [10 Nov 2008] ,FALSE,TRUE,holotype SP,1.2,77096153-1,urn:lsid:ipni.org:names:77096153-1,wfo-0000911851,FALSE,TRUE,TRUE,FALSE,FALSE,10 Nov 2008,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulbophyllum_uhl-gabrielianum,Chiron & V.P.Castro,Chiron & V.P.Castro,,spec.,/n/77098217-1,Orchidaceae,Bulbophyllum,uhl-gabrielianum,tax. nov.,09378,Caliman ex Chiron,NA,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,Mun. de Marechal Floriano,,Richardiana,2009,9(2): 72 (70-75; figs.),18831-2,citation,Richardiana 9(2): 72 (70-75; figs.). 2009 [Apr 2009] ,FALSE,TRUE,holotype SP,1.3,77098217-1,urn:lsid:ipni.org:names:77098217-1,wfo-0000911868,FALSE,TRUE,TRUE,FALSE,FALSE,Apr 2009,NA,NA,"Colecté par Paulo Uhl et Uliana Gabriel, 2007, fl. dans les serres de Savio Caliman en janvier 2009",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulbophyllum_watsonianum,Rchb.f.,Rchb.f.,,spec.,/n/37990-2,Orchidaceae,Bulbophyllum,watsonianum,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Flora,1888,71 (n. s. 46): 155,648-2,citation,Flora 71 (n. s. 46): 155. 1888 ,FALSE,TRUE,NA,1.5,37990-2,urn:lsid:ipni.org:names:37990-2,wfo-0000653245,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campylocentrum_hubneri,Mansf.,Mansf.,,spec.,/n/44211-2,Orchidaceae,Campylocentrum,hubneri,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1928,10: 382,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 10: 382. 1928 ,FALSE,TRUE,NA,1.3,44211-2,urn:lsid:ipni.org:names:44211-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1928&rft.spage=382&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campylocentrum_pubirhachis,Schltr.,Schltr.,,spec.,/n/44244-2,Orchidaceae,Campylocentrum,pubirhachis,tax. nov.,7806,A.C.Brade,Nov 1917,Brazil (Southern America),FALSE,FALSE,TRUE,"São Paulo: Iguape, Morro das Pedras",,"Anexos Mem. Inst. Butantan, Secc. Bot.",1922,"1, fasc. 4: 67, pl. 14",3497-2,citation,"Anexos Mem. Inst. Butantan, Secc. Bot. 1, fasc. 4: 67, pl. 14. 1922 ",FALSE,TRUE,lectotype SP 5856,1.4,44244-2,urn:lsid:ipni.org:names:44244-2,wfo-0000795234,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,Orchid Memories 11. 2004 ,NA,F.Barros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capanemia_hatschbachii,Schltr.,Schltr.,,spec.,/n/44510-2,Orchidaceae,Capanemia,hatschbachii,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Repert. Spec. Nov. Regni Veg.,1926,23: 60,788-2,citation,Repert. Spec. Nov. Regni Veg. 23: 60. 1926 ,FALSE,TRUE,NA,1.3,44510-2,urn:lsid:ipni.org:names:44510-2,wfo-0000800995,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1926&rft.spage=60&rft.volume=23&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× aikoae,U.L.C.Ferreira & Malaspina,U.L.C.Ferreira & Malaspina,,spec.,/n/77201679-1,Orchidaceae,Catasetum,aikoae,tax. nov.,RDO.002.1,Raiaque de Oliveira,Feb 2019,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",TRUE,FALSE,TRUE,"Santo Afonso, 400 m",,Colet. Orquídeas Brasil.,2019,15: 594,20004826-2,citation,Colet. Orquídeas Brasil. 15: 594. 2019 [30 Jul 2019] ,FALSE,TRUE,holotype ESA,1.2,77201679-1,urn:lsid:ipni.org:names:77201679-1,wfo-1000020819,FALSE,TRUE,TRUE,FALSE,FALSE,30 Jul 2019,NA,NA,fl. in cult.; coll. Jun 2018.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× altaflorestense,Benelli & Grade,Benelli & Grade,,spec.,/n/60455377-2,Orchidaceae,Catasetum,altaflorestense,tax. nov.,s.n.,A. Petini-Benelli &amp; A. Grade,1 May 2008,"Mato Grosso (Brazil, Southern America)",TRUE,FALSE,TRUE,"Mun. de Alta Floresta, Rodovia MT-208",,Orquidário,2011,24(4): 129 (124-132; figs. 1-11),14267-2,citation,Orquidário 24(4): 129 (124-132; figs. 1-11). 2011 [dt. 2010; issued 15 Jan 2011] ,FALSE,TRUE,holotype UFMT,1.2,60455377-2,urn:lsid:ipni.org:names:60455377-2,wfo-0000922874,FALSE,TRUE,TRUE,FALSE,FALSE,dt. 2010; issued 15 Jan 2011,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_apolloi,Benelli & Grade,Benelli & Grade,,spec.,/n/77088381-1,Orchidaceae,Catasetum,apolloi,tax. nov.,37269,A.Grade,26 Jan 2007,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,Carlinda,,Edinburgh J. Bot.,2008,65(1): 28 (27-34; figs. 1-4),12129-2,citation,Edinburgh J. Bot. 65(1): 28 (27-34; figs. 1-4). 2008 [28 Mar 2008] ,FALSE,TRUE,holotype UFMT,1.3,77088381-1,urn:lsid:ipni.org:names:77088381-1,wfo-0000835220,FALSE,TRUE,TRUE,FALSE,FALSE,28 Mar 2008,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× canaense,Benelli,Benelli,,spec.,/n/77157457-1,Orchidaceae,Catasetum,canaense,tax. nov.,ADA0238,J.A.Lira &amp; S.A.Silva,8 Mar 2014,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",TRUE,FALSE,TRUE,"Nova Canaã do Norte. Approx. 1.5 km da Pousada Portal Teles Pires, na estrada para o Distrito Ouro Branco. Cerca de 1 km da margem do Rio São Manoel (Teles Pires)",,Richardiana,2016,16: 331,18831-2,citation,Richardiana 16: 331. 2016 [25 Jul 2016] [epublished],FALSE,TRUE,holotype UFMT 41231; Spirit ADA238,1.2,77157457-1,urn:lsid:ipni.org:names:77157457-1,NA,TRUE,TRUE,TRUE,FALSE,FALSE,25 Jul 2016,NA,[epublished],male plant,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× crassispinum,U.L.C.Ferreira,U.L.C.Ferreira,,spec.,/n/77200587-1,Orchidaceae,Catasetum,crassispinum,tax. nov.,JSS.002.A,José Serafim Sobrinho,May 2011,"Goiás (Brazil West-Central, Brazil, Southern America)",TRUE,FALSE,TRUE,"Goiás, São Miguel do Araguaia, 329 m",,"Richardiana, N.S.",2019,3: 81,20022374-1,citation,"Richardiana, N.S. 3: 81. 2019 [27 May 2019] [epublished]",FALSE,TRUE,holotype BHZB,1.2,77200587-1,urn:lsid:ipni.org:names:77200587-1,wfo-1000020820,TRUE,TRUE,TRUE,FALSE,FALSE,27 May 2019,NA,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× dasilvae,K.G.Lacerda & V.P.Castro,K.G.Lacerda & V.P.Castro,,spec.,/n/77068741-1,Orchidaceae,Catasetum,dasilvae,tax. nov.,C399,K.G.Lacerda,NA,"Rondônia (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,Municipality of Ariquemes,,Orchid Rev.,2005,113(1266): 310 (-311; figs.),2679-2,citation,Orchid Rev. 113(1266): 310 (-311; figs.). 2005 [Nov 2005] ,FALSE,TRUE,holotype BHCB,1.2,77068741-1,urn:lsid:ipni.org:names:77068741-1,wfo-0000792550,FALSE,TRUE,TRUE,FALSE,FALSE,Nov 2005,Collector's number is the same as that for Catasetum x perazolianum K.G.Lacerda & V.P.Castro,NA,collected by João Batista Fernandes da Silva in February 1994 ... flowered in March to May the same year and in cultivation in December 1996,,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2005&rft.issue=1266&rft.spage=310&rft.volume=113&rft_id=http://www.biodiversitylibrary.org/bibliography/53608&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_desouzae,Benelli & Chiron,Benelli & Chiron,,spec.,/n/77297737-1,Orchidaceae,Catasetum,desouzae,tax. nov.,454,M.R.Souza &amp; A.Petini-Benelli,5 May 2014,"Rondônia (Brazil North, Brazil, Southern America);;",FALSE,FALSE,TRUE,"Costa Marques, margens do Rio Guaporé, 136 m",,"Richardiana, N.S.",2020,4: 240,20022374-1,citation,"Richardiana, N.S. 4: 240. 2020 [19 Dec 2020] [epublished]",FALSE,TRUE,holotype UFMT 41391,1.2,77297737-1,urn:lsid:ipni.org:names:77297737-1,wfo-1000021642,TRUE,TRUE,TRUE,FALSE,FALSE,19 Dec 2020,Etymology: The epithet pays tribute to Marcelo Rodrigues de Souza.,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_dianneae,"D.R.P.Krahl, Chiron, Krahl & J.B.F.Silva","D.R.P.Krahl, Chiron, Krahl & J.B.F.Silva",,spec.,/n/77326830-1,Orchidaceae,Catasetum,dianneae,tax. nov.,642,D.R.P.Krahl &amp; A.H.Krahl,29 Feb 2020,"Amazonas (Brazil North, Brazil, Southern America)",FALSE,FALSE,FALSE,"Manaus, BR 174, KM 927, Reserva Biológica de Campina",,"Richardiana, N.S.",2023,7: 191,20022374-1,citation,"Richardiana, N.S. 7: 191. 2023 [13 Sep 2023] [epublished]",FALSE,TRUE,holotype INPA,1.1,77326830-1,urn:lsid:ipni.org:names:77326830-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,13 Sep 2023,"Etymology: 'in honor of Dianne Rafaelle Passos Trindade Cavalcanti, a forest engineer, sister of the first author and Amazonian orchid enthusiast'.",[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× eliasii,U.L.C.Ferreira,U.L.C.Ferreira,,spec.,/n/77200588-1,Orchidaceae,Catasetum,eliasii,tax. nov.,RDO.001.D,Raiaque de Oliveira,NA,"Mato Grosso (Brazil West-Central, Brazil, Southern America)",TRUE,FALSE,TRUE,"Distrito de Progresso, Tangará de Serra, 506 m",,"Richardiana, N.S.",2019,3: 86,20022374-1,citation,"Richardiana, N.S. 3: 86. 2019 [27 May 2019] [epublished]",FALSE,TRUE,holotype BHZB,1.2,77200588-1,urn:lsid:ipni.org:names:77200588-1,wfo-1000020821,TRUE,TRUE,TRUE,FALSE,FALSE,27 May 2019,In honour of Elias Gabiel Caldeira Oliveira.,[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× evangelistae,V.P.Castro & G.F.Carr,V.P.Castro & G.F.Carr,,spec.,/n/77101740-1,Orchidaceae,Catasetum,evangelistae,tax. nov.,s.n.,Vitorino Paiva Castro Neto,Jan 2009,"São Paulo (Brazil Southeast, Brazil, Southern America);Minas Gerais (Brazil Southeast, Brazil, Southern America);",TRUE,FALSE,TRUE,São Paulo,,Richardiana,2009,9(4): 199 (198 - 201; figs),18831-2,citation,Richardiana 9(4): 199 (198 - 201; figs). 2009 [23 Sep 2009] ,FALSE,TRUE,holotype SP 143,1.4,77101740-1,urn:lsid:ipni.org:names:77101740-1,wfo-0000911937,FALSE,TRUE,TRUE,FALSE,FALSE,23 Sep 2009,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× faustoi,Bicalho,Bicalho,,spec.,/n/60461034-2,Orchidaceae,Catasetum,faustoi,tax. nov.,NA,NA,NA,"Mato Grosso do Sul (Brazil West-Central, Brazil, Southern America)",TRUE,FALSE,TRUE,"Costa Rica, perto do rio Apore",,Revista Brasil. Hort. Ornam.,1996,"2(2): 64, figs. 1-2",20014623-2,citation,"Revista Brasil. Hort. Ornam. 2(2): 64, figs. 1-2. 1996 (as fausti)",FALSE,TRUE,holotype SP,1.2,60461034-2,urn:lsid:ipni.org:names:60461034-2,wfo-0001317596,TRUE,TRUE,TRUE,FALSE,FALSE,NA,[vidi pdf file] Eponymy: Sr. Fausto Cheida,(as fausti),Type collection cultivated by: Sr. Durval Ferreira,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× freitasii,Benelli,Benelli,,spec.,/n/77147154-1,Orchidaceae,Catasetum,freitasii,tax. nov.,1230a,"J.Fernández G., S.C.Freitas &amp; A.J.Silva",22 Mar 2014,"Rondônia (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,"Mu-nicípio de Extrema, Ponta de Abunã, Fazenda do Evaristo, 15 km sentido Porto Velho, 115 m",,Feddes Repert. Spec. Nov. Regni Veg.,2015,125(1-2): 19,915-2,citation,Feddes Repert. Spec. Nov. Regni Veg. 125(1-2): 19. 2015 [2014 publ. 16 Feb 2015] [epublished],FALSE,TRUE,holotype UFMT 41208,1.3,77147154-1,urn:lsid:ipni.org:names:77147154-1,wfo-0001317597,TRUE,TRUE,TRUE,FALSE,FALSE,2014 publ. 16 Feb 2015,doi:10.1002/fedr.201400028 Named for Sebastião César de Freitas.,[epublished],ex hort. Juán Fernández Gómez; orig. coll. 4 Nov 2012.,,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2015&rft.spage=19&rft.volume=125&rft_id=http://www.biodiversitylibrary.org/bibliography/84480&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× grasineideae,"D.R.P.Krahl, Krahl, Chiron & J.B.F.Silva","D.R.P.Krahl, Krahl, Chiron & J.B.F.Silva",,spec.,/n/77318522-1,Orchidaceae,Catasetum,grasineideae,tax. nov.,1635,A.H. Krahl &amp; D.R.P. Krahl,12 Jan 2022,"Amazonas (Brazil North, Brazil, Southern America)",TRUE,FALSE,FALSE,"Careiro Castanho, Castanho Lake, 8-10 m",,Phytotaxa,2023,594(2): 90,20011462-1,citation,Phytotaxa 594(2): 90. 2023 [26 Apr 2023] [epublished],FALSE,TRUE,holotype INPA,1.1,77318522-1,urn:lsid:ipni.org:names:77318522-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,26 Apr 2023,"doi:10.11646/phytotaxa.594.2.1 Etymology: name dedicated to Maria Grasineide Gomes Passos, mother of the first author, orchid lover and great incentive to orchid study.",[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_hubneri,Mansf.,Mansf.,,spec.,/n/49906-2,Orchidaceae,Catasetum,hubneri,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1928,10: 380,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 10: 380. 1928 ,FALSE,TRUE,NA,1.4,49906-2,urn:lsid:ipni.org:names:49906-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1928&rft.spage=380&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× intermedium,L.C.Menezes & Braem,L.C.Menezes & Braem,,spec.,/n/301376-2,Orchidaceae,Catasetum,intermedium,tax. nov.,NA,L.C.Menezes,NA,"Goiás (Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Schlechteriana [N.S.],1993,"4: 113, fig",17810-2,citation,"Schlechteriana [N.S.] 4: 113, fig. 1993 ",FALSE,TRUE,holotype UB,1.7,301376-2,urn:lsid:ipni.org:names:301376-2,wfo-0000817148,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× louiseae,"D.R.P.Krahl, Krahl & Chiron","D.R.P.Krahl, Krahl & Chiron",,spec.,/n/77213149-1,Orchidaceae,Catasetum,louiseae,tax. nov.,1419,A.H. Krahl,20 Feb 2019,"Amazonas (Brazil, Southern America)",TRUE,FALSE,TRUE,"Careiro da Várzea, BR 3019, km 24, pasto decriação de búfalos",,"Richardiana, N.S.",2020,"4: 216, figs. 1-3",20022374-1,citation,"Richardiana, N.S. 4: 216, figs. 1-3. 2020 [25 Nov 2020] , as 'louisiae' [epublished]",FALSE,TRUE,holotype INPA,1.5,77213149-1,urn:lsid:ipni.org:names:77213149-1,wfo-1000021641,TRUE,TRUE,TRUE,FALSE,FALSE,25 Nov 2020,"Eponymy: The specific epithet honours Louise Passos Krahl, daughter of the first two authors and 'a small young woman who appreciates orchids, in particular of the genus Catasetum'.",as 'louisiae' [epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× lucasianum,L.C.Menezes & V.P.Castro,L.C.Menezes & V.P.Castro,,spec.,/n/77092813-1,Orchidaceae,Catasetum,lucasianum,tax. nov.,NA,Lou Menezes,NA,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,NA,,Richardiana,2008,8(4): 188 (187-192; figs.),18831-2,citation,Richardiana 8(4): 188 (187-192; figs.). 2008 [13 Oct 2008] ,FALSE,TRUE,holotype UB 102,1.3,77092813-1,urn:lsid:ipni.org:names:77092813-1,wfo-0000835291,FALSE,TRUE,TRUE,FALSE,FALSE,13 Oct 2008,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× macedoi,Campacci & G.F.Carr,Campacci & G.F.Carr,,spec.,/n/77102361-1,Orchidaceae,Catasetum,macedoi,tax. nov.,JMS-025,Jorge Macedo de Souza,Apr 2009,"Roraima (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,"Roraima: Mucajaí, 90 m",,Colet. Orquídeas Brasil.,2009,"7: 226 (-229; figs, map)",20004826-2,citation,"Colet. Orquídeas Brasil. 7: 226 (-229; figs, map). 2009 [Jul 2009] ",FALSE,TRUE,holotype SP,1.1.1.3,77102361-1,urn:lsid:ipni.org:names:77102361-1,wfo-0000911938,FALSE,TRUE,TRUE,FALSE,FALSE,Jul 2009,NA,NA,Cultivated from material collected in March 2005,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_majuense,A.T.Oliveira & J.B.F.Silva,A.T.Oliveira & J.B.F.Silva,,spec.,/n/320013-2,Orchidaceae,Catasetum,majuense,tax. nov.,562,J.B.F.da Silva,NA,"Mun. de Mojú, Pará (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot.",1998,14(2): 110 (-112; fig. 1),1871-2,citation,"Bol. Mus. Paraense Emilio Goeldi, N.S., Bot. 14(2): 110 (-112; fig. 1). 1998 [1999] ",FALSE,TRUE,holotype MG,1.1.1.4,320013-2,urn:lsid:ipni.org:names:320013-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1999,[Gandhi 20 Jun 2000],NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_marinhoi,"Krahl, Cantuária & J.B.F.Silva","Krahl, Cantuária & J.B.F.Silva",,spec.,/n/77302735-1,Orchidaceae,Catasetum,marinhoi,tax. nov.,5236,J.B.F.da Silva,5 Mar 2018,"Pará (Brazil North, Brazil, Southern America)",FALSE,FALSE,TRUE,"Oriximiná, Mussurá Lake, 50 m",,"Richardiana, N.S.",2022,6: 103,20022374-1,citation,"Richardiana, N.S. 6: 103. 2022 [28 Jul 2022] [epublished]",FALSE,TRUE,holotype INPA,1.1,77302735-1,urn:lsid:ipni.org:names:77302735-1,wfo-1000029611,TRUE,TRUE,TRUE,FALSE,FALSE,28 Jul 2022,"Etymology: the specific epithet refers to Jocenildo de Jesus Marinho, manager of the horticultural and reforestation sector of the Mineração Rio do Norte (MRN) in Porto Trombeta (Pará).",[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catasetum_× mesquitae,U.L.C.Ferreira,U.L.C.Ferreira,,spec.,/n/77157891-1,Orchidaceae,Catasetum,mesquitae,tax. nov.,NA,NA,NA,"Rondônia (Brazil North, Brazil, Southern America)",TRUE,FALSE,TRUE,"São Miguel do Guaporé, 205 m",,Orquidário,2016,30(1-2): 37,14267-2,citation,Orquidário 30(1-2): 37. 2016 [20 Jul 2016] ,FALSE,TRUE,holotype BHZB 11.132,1.1,77157891-1,urn:lsid:ipni.org:names:77157891-1,wfo-0001346629,FALSE,TRUE,TRUE,FALSE,FALSE,20 Jul 2016,Named after Demóstenes Antônio Mesquita.,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
