name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,originalTaxonDistribution,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,collectionNumber,collectorTeam,pageAsText,remarks,typeLocations,bhlLink,bibliographicReference,locality,typeChosenBy,referenceRemarks,infraspecies,speciesAuthor,originalRemarks,collectionDate1,typeCoordinates,typeRemarks,collectionDate2,basionymAuthorStr,nameStatus,nameStatusType,typeNote
Guadua_tomentosa,Hack. & Lindm.,Hack. & Lindm.,,spec.,/n/113767-2,Poaceae,Guadua,tomentosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Kongl. Svenska Vetensk.-Akad. Handl.,1900,NA,"34(6): 20, pl. 12",20010256-1,citation,"Kongl. Svenska Vetensk.-Akad. Handl. 34(6): 20, pl. 12. 1900 ",FALSE,TRUE,1.5,113767-2,urn:lsid:ipni.org:names:113767-2,wfo-0000873549,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1900&rft.issue=6&rft.spage=20&rft.volume=34&rft_id=http://www.biodiversitylibrary.org/bibliography/50688&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Gymnopogon_mollis,Nees,Nees,,spec.,/n/115789-2,Poaceae,Gymnopogon,mollis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. Enum. Pl.,1829,Mar-Jun 1829,427,1544-2,citation,Fl. Bras. Enum. Pl. 427. 1829 [Mar-Jun 1829] ,FALSE,TRUE,1.4,115789-2,urn:lsid:ipni.org:names:115789-2,wfo-0000873613,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=427&rft_id=http://www.biodiversitylibrary.org/bibliography/6159&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Gymnopogon_rupestris,Ridl.,Ridl.,,spec.,/n/115791-2,Poaceae,Gymnopogon,rupestris,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"J. Linn. Soc., Bot.",1890,NA,27: 73,682-2,citation,"J. Linn. Soc., Bot. 27: 73. 1890 ",FALSE,TRUE,1.4,115791-2,urn:lsid:ipni.org:names:115791-2,wfo-0000873622,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1890&rft.spage=73&rft.volume=27&rft_id=http://www.biodiversitylibrary.org/bibliography/350&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Gynerium_ramosum,Hack.,Hack.,,spec.,/n/115897-2,Poaceae,Gynerium,ramosum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Arq. Mus. Nac. Rio de Janeiro,1905,NA,13: 73,3790-2,citation,Arq. Mus. Nac. Rio de Janeiro 13: 73. 1905 ,FALSE,TRUE,1.3,115897-2,urn:lsid:ipni.org:names:115897-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Ichnanthus_amplus,Swallen,Swallen,,spec.,/n/127449-2,Poaceae,Ichnanthus,amplus,tax. nov.,"Ceará (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Phytologia,1964,NA,11: 74,1034-2,citation,Phytologia 11: 74. 1964 ,FALSE,TRUE,1.3,127449-2,urn:lsid:ipni.org:names:127449-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=74&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Ichnanthus_breviacuminatus,K.E.Rogers,K.E.Rogers,,spec.,/n/127461-2,Poaceae,Ichnanthus,breviacuminatus,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1973,NA,26: 57,1034-2,citation,Phytologia 26: 57. 1973 ,FALSE,TRUE,1.3,127461-2,urn:lsid:ipni.org:names:127461-2,wfo-0000875440,FALSE,TRUE,TRUE,FALSE,FALSE,9052,A.F.M.Glaziou,NA,NA,holotype US,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1973&rft.spage=57&rft.volume=26&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Ichnanthus_congestus,Swallen,Swallen,,spec.,/n/127480-2,Poaceae,Ichnanthus,congestus,tax. nov.,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1964,NA,11: 148,1034-2,citation,Phytologia 11: 148. 1964 ,FALSE,TRUE,1.3,127480-2,urn:lsid:ipni.org:names:127480-2,wfo-0000875462,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=148&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Ichnanthus_longispiculus,Swallen,Swallen,,spec.,/n/127512-2,Poaceae,Ichnanthus,longispiculus,tax. nov.,"Pernambuco (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1964,NA,11: 148,1034-2,citation,Phytologia 11: 148. 1964 ,FALSE,TRUE,1.3,127512-2,urn:lsid:ipni.org:names:127512-2,wfo-0000875513,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=148&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Ichnanthus_reclinatus,Swallen,Swallen,,spec.,/n/127540-2,Poaceae,Ichnanthus,reclinatus,tax. nov.,"Santa Catarina &amp; Rio de Janeiro, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1964,NA,11: 150,1034-2,citation,Phytologia 11: 150. 1964 ,FALSE,TRUE,1.3,127540-2,urn:lsid:ipni.org:names:127540-2,wfo-0000875561,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=150&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Imperata_longifolia,Pilg.,Pilg.,,spec.,/n/128250-2,Poaceae,Imperata,longifolia,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1901,2 Jul 1901,30(2): 136,553-2,citation,Bot. Jahrb. Syst. 30(2): 136. 1901 [2 Jul 1901] ,FALSE,TRUE,1.4,128250-2,urn:lsid:ipni.org:names:128250-2,wfo-0000875662,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1901&rft.issue=2&rft.spage=136&rft.volume=30&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Isachne_hackelii,Lindm.,Lindm.,,spec.,/n/130232-2,Poaceae,Isachne,hackelii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Kongl. Svenska Vetensk.-Akad. Handl.,1900,NA,"34(6): 11, pl. 5",20010256-1,citation,"Kongl. Svenska Vetensk.-Akad. Handl. 34(6): 11, pl. 5. 1900 ",FALSE,TRUE,1.4,130232-2,urn:lsid:ipni.org:names:130232-2,wfo-0000875921,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1900&rft.issue=6&rft.spage=11&rft.volume=34&rft_id=http://www.biodiversitylibrary.org/bibliography/50688&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Lappagopsis_bijuga,Steud.,Steud.,,spec.,/n/135493-2,Poaceae,Lappagopsis,bijuga,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Syn. Pl. Glumac.,1854,1855 publ. 2-3 Mar 1854,1(2): 112,8010-2,citation,Syn. Pl. Glumac. 1(2): 112. 1854 [1855 publ. 2-3 Mar 1854] ,FALSE,TRUE,1.4,135493-2,urn:lsid:ipni.org:names:135493-2,wfo-0000877528,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1854&rft.issue=2&rft.spage=112&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/83535&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Leersia_aspera,Nees,Nees,,spec.,/n/77211925-1,Poaceae,Leersia,aspera,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Syn. Pl. Glumac. [Steudel],1853,10-12 Dec 1853,1(1): 1,8010-2,citation,Syn. Pl. Glumac. [Steudel] 1(1): 1. 1853 [10-12 Dec 1853] ,FALSE,TRUE,1.1,77211925-1,urn:lsid:ipni.org:names:77211925-1,wfo-0001263063,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1853&rft.issue=1&rft.spage=1&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/83535&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,collection: Sellow [s.n.; s.d.],NA,NA,NA,NA,NA
Leptochloa_burchellii,Munro ex Döll,Munro ex Döll,,spec.,/n/138322-2,Poaceae,Leptochloa,burchellii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. (Martius),1878,1 Sep 1878,2(3): 94,629-2,citation,Fl. Bras. (Martius) 2(3): 94. 1878 [1 Sep 1878] ,FALSE,TRUE,1.8,138322-2,urn:lsid:ipni.org:names:138322-2,wfo-0000877811,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,135249,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135249&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Megastachya_swainsonii,Raddi,Raddi,,spec.,/n/322560-2,Poaceae,Megastachya,swainsonii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Agrostogr. Bras. [Raddi],1823,NA,52,10486-2,citation,Agrostogr. Bras. [Raddi] 52. 1823 ,FALSE,TRUE,1.3,322560-2,urn:lsid:ipni.org:names:322560-2,wfo-0000878956,FALSE,TRUE,TRUE,FALSE,FALSE,s.n.,W.Swainson,NA,[Gandhi 16 Mar 2002],NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1823&rft.spage=52&rft_id=http://www.biodiversitylibrary.org/bibliography/4436&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Merostachys_espessae,"Vinic.-Silva, L.G.Clark & Santos-Gonç.","Vinic.-Silva, L.G.Clark & Santos-Gonç.",,spec.,/n/77160052-1,Poaceae,Merostachys,espessae,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Syst. Bot.,2016,15 Dec 2016,41(4): 961,1295-2,citation,Syst. Bot. 41(4): 961. 2016 [15 Dec 2016] [epublished],FALSE,TRUE,1.1,77160052-1,urn:lsid:ipni.org:names:77160052-1,wfo-0001347712,TRUE,TRUE,TRUE,FALSE,FALSE,32,"R.V.Silva, J.I.Silva, A.Souza &amp; D.P.Santos",NA,doi:10.1600/036364416X694062,holotype VIC;isotype ISC;isotype SP;isotype MO,NA,NA,"Santa Maria do Salto, Parque Estadual do Alto Cariri, Região do Fró, 775 m",NA,[epublished],NA,NA,NA,15 May 2014,,NA,NA,NA,NA,NA,NA
Mesosetum_molle,Swallen,Swallen,,spec.,/n/158005-2,Poaceae,Mesosetum,molle,tax. nov.,"Goyaz &amp; Minas Geraes, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,Brittonia,1937,NA,2: 383,561-2,citation,Brittonia 2: 383. 1937 ,FALSE,TRUE,1.3,158005-2,urn:lsid:ipni.org:names:158005-2,wfo-0000879809,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Nastus_amazonicus,Huber,Huber,,spec.,/n/167387-2,Poaceae,Nastus,amazonicus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Herb. Boissier,1906,NA,"ser. 2, 6: 276",573-2,citation,"Bull. Herb. Boissier ser. 2, 6: 276. 1906 ",FALSE,TRUE,1.3,167387-2,urn:lsid:ipni.org:names:167387-2,wfo-0000881305,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Navicularia_glabra,Raddi,Raddi,,spec.,/n/409389-1,Poaceae,Navicularia,glabra,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Agrostogr. Bras. [Raddi],1823,NA,39 (-40),10486-2,citation,Agrostogr. Bras. [Raddi] 39 (-40). 1823 ,FALSE,TRUE,1.3,409389-1,urn:lsid:ipni.org:names:409389-1,wfo-0000881359,FALSE,TRUE,TRUE,FALSE,FALSE,s.n.,Raddi,NA,NA,lectotype PI;isolectotype FI,NA,Taxon 55(2): 476. 2006 [22 Jun 2006] ,"Invenitur cum precedenti, in saltibus montosis prope Rio-janeiro",Baldini &amp; Longhi-Wagner,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Navicularia_hirta,Raddi,Raddi,,spec.,/n/409390-1,Poaceae,Navicularia,hirta,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Agrostogr. Bras. [Raddi],1823,NA,39,10486-2,citation,Agrostogr. Bras. [Raddi] 39. 1823 ,FALSE,TRUE,1.4,409390-1,urn:lsid:ipni.org:names:409390-1,wfo-0000881360,FALSE,TRUE,TRUE,FALSE,FALSE,s.n.,Raddi,NA,NA,lectotype PI;isolectotype BM;isolectotype FI;isolectotype P,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1823&rft.spage=39&rft_id=http://www.biodiversitylibrary.org/bibliography/4436&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Taxon 55(2): 475. 2006 [22 Jun 2006] ,...in saltibus montosis prope Rio-janeiro,Baldini &amp; Longhi-Wagner,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Navicularia_lanata,Raddi,Raddi,,spec.,/n/409391-1,Poaceae,Navicularia,lanata,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Agrostogr. Bras. [Raddi],1823,NA,40. t. 1. f. 5,10486-2,citation,Agrostogr. Bras. [Raddi] 40. t. 1. f. 5. 1823 ,FALSE,TRUE,1.3,409391-1,urn:lsid:ipni.org:names:409391-1,wfo-0000881361,FALSE,TRUE,TRUE,FALSE,FALSE,s.n.,Raddi,NA,NA,lectotype PI;isolectotype FI,NA,Taxon 55(2): 476. 2006 [22 Jun 2006] ,Invenitur in herbidis prope Rio-Inhumirim,Baldini &amp; Longhi-Wagner,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Olyra_hoehnei,Pilg.,Pilg.,,spec.,/n/173772-2,Poaceae,Olyra,hoehnei,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Repert. Spec. Nov. Regni Veg.,1922,NA,18: 122,788-2,citation,Repert. Spec. Nov. Regni Veg. 18: 122. 1922 ,FALSE,TRUE,1.4,173772-2,urn:lsid:ipni.org:names:173772-2,wfo-0000881889,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,732743,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/732743&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Olyra_maranonensis,Swallen,Swallen,,spec.,/n/173787-2,Poaceae,Olyra,maranonensis,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1966,NA,14: 86,1034-2,citation,Phytologia 14: 86. 1966 ,FALSE,TRUE,1.3,173787-2,urn:lsid:ipni.org:names:173787-2,wfo-0000881911,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1966&rft.spage=86&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Olyra_podachne,Mez,Mez,,spec.,/n/173797-2,Poaceae,Olyra,podachne,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1921,18 Feb 1921,"56(4, Beibl. 125): 6",553-2,citation,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 6. 1921 [18 Feb 1921] ",FALSE,TRUE,1.4,173797-2,urn:lsid:ipni.org:names:173797-2,wfo-0000881929,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Oplismenus_brasiliensis,Raddi,Raddi,,spec.,/n/409813-1,Poaceae,Oplismenus,brasiliensis,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Agrostogr. Bras. [Raddi],1823,NA,40 (-41),10486-2,citation,Agrostogr. Bras. [Raddi] 40 (-41). 1823 ,FALSE,TRUE,1.4,409813-1,urn:lsid:ipni.org:names:409813-1,wfo-0000882023,FALSE,TRUE,TRUE,FALSE,FALSE,s.n.,Raddi,NA,NA,lectotype PI;isolectotype FI,NA,Taxon 55(2): 476. 2006 [22 Jun 2006] ,"Invenitur in montanis prope Tejucco, nec non in Monte nuncupato Corcovado",Baldini &amp; Longhi-Wagner,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_albospiculatum,Swallen,Swallen,,spec.,/n/181499-2,Poaceae,Panicum,albospiculatum,tax. nov.,"Santa Catarina (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Sellowia,1966,NA,no. 18: 110,1217-2,citation,Sellowia no. 18: 110. 1966 ,FALSE,TRUE,1.3,181499-2,urn:lsid:ipni.org:names:181499-2,wfo-0000882939,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_angulosum,Swallen,Swallen,,spec.,/n/181522-2,Poaceae,Panicum,angulosum,tax. nov.,"British Guiana, Venezuela &amp; Brazil",FALSE,FALSE,TRUE,NA,,Phytologia,1966,NA,14: 75,1034-2,citation,Phytologia 14: 75. 1966 ,FALSE,TRUE,1.3,181522-2,urn:lsid:ipni.org:names:181522-2,wfo-0000883016,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1966&rft.spage=75&rft.volume=14&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_berteroanum,Mez,Mez,,spec.,/n/181577-2,Poaceae,Panicum,berteroanum,tax. nov.,Haiti to Brazil,FALSE,FALSE,FALSE,NA,,Bot. Jahrb. Syst.,1921,18 Feb 1921,"56(4, Beibl. 125): 5",553-2,citation,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 5. 1921 [18 Feb 1921] ",FALSE,TRUE,1.3,181577-2,urn:lsid:ipni.org:names:181577-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_bifarium,Hack.,Hack.,,spec.,/n/181582-2,Poaceae,Panicum,bifarium,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Oesterr. Bot. Z.,1897,NA,47: 76,768-2,citation,Oesterr. Bot. Z. 47: 76. 1897 ,FALSE,TRUE,1.3,181582-2,urn:lsid:ipni.org:names:181582-2,wfo-0000883242,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=76&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/40988&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_blepharophorum,Mez,Mez,,spec.,/n/181587-2,Poaceae,Panicum,blepharophorum,tax. nov.,"Piaui (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1921,18 Feb 1921,"56(4, Beibl. 125): 4",553-2,citation,"Bot. Jahrb. Syst. 56(4, Beibl. 125): 4. 1921 [18 Feb 1921] ",FALSE,TRUE,1.5,181587-2,urn:lsid:ipni.org:names:181587-2,wfo-0000883261,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,nom. illeg. later homonym,nom. illeg.,NA
Panicum_caudiculatum,Hack.,Hack.,,spec.,/n/181645-2,Poaceae,Panicum,caudiculatum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Oesterr. Bot. Z.,1897,NA,47: 76,768-2,citation,Oesterr. Bot. Z. 47: 76. 1897 ,FALSE,TRUE,1.3,181645-2,urn:lsid:ipni.org:names:181645-2,wfo-0000883451,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1897&rft.spage=76&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/40988&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_chasei,"Roseng., B.R.Arrill. & Izag.","Roseng., B.R.Arrill. & Izag.",,spec.,/n/181659-2,Poaceae,Panicum,chasei,tax. nov.,Uruguay &amp; Brazil,FALSE,FALSE,TRUE,NA,,Bol. Fac. Agron. Univ. Montevideo,1968,NA,"no. 103: 9, fig. 2",11677-2,citation,"Bol. Fac. Agron. Univ. Montevideo no. 103: 9, fig. 2. 1968 ",FALSE,TRUE,1.5,181659-2,urn:lsid:ipni.org:names:181659-2,wfo-0000883484,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_cinerascens,Döll,Döll,,spec.,/n/282012-2,Poaceae,Panicum,cinerascens,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. (Martius),1877,1 Mar 1877,2(2): 189 (-190),629-2,citation,Fl. Bras. (Martius) 2(2): 189 (-190). 1877 [1 Mar 1877] ,FALSE,TRUE,1.7,282012-2,urn:lsid:ipni.org:names:282012-2,wfo-0000883535,FALSE,TRUE,TRUE,FALSE,FALSE,s.n.,P.W.Lund,135072,NA,holotype S?,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/135072&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Panicum_contractum,Mez,Mez,,spec.,/n/181711-2,Poaceae,Panicum,contractum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1917,NA,7: 72,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 7: 72. 1917 ,FALSE,TRUE,1.3,181711-2,urn:lsid:ipni.org:names:181711-2,wfo-0000883649,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1917&rft.spage=72&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
