name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,pageAsText,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,referenceRemarks,suppressed,topCopy,version,id,fqId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,publicationYearNote,wfoId,speciesAuthor,collectionNumber,collectorTeam,collectionDate1,locality,remarks,typeLocations,typeCoordinates,originalTaxonDistribution,nameStatus,nameStatusType,typeNote,typeRemarks,originalRemarks,bibliographicReference,typeChosenBy,collectionDate2
Pionandra_pubescens,Miers,Miers,,spec.,/n/305997-2,Solanaceae,Pionandra,pubescens,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,London J. Bot.,1845,4: 356,704-2,citation,London J. Bot. 4: 356. 1845 ,NA,FALSE,TRUE,1.5,305997-2,urn:lsid:ipni.org:names:305997-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1845&rft.spage=356&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/235&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,4538,J.Miers,NA,NA,NA,lectotype BM;isotype K,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schwenckia_aurantiaca,Paucar & Stehmann,Paucar & Stehmann,,spec.,/n/77219968-1,Solanaceae,Schwenckia,aurantiaca,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytotaxa,2021,508(2): 167,20011462-1,citation,Phytotaxa 508(2): 167. 2021 [21 Jun 2021] [epublished],[epublished],FALSE,TRUE,1.1,77219968-1,urn:lsid:ipni.org:names:77219968-1,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,21 Jun 2021,wfo-1000028926,NA,203,J.O.A.Paucar &amp; J.R.Stehmann,15 Apr 2019,"Município de Jaíba, Reserva Biológica Serra Azul, Furados, 480 m","doi:10.11646/phytotaxa.508.2.5 The specific epithet aurantiaca is from the Latin for orange, with reference to the colour of the corolla appendages during anthesis.",holotype BHCB BHCB195125;isotype RB,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schwenckia_novaveneciana,Carvalho,Carvalho,,spec.,/n/230093-2,Solanaceae,Schwenckia,novaveneciana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Arch. Jard. Bot. Rio de Janeiro,1978,"22: 147, fig",848-2,citation,"Arch. Jard. Bot. Rio de Janeiro 22: 147, fig. 1978 ",NA,FALSE,TRUE,1.4,230093-2,urn:lsid:ipni.org:names:230093-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,wfo-0001025473,NA,8976,A.P.Duarte,NA,NA,NA,holotype RB,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schwenckia_ulei,Dammer,Dammer,,spec.,/n/230097-2,Solanaceae,Schwenckia,ulei,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Notizbl. Königl. Bot. Gart. Berlin,1914,6: 187,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 187. 1914 ,NA,FALSE,TRUE,1.5,230097-2,urn:lsid:ipni.org:names:230097-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1914&rft.spage=187&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_banks,Vand.,Vand.,,spec.,/n/60468937-2,Solanaceae,Solanum,banks,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fasc. Pl.,1771,10,18920-2,citation,Fasc. Pl. 10. 1771 [Sep 1771] (as Bäncks),(as Bäncks),FALSE,TRUE,1.1.2.1.1.1,60468937-2,urn:lsid:ipni.org:names:60468937-2,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,Sep 1771,NA,NA,NA,NA,NA,"Habitat, in Brasilia, et vulgo Rebentabois vocatur",Presumed eponymy: Joseph Banks (1743-1820),NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_caelicola,Giacomin & Stehmann,Giacomin & Stehmann,,spec.,/n/77139517-1,Solanaceae,Solanum,caelicola,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,J. Bot. Res. Inst. Texas,2013,7(1): 102,20007714-1,citation,"J. Bot. Res. Inst. Texas 7(1): 102. 2013 [27 Aug 2013] , as caelicolum",as caelicolum,FALSE,TRUE,1.2,77139517-1,urn:lsid:ipni.org:names:77139517-1,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2013&rft.issue=1&rft.spage=102&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/63883&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,27 Aug 2013,NA,NA,3273,V.Demuner et al.,20 Mar 2007,"Colatina, Alto Moacir, Prop.: Lalau (property of Sr. Landislau), 200 m",NA,holotype MBML;isotype BHCB 002734,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_delicatum,L.B.Sm. & Downs,L.B.Sm. & Downs,,spec.,/n/238698-2,Solanaceae,Solanum,delicatum,tax. nov.,"Santa Catarina (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Phytologia,1964,10: 424,1034-2,citation,Phytologia 10: 424. 1964 ,NA,FALSE,TRUE,1.2.2.2.1.3,238698-2,urn:lsid:ipni.org:names:238698-2,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=424&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_helix,Giacomin & Stehmann,Giacomin & Stehmann,,spec.,/n/77322646-1,Solanaceae,Solanum,helix,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America);Alagoas (Brazil Northeast, Brazil, Southern America);Pernambuco (Brazil Northeast, Brazil, Southern America);Sergipe (Brazil Northeast, Brazil, Southern America);",FALSE,FALSE,FALSE,NA,,Acta Bot. Brasil.,2023,37-e20230026: 2,1225-2,citation,Acta Bot. Brasil. 37-e20230026: 2. [24 Jul 2023] [epublished],[epublished],FALSE,TRUE,1.3,77322646-1,urn:lsid:ipni.org:names:77322646-1,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,24 Jul 2023,NA,NA,2000,"L.L.Giacomin, L.Bohs, S.Knapp &amp; L.C.Marinho",6 Nov 2013,"Bahia: Santa Teresinha, Serra da Jibóia, 700 m","doi:10.1590/1677-941X-ABB-2023-0026 Etymology: The epithet helix is applied as a noun in apposition and represents a Latin and English word for spiral or coil. Its usage in English also applies to a propeller of a boat or plane, to which the fruiting calyx is similar, with its spreading lobes.",holotype BHCB BHCB019123; BHCB019124;isotype BM;isotype UT;isotype HUEFS HUEFS000109618;isotype NY NY02240756,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_kuhlmannianum,Mattos,Mattos,,spec.,/n/239097-2,Solanaceae,Solanum,kuhlmannianum,tax. nov.,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Loefgrenia,1969,"32: [1], fig",994-2,citation,"Loefgrenia 32: [1], fig. 1969 ",NA,FALSE,TRUE,1.2.2.2.1.3,239097-2,urn:lsid:ipni.org:names:239097-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,s/n,Kuhlmann,NA,NA,NA,holotype SP,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_maracayuense,Bitter,Bitter,,spec.,/n/239232-2,Solanaceae,Solanum,maracayuense,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,237390,,Repert. Spec. Nov. Regni Veg.,1912,11: 227,788-2,citation,Repert. Spec. Nov. Regni Veg. 11: 227. 1912 ,NA,FALSE,TRUE,1.2.2.2.1.4,239232-2,urn:lsid:ipni.org:names:239232-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/237390&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_pseudomelongena,Ten.,Ten.,,spec.,/n/60457685-2,Solanaceae,Solanum,pseudomelongena,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,41541937,,"Ann. Sci. Nat., Bot.",1850,"ser. 3, 14: 345",525-2,citation,"Ann. Sci. Nat., Bot. ser. 3, 14: 345. 1850 (as Pseudo-Melongena)",(as Pseudo-Melongena),FALSE,TRUE,1.2,60457685-2,urn:lsid:ipni.org:names:60457685-2,TRUE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/41541937&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,Hortus Neapolitanus (cultivated).,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_saldanhaei,Glaz.,Glaz.,,spec.,/n/239639-2,Solanaceae,Solanum,saldanhaei,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Soc. Bot. France,1911,58(Mém. 3f): 496,578-2,citation,Bull. Soc. Bot. France 58(Mém. 3f): 496. 1911 ,NA,FALSE,TRUE,1.2.2.2.1.4,239639-2,urn:lsid:ipni.org:names:239639-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_sarachoides,Sendtn.,Sendtn.,,spec.,/n/330680-2,Solanaceae,Solanum,sarachoides,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,145530,,Fl. Bras. (Martius),1846,"10: 18, t. 1",629-2,citation,"Fl. Bras. (Martius) 10: 18, t. 1. 1846 [1 Jul 1846] ",NA,FALSE,TRUE,1.2.2.2.1.4,330680-2,urn:lsid:ipni.org:names:330680-2,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/145530&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,1 Jul 1846,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum_subsylvestris,L.B.Sm. & Downs,L.B.Sm. & Downs,,spec.,/n/239802-2,Solanaceae,Solanum,subsylvestris,tax. nov.,"Santa Catarina (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Phytologia,1964,10: 429,1034-2,citation,Phytologia 10: 429. 1964 ,NA,FALSE,TRUE,1.2.2.2.1.3,239802-2,urn:lsid:ipni.org:names:239802-2,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=429&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
