name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,pageAsText,remarks,bhlLink,referenceRemarks,typeCoordinates,infraspecies,originalTaxonDistribution,speciesAuthor,basionymStr,basionymAuthorStr,basionymId,typeRemarks,originalRemarks,typeName,collectionDate2
Herpestis_cochlearia,Huber,Huber,,spec.,/n/120682-2,Scrophulariaceae,Herpestis,cochlearia,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Herb. Boissier,1901,NA,"ser. 2, 1: 323",573-2,citation,"Bull. Herb. Boissier ser. 2, 1: 323. 1901 as Herpestes",FALSE,TRUE,NA,1.3,120682-2,urn:lsid:ipni.org:names:120682-2,wfo-0001136667,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,as Herpestes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_depressa,Benth.,Benth.,,spec.,/n/803818-1,Scrophulariaceae,Herpestis,depressa,tax. nov.,NA,NA,NA,"Piaui (Brazil, Southern America)",FALSE,FALSE,TRUE,'in arenosis ad lacum Paranagua prov.  Piauhy Brasiliae',,Prodr. [A. P. de Candolle],1846,8 Apr 1846,10: 395,1051-2,citation,Prodr. [A. P. de Candolle] 10: 395. 1846 [8 Apr 1846] ,FALSE,TRUE,NA,1.7,803818-1,urn:lsid:ipni.org:names:803818-1,wfo-0000720783,FALSE,TRUE,TRUE,TRUE,FALSE,162076,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162076&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,Collection: 'Gardner n. 2695 [s.d.],Bras,NA,NA
Herpestis_diffusa,J.A.Schmidt,J.A.Schmidt,,spec.,/n/803820-1,Scrophulariaceae,Herpestis,diffusa,tax. nov.,NA,NA,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,FALSE,'In inundatis prope oppidum llheos prov. Bahiensis: Riedel [s.n.; s.d.]',,Fl. Bras. (Martius),1862,15 Jan 1862,8(1): 315,629-2,citation,Fl. Bras. (Martius) 8(1): 315. 1862 [15 Jan 1862] ,FALSE,TRUE,NA,1.8,803820-1,urn:lsid:ipni.org:names:803820-1,NA,FALSE,FALSE,TRUE,TRUE,FALSE,146464,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146464&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,Bras,NA,NA
Herpestis_divaricata,J.A.Schmidt,J.A.Schmidt,,spec.,/n/803821-1,Scrophulariaceae,Herpestis,divaricata,tax. nov.,NA,NA,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,'In locis paludosis prope Bahiam: Luschnath [s.n.; s.d.],,Fl. Bras. (Martius),1862,15 Jan 1862,8(1): 309,629-2,citation,Fl. Bras. (Martius) 8(1): 309. 1862 [15 Jan 1862] ,FALSE,TRUE,NA,1.9,803821-1,urn:lsid:ipni.org:names:803821-1,wfo-0000720785,FALSE,TRUE,TRUE,TRUE,FALSE,146461,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/146461&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,Bras,NA,NA
Herpestis_gracilis,Benth.,Benth.,,spec.,/n/803834-1,Scrophulariaceae,Herpestis,gracilis,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,'ad Cuyaba (Martius herb.  bras. n. 1298) ... (v.s.)',,Prodr. [A. P. de Candolle],1846,8 Apr 1846,10: 395,1051-2,citation,Prodr. [A. P. de Candolle] 10: 395. 1846 [8 Apr 1846] ,FALSE,TRUE,NA,1.7,803834-1,urn:lsid:ipni.org:names:803834-1,wfo-0000720794,FALSE,TRUE,TRUE,TRUE,FALSE,162076,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162076&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,Bras,NA,NA
Herpestis_herniarioides,Cham.,Cham.,,spec.,/n/803839-1,Scrophulariaceae,Herpestis,herniarioides,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1833,NA,8(1): 34,703-2,citation,Linnaea 8(1): 34. 1833 ,FALSE,TRUE,NA,1.7,803839-1,urn:lsid:ipni.org:names:803839-1,wfo-0001136674,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.issue=1&rft.spage=34&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,Collection: Sellow [s.n.; s.d.],Bras,NA,NA
Herpestis_laxiflora,Benth.,Benth.,,spec.,/n/120707-2,Scrophulariaceae,Herpestis,laxiflora,tax. nov.,NA,NA,NA,"Piaui (Brazil, Southern America)",FALSE,FALSE,TRUE,"& Collection: In paludibus prope Oeiras prov. Piauhy, Brasilias (Gardner n. 2702 [s.d.]'",,Prodr. [A. P. de Candolle],1846,8 April 1846,10: 396,1051-2,citation,Prodr. [A. P. de Candolle] 10: 396. 1846 [8 April 1846] ,FALSE,TRUE,NA,1.6,120707-2,urn:lsid:ipni.org:names:120707-2,wfo-0000720800,FALSE,TRUE,TRUE,FALSE,FALSE,162077,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162077&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_myriophylloides,Benth.,Benth.,,spec.,/n/120714-2,Scrophulariaceae,Herpestis,myriophylloides,tax. nov.,5054,G. Gardner,NA,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,In rivulis ad Rio Claro,,Prodr. [A. P. de Candolle],1846,8 Apr 1846,10: 398,1051-2,citation,Prodr. [A. P. de Candolle] 10: 398. 1846 [8 Apr 1846] ,FALSE,TRUE,holotype K?,1.2.2.1.1.1,120714-2,urn:lsid:ipni.org:names:120714-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1846&rft.spage=398&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/286&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_paraguariensis,S.Moore,S.Moore,,spec.,/n/120717-2,Scrophulariaceae,Herpestis,paraguariensis,tax. nov.,NA,NA,NA,"Brazil, Paraguay",FALSE,FALSE,TRUE,NA,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 407",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 407. 1895 ",FALSE,TRUE,NA,1.3,120717-2,urn:lsid:ipni.org:names:120717-2,wfo-0000720814,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_parvula,S.Moore,S.Moore,,spec.,/n/120718-2,Scrophulariaceae,Herpestis,parvula,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 406",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 406. 1895 ",FALSE,TRUE,NA,1.3,120718-2,urn:lsid:ipni.org:names:120718-2,wfo-0000720815,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_procumbens,Hort.Berol. ex Spreng.,Hort.Berol. ex Spreng.,,spec.,/n/803875-1,Scrophulariaceae,Herpestis,procumbens,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Novi Provent.,1818,Dec 1818,22,1513-2,citation,Novi Provent. 22. 1818 [Dec 1818] ,FALSE,TRUE,NA,1.1.2.2,803875-1,urn:lsid:ipni.org:names:803875-1,wfo-0001137256,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_reflexa,Benth.,Benth.,,spec.,/n/120724-2,Scrophulariaceae,Herpestis,reflexa,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,"'prov. Goyaz (Gardner n. 4347), ad Chapada (Langsdorff [s.n.; s.d.])'",,Prodr. [A. P. de Candolle],1846,8 April 1846,10: 399,1051-2,citation,Prodr. [A. P. de Candolle] 10: 399. 1846 [8 April 1846] ,FALSE,TRUE,NA,1.4.1.4,120724-2,urn:lsid:ipni.org:names:120724-2,wfo-0000720826,FALSE,TRUE,TRUE,FALSE,FALSE,162080,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162080&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_salzmannii,Benth.,Benth.,,spec.,/n/321620-2,Scrophulariaceae,Herpestis,salzmannii,tax. nov.,s.n.,P.Salzmann,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Compan. Bot. Mag.,1836,NA,"2: 58, no. 31",1246-2,citation,"Compan. Bot. Mag. 2: 58, no. 31. 1836 (as 'Salzmanni')",FALSE,TRUE,null ?K,1.5,321620-2,urn:lsid:ipni.org:names:321620-2,wfo-0000720831,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1836&rft.spage=58&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/50500&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,(as 'Salzmanni'),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_serpylloides,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/120731-2,Scrophulariaceae,Herpestis,serpylloides,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,'E. Brasilia tropica mist Sellow [s.n.; s.d.]',,Linnaea,1827,Oct-Dec 1827,2(Heft 4): 574,703-2,citation,Linnaea 2(Heft 4): 574. 1827 [Oct-Dec 1827] ,FALSE,TRUE,NA,1.7,120731-2,urn:lsid:ipni.org:names:120731-2,wfo-0001136679,FALSE,TRUE,TRUE,FALSE,FALSE,94525,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/94525&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_stellarioides,Cham.,Cham.,,spec.,/n/803896-1,Scrophulariaceae,Herpestis,stellarioides,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1833,NA,8(1): 32,703-2,citation,Linnaea 8(1): 32. 1833 ,FALSE,TRUE,NA,1.7,803896-1,urn:lsid:ipni.org:names:803896-1,wfo-0000720837,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.issue=1&rft.spage=32&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,Collection: Sellow [s.n.; s.d.],Bras,NA,NA
Herpestis_tenella,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/803898-1,Scrophulariaceae,Herpestis,tenella,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,& Collection: 'In Brasilia meridionali pluribus legit locis Sellow [s.n.; s.d.] (ad Rio Pardo Octobri florentem)',,Linnaea,1827,Oct-Dec 1827,2(4): 576,703-2,citation,Linnaea 2(4): 576. 1827 [Oct-Dec 1827] ,FALSE,TRUE,NA,1.9,803898-1,urn:lsid:ipni.org:names:803898-1,wfo-0001136680,FALSE,TRUE,TRUE,TRUE,FALSE,94527,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/94527&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,Bras,NA,NA
Lindernia_barrosorum,L.B.Sm.,L.B.Sm.,,spec.,/n/140512-2,Scrophulariaceae,Lindernia,barrosorum,tax. nov.,NA,NA,NA,"Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Los Angeles County Mus. Contr. Sci.,1958,NA,"no. 23: 5, fig. 1-2",3700-2,citation,"Los Angeles County Mus. Contr. Sci. no. 23: 5, fig. 1-2. 1958 ",FALSE,TRUE,NA,1.4,140512-2,urn:lsid:ipni.org:names:140512-2,wfo-0000446494,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magdalenaea_limae,Brade,Brade,,spec.,/n/149260-2,Scrophulariaceae,Magdalenaea,limae,tax. nov.,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Arq. Inst. Biol. Veg.,1935,Aug 1935,"1(3): 236, figs",851-2,citation,"Arq. Inst. Biol. Veg. 1(3): 236, figs. 1935 [Aug 1935] ",FALSE,TRUE,NA,1.4,149260-2,urn:lsid:ipni.org:names:149260-2,wfo-0000451139,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecardonia_pubescens,Rossow,Rossow,,spec.,/n/280634-2,Scrophulariaceae,Mecardonia,pubescens,tax. nov.,34831,B.Rambo,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Candollea,1987,NA,"42: 463, fig",885-2,citation,"Candollea 42: 463, fig. 1987 ",FALSE,TRUE,holotype PACA,1.4,280634-2,urn:lsid:ipni.org:names:280634-2,wfo-0000451351,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moniera_semiserrata,Schrank,Schrank,,spec.,/n/60471022-2,Scrophulariaceae,Moniera,semiserrata,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,Colitur in Caldario,,Syll. Pl. Nov.,1826,NA,2(2): 63,5625-2,citation,Syll. Pl. Nov. 2(2): 63. 1826 (as Monniera semiserrata),FALSE,TRUE,NA,1.1,60471022-2,urn:lsid:ipni.org:names:60471022-2,wfo-0000452933,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=2&rft.spage=63&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/112495&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,(as Monniera semiserrata),,NA,NA,NA,NA,NA,NA,"Monnieria subserrata. D. de Mart, in - Herbar.",NA,NA,NA
Nortenia_thouarsii,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/170346-2,Scrophulariaceae,Nortenia,thouarsii,tax. nov.,NA,NA,NA,"also in Madagascar &amp; Mauritius, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,Linnaea,1828,Jan 1828,3(1): 18,703-2,citation,Linnaea 3(1): 18. 1828 [Jan 1828] ,FALSE,TRUE,NA,1.1.2.1.1.1.2.1.1.2,170346-2,urn:lsid:ipni.org:names:170346-2,wfo-0000381311,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.issue=1&rft.spage=18&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nothochilus_coccineus,Radlk.,Radlk.,,spec.,/n/170359-2,Scrophulariaceae,Nothochilus,coccineus,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München,1889,NA,19: 217,326-2,citation,Sitzungsber. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. München 19: 217. 1889 ,FALSE,TRUE,NA,1.3,170359-2,urn:lsid:ipni.org:names:170359-2,wfo-0000381304,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1889&rft.spage=217&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/125291&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orobanche_brasiliensis,Vell.,Vell.,,spec.,/n/281721-2,Scrophulariaceae,Orobanche,brasiliensis,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,255,932-2,citation,Fl. Flumin. 255. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,NA,1.5,281721-2,urn:lsid:ipni.org:names:281721-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=255&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orobanche_fissa,Vell.,Vell.,,spec.,/n/176572-2,Scrophulariaceae,Orobanche,fissa,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,257,932-2,citation,Fl. Flumin. 257. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,NA,1.6,176572-2,urn:lsid:ipni.org:names:176572-2,wfo-0001272946,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=257&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orobanche_fornix,Vell.,Vell.,,spec.,/n/281722-2,Scrophulariaceae,Orobanche,fornix,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,259,932-2,citation,Fl. Flumin. 259. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,NA,1.5,281722-2,urn:lsid:ipni.org:names:281722-2,wfo-0001272955,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=259&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orobanche_monanthos,Vell.,Vell.,,spec.,/n/281723-2,Scrophulariaceae,Orobanche,monanthos,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,256,932-2,citation,Fl. Flumin. 256. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,NA,1.5,281723-2,urn:lsid:ipni.org:names:281723-2,wfo-0000390861,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=256&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orobanche_perianthomega,Vell.,Vell.,,spec.,/n/176601-2,Scrophulariaceae,Orobanche,perianthomega,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,257,932-2,citation,Fl. Flumin. 257. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,NA,1.6,176601-2,urn:lsid:ipni.org:names:176601-2,wfo-0001272969,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=257&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orobanche_serpens,Vell.,Vell.,,spec.,/n/281724-2,Scrophulariaceae,Orobanche,serpens,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,257,932-2,citation,Fl. Flumin. 257. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,NA,1.6,281724-2,urn:lsid:ipni.org:names:281724-2,wfo-0001272984,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=257&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orobanche_verticillata,Vell.,Vell.,,spec.,/n/176626-2,Scrophulariaceae,Orobanche,verticillata,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,255,932-2,citation,Fl. Flumin. 255. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,NA,1.6,176626-2,urn:lsid:ipni.org:names:176626-2,wfo-0001273086,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=255&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otacanthus_caparaoensis,Brade,Brade,,spec.,/n/177311-2,Scrophulariaceae,Otacanthus,caparaoensis,tax. nov.,16974,A.C.Brade,NA,"Serra do Caparao, Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Arq. Serv. Florest.,1944,NA,2(1): 18 (t. 2),8356-2,citation,Arq. Serv. Florest. 2(1): 18 (t. 2). 1944 ,FALSE,TRUE,holotype RB,1.3,177311-2,urn:lsid:ipni.org:names:177311-2,wfo-0000388156,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otacanthus_crenatus,Ronse & Philcox,Ronse & Philcox,,spec.,/n/304955-2,Scrophulariaceae,Otacanthus,crenatus,tax. nov.,1615,R.P.Belém,NA,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bull. Jard. Bot. Natl. Belg.,1993,NA,62: 385 (figs. 1-2),1235-2,citation,Bull. Jard. Bot. Natl. Belg. 62: 385 (figs. 1-2). 1993 ,FALSE,TRUE,holotype K;isotype CEPEC;isotype RB,1.4,304955-2,urn:lsid:ipni.org:names:304955-2,wfo-0000388157,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otacanthus_fernandesii,Ronse,Ronse,,spec.,/n/321175-2,Scrophulariaceae,Otacanthus,fernandesii,tax. nov.,2681,H.Q.Boudet Fernades,NA,"Colatina, on the way from Colatina to Angelo Freschiani, 3 km after Ponte de Pancas, ca. 200 m, in the sun, on gneissy outcrops, in open vegetation, Espirito Santo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Brittonia,2001,NA,53(1): 148 (fig. 5),561-2,citation,Brittonia 53(1): 148 (fig. 5). 2001 ,FALSE,TRUE,holotype MBML;isotype BR,1.3,321175-2,urn:lsid:ipni.org:names:321175-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,[Gandhi 31 May 2001],NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otacanthus_fluminensis,Kuhlm.,Kuhlm.,,spec.,/n/177312-2,Scrophulariaceae,Otacanthus,fluminensis,tax. nov.,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Arq. Serv. Florest.,1944,NA,"2, no. 1: 18, tab. 1",8356-2,citation,"Arq. Serv. Florest. 2, no. 1: 18, tab. 1. 1944 ",FALSE,TRUE,NA,1.3,177312-2,urn:lsid:ipni.org:names:177312-2,wfo-0000388137,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Otacanthus_villosus,Philcox,Philcox,,spec.,/n/177317-2,Scrophulariaceae,Otacanthus,villosus,tax. nov.,17334,R.M.Harley,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bradea,1980,NA,3(8): 52 (fig.),1276-2,citation,Bradea 3(8): 52 (fig.). 1980 ,FALSE,TRUE,holotype CEPEC,1.3,177317-2,urn:lsid:ipni.org:names:177317-2,wfo-0000388147,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
