name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,infraspecies,inPowo,pageAsText,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,referenceRemarks
Boopis_jurgensii,Pilg.,Pilg.,,spec.,/n/34822-2,Calyceraceae,Boopis,jurgensii,tax. nov.,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1931,NA,11(102): 101,1019-2,citation,"Notizbl. Bot. Gart. Berlin-Dahlem 11(102): 101. 1931 , as 'jürgensii'",FALSE,TRUE,1.3,34822-2,urn:lsid:ipni.org:names:34822-2,NA,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1931&rft.issue=102&rft.spage=101&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,as 'jürgensii'
