name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,pageAsText,collectionNumber,collectorTeam,typeLocations,speciesAuthor,remarks,collectionDate1,locality,referenceRemarks,collectionDate2,typeCoordinates,typeRemarks,nameStatus,nameStatusType,originalBasionymAuthorTeam,originalTaxonDistribution,bibliographicReference,typeChosenBy,originalRemarks
Meriania_ferruginea,Suess.,Suess.,,spec.,/n/157590-2,Melastomataceae,Meriania,ferruginea,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Repert. Spec. Nov. Regni Veg.,1937,NA,42: 46,788-2,citation,Repert. Spec. Nov. Regni Veg. 42: 46. 1937 ,FALSE,TRUE,1.3,157590-2,urn:lsid:ipni.org:names:157590-2,wfo-0001278060,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=46&rft.volume=42&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Merianthera_calyptrata,"R.Goldenb., Bochorny & Fraga","R.Goldenb., Bochorny & Fraga",,spec.,/n/77324801-1,Melastomataceae,Merianthera,calyptrata,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,FALSE,,Eur. J. Taxon.,2023,9 Aug 2023,888: 67,20016745-1,citation,Eur. J. Taxon. 888: 67. 2023 [9 Aug 2023] [epublished],FALSE,TRUE,1.4,77324801-1,urn:lsid:ipni.org:names:77324801-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,4144,Claudio N.de Fraga &amp; Dayvid R.Couto,holotype RB RB01463285;isotype BHCB;isotype K;isotype MBML;isotype NY;isotype UPCB,NA,"doi:10.5852/ejt.2023.888.2209 Etymology: The epithet refers to the flowers with a calyptrate calyx, a unique feature of M. calyptrata sp. nov., and otherwise unknown in the genus and tribe.",30 Mar 2022,"Jacinto, Comunidade de Medeiros, 'acesso a esquerda na MG-405 sentido Jacinto - Jaguarão, propriedade do Sr. Augusto Chavier de Souza'",[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_clivorum,Wurdack,Wurdack,,spec.,/n/158918-2,Melastomataceae,Miconia,clivorum,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1965,NA,11: 388,1034-2,citation,Phytologia 11: 388. 1965 ,FALSE,TRUE,1.3,158918-2,urn:lsid:ipni.org:names:158918-2,wfo-0001081818,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1965&rft.spage=388&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_eriantha,Cogn.,Cogn.,,spec.,/n/159044-2,Melastomataceae,Miconia,eriantha,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Monogr. Phan. [A.DC. & C.DC.],1891,Jun 1891,7: 845,3279-2,citation,Monogr. Phan. [A.DC. & C.DC.] 7: 845. 1891 [Jun 1891] ,FALSE,TRUE,1.3.1.5,159044-2,urn:lsid:ipni.org:names:159044-2,wfo-0001079616,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1891&rft.spage=845&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/45961&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_hypargyraea,Miq.,Miq.,,spec.,/n/323249-2,Melastomataceae,Miconia,hypargyraea,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Linnaea,1845,prob. Aug 1845,18(5): 622,703-2,citation,Linnaea 18(5): 622. 1845 [prob. Aug 1845] ,FALSE,TRUE,1.5,323249-2,urn:lsid:ipni.org:names:323249-2,wfo-0001262613,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/108208&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,108208,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_impetiginosa,DC.,DC.,,spec.,/n/323235-2,Melastomataceae,Miconia,impetiginosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1828,mid Mar 1828,3: 183,1051-2,citation,Prodr. [A. P. de Candolle] 3: 183. 1828 [mid Mar 1828] ,FALSE,TRUE,1.5,323235-2,urn:lsid:ipni.org:names:323235-2,wfo-0001278079,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/152985&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,152985,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_japurensis,Cogn.,Cogn.,,spec.,/n/159214-2,Melastomataceae,Miconia,japurensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bol. Mus. Goeldi Hist. Nat. Ethnogr.,1909,NA,5: 253,4221-2,citation,Bol. Mus. Goeldi Hist. Nat. Ethnogr. 5: 253. 1909 ,FALSE,TRUE,1.3,159214-2,urn:lsid:ipni.org:names:159214-2,wfo-0000158239,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_kleinii,Brade,Brade,,spec.,/n/159226-2,Melastomataceae,Miconia,kleinii,tax. nov.,"Santa Catarina &amp; Parana, Brazil (Southern America)",FALSE,FALSE,TRUE,,Sellowia,1960,NA,no. 12: 144,1217-2,citation,Sellowia no. 12: 144. 1960 ,FALSE,TRUE,1.4,159226-2,urn:lsid:ipni.org:names:159226-2,wfo-0001235317,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_mendoncaei,Cogn.,Cogn.,,spec.,/n/159353-2,Melastomataceae,Miconia,mendoncaei,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Monogr. Phan. [A.DC. & C.DC.],1891,Jun 1891,7: 772,3279-2,citation,Monogr. Phan. [A.DC. & C.DC.] 7: 772. 1891 [Jun 1891] ,FALSE,TRUE,1.3.1.4,159353-2,urn:lsid:ipni.org:names:159353-2,wfo-0001079730,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1891&rft.spage=772&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/45961&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_micrantha,Pilg.,Pilg.,,spec.,/n/159362-2,Melastomataceae,Miconia,micrantha,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Verh. Bot. Vereins Prov. Brandenburg,1905,NA,47: 173,823-2,citation,Verh. Bot. Vereins Prov. Brandenburg 47: 173. 1905 ,FALSE,TRUE,1.4,159362-2,urn:lsid:ipni.org:names:159362-2,wfo-1000042087,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1905&rft.spage=173&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/49731&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_molinopampana,Wurdack,Wurdack,,spec.,/n/159379-2,Melastomataceae,Miconia,molinopampana,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1966,NA,13: 78,1034-2,citation,Phytologia 13: 78. 1966 ,FALSE,TRUE,1.4,159379-2,urn:lsid:ipni.org:names:159379-2,wfo-0001081841,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1966&rft.spage=78&rft.volume=13&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_paludigena,Wurdack,Wurdack,,spec.,/n/159463-2,Melastomataceae,Miconia,paludigena,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1965,NA,11: 394,1034-2,citation,Phytologia 11: 394. 1965 ,FALSE,TRUE,1.3,159463-2,urn:lsid:ipni.org:names:159463-2,wfo-0001081844,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1965&rft.spage=394&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_paradisica,Wurdack,Wurdack,,spec.,/n/159468-2,Melastomataceae,Miconia,paradisica,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1965,NA,11: 391,1034-2,citation,Phytologia 11: 391. 1965 ,FALSE,TRUE,1.4,159468-2,urn:lsid:ipni.org:names:159468-2,wfo-0001081845,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1965&rft.spage=391&rft.volume=11&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_phlebodes,Wurdack,Wurdack,,spec.,/n/159510-2,Melastomataceae,Miconia,phlebodes,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1964,NA,9: 419,1034-2,citation,Phytologia 9: 419. 1964 ,FALSE,TRUE,1.4,159510-2,urn:lsid:ipni.org:names:159510-2,wfo-0001082038,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=419&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_setoso-ciliata,Cogn.,Cogn.,,spec.,/n/159726-2,Melastomataceae,Miconia,setoso-ciliata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Monogr. Phan. [A.DC. & C.DC.],1891,Jun 1891,7: 843,3279-2,citation,Monogr. Phan. [A.DC. & C.DC.] 7: 843. 1891 [Jun 1891] ,FALSE,TRUE,1.3.1.5,159726-2,urn:lsid:ipni.org:names:159726-2,wfo-0001079853,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1891&rft.spage=843&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/45961&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_velutina,L.Linden & Rodigas,L.Linden & Rodigas,,spec.,/n/159913-2,Melastomataceae,Miconia,velutina,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Ill. Hort.,1894,NA,"41: 331, pl. 21",1202-2,citation,"Ill. Hort. 41: 331, pl. 21. 1894 ",FALSE,TRUE,1.5,159913-2,urn:lsid:ipni.org:names:159913-2,wfo-0001082488,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1894&rft.spage=331&rft.volume=41&rft_id=http://www.biodiversitylibrary.org/bibliography/131&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Miconia_venulosa,Wurdack,Wurdack,,spec.,/n/159914-2,Melastomataceae,Miconia,venulosa,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1964,NA,9: 420,1034-2,citation,Phytologia 9: 420. 1964 ,FALSE,TRUE,1.4,159914-2,urn:lsid:ipni.org:names:159914-2,wfo-0001081867,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=420&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Microlicia_alsinefolia,DC.,DC.,,spec.,/n/573431-1,Melastomataceae,Microlicia,alsinefolia,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1828,mid Mar 1828,3: 117,1051-2,citation,Prodr. [A. P. de Candolle] 3: 117. 1828 [mid Mar 1828] ,FALSE,TRUE,1.5.2.1.1.1,573431-1,urn:lsid:ipni.org:names:573431-1,wfo-0001259911,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/152919&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,152919,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Microlicia_barretoana,"R.B.Pacifico, Almeda & Fidanza","R.B.Pacifico, Almeda & Fidanza",,spec.,/n/77219753-1,Melastomataceae,Microlicia,barretoana,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Brittonia,2021,22 Jan 2021,73(1): 107,561-2,citation,Brittonia 73(1): 107. 2021 [22 Jan 2021] [epublished],FALSE,TRUE,1.2,77219753-1,urn:lsid:ipni.org:names:77219753-1,wfo-1000027989,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,7037,M. Barreto,holotype BHCB 54585;isotype BHCB ex BHMH 20566,NA,"doi:10.1007/s12228-020-09649-2 The epithet honours Henrique Lahmeyer de Mello Barreto (1892–1962), an eminent Brazilian botanist and landscape architect of the twentieth century and collector of the type of M. barretoana.",7 Aug 1933,"Santa Luzia [Mun. Santana do Riacho], Serra do Cipó",[epublished],NA,,NA,NA,NA,NA,NA,NA,NA,NA
Microlicia_bradeana,Hoehne,Hoehne,,spec.,/n/160178-2,Melastomataceae,Microlicia,bradeana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Anexos Mem. Inst. Butantan, Secc. Bot.",1922,NA,"1, fasc. 5: 28",3497-2,citation,"Anexos Mem. Inst. Butantan, Secc. Bot. 1, fasc. 5: 28. 1922 ",FALSE,TRUE,1.3,160178-2,urn:lsid:ipni.org:names:160178-2,wfo-0001079926,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Microlicia_cearensis,Ducke,Ducke,,spec.,/n/160182-2,Melastomataceae,Microlicia,cearensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Anexos Mem. Inst. Butantan, Secc. Bot.",1922,NA,"1, fasc. 5: 19",3497-2,citation,"Anexos Mem. Inst. Butantan, Secc. Bot. 1, fasc. 5: 19. 1922 ",FALSE,TRUE,1.3,160182-2,urn:lsid:ipni.org:names:160182-2,wfo-0000158336,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Microlicia_ciliata,Cogn.,Cogn.,,spec.,/n/160184-2,Melastomataceae,Microlicia,ciliata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Soc. Bot. France,1908,NA,54(Mém. 3c): 247,578-2,citation,Bull. Soc. Bot. France 54(Mém. 3c): 247. 1908 ,FALSE,TRUE,1.5,160184-2,urn:lsid:ipni.org:names:160184-2,wfo-0000158337,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Microlicia_cogniauxii,Glaz.,Glaz.,,spec.,/n/160189-2,Melastomataceae,Microlicia,cogniauxii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Soc. Bot. France,1908,NA,54(Mém. 3c): 249,578-2,citation,Bull. Soc. Bot. France 54(Mém. 3c): 249. 1908 ,FALSE,TRUE,1.5,160189-2,urn:lsid:ipni.org:names:160189-2,wfo-0001079932,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Microlicia_formosana,Glaz.,Glaz.,,spec.,/n/160217-2,Melastomataceae,Microlicia,formosana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Soc. Bot. France,1908,NA,54(Mém. 3c): 249,578-2,citation,Bull. Soc. Bot. France 54(Mém. 3c): 249. 1908 ,FALSE,TRUE,1.5,160217-2,urn:lsid:ipni.org:names:160217-2,wfo-0000158342,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
