name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectionNumber,collectorTeam,pageAsText,typeLocations,infraspecies,remarks,referenceRemarks,speciesAuthor,collectionDate1,locality,typeCoordinates,originalRemarks,bibliographicReference,typeChosenBy,typeRemarks,nameStatus,nameStatusType,originalTaxonDistribution,typeNote,bibliographicTypeInfo,typeName,basionymStr,basionymAuthorStr,basionymId,collectionDate2,originalBasionymAuthorTeam,originalHybridParentage,otherLinks
Notocactus_arnostianus,Lisal & Kolarik,Lisal & Kolarik,,spec.,/n/320267-2,Cactaceae,Notocactus,arnostianus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Internoto,1986,NA,7(1): 8 (6-7),18406-2,citation,Internoto 7(1): 8 (6-7). 1986 ,FALSE,TRUE,1.1.1.3,320267-2,urn:lsid:ipni.org:names:320267-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,338,"L.Horst, W.Uebelmann",NA,NA,NA,[Gandhi 25 Aug 2000],NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_bregmanianus,Vliet,Vliet,,spec.,/n/77066889-1,Cactaceae,Notocactus,bregmanianus,tax. nov.,"Brazil (Southern America);Uruguay (Southern South America, Southern America);",FALSE,FALSE,TRUE,,Succulenta (Netherlands),2005,Apr 2005,"84(2): 64 (-69; fig., photos)",2959-2,citation,"Succulenta (Netherlands) 84(2): 64 (-69; fig., photos). 2005 [Apr 2005] ",FALSE,TRUE,1.1,77066889-1,urn:lsid:ipni.org:names:77066889-1,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,IAC 44-466,NA,NA,holotype IAC,NA,NA,NA,NA,NA,"along the road from Masoller to Artigas, along the Brazil-Uruguayan border",,NA,NA,NA,field number DV 155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_buiningii,Buxb.,Buxb.,,spec.,/n/281388-2,Cactaceae,Notocactus,buiningii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen And. Sukk.,1968,NA,19: 229,3349-2,citation,Kakteen And. Sukk. 19: 229. 1968 ,FALSE,TRUE,1.2,281388-2,urn:lsid:ipni.org:names:281388-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,90,"L.Horst, W.Uebelmann",NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_calvescens,N.Gerloff & A.D.Nilson,N.Gerloff & A.D.Nilson,,spec.,/n/978641-1,Cactaceae,Notocactus,calvescens,tax. nov.,Brazil South (Rio Grande do Sul).,FALSE,FALSE,TRUE,,Internoto,1994,1994,15(3): 78 (1994),18406-2,citation,Internoto 15(3): 78 (1994). ,FALSE,TRUE,1.6,978641-1,urn:lsid:ipni.org:names:978641-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil South (Rio Grande do Sul).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_campestrensis,F.Ritter,F.Ritter,,spec.,/n/170618-2,Cactaceae,Notocactus,campestrensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 177, fig",11126-2,citation,"Kakteen Südamerika 1: 177, fig. 1979 ",FALSE,TRUE,1.3,170618-2,urn:lsid:ipni.org:names:170618-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1398,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_carambeiensis,Buining & Brederoo,Buining & Brederoo,,spec.,/n/170619-2,Cactaceae,Notocactus,carambeiensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen And. Sukk.,1973,NA,"24(1): 1 (-3), figs",3349-2,citation,"Kakteen And. Sukk. 24(1): 1 (-3), figs. 1973 ",FALSE,TRUE,1.3,170619-2,urn:lsid:ipni.org:names:170619-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_concinnioides,W.Prauser,W.Prauser,,spec.,/n/971598-1,Cactaceae,Notocactus,concinnioides,tax. nov.,Brazil South (Rio Grande do Sul).,FALSE,FALSE,TRUE,,Internoto,1993,1993,"14(2): 53 (1993), without latin descr. or type",18406-2,citation,"Internoto 14(2): 53 (1993), without latin descr. or type. ",FALSE,TRUE,1.5,971598-1,urn:lsid:ipni.org:names:971598-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil South (Rio Grande do Sul).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_crassigibbus,F.Ritter,F.Ritter,,spec.,/n/170623-2,Cactaceae,Notocactus,crassigibbus,tax. nov.,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,,Succulenta (Netherlands),1970,NA,49(7): 108,2959-2,citation,Succulenta (Netherlands) 49(7): 108. 1970 ,FALSE,TRUE,1.4,170623-2,urn:lsid:ipni.org:names:170623-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1394,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_cristatoides,F.Ritter,F.Ritter,,spec.,/n/170624-2,Cactaceae,Notocactus,cristatoides,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 190 (-191), fig",11126-2,citation,"Kakteen Südamerika 1: 190 (-191), fig. 1979 ",FALSE,TRUE,1.3,170624-2,urn:lsid:ipni.org:names:170624-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1478,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_curvispinus,F.Ritter,F.Ritter,,spec.,/n/170625-2,Cactaceae,Notocactus,curvispinus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,1: 189 (fig.),11126-2,citation,Kakteen Südamerika 1: 189 (fig.). 1979 ,FALSE,TRUE,1.3,170625-2,urn:lsid:ipni.org:names:170625-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1479,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_eremiticus,F.Ritter,F.Ritter,,spec.,/n/170627-2,Cactaceae,Notocactus,eremiticus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 180 (-181), fig",11126-2,citation,"Kakteen Südamerika 1: 180 (-181), fig. 1979 ",FALSE,TRUE,1.3,170627-2,urn:lsid:ipni.org:names:170627-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1390,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_fuscus,F.Ritter,F.Ritter,,spec.,/n/170634-2,Cactaceae,Notocactus,fuscus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,1: 178 (fig. 121),11126-2,citation,Kakteen Südamerika 1: 178 (fig. 121). 1979 ,FALSE,TRUE,1.3,170634-2,urn:lsid:ipni.org:names:170634-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1379,F.Ritter,NA,holotype U,NA,"Holotype appears to be missing (fide Doweld, Succulenty (Moscow) 3(1-2): 60. 2000); he designated fig. 121 as the lectotype",NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_gibberulus,Prestlé,Prestlé,,spec.,/n/281392-2,Cactaceae,Notocactus,gibberulus,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Succulenta (Netherlands),1986,NA,"64: 142 (-143), fig",2959-2,citation,"Succulenta (Netherlands) 64: 142 (-143), fig. 1986 ",FALSE,TRUE,1.2,281392-2,urn:lsid:ipni.org:names:281392-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,PR313,K.H.Prestlé,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_gibberulus,Prestlé,Prestlé,,spec.,/n/929890-1,Cactaceae,Notocactus,gibberulus,tax. nov.,Brazil.,FALSE,FALSE,TRUE,,Succulenta (Netherlands),1986,1986,65(6–7): 142,2959-2,citation,Succulenta (Netherlands) 65(6–7): 142. 1986 ,FALSE,TRUE,1.6,929890-1,urn:lsid:ipni.org:names:929890-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_glaucinus,F.Ritter,F.Ritter,,spec.,/n/170636-2,Cactaceae,Notocactus,glaucinus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 168, fig",11126-2,citation,"Kakteen Südamerika 1: 168, fig. 1979 ",FALSE,TRUE,1.3,170636-2,urn:lsid:ipni.org:names:170636-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1376,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_globularis,F.Ritter,F.Ritter,,spec.,/n/170639-2,Cactaceae,Notocactus,globularis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 167, fig",11126-2,citation,"Kakteen Südamerika 1: 167, fig. 1979 ",FALSE,TRUE,1.3,170639-2,urn:lsid:ipni.org:names:170639-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1388,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_glomeratus,Menges ex N.Gerloff,Menges ex N.Gerloff,,spec.,/n/320254-2,Cactaceae,Notocactus,glomeratus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Internoto,1991,NA,12(1): 10,18406-2,citation,Internoto 12(1): 10. 1991 ,FALSE,TRUE,1.1.1.3,320254-2,urn:lsid:ipni.org:names:320254-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,249,F.Stockinger,NA,holotype ZSS,NA,[Gandhi 23 Aug 2000],NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_glomeratus,Menges,Menges,,spec.,/n/936882-1,Cactaceae,Notocactus,glomeratus,tax. nov.,Brazil.,FALSE,FALSE,FALSE,,Internoto,1989,1989,"10(1): 8 (1989), without latin descr. or type",18406-2,citation,"Internoto 10(1): 8 (1989), without latin descr. or type. ",FALSE,TRUE,1.5,936882-1,urn:lsid:ipni.org:names:936882-1,NA,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_gracilis,Gemmrich,Gemmrich,,spec.,/n/990690-1,Cactaceae,Notocactus,gracilis,tax. nov.,Brazil South (Rio Grande do Sul).,FALSE,FALSE,TRUE,,Internoto,1996,1996,"17(3): 98 (1996), nom. provis. without latin descr. or type",18406-2,citation,"Internoto 17(3): 98 (1996), nom. provis. without latin descr. or type. ",FALSE,TRUE,1.5,990690-1,urn:lsid:ipni.org:names:990690-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil South (Rio Grande do Sul).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_grandiensis,Bergner,Bergner,,spec.,/n/936898-1,Cactaceae,Notocactus,grandiensis,tax. nov.,Brazil.,FALSE,FALSE,TRUE,,Internoto,1989,1989,"10(2): 43 (1989), without latin descr. or type",18406-2,citation,"Internoto 10(2): 43 (1989), without latin descr. or type. ",FALSE,TRUE,1.5,936898-1,urn:lsid:ipni.org:names:936898-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_gutierrezii,W.R.Abraham,W.R.Abraham,,spec.,/n/281394-2,Cactaceae,Notocactus,gutierrezii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen And. Sukk.,1988,NA,39: 152 (figs.),3349-2,citation,Kakteen And. Sukk. 39: 152 (figs.). 1988 ,FALSE,TRUE,1.3,281394-2,urn:lsid:ipni.org:names:281394-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,253,W.R.Abraham,NA,holotype KOELN,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_harmonianus,F.Ritter,F.Ritter,,spec.,/n/170644-2,Cactaceae,Notocactus,harmonianus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 176 (-177), fig",11126-2,citation,"Kakteen Südamerika 1: 176 (-177), fig. 1979 ",FALSE,TRUE,1.3,170644-2,urn:lsid:ipni.org:names:170644-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1414,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_ibicuiensis,Prestlé,Prestlé,,spec.,/n/906758-1,Cactaceae,Notocactus,ibicuiensis,tax. nov.,Brazil.,FALSE,FALSE,TRUE,,Internoto,1985,1985,6(4): 103 (1985),18406-2,citation,Internoto 6(4): 103 (1985). ,FALSE,TRUE,1.5,906758-1,urn:lsid:ipni.org:names:906758-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_incomptus,N.Gerloff,N.Gerloff,,spec.,/n/939415-1,Cactaceae,Notocactus,incomptus,tax. nov.,Brazil.,FALSE,FALSE,TRUE,,Internoto,1990,1990,11(2–3): 41 (1990),18406-2,citation,Internoto 11(2–3): 41 (1990). ,FALSE,TRUE,1.6,939415-1,urn:lsid:ipni.org:names:939415-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_laetivirens,F.Ritter,F.Ritter,,spec.,/n/170652-2,Cactaceae,Notocactus,laetivirens,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 167 (-168), figs",11126-2,citation,"Kakteen Südamerika 1: 167 (-168), figs. 1979 ",FALSE,TRUE,1.2.2.1.1.1,170652-2,urn:lsid:ipni.org:names:170652-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1266,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_macambarensis,Prestlé,Prestlé,,spec.,/n/930065-1,Cactaceae,Notocactus,macambarensis,tax. nov.,Brazil.,FALSE,FALSE,TRUE,,Internoto,1986,1986,7(3): 72 (1986),18406-2,citation,Internoto 7(3): 72 (1986). ,FALSE,TRUE,1.5,930065-1,urn:lsid:ipni.org:names:930065-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_meonacanthus,Prestlé,Prestlé,,spec.,/n/320293-2,Cactaceae,Notocactus,meonacanthus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Internoto,1986,NA,7(2): 35 (-39),18406-2,citation,Internoto 7(2): 35 (-39). 1986 ,FALSE,TRUE,1.3,320293-2,urn:lsid:ipni.org:names:320293-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,318,K.H.Prestlé,NA,holotype U,NA,[Gandhi 5 Sep 2000],NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_minusculus,Hofacker & K.Herm,Hofacker & K.Herm,,spec.,/n/320252-2,Cactaceae,Notocactus,minusculus,tax. nov.,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,,Internoto,1996,NA,17(3): 75 (-79),18406-2,citation,Internoto 17(3): 75 (-79). 1996 ,FALSE,TRUE,1.1.1.3,320252-2,urn:lsid:ipni.org:names:320252-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,[Gandhi 23 Aug 2000],NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_multicostatus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/170677-2,Cactaceae,Notocactus,multicostatus,tax. nov.,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,,Kakteen (H. Krainz),1973,1974,55-56: CVI c (fig.),14712-2,citation,Kakteen (H. Krainz) 55-56: CVI c (fig.). 1973 [1974] ,FALSE,TRUE,1.5,170677-2,urn:lsid:ipni.org:names:170677-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,100," W.Uebelmann,L.Horst",NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_neobuenekeri,F.Ritter,F.Ritter,,spec.,/n/170680-2,Cactaceae,Notocactus,neobuenekeri,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,1: 181 (-182; fig.),11126-2,citation,Kakteen Südamerika 1: 181 (-182; fig.). 1979 ,FALSE,TRUE,1.3,170680-2,urn:lsid:ipni.org:names:170680-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1397,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_oxycostatus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/170692-2,Cactaceae,Notocactus,oxycostatus,tax. nov.,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,,Kakteen (H. Krainz),1972,NA,106 (fig.),14712-2,citation,Kakteen (H. Krainz) 106 (fig.). 1972 ,FALSE,TRUE,1.2,170692-2,urn:lsid:ipni.org:names:170692-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,HU 229,"L.Horst, W.Uebelmann",NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_permutatus,F.Ritter,F.Ritter,,spec.,/n/170695-2,Cactaceae,Notocactus,permutatus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,1: 188 (-189; fig. 142),11126-2,citation,Kakteen Südamerika 1: 188 (-189; fig. 142). 1979 ,FALSE,TRUE,1.3,170695-2,urn:lsid:ipni.org:names:170695-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1455,F.Ritter,NA,holotype U,NA,"Holotype appears to be missing (fide Doweld, Succulenty (Moscow) 3(1-2): 60. 2000); he designated fig. 132 as the lectotype",NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_purpureus,F.Ritter,F.Ritter,,spec.,/n/170700-2,Cactaceae,Notocactus,purpureus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Succulenta (Netherlands),1970,NA,1970: 109,2959-2,citation,Succulenta (Netherlands) 1970: 109. ,FALSE,TRUE,1.3,170700-2,urn:lsid:ipni.org:names:170700-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_rechensis,Buining,Buining,,spec.,/n/170702-2,Cactaceae,Notocactus,rechensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen And. Sukk.,1968,NA,19(2): 23 (fig. 2),3349-2,citation,Kakteen And. Sukk. 19(2): 23 (fig. 2). 1968 ,FALSE,TRUE,1.3,170702-2,urn:lsid:ipni.org:names:170702-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Fig. 2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_ritterianus,Lisal & Kolarik,Lisal & Kolarik,,spec.,/n/929286-1,Cactaceae,Notocactus,ritterianus,tax. nov.,Brazil.,FALSE,FALSE,TRUE,,Internoto,1986,1986,7(1): 5 (1986),18406-2,citation,Internoto 7(1): 5 (1986). ,FALSE,TRUE,1.7,929286-1,urn:lsid:ipni.org:names:929286-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_rubropedatus,F.Ritter,F.Ritter,,spec.,/n/170706-2,Cactaceae,Notocactus,rubropedatus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 189 (-190), fig",11126-2,citation,"Kakteen Südamerika 1: 189 (-190), fig. 1979 ",FALSE,TRUE,1.3,170706-2,urn:lsid:ipni.org:names:170706-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1484,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_rudibuenekeri,W.R.Abraham,W.R.Abraham,,spec.,/n/281399-2,Cactaceae,Notocactus,rudibuenekeri,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Succulenta (Netherlands),1988,NA,67: 133 (-134; fig.),2959-2,citation,Succulenta (Netherlands) 67: 133 (-134; fig.). 1988 ,FALSE,TRUE,1.3,281399-2,urn:lsid:ipni.org:names:281399-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,355,W.R.Abraham,NA,holotype KOELN,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_securituberculatus,F.Ritter,F.Ritter,,spec.,/n/170716-2,Cactaceae,Notocactus,securituberculatus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 169, fig",11126-2,citation,"Kakteen Südamerika 1: 169, fig. 1979 ",FALSE,TRUE,1.3,170716-2,urn:lsid:ipni.org:names:170716-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1377a,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_spinibarbis,F.Ritter,F.Ritter,,spec.,/n/170720-2,Cactaceae,Notocactus,spinibarbis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kakteen Südamerika,1979,NA,"1: 186, fig",11126-2,citation,"Kakteen Südamerika 1: 186, fig. 1979 ",FALSE,TRUE,1.3,170720-2,urn:lsid:ipni.org:names:170720-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1379b,F.Ritter,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_stockingeri,Prestlé,Prestlé,,spec.,/n/281404-2,Cactaceae,Notocactus,stockingeri,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Succulenta (Netherlands),1986,NA,64: 226 (fig.),2959-2,citation,Succulenta (Netherlands) 64: 226 (fig.). 1986 ,FALSE,TRUE,1.3,281404-2,urn:lsid:ipni.org:names:281404-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FS141,F.Stockinger,NA,holotype U,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_succineus,F.Ritter,F.Ritter,,spec.,/n/170723-2,Cactaceae,Notocactus,succineus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Succulenta (Netherlands),1970,NA,49(7): 109,2959-2,citation,Succulenta (Netherlands) 49(7): 109. 1970 ,FALSE,TRUE,1.3,170723-2,urn:lsid:ipni.org:names:170723-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1399,F.Ritter,NA,holotype U,NA,as sucineus,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocactus_tenuicylindricus,F.Ritter,F.Ritter,,spec.,/n/170725-2,Cactaceae,Notocactus,tenuicylindricus,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Succulenta (Netherlands),1970,NA,1970: 108,2959-2,citation,Succulenta (Netherlands) 1970: 108. ,FALSE,TRUE,1.3,170725-2,urn:lsid:ipni.org:names:170725-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
