name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,infraspecies,wfoId,bhlLink,speciesAuthor
Berberis_sellowiana,C.K.Schneid.,C.K.Schneid.,,spec.,/n/31545-2,Berberidaceae,Berberis,sellowiana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Herb. Boissier,1905,"ser. 2, 5: 801",573-2,citation,"Bull. Herb. Boissier ser. 2, 5: 801. 1905 ",FALSE,TRUE,1.2,31545-2,urn:lsid:ipni.org:names:31545-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,wfo-0000563817,NA,NA
