name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,bibliographicReference,citationType,collectionNumber,collectorTeam,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeChosenBy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,pageAsText,publicationYearNote,remarks,originalRemarks,collectionDate1,infraspecies,speciesAuthor,nameStatus,nameStatusType
Viviania_paranensis,R.Knuth,R.Knuth,,spec.,/n/266248-2,Geraniaceae,Viviania,paranensis,NA,tax. nov.,NA,NA,"Paraná (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Repert. Spec. Nov. Regni Veg.,1930,28: 92,788-2,citation,Repert. Spec. Nov. Regni Veg. 28: 92. 1930 ,FALSE,TRUE,NA,NA,1.2,266248-2,urn:lsid:ipni.org:names:266248-2,wfo-0000422590,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1930&rft.spage=92&rft.volume=28&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
