name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,publicationYearNote,infraspecies,bhlLink,pageAsText,collectionDate1,locality,referenceRemarks,remarks,typeCoordinates
Cormonema_sprucei,Suess.,Suess.,,spec.,/n/66052-2,Rhamnaceae,Cormonema,sprucei,tax. nov.,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bot. Arch.,1939,39: 387,1652-2,citation,Bot. Arch. 39: 387. 1939 ,FALSE,TRUE,NA,1.3,66052-2,urn:lsid:ipni.org:names:66052-2,wfo-0000621532,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1939&rft.spage=387&rft.volume=39&rft_id=http://www.biodiversitylibrary.org/bibliography/51865&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,
Rhamnidium_riograndense,Figueira,Figueira,,spec.,/n/77220142-1,Rhamnaceae,Rhamnidium,riograndense,tax. nov.,464,M.Figueira &amp; B.Schindler,"Rio Grande do Sul (Brazil South, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2021,510(1): 54,20011462-1,citation,Phytotaxa 510(1): 54. 2021 [1 Jul 2021] [epublished],FALSE,TRUE,holotype RB RB807913;isotype CEN CEN116279;isotype ICN ICN202364;isotype SMDB SMDB19702,1.2,77220142-1,urn:lsid:ipni.org:names:77220142-1,wfo-1000028752,TRUE,TRUE,TRUE,FALSE,FALSE,1 Jul 2021,NA,NA,NA,13 Feb 2016,"São Pedro do Sul, Cerro do Itaquatiá, 240 m",[epublished],"doi:10.11646/phytotaxa.510.1.5 The specific epithet refers to the restricted distribution of the species (all known collections are from the state of Rio Grande do Sul, southern Brazil).",
Ziziphus_oblongifolius,S.Moore,S.Moore,,spec.,/n/271221-2,Rhamnaceae,Ziziphus,oblongifolius,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,"Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 339, pl. 24",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 339, pl. 24. 1895 ",FALSE,TRUE,NA,1.4,271221-2,urn:lsid:ipni.org:names:271221-2,wfo-0001130915,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,
Ziziphus_pseudojoazeiro,Mansf.,Mansf.,,spec.,/n/271227-2,Rhamnaceae,Ziziphus,pseudojoazeiro,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Bot. Gart. Berlin-Dahlem,1924,9: 39,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 9: 39. 1924 ,FALSE,TRUE,NA,1.4,271227-2,urn:lsid:ipni.org:names:271227-2,wfo-0000430276,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=39&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,
