name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,originalRemarks,bibliographicReference,bibliographicTypeInfo,remarks,typeChosenBy,typeName
Canna_gigantea,Redouté,Redouté,,spec.,/n/796014-1,Cannaceae,Canna,gigantea,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Liliac. [Redouté],1811,6: t. 331,9077-2,citation,Liliac. [Redouté] 6: t. 331. 1811 ,FALSE,TRUE,1.5,796014-1,urn:lsid:ipni.org:names:796014-1,wfo-0000343791,FALSE,TRUE,TRUE,TRUE,FALSE,Bras,Taxon 53(3): 833. 2004 ,Published illustration,"Published as nomen nudum by Desf., Tabl. Ecole Bot. ed.I. 32. 1804",H.Maas van de Kamer,"Lectotype: Redouté, Liliac. t. 331. 1811"
