name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,originalTaxonDistribution,publication,publicationYear,publicationYearNote,referenceCollation,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,nameStatus,nameStatusType,linkedPublication,publicationId,bhlLink,collectionNumber,collectorTeam,typeLocations,infraspecies,pageAsText,referenceRemarks,speciesAuthor
Schoenobiblus_ellipticus,Pilg.,Pilg.,,spec.,/n/229777-2,Thymelaeaceae,Schoenobiblus,ellipticus,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,NA,Verh. Bot. Vereins Prov. Brandenburg,1905,NA,47: 162,citation,Verh. Bot. Vereins Prov. Brandenburg 47: 162. 1905 ,FALSE,TRUE,1.2,229777-2,urn:lsid:ipni.org:names:229777-2,wfo-0001142529,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,823-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1905&rft.spage=162&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/49731&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA
