name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,infraspecies,inPowo,pageAsText,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,wfoId,collectorTeam,remarks,speciesAuthor,collectionNumber,typeLocations,collectionDate1,locality,referenceRemarks,typeCoordinates,originalTaxonDistribution,bibliographicReference,bibliographicTypeInfo,typeChosenBy,typeName,basionymAuthorStr
Boehmeria_stipulata,Glaz.,Glaz.,,spec.,/n/34165-2,Urticaceae,Boehmeria,stipulata,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,TRUE,NA,,Bull. Soc. Bot. France,1913,NA,59(Mém. 3g): 646,578-2,citation,Bull. Soc. Bot. France 59(Mém. 3g): 646. 1913 ,FALSE,TRUE,1.4,34165-2,urn:lsid:ipni.org:names:34165-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,wfo-0000567758,NA,"Invalid name (nom. nud.); Glaziou 774 (Original material) is¹at BR, K, P; see Wilmot-Dear & Friis, Opera Bot. 129: 23.¹1996",NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Phenax_debilis,Glaz.,Glaz.,,spec.,/n/192691-2,Urticaceae,Phenax,debilis,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,FALSE,NA,,Bull. Soc. Bot. France,1913,NA,59(Mém. 3g): 647,578-2,citation,Bull. Soc. Bot. France 59(Mém. 3g): 647. 1913 ,FALSE,TRUE,1.4,192691-2,urn:lsid:ipni.org:names:192691-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Phenax_organensis,Glaz.,Glaz.,,spec.,/n/192708-2,Urticaceae,Phenax,organensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,FALSE,NA,,Bull. Soc. Bot. France,1913,NA,59(Mém. 3g): 647,578-2,citation,Bull. Soc. Bot. France 59(Mém. 3g): 647. 1913 ,FALSE,TRUE,1.4,192708-2,urn:lsid:ipni.org:names:192708-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Pilea_bradei,J.F.Soares,J.F.Soares,,spec.,/n/77314317-1,Urticaceae,Pilea,bradei,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America);Minas Gerais (Brazil Southeast, Brazil, Southern America);São Paulo (Brazil Southeast, Brazil, Southern America);",FALSE,FALSE,NA,FALSE,NA,,Phytotaxa,2023,16 Feb 2023,584(3): 162,20011462-1,citation,Phytotaxa 584(3): 162. 2023 [16 Feb 2023] [epublished],FALSE,TRUE,1.2,77314317-1,urn:lsid:ipni.org:names:77314317-1,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,"J.F.Soares, W.S.Piovesani &amp; I.P.V.Chaves",doi:10.11646/phytotaxa.584.3.3 Etymology: the specific epithet honours Alexander Curt Brade (1881–1971).,NA,149,holotype ICN 203106;isotype K;isotype MBM;isotype NY;isotype RB,8 Feb 2020,"Rio de Janeiro: Itatiaia, Parque Nacional do Itatiaia, parte baixa, nas pedras ao redor do poço da Cachoeira Véu de Noiva, 1198 m",[epublished],,NA,NA,NA,NA,NA,NA
Pilea_lundii,Liebm.,Liebm.,,spec.,/n/196249-2,Urticaceae,Pilea,lundii,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,FALSE,NA,,"Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd.",1851,NA,"ser. 5, 2: 299",988-2,citation,"Kongel. Danske Vidensk. Selsk. Skr., Naturvidensk. Math. Afd. ser. 5, 2: 299. 1851 ",FALSE,TRUE,1.2,196249-2,urn:lsid:ipni.org:names:196249-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,wfo-0001143296,P.W.Lund,NA,NA,s.n.,lectotype C,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Pilea_ulei,Killip,Killip,,spec.,/n/196450-2,Urticaceae,Pilea,ulei,tax. nov.,"Santa Catarina (Brazil, Southern America)",FALSE,FALSE,NA,TRUE,NA,,J. Wash. Acad. Sci.,1934,NA,24: 42,686-2,citation,J. Wash. Acad. Sci. 24: 42. 1934 ,FALSE,TRUE,1.3,196450-2,urn:lsid:ipni.org:names:196450-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1934&rft.spage=42&rft.volume=24&rft_id=http://www.biodiversitylibrary.org/bibliography/2087&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,wfo-0000472524,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
Tramoia_lactifera,Schwacke & Taub. ex Glaz.,Schwacke & Taub. ex Glaz.,,spec.,/n/256486-2,Urticaceae,Tramoia,lactifera,tax. nov.,Brazil (Southern America),FALSE,FALSE,NA,FALSE,NA,,Bull. Soc. Bot. France,1913,NA,59(Mém. 3g): 647,578-2,citation,Bull. Soc. Bot. France 59(Mém. 3g): 647. 1913 nom. subnud.; generic name invalid,FALSE,TRUE,1.6,256486-2,urn:lsid:ipni.org:names:256486-2,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,nom. subnud.; generic name invalid,,NA,NA,NA,NA,NA,NA
Urtica_scabrella,Hornem. ex Schrank,Hornem. ex Schrank,,spec.,/n/857902-1,Urticaceae,Urtica,scabrella,tax. nov.,"India (Indian Subcontinent, Asia-Tropical);Brazil (Southern America);",FALSE,FALSE,NA,TRUE,NA,,Denkschr. Königl.-Baier. Bot. Ges. Regensburg,1822,NA,2: 29,4189-2,citation,Denkschr. Königl.-Baier. Bot. Ges. Regensburg 2: 29. 1822 ,FALSE,TRUE,1.1.2.1.1.2.2.1,857902-1,urn:lsid:ipni.org:names:857902-1,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=29&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/5802&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA
