name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,referenceRemarks,suppressed,topCopy,typeCoordinates,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,remarks
Prosopanche_cocuccii,"Tav. de Carvalho, Záchia & Mariath","Tav. de Carvalho, Záchia & Mariath",,spec.,/n/77221407-1,Hydnoraceae,Prosopanche,cocuccii,tax. nov.,112,J.D.T. de Carvalho,12 Jan 2021,"Rio Grande do Sul (Brazil South, Brazil, Southern America)",FALSE,FALSE,TRUE,"Agudo, parasitando tabaco",,Phytotaxa,2021,30 Sep 2021,521(3): 178,20011462-1,citation,Phytotaxa 521(3): 178. 2021 [30 Sep 2021] [epublished],[epublished],FALSE,TRUE,,holotype ICN;isotype RB;isotype SMDB,1.2,77221407-1,urn:lsid:ipni.org:names:77221407-1,wfo-1000028554,TRUE,TRUE,TRUE,FALSE,FALSE,"doi:10.11646/phytotaxa.521.3.3 The specific epithet honours Alfredo Elio Cocucci (1926-2015), a prolific professor, taxonomist and plant embryologist from Argentina, for his taxonomic, morphological and embryological contributions to Prosopanche and many other angiosperm groups."
