name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,bibliographicReference,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,pageAsText,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeChosenBy,typeLocations,version,id,fqId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,speciesAuthor,originalTaxonDistribution,publicationYearNote,referenceRemarks,remarks,typeCoordinates,originalRemarks,nameStatus,nameStatusType,typeNote,bibliographicTypeInfo,typeName,typeRemarks,originalBasionymAuthorTeam,wfoId,basionymAuthorStr,collectionDate2
Frailea_deminuta,Buining & Brederoo in Krainz,Buining & Brederoo in Krainz,,spec.,/n/105533-2,Cactaceae,Frailea,deminuta,NA,tax. nov.,HU 341,NA,NA,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,NA,,Kakteen (H. Krainz),1973,CVIe,14712-2,citation,Kakteen (H. Krainz) CVIe. 1973 ,FALSE,TRUE,NA,holotype U,1.4,105533-2,urn:lsid:ipni.org:names:105533-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_fecotriga,Prestlé,Prestlé,,spec.,/n/1004970-1,Cactaceae,Frailea,fecotriga,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"48 (1997), without latin descr. or type",20035870-1,citation,"Gattung Frailea 48 (1997), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1004970-1,urn:lsid:ipni.org:names:1004970-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_gigantea,Prestlé,Prestlé,,spec.,/n/1005224-1,Cactaceae,Frailea,gigantea,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"142 (1997), without latin descr. or type",20035870-1,citation,"Gattung Frailea 142 (1997), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1005224-1,urn:lsid:ipni.org:names:1005224-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_horstii,F.Ritter,F.Ritter,,spec.,/n/105537-2,Cactaceae,Frailea,horstii,NA,tax. nov.,FR 1353,F.Ritter,NA,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,NA,,Kakteen Südamerika,1979,"1: 202, fig",11126-2,citation,"Kakteen Südamerika 1: 202, fig. 1979 ",FALSE,TRUE,NA,holotype U,1.3,105537-2,urn:lsid:ipni.org:names:105537-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_lepida,Buining & Brederoo in Krainz,Buining & Brederoo in Krainz,,spec.,/n/105542-2,Cactaceae,Frailea,lepida,NA,tax. nov.,HU 83,NA,NA,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,NA,,Kakteen (H. Krainz),1973,CVIe,14712-2,citation,Kakteen (H. Krainz) CVIe. 1973 ,FALSE,TRUE,NA,holotype U,1.4,105542-2,urn:lsid:ipni.org:names:105542-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_lepta,Prestlé,Prestlé,,spec.,/n/1005222-1,Cactaceae,Frailea,lepta,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"139 (1997), without latin descr. or type",20035870-1,citation,"Gattung Frailea 139 (1997), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1005222-1,urn:lsid:ipni.org:names:1005222-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_machadoa,Prestlé,Prestlé,,spec.,/n/1005206-1,Cactaceae,Frailea,machadoa,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"120 (1997), without type",20035870-1,citation,"Gattung Frailea 120 (1997), without type. ",FALSE,TRUE,NA,NA,1.5,1005206-1,urn:lsid:ipni.org:names:1005206-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_magnifica,Buining ex Prestlé,Buining ex Prestlé,,spec.,/n/1004976-1,Cactaceae,Frailea,magnifica,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,TRUE,NA,NA,,Gattung Frailea,1997,"56 (1997), without latin descr. or type",20035870-1,citation,"Gattung Frailea 56 (1997), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.6,1004976-1,urn:lsid:ipni.org:names:1004976-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,Buining ex,NA,NA,NA
Frailea_neoaureispina,Prestlé,Prestlé,,spec.,/n/1005117-1,Cactaceae,Frailea,neoaureispina,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"95 (1997), as 'neo-aureispina', without latin descr. or type",20035870-1,citation,"Gattung Frailea 95 (1997), as 'neo-aureispina', without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1005117-1,urn:lsid:ipni.org:names:1005117-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_neogracillima,Prestlé,Prestlé,,spec.,/n/1005200-1,Cactaceae,Frailea,neogracillima,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"112 (1997), without latin descr. or type",20035870-1,citation,"Gattung Frailea 112 (1997), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1005200-1,urn:lsid:ipni.org:names:1005200-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_phaeoareolata,Prestlé,Prestlé,,spec.,/n/1004967-1,Cactaceae,Frailea,phaeoareolata,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"46 (1997), without latin descr. or type",20035870-1,citation,"Gattung Frailea 46 (1997), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1004967-1,urn:lsid:ipni.org:names:1004967-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_pseudocataphracta,Prestlé,Prestlé,,spec.,/n/1004971-1,Cactaceae,Frailea,pseudocataphracta,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"49 (1997), without latin descr. or type",20035870-1,citation,"Gattung Frailea 49 (1997), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1004971-1,urn:lsid:ipni.org:names:1004971-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_ritteriana,Prestlé,Prestlé,,spec.,/n/1005223-1,Cactaceae,Frailea,ritteriana,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"142 (1997), as 'ritterana', without latin descr. or type",20035870-1,citation,"Gattung Frailea 142 (1997), as 'ritterana', without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1005223-1,urn:lsid:ipni.org:names:1005223-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_stockingeri,Prestlé,Prestlé,,spec.,/n/1005218-1,Cactaceae,Frailea,stockingeri,NA,tax. nov.,PR 968,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,TRUE,NA,NA,,Gattung Frailea,1997,136 (1997),20035870-1,citation,Gattung Frailea 136 (1997). ,FALSE,TRUE,NA,holotype Institute of Systematic Botany,1.5,1005218-1,urn:lsid:ipni.org:names:1005218-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hariota_herminiae,Porto & A.Cast.,Porto & A.Cast.,,spec.,/n/117901-2,Cactaceae,Hariota,herminiae,NA,tax. nov.,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,NA,,Rodriguésia,1941,5: 353 (tt. 1-3),1167-2,citation,Rodriguésia 5: 353 (tt. 1-3). 1941 ,FALSE,TRUE,NA,NA,1.4,117901-2,urn:lsid:ipni.org:names:117901-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylorhipsalis_trigonoides,Doweld,Doweld,,spec.,/n/20011241-1,Cactaceae,Hylorhipsalis,trigonoides,NA,tax. nov.,NA,F.C.Hoehne,28 Feb 1930,Brazil Southeast (São Paulo),FALSE,FALSE,TRUE,Cotia,NA,,Sukkulenty,2002,4(1-2): 38,18220-2,citation,Sukkulenty 4(1-2): 38. 2002 [2001 publ. 2002] ,FALSE,TRUE,NA,holotype SP 25257;isotype K,1.2,20011241-1,urn:lsid:ipni.org:names:20011241-1,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,2001 publ. 2002,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leocereus_estevesii,P.J.Braun,P.J.Braun,,spec.,/n/940163-1,Cactaceae,Leocereus,estevesii,NA,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1990,41(9): 204 (1990),3349-2,citation,Kakteen And. Sukk. 41(9): 204 (1990). ,FALSE,TRUE,NA,NA,1.5,940163-1,urn:lsid:ipni.org:names:940163-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil.,1990,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leocereus_paulensis,Speg.,Speg.,,spec.,/n/137332-2,Cactaceae,Leocereus,paulensis,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Anales Soc. Ci. Argent.,1925,99: 116,1416-2,citation,Anales Soc. Ci. Argent. 99: 116. 1925 ,FALSE,TRUE,NA,NA,1.3,137332-2,urn:lsid:ipni.org:names:137332-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1925&rft.spage=116&rft.volume=99&rft_id=http://www.biodiversitylibrary.org/bibliography/44792&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leocereus_urandianus,F.Ritter,F.Ritter,,spec.,/n/137334-2,Cactaceae,Leocereus,urandianus,NA,tax. nov.,1231,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,"1: 222 (-223), figs",11126-2,citation,"Kakteen Südamerika 1: 222 (-223), figs. 1979 ",FALSE,TRUE,NA,holotype U,1.3,137334-2,urn:lsid:ipni.org:names:137334-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepismium_cavernosum,G.Lindb.,G.Lindb.,,spec.,/n/138220-2,Cactaceae,Lepismium,cavernosum,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Gartenflora,1890,"39: 153, fig. 38",1200-2,citation,"Gartenflora 39: 153, fig. 38. 1890 ",FALSE,TRUE,NA,NA,1.2,138220-2,urn:lsid:ipni.org:names:138220-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1890&rft.spage=153&rft.volume=39&rft_id=http://www.biodiversitylibrary.org/bibliography/6769&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepismium_dissimile,G.Lindb.,G.Lindb.,,spec.,/n/138228-2,Cactaceae,Lepismium,dissimile,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Gartenflora,1890,"39: 148, fig. 36-37",1200-2,citation,"Gartenflora 39: 148, fig. 36-37. 1890 ",FALSE,TRUE,NA,NA,1.4,138228-2,urn:lsid:ipni.org:names:138228-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1890&rft.spage=148&rft.volume=39&rft_id=http://www.biodiversitylibrary.org/bibliography/6769&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepismium_epiphyllanthoides,Backeb.,Backeb.,,spec.,/n/306788-2,Cactaceae,Lepismium,epiphyllanthoides,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Cact. Succ. J. (Los Angeles),1951,23: 16,1964-2,citation,Cact. Succ. J. (Los Angeles) 23: 16. 1951 ,FALSE,TRUE,NA,NA,1.3,306788-2,urn:lsid:ipni.org:names:306788-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepismium_floribundum,Süpplie,Süpplie,,spec.,/n/77087241-1,Cactaceae,Lepismium,floribundum,NA,tax. nov.,2001/18,Kreuz,NA,"Rio Grande do Sul (Brazil South, Brazil, Southern America)",FALSE,FALSE,TRUE,Porto Alegre,NA,,Rhipsalis and Lepismium,2007,65 (-66),20008439-1,citation,Rhipsalis and Lepismium 65 (-66). 2007 ,FALSE,TRUE,NA,holotype Herb. EPRIC 2006/067,1.2,77087241-1,urn:lsid:ipni.org:names:77087241-1,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepismium_saxatile,"Friedrich, Redecker & Backeb.","Friedrich, Redecker & Backeb.",,spec.,/n/138244-2,Cactaceae,Lepismium,saxatile,NA,tax. nov.,s.n.,K.Friedrich,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Natl. Cact. Succ. J.,1965,20: 57 (2 photogrs.),2576-2,citation,Natl. Cact. Succ. J. 20: 57 (2 photogrs.). 1965 ,FALSE,TRUE,NA,holotype K,1.5,138244-2,urn:lsid:ipni.org:names:138244-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepismium_vollii,Backeb.,Backeb.,,spec.,/n/291239-2,Cactaceae,Lepismium,vollii,NA,tax. nov.,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Kaktus-ABC [Backeb. & Knuth],1936,"156, 411",11152-2,citation,"Kaktus-ABC [Backeb. & Knuth] 156, 411. 1936 [12 Feb 1936] ",FALSE,TRUE,NA,NA,1.9,291239-2,urn:lsid:ipni.org:names:291239-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,12 Feb 1936,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_acispinosus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/308770-2,Cactaceae,Melocactus,acispinosus,NA,tax. nov.,258A,KGANDHI²ESHAW²ESHAW,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Kakteen (H. Krainz),1975,Lief. 62: CVId,14712-2,citation,Kakteen (H. Krainz) Lief. 62: CVId. 1975 ,FALSE,TRUE,NA,holotype U,1.5,308770-2,urn:lsid:ipni.org:names:308770-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_alex-bragae,P.J.Braun & Esteves,P.J.Braun & Esteves,,spec.,/n/77097024-1,Cactaceae,Melocactus,alex-bragae,NA,tax. nov.,87,A.Braga,2007,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"in vicinitate urbis laçu, 255 m",NA,,Cact. Succ. J. (Los Angeles),2008,80(5): 252 (251-253; figs.),1964-2,citation,Cact. Succ. J. (Los Angeles) 80(5): 252 (251-253; figs.). 2008 [Sep-Oct  publ. 8 Sep 2008] ,FALSE,TRUE,NA,holotype UFG,1.3,77097024-1,urn:lsid:ipni.org:names:77097024-1,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,Sep-Oct  publ. 8 Sep 2008,NA,doi:10.2985/0007-9367(2008)80[251:MALKBN]2.0.CO;2 Named after Alex Braga Nascimento.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_amethystinus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/311333-2,Cactaceae,Melocactus,amethystinus,NA,tax. nov.,270,KGANDHI²ESHAW²ESHAW,NA,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Kakteen (H. Krainz),1972,"Lief. 50: CVId, fig",14712-2,citation,"Kakteen (H. Krainz) Lief. 50: CVId, fig. 1972 ",FALSE,TRUE,NA,holotype U,1.4,311333-2,urn:lsid:ipni.org:names:311333-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_ammotrophus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/280709-2,Cactaceae,Melocactus,ammotrophus,NA,tax. nov.,353,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1984,"63: 34, fig",2959-2,citation,"Succulenta (Netherlands) 63: 34, fig. 1984 ",FALSE,TRUE,NA,holotype U,1.4,280709-2,urn:lsid:ipni.org:names:280709-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_arcuatispinus,Brederoo & Eerkens,Brederoo & Eerkens,,spec.,/n/156744-2,Cactaceae,Melocactus,arcuatispinus,NA,tax. nov.,HU424,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1983,"62: 97 (-98), figs",2959-2,citation,"Succulenta (Netherlands) 62: 97 (-98), figs. 1983 ",FALSE,TRUE,NA,holotype U,1.5,156744-2,urn:lsid:ipni.org:names:156744-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_axiniphorus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/156749-2,Cactaceae,Melocactus,axiniphorus,NA,tax. nov.,H 450,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1976,"55(10): 194 (-197), figs",2959-2,citation,"Succulenta (Netherlands) 55(10): 194 (-197), figs. 1976 ",FALSE,TRUE,NA,holotype U,1.3,156749-2,urn:lsid:ipni.org:names:156749-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_azulensis,Buining & Brederoo,Buining & Brederoo,,spec.,/n/280742-2,Cactaceae,Melocactus,azulensis,NA,tax. nov.,H168,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1977,"28: 154, figs",3349-2,citation,"Kakteen And. Sukk. 28: 154, figs. 1977 ",FALSE,TRUE,NA,holotype U,1.4,280742-2,urn:lsid:ipni.org:names:280742-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_brederooanus,Buining,Buining,,spec.,/n/156759-2,Cactaceae,Melocactus,brederooanus,NA,tax. nov.,No. 1001 AB,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1972,51(2): 28,2959-2,citation,"Succulenta (Netherlands) 51(2): 28. 1972 , as 'brederooianus'",FALSE,TRUE,NA,holotype W,1.4,156759-2,urn:lsid:ipni.org:names:156759-2,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,as 'brederooianus',Etymology: the specific epithet is named for A.J.Brederoo.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_calderianus,Eerkens,Eerkens,,spec.,/n/77073751-1,Cactaceae,Melocactus,calderianus,NA,tax. nov.,NA,NA,NA,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),2004,83(4): 166 (-167; photo),2959-2,citation,Succulenta (Netherlands) 83(4): 166 (-167; photo). 2004 [1 Aug 2004] ,FALSE,TRUE,NA,NA,1.2,77073751-1,urn:lsid:ipni.org:names:77073751-1,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,1 Aug 2004,NA,NA,,NA,nom. inval.    nom. provis.; without latin descr.,nom. inval.,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_canescens,F.Ritter,F.Ritter,,spec.,/n/156763-2,Cactaceae,Melocactus,canescens,NA,tax. nov.,FR 1333,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,1: 134,11126-2,citation,Kakteen Südamerika 1: 134. 1979 ,FALSE,TRUE,NA,holotype U,1.5,156763-2,urn:lsid:ipni.org:names:156763-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_cremnophilus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/280746-2,Cactaceae,Melocactus,cremnophilus,NA,tax. nov.,HU 223,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Cact. Succ. J. (Los Angeles),1972,"44: 3, figs. 1-4",1964-2,citation,"Cact. Succ. J. (Los Angeles) 44: 3, figs. 1-4. 1972 ",FALSE,TRUE,NA,holotype ZSS,1.6,280746-2,urn:lsid:ipni.org:names:280746-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_curvicornis,Buining & Brederoo,Buining & Brederoo,,spec.,/n/280747-2,Cactaceae,Melocactus,curvicornis,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1972,23(2): 33,3349-2,citation,Kakteen And. Sukk. 23(2): 33. 1972 ,FALSE,TRUE,NA,NA,1.4,280747-2,urn:lsid:ipni.org:names:280747-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_diersianus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/156781-2,Cactaceae,Melocactus,diersianus,NA,tax. nov.,H404,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1975,"26(8): 169 (-171), figs",3349-2,citation,"Kakteen And. Sukk. 26(8): 169 (-171), figs. 1975 ",FALSE,TRUE,NA,holotype U,1.3,156781-2,urn:lsid:ipni.org:names:156781-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_douradaensis,Hovens & Strecker,Hovens & Strecker,,spec.,/n/904680-1,Cactaceae,Melocactus,douradaensis,NA,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1984,63(1): 3,2959-2,citation,Succulenta (Netherlands) 63(1): 3. 1984 ,FALSE,TRUE,NA,NA,1.6,904680-1,urn:lsid:ipni.org:names:904680-1,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil.,1984,NA,NA,,NA,"as 'Hovens, Strecker et alii'",NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocactus_ellemeetii,Miq.,Miq.,,spec.,/n/135444-1,Cactaceae,Melocactus,ellemeetii,Cacti Eastern Brazil 424. 2004 ,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Ned. Kruidk. Arch.,1858,4(3): 336,755-2,citation,Ned. Kruidk. Arch. 4(3): 336. 1858 ,FALSE,TRUE,N.P.Taylor &amp; Zappi,NA,1.5,135444-1,urn:lsid:ipni.org:names:135444-1,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1858&rft.issue=3&rft.spage=336&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/3629&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,Bras,NA,NA,NA,Published illustration,Lectotype: Ned. Kruidk. Arch. 4(3): tab. 1 (1858),NA,NA,NA,NA,NA
