name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,publicationYearNote,infraspecies,referenceRemarks,remarks,pageAsText,bhlLink,bibliographicReference,typeChosenBy,speciesAuthor,originalRemarks
Drosera_× fontinalis,Rivadavia,Rivadavia,,spec.,/n/77103493-1,Droseraceae,Drosera,fontinalis,tax. nov.,302,Rivadavia,9 Sep 1994,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",TRUE,FALSE,TRUE,Grão Mogol,,Carniv. Pl. Newslett.,2009,38(4): 121 (-125; figs. 1-4),1990-2,citation,Carniv. Pl. Newslett. 38(4): 121 (-125; figs. 1-4). 2009 [Dec 2009] ,FALSE,TRUE,holotype SPF,1.1,77103493-1,urn:lsid:ipni.org:names:77103493-1,wfo-0000917595,FALSE,TRUE,TRUE,FALSE,FALSE,Dec 2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
