name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,pageAsText,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectionNumber,collectorTeam,collectionDate1,locality,typeCoordinates,typeLocations,infraspecies,speciesAuthor,remarks,referenceRemarks
Curatella_glaziovii,Gilg,Gilg,,spec.,/n/72713-2,Dilleniaceae,Curatella,glaziovii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,209626,,Bot. Jahrb. Syst.,1898,19 Jul 1898,"25(3, Beibl. 60): 25",553-2,citation,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 25. 1898 [19 Jul 1898] ",FALSE,TRUE,1.5,72713-2,urn:lsid:ipni.org:names:72713-2,wfo-0000630852,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/209626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Davilla_emarginata,Sleumer,Sleumer,,spec.,/n/77017-2,Dilleniaceae,Davilla,emarginata,tax. nov.,"Sergipe (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Repert. Spec. Nov. Regni Veg.,1936,NA,39: 274,788-2,citation,Repert. Spec. Nov. Regni Veg. 39: 274. 1936 ,FALSE,TRUE,1.2,77017-2,urn:lsid:ipni.org:names:77017-2,wfo-0000638796,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1936&rft.spage=274&rft.volume=39&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Davilla_pygmaea,M.J.Silva,M.J.Silva,,spec.,/n/77304608-1,Dilleniaceae,Davilla,pygmaea,tax. nov.,"Goiás (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytotaxa,2022,1 Sep 2022,560(2): 188,20011462-1,citation,Phytotaxa 560(2): 188. 2022 [1 Sep 2022] [epublished],FALSE,TRUE,1.1,77304608-1,urn:lsid:ipni.org:names:77304608-1,wfo-1000040631,TRUE,TRUE,TRUE,FALSE,FALSE,NA,11815,"M. J. Silva , I. S. Santos &amp; B. R. Pereira",18 Feb 2021,"Niquelândia, Reserva Particular de Desenvolvimento Sustentável Legado Verdes do Cerrado, Núcleo Engenho, Área do Mirante, cerca de 600 metros a leste do Mirante, campo limpo, 690 m",,holotype UFG,NA,NA,"doi:10.11646/phytotaxa.560.2.3 Etymology: name derived from the Latin meaning 'dwarf', alludes to the fact that the species is a dwarf subshrub habit.",[epublished]
Doliocarpus_lasiogyne,Benoist,Benoist,,spec.,/n/82928-2,Dilleniaceae,Doliocarpus,lasiogyne,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Notul. Syst. (Paris),1913,NA,2: 337,1020-2,citation,Notul. Syst. (Paris) 2: 337. 1913 ,FALSE,TRUE,1.2,82928-2,urn:lsid:ipni.org:names:82928-2,wfo-0000653488,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1913&rft.spage=337&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/314&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Doliocarpus_platystigma,Pilg.,Pilg.,,spec.,/n/82936-2,Dilleniaceae,Doliocarpus,platystigma,tax. nov.,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,TRUE,211389,,Bot. Jahrb. Syst.,1901,2 Jul 1901,30(2): 173,553-2,citation,Bot. Jahrb. Syst. 30(2): 173. 1901 [2 Jul 1901] ,FALSE,TRUE,1.4,82936-2,urn:lsid:ipni.org:names:82936-2,wfo-0000653508,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/211389&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,,NA,NA,NA,NA,NA
Mollinedia_marqueteana,Peixoto,Peixoto,,spec.,/n/60471289-2,Dilleniaceae,Mollinedia,marqueteana,tax. nov.,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Arq. Univ. Fed. Rural Rio de Janeiro,1988,NA,"11(1-2): 59, fig. 1",12814-2,citation,"Arq. Univ. Fed. Rural Rio de Janeiro 11(1-2): 59, fig. 1. 1988 ",FALSE,TRUE,1.1.2.1,60471289-2,urn:lsid:ipni.org:names:60471289-2,wfo-0001330391,FALSE,TRUE,TRUE,FALSE,FALSE,NA,877,T. dos Santos,3 Jul 1970,"Porto Seguro, Eunapolis, Itabela",,holotype CEPEC;isotype RB,NA,NA,NA,NA
Tetracera_calophylla,Gilg,Gilg,,spec.,/n/251572-2,Dilleniaceae,Tetracera,calophylla,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1898,19 Jul 1898,"25(3, Beibl. 60): 24",553-2,citation,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 24. 1898 [19 Jul 1898] ",FALSE,TRUE,1.4,251572-2,urn:lsid:ipni.org:names:251572-2,wfo-0001045808,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
