name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,remarks,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,speciesAuthor,pageAsText
Dicranopygium_schultesii,Harling,Harling,,spec.,/n/79937-2,Cyclanthaceae,Dicranopygium,schultesii,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Acta Horti Berg.,1958,NA,"18(1): 286, fig. 73d-f, tab. 60",1647-2,citation,"Acta Horti Berg. 18(1): 286, fig. 73d-f, tab. 60. 1958 ",NA,FALSE,TRUE,NA,1.2,79937-2,urn:lsid:ipni.org:names:79937-2,wfo-0000765345,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1958&rft.issue=1&rft.spage=286&rft.volume=18&rft_id=http://www.biodiversitylibrary.org/bibliography/16348&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA
