name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,referenceRemarks,remarks,suppressed,topCopy,typeCoordinates,typeLocations,version,id,fqId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,wfoId,infraspecies,pageAsText,speciesAuthor,bhlLink,typeRemarks
Neea_salicifolia,Heimerl,Heimerl,,spec.,/n/168043-2,Nyctaginaceae,Neea,salicifolia,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Beitr. Syst. Nyctag.,1897,May-Jul 1897,23,10980-2,citation,Beitr. Syst. Nyctag. 23. 1897 [May-Jul 1897] ; reprint p. 39,reprint p. 39,NA,FALSE,TRUE,,NA,1.3,168043-2,urn:lsid:ipni.org:names:168043-2,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
