name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,referenceRemarks,remarks,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,infraspecies,speciesAuthor,bhlLink
Juncus_buchenaui,Sved.,Sved.,,spec.,/n/132048-2,Juncaceae,Juncus,buchenaui,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bih. Kongl. Svenska Vetensk.-Akad. Handl.,1897,NA,"23, Afd. 3, No. 6: 9, pl. 1, fig. 7-11",546-2,citation,"Bih. Kongl. Svenska Vetensk.-Akad. Handl. 23, Afd. 3, No. 6: 9, pl. 1, fig. 7-11. 1897 ",NA,NA,FALSE,TRUE,NA,1.3,132048-2,urn:lsid:ipni.org:names:132048-2,wfo-0000776028,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA
