name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,referenceRemarks,remarks,suppressed,topCopy,typeCoordinates,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,infraspecies,bhlLink,typeRemarks,speciesAuthor
Plantago_campestris,Hassemer,Hassemer,,spec.,/n/77218209-1,Plantaginaceae,Plantago,campestris,tax. nov.,812,G.Hassemer &amp; J.M.da Silva,16 Oct 2015,"Paraná (Brazil South, Brazil, Southern America);Santa Catarina (Brazil South, Brazil, Southern America);",FALSE,FALSE,TRUE,"Paraná: Candói, Lagoa Seca, em lajeado à beira da estrada, 945 m",,PeerJ,2021,25 Aug 2021,"9(e11848): 4, figs. 1-7",20017696-1,citation,"PeerJ 9(e11848): 4, figs. 1-7. 2021 [25 Aug 2021] (epublished)",(epublished),doi:10.7717/peerj.11848,FALSE,TRUE,,holotype HTL,1.2,77218209-1,urn:lsid:ipni.org:names:77218209-1,wfo-1000028442,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,"several isotypes to be distributed, to C, FT, FURB, HBR, MBM, OLD, among other herbaria)",NA
