name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,wfoId,publicationYearNote,infraspecies,remarks,speciesAuthor,pageAsText,bhlLink,typeCoordinates
Macrodendron_corcovadense,Taub.,Taub.,,spec.,/n/148886-2,Quiinaceae,Macrodendron,corcovadense,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Bot. Jahrb. Syst.,1890,"12(1-2, Beibl. 27): 19, pl. 1, A",553-2,citation,"Bot. Jahrb. Syst. 12(1-2, Beibl. 27): 19, pl. 1, A. 1890 [24 Jun 1890] ",FALSE,TRUE,NA,1.5,148886-2,urn:lsid:ipni.org:names:148886-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,24 Jun 1890,NA,NA,NA,NA,NA,
