name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,infraspecies,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,speciesAuthor,pageAsText,locality,referenceRemarks,typeRemarks,collectionNumber,collectorTeam,collectionDate1,remarks,typeCoordinates,typeLocations,basionymAuthorStr
Callisia_hexandra,DC. ex Hassk.,DC. ex Hassk.,,spec.,/n/30216735-2,Commelinaceae,Callisia,hexandra,tax. nov.,"Brazil (Southern America);Bolivia (Western South America, Southern America);",FALSE,FALSE,NA,TRUE,,Commelin. Ind.,1870,Apr 1870,40,19834-2,citation,Commelin. Ind. 40. 1870 [Apr 1870] ,FALSE,TRUE,1.1.2.1,30216735-2,urn:lsid:ipni.org:names:30216735-2,wfo-0001328769,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
