name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,pageAsText,bhlLink
Langsdorffia_pseudococos,Raddi,Raddi,,spec.,/n/135026-2,Balanophoraceae,Langsdorffia,pseudococos,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,"Mem. Mat. Fis. Soc. Ital. Sci. Modena, Pt. Mem. Fis.",1820,NA,18: 345,3885-2,citation,"Mem. Mat. Fis. Soc. Ital. Sci. Modena, Pt. Mem. Fis. 18: 345. 1820 ",FALSE,TRUE,NA,1.5,135026-2,urn:lsid:ipni.org:names:135026-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
