name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,distribution,hybrid,hybridGenus,inPowo,pageAsText,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,speciesAuthor,referenceRemarks,collectionDate1,locality,remarks,typeNote,typeCoordinates,originalTaxonDistribution,originalRemarks,nameStatus,bibliographicReference,typeChosenBy,nameStatusType,typeRemarks,collectionDate2
Pavonia_begoniifolia,Gardner,Gardner,,spec.,/n/320195-2,Malvaceae,Pavonia,begoniifolia,tax. nov.,324,George Gardner,"Organ Mountains, dense virgin forests, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,London J. Bot.,1843,NA,2: 333,704-2,citation,London J. Bot. 2: 333. 1843 ,FALSE,TRUE,lectotype G-DEL;isotype E;isotype GH;isotype K;isotype MO;isotype NY;isotype OXF,1.3,320195-2,urn:lsid:ipni.org:names:320195-2,wfo-0000470813,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1843&rft.spage=333&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/235&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,[Gandhi 16 Aug 2000] as begoniaefolia,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_brachysepala,A.St.-Hil. & Naudin,A.St.-Hil. & Naudin,,spec.,/n/320193-2,Malvaceae,Pavonia,brachysepala,tax. nov.,324,George Gardner,"Organ Mountains, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,"Ann. Sci. Nat., Bot.",1842,NA,"sér. 2, 18: 44",525-2,citation,"Ann. Sci. Nat., Bot. sér. 2, 18: 44. 1842 ",FALSE,TRUE,lectotype P;isotype CTES,1.5,320193-2,urn:lsid:ipni.org:names:320193-2,wfo-0001253626,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"[Gandhi 15 Aug 2000] The LT. data from: Fryx., Fl. Neotrop. Monogr. 76: 198. 1999",NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_bracteosa,Benth.,Benth.,,spec.,/n/320215-2,Malvaceae,Pavonia,bracteosa,tax. nov.,1458,George Gardner,"Ceará (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,J. Bot. (Hooker),1841,NA,4: 118,983-2,citation,J. Bot. (Hooker) 4: 118. 1841 ,FALSE,TRUE,lectotype F,1.4,320215-2,urn:lsid:ipni.org:names:320215-2,wfo-0000474506,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1841&rft.spage=118&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/234&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,[Gandhi 18 Aug 2000],NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_deltoidea,Mart.,Mart.,,spec.,/n/185856-2,Malvaceae,Pavonia,deltoidea,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Flora,1839,NA,"22(1, Beibl.): 59",648-2,citation,"Flora 22(1, Beibl.): 59. 1839 ",FALSE,TRUE,NA,1.4,185856-2,urn:lsid:ipni.org:names:185856-2,wfo-0001244252,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_exserta,Krapov.,Krapov.,,spec.,/n/185864-2,Malvaceae,Pavonia,exserta,tax. nov.,12052," R.M.Klein,Lyman B.Smith","Santa Catarina (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Lilloa,1962,NA,31: 63,1250-2,citation,Lilloa 31: 63. 1962 ,FALSE,TRUE,holotype LIL,1.3,185864-2,urn:lsid:ipni.org:names:185864-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,[Gandhi; Fl. Neotrop. Monogr. 76: 89. 1999],NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_gamophylla,Krapov.,Krapov.,,spec.,/n/185873-2,Malvaceae,Pavonia,gamophylla,tax. nov.,NA,NA,"Santa Catarina (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Lilloa,1962,NA,31: 66,1250-2,citation,Lilloa 31: 66. 1962 ,FALSE,TRUE,NA,1.3,185873-2,urn:lsid:ipni.org:names:185873-2,wfo-0001253366,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_involucrata,Klotzsch,Klotzsch,,spec.,/n/185917-2,Malvaceae,Pavonia,involucrata,tax. nov.,166,B.Luschnath,"Cruz de Casma, Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,104148,,Linnaea,1840,NA,14: 301,703-2,citation,Linnaea 14: 301. 1840 ,FALSE,TRUE,lectotype MO,1.4,185917-2,urn:lsid:ipni.org:names:185917-2,wfo-0000474554,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/104148&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_malmeana,R.E.Fr.,R.E.Fr.,,spec.,/n/185950-2,Malvaceae,Pavonia,malmeana,tax. nov.,II-1059,G.O.A.Malme,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Kungl. Svenska Vetenskapsakad. Handl.,1908,NA,"n.f, 42(12): 61, t. 6-7",20010248-1,citation,"Kungl. Svenska Vetenskapsakad. Handl. n.f, 42(12): 61, t. 6-7. 1908 ",FALSE,TRUE,holotype S,1.1.2.1.1.3,185950-2,urn:lsid:ipni.org:names:185950-2,wfo-0001253375,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.issue=12&rft.spage=61&rft.volume=42&rft_id=http://www.biodiversitylibrary.org/bibliography/50688&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_modesta,Mart.,Mart.,,spec.,/n/185961-2,Malvaceae,Pavonia,modesta,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Flora,1839,NA,"22(1, Beibl.): 59",648-2,citation,"Flora 22(1, Beibl.): 59. 1839 ",FALSE,TRUE,NA,1.4,185961-2,urn:lsid:ipni.org:names:185961-2,wfo-0001244251,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_paraensis,Fryxell,Fryxell,,spec.,/n/1010441-1,Malvaceae,Pavonia,paraensis,tax. nov.,1249,Lisboa; Naciel; M.G. Silva; Bhia,Brazil North (Pará).,FALSE,FALSE,TRUE,NA,,Fl. Neotrop. Monogr.,1999,1999,76: 73,944-2,citation,Fl. Neotrop. Monogr. 76: 73. 1999 ,FALSE,TRUE,holotype The New York Botanical Garden,1.3.2.1,1010441-1,urn:lsid:ipni.org:names:1010441-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,29 Jan 1980,"Tucuruí, right bank of the Tocantins River, BR-263, branch to the right at km 16",NA,NA,,Brazil North (Pará).,NA,NA,NA,NA,NA,NA,NA
Pavonia_paraensis,Fryxell,Fryxell,,spec.,/n/318789-2,Malvaceae,Pavonia,paraensis,tax. nov.,1249," Naciel,Lisboa, R.Bahia, M.G.Silva","Tucurui, right bank of the Tocantins River, BR-263, branch to the right at km 16, Pará (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Fl. Neotrop. Monogr.,1999,25 Jun 1999,"76: 73 (-75, 66-67, figs. 15, 32)",944-2,citation,"Fl. Neotrop. Monogr. 76: 73 (-75, 66-67, figs. 15, 32). 1999 [25 Jun 1999] ",FALSE,TRUE,holotype NY,1.3,318789-2,urn:lsid:ipni.org:names:318789-2,wfo-0001249488,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,[Gandhi 5 Oct 1999],NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_pedersenii,Fryxell,Fryxell,,spec.,/n/320171-2,Malvaceae,Pavonia,pedersenii,tax. nov.,15902,T.M.Pedersen,"Mun. Restinga Seca, near Restinga Seca, in dried-out swamp, Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Fl. Neotrop. Monogr.,1999,25 Jun 1999,76: 123,944-2,citation,Fl. Neotrop. Monogr. 76: 123. 1999 [25 Jun 1999] ,FALSE,TRUE,holotype TEX;isotype C;isotype CTES,1.3,320171-2,urn:lsid:ipni.org:names:320171-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,[Gandhi 9 Aug 2000],NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_philippii,Ulbr.,Ulbr.,,spec.,/n/186000-2,Malvaceae,Pavonia,philippii,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1924,NA,9: 47,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 9: 47. 1924 ,FALSE,TRUE,NA,1.4,186000-2,urn:lsid:ipni.org:names:186000-2,wfo-0001076908,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=47&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_plumosa,Turcz.,Turcz.,,spec.,/n/318784-2,Malvaceae,Pavonia,plumosa,tax. nov.,s.n.,P.Salzmann,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bull. Soc. Imp. Naturalistes Moscou,1858,NA,31: 190,880-2,citation,Bull. Soc. Imp. Naturalistes Moscou 31: 190. 1858 ,FALSE,TRUE,lectotype KW,1.4,318784-2,urn:lsid:ipni.org:names:318784-2,wfo-0001078040,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1858&rft.spage=190&rft.volume=31&rft_id=http://www.biodiversitylibrary.org/bibliography/4951&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,[Gandhi 4 Oct 1999],NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_prionophylla,R.E.Fr.,R.E.Fr.,,spec.,/n/186010-2,Malvaceae,Pavonia,prionophylla,tax. nov.,15836,A.F.M.Glaziou,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Kungl. Svenska Vetenskapsakad. Handl.,1908,NA,"n.f, 42(12): 56, t. 6",20010248-1,citation,"Kungl. Svenska Vetenskapsakad. Handl. n.f, 42(12): 56, t. 6. 1908 ",FALSE,TRUE,lectotype K;isotype CTES,1.1.2.1.1.3,186010-2,urn:lsid:ipni.org:names:186010-2,wfo-0001076912,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1908&rft.issue=12&rft.spage=56&rft.volume=42&rft_id=http://www.biodiversitylibrary.org/bibliography/50688&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_pulchra,Hochr.,Hochr.,,spec.,/n/287423-2,Malvaceae,Pavonia,pulchra,tax. nov.,4384,E.Hassler,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Annuaire Conserv. Jard. Bot. Genève,1902,NA,6: 42,1145-2,citation,Annuaire Conserv. Jard. Bot. Genève 6: 42. 1902 ,FALSE,TRUE,holotype G,1.3,287423-2,urn:lsid:ipni.org:names:287423-2,wfo-0001076913,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=42&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/52147&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_surumuensis,Ulbr.,Ulbr.,,spec.,/n/186099-2,Malvaceae,Pavonia,surumuensis,tax. nov.,7980,E.H.G.Ule,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Notizbl. Königl. Bot. Gart. Berlin,1915,NA,6: 325,3558-2,citation,Notizbl. Königl. Bot. Gart. Berlin 6: 325. 1915 ,FALSE,TRUE,NA,1.4,186099-2,urn:lsid:ipni.org:names:186099-2,wfo-0000473864,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1915&rft.spage=325&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/41384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Pavonia_teresina,Krapov.,Krapov.,,spec.,/n/60462846-2,Malvaceae,Pavonia,teresina,tax. nov.,TSN 1722,"T.S. Nunes, C. Azevedo, M. M. Silva Castro &amp; B. M. Silva","Espirito Santo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bonplandia (Corrientes),2012,Jul 2012,"21(1): 66, fig. 4",13502-2,citation,"Bonplandia (Corrientes) 21(1): 66, fig. 4. 2012 [Jul 2012] ",FALSE,TRUE,holotype HUEFS;isotype CTES,1.2,60462846-2,urn:lsid:ipni.org:names:60462846-2,wfo-0001354127,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,4 Jun 2006,Santa Teresa: Estrada para Santa Leopoldina ...,Etymology: epithet refers to the type locality Santa Teresa,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Peltostegia_parviflora,Turcz.,Turcz.,,spec.,/n/282286-2,Malvaceae,Peltostegia,parviflora,tax. nov.,s.n.,G.Gardner,"Piaui (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Bull. Soc. Imp. Naturalistes Moscou,1858,NA,31: 223,880-2,citation,Bull. Soc. Imp. Naturalistes Moscou 31: 223. 1858 ,FALSE,TRUE,holotype KW,1.3,282286-2,urn:lsid:ipni.org:names:282286-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1858&rft.spage=223&rft.volume=31&rft_id=http://www.biodiversitylibrary.org/bibliography/4951&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_amplifolia,Gand.,Gand.,,spec.,/n/77101619-1,Malvaceae,Sida,amplifolia,tax. nov.,s.n.,Sello,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Soc. Bot. France,1924,18 Sep 1924,71(5-6): 630,578-2,citation,Bull. Soc. Bot. France 71(5-6): 630. 1924 [18 Sep 1924] ,FALSE,TRUE,NA,1.4,77101619-1,urn:lsid:ipni.org:names:77101619-1,wfo-0000744669,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=630&rft.volume=71&rft_id=http://www.biodiversitylibrary.org/bibliography/359&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,Brasilia,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_anarthra,Ekman,Ekman,,spec.,/n/235537-2,Malvaceae,Sida,anarthra,tax. nov.,NA,NA,"Argentina, Brazil",FALSE,FALSE,TRUE,NA,,Ark. Bot.,1910,NA,"9, no. 4: 15, fig. 3",536-2,citation,"Ark. Bot. 9, no. 4: 15, fig. 3. 1910 ",FALSE,TRUE,NA,1.2.2.1.1.1,235537-2,urn:lsid:ipni.org:names:235537-2,wfo-0001273441,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_bedfordiana,Hook.,Hook.,,spec.,/n/323462-2,Malvaceae,Sida,bedfordiana,tax. nov.,320,George Gardner,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bot. Mag.,1841,NA,68: t. 3892,864-2,citation,Bot. Mag. 68: t. 3892. 1841 ,FALSE,TRUE,lectotype G;isotype NY,1.2.2.1.1.1,323462-2,urn:lsid:ipni.org:names:323462-2,wfo-0001267377,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_bradei,Ulbr.,Ulbr.,,spec.,/n/235561-2,Malvaceae,Sida,bradei,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Notizbl. Bot. Gart. Berlin-Dahlem,1924,NA,9: 42,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 9: 42. 1924 ,FALSE,TRUE,NA,1.2.2.1.1.1,235561-2,urn:lsid:ipni.org:names:235561-2,wfo-0000501689,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=42&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_bradei,Baker f.,Baker f.,,spec.,/n/235562-2,Malvaceae,Sida,bradei,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,J. Bot.,1925,NA,63: 239,678-2,citation,J. Bot. 63: 239. 1925 ,FALSE,TRUE,NA,1.2.2.1.1.1,235562-2,urn:lsid:ipni.org:names:235562-2,wfo-0000501699,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1925&rft.spage=239&rft.volume=63&rft_id=http://www.biodiversitylibrary.org/bibliography/15787&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_callitricha,Gand.,Gand.,,spec.,/n/77101575-1,Malvaceae,Sida,callitricha,tax. nov.,488,Novaes,"Brazil Southeast (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bull. Soc. Bot. France,1924,18 Sep 1924,71(5-6): 627,578-2,citation,Bull. Soc. Bot. France 71(5-6): 627. 1924 [18 Sep 1924] ,FALSE,TRUE,NA,1.3,77101575-1,urn:lsid:ipni.org:names:77101575-1,wfo-0000744686,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=627&rft.volume=71&rft_id=http://www.biodiversitylibrary.org/bibliography/359&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,S.Paulo,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_cambuiensis,Monteiro,Monteiro,,spec.,/n/235570-2,Malvaceae,Sida,cambuiensis,tax. nov.,1-73,"Monteiro, Oliveira",Brazil (Southern America),FALSE,FALSE,FALSE,NA,,"Trab. 26 Congr. Nac. Bot., Rio de Janeiro",1977,NA,"401 (-403), fig",16112-2,citation,"Trab. 26 Congr. Nac. Bot., Rio de Janeiro 401 (-403), fig. 1977 ",FALSE,TRUE,holotype RBR,1.2.2.1,235570-2,urn:lsid:ipni.org:names:235570-2,wfo-0000501637,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_compressi-caulis,Larrañaga,Larrañaga,,spec.,/n/235602-2,Malvaceae,Sida,compressi-caulis,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Escritos Damaso Antonio Larranaga,1922,NA,1: 413,1322-2,citation,Escritos Damaso Antonio Larranaga 1: 413. 1922 Pub. Inst. Hist. Geog. Uruguay,FALSE,TRUE,NA,1.1.1.1.2.1.1.1,235602-2,urn:lsid:ipni.org:names:235602-2,wfo-0000501745,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,Pub. Inst. Hist. Geog. Uruguay,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_conferta,Link,Link,,spec.,/n/313698-2,Malvaceae,Sida,conferta,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Enum. Hort. Berol. Alt.,1822,Jan-Jun 1822,2: 207,1251-2,citation,Enum. Hort. Berol. Alt. 2: 207. 1822 [Jan-Jun 1822] ,FALSE,TRUE,NA,1.2.2.1.1.2,313698-2,urn:lsid:ipni.org:names:313698-2,wfo-0001246713,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1822&rft.spage=207&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/66&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,"Type unknown. non Triana & Planchon 1862, nec Sesse & Mocino¹1894. [Gandhi; Fryxell, Syst. Bot. Monogr. 25: 389. 1988]",NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_fluviatilis,Vell.,Vell.,,spec.,/n/326448-2,Malvaceae,Sida,fluviatilis,tax. nov.,s.n.,A.C.V.Schott,"Aquaeduct bei Rio de Janeiro, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,,Fl. Flumin.,1829,1825 publ. 7 Sep-28 Nov 1829,278,932-2,citation,Fl. Flumin. 278. 1829 [1825 publ. 7 Sep-28 Nov 1829] ,FALSE,TRUE,null B,1.2.2.1.1.3,326448-2,urn:lsid:ipni.org:names:326448-2,wfo-0001267386,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1829&rft.spage=278&rft_id=http://www.biodiversitylibrary.org/bibliography/745&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_fulva,A.St.-Hil.,A.St.-Hil.,,spec.,/n/313699-2,Malvaceae,Sida,fulva,tax. nov.,s.n.,A.F.C.P.de Saint-Hilaire,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Fl. Bras. Merid. (A. St.-Hil.).,1827,NA,1: 176,8262-2,citation,Fl. Bras. Merid. (A. St.-Hil.). 1: 176. 1827 ,FALSE,TRUE,holotype P,1.2.2.1.1.1,313699-2,urn:lsid:ipni.org:names:313699-2,wfo-0000501603,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1827&rft.spage=176&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45474&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,"[Gandhi; Fryxell, Syst. Bot. Monogr. 25: 386. 1988]",NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_glocimarii,Krapov.,Krapov.,,spec.,/n/60462856-2,Malvaceae,Sida,glocimarii,tax. nov.,9494,Glocimar Pereira-Silva &amp; al.,"Tocantins (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bonplandia (Corrientes),2012,Jul 2012,"21(1): 82, fig. 4",13502-2,citation,"Bonplandia (Corrientes) 21(1): 82, fig. 4. 2012 [Jul 2012] (as Glocimari)",FALSE,TRUE,holotype CEN;isotype CTES,1.2,60462856-2,urn:lsid:ipni.org:names:60462856-2,wfo-0001354128,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,(as Glocimari),21 Feb 2005,"Tocantinopolis, ponte sobre o rio curicaca ... alt. 176 m",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_grazielae,Monteiro,Monteiro,,spec.,/n/235668-2,Malvaceae,Sida,grazielae,tax. nov.,8000," Barrozo,Monteiro","Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,"Portugaliae Acta Biol., Sér. B, Sist.",1974,NA,"12: 146, t. 6",2747-2,citation,"Portugaliae Acta Biol., Sér. B, Sist. 12: 146, t. 6. 1974 ",FALSE,TRUE,holotype RBR,1.2.2.1.1.1,235668-2,urn:lsid:ipni.org:names:235668-2,wfo-0000501881,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Sida_inaequalis,Link & Otto,Link & Otto,,spec.,/n/235692-2,Malvaceae,Sida,inaequalis,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Icon. Pl. Select.,1825,NA,75 (t. 34),9066-2,citation,Icon. Pl. Select. 75 (t. 34). 1825 ,FALSE,TRUE,NA,1.3.2.1.1.1,235692-2,urn:lsid:ipni.org:names:235692-2,wfo-0001267445,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,"Link & Otto (l.c.), T. 34",,NA,NA,NA,NA,NA,NA,NA,NA
Sida_intermedia,A.St.-Hil.,A.St.-Hil.,,spec.,/n/235699-2,Malvaceae,Sida,intermedia,tax. nov.,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Fl. Bras. Merid. (A. St.-Hil.).,1827,NA,"1(5): 188, t.34",8262-2,citation,"Fl. Bras. Merid. (A. St.-Hil.). 1(5): 188, t.34. 1827 ",FALSE,TRUE,NA,1.2.2.1.1.1,235699-2,urn:lsid:ipni.org:names:235699-2,wfo-0001077332,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1827&rft.issue=5&rft.spage=188&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45474&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
