family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Burmanniaceae,Gymnosiphon,saccatum,Gymnosiphon_saccatum,(Sandwith) V.Merckx & Byng,Gymnosiphon saccatum (Sandwith) V.Merckx & Byng,Global Fl. 4: 55 (2018),"Brazil, Guyana, Peru","Brazil North, Guyana, Peru",unknown,unknown,77182640-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77182640-1
Burmanniaceae,Gymnosiphon,sphaerocarpus,Gymnosiphon_sphaerocarpus,Urb.,Gymnosiphon sphaerocarpus Urb.,Symb. Antill. 3: 442 (1903),"Brazil, Cuba, Dominican Republic, Jamaica, Leeward Is., Puerto Rico, Windward Is.","Brazil Northeast, Cuba, Dominican Republic, Jamaica, Leeward Is., Puerto Rico, Windward Is.",unknown,unknown,115836-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:115836-2
Burmanniaceae,Thismia,cordata,Thismia_cordata,D.F.Silva & J.M.A.Braga,Thismia cordata D.F.Silva & J.M.A.Braga,Phytotaxa 571: 77 (2022),Brazil,Brazil South,unknown,unknown,77307618-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77307618-1
Burmanniaceae,Thismia,espirito-santensis,Thismia_espirito-santensis,Brade,Thismia espirito-santensis Brade,Revista Brasil. Biol. 7: 286 (1947),Brazil,Brazil Southeast,unknown,unknown,252708-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:252708-2
Burmanniaceae,Thismia,glaziovii,Thismia_glaziovii,Poulsen,Thismia glaziovii Poulsen,Rev. Gén. Bot. 1: 549 (1889),"Brazil, Colombia","Brazil Southeast, Colombia",unknown,unknown,252709-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:252709-2
Burmanniaceae,Thismia,hyalina,Thismia_hyalina,(Miers) Benth. & Hook.f. ex F.Muell.,Thismia hyalina (Miers) Benth. & Hook.f. ex F.Muell.,Pap. &amp; Proc. Roy. Soc. Tasmania 1890: 234 (1891),"Brazil, Peru","Brazil North, Brazil Southeast, Brazil West-Central, Peru",unknown,unknown,126823-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:126823-1
Burmanniaceae,Thismia,iguassuensis,Thismia_iguassuensis,(Miers) Warm.,Thismia iguassuensis (Miers) Warm.,Overs. Kongel. Danske Vidensk. Selsk. Forh. Medlemmers Arbeider 1901(6): 182 (1902),Brazil,Brazil Southeast,unknown,unknown,77177171-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77177171-1
Burmanniaceae,Thismia,janeirensis,Thismia_janeirensis,Warm.,Thismia janeirensis Warm.,Overs. Kongel. Danske Vidensk. Selsk. Forh. Medlemmers Arbeider 1901: 183 (1902),Brazil,Brazil Southeast,unknown,unknown,252711-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:252711-2
Burmanniaceae,Thismia,luetzelburgii,Thismia_luetzelburgii,Goebel & Suess.,Thismia luetzelburgii Goebel & Suess.,Flora 117: 56 (1924),"Brazil, Costa Rica, Panama","Brazil Southeast, Costa Rica, Panama",unknown,unknown,252712-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:252712-2
Burmanniaceae,Thismia,macahensis,Thismia_macahensis,(Miers) F.Muell.,Thismia macahensis (Miers) F.Muell.,Pap. &amp; Proc. Roy. Soc. Tasmania 1890: 232 (1891),Brazil,Brazil Southeast,unknown,unknown,126828-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:126828-1
Burmanniaceae,Thismia,mantiqueirensis,Thismia_mantiqueirensis,Engels & E.C.Smidt,Thismia mantiqueirensis Engels & E.C.Smidt,Phytotaxa 570: 224 (2022),Brazil,Brazil Southeast,unknown,unknown,77307352-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77307352-1
Burmanniaceae,Thismia,melanomitra,Thismia_melanomitra,Maas & H.Maas,Thismia melanomitra Maas & H.Maas,Opera Bot. 92: 141 (1987),"Brazil, Ecuador","Brazil West-Central, Ecuador",unknown,unknown,286073-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:286073-2
Burmanniaceae,Thismia,petasiformis,Thismia_petasiformis,D.F.Silva & J.M.A.Braga,Thismia petasiformis D.F.Silva & J.M.A.Braga,Phytotaxa 564: 222 (2022),Brazil,Brazil West-Central,unknown,unknown,77305338-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77305338-1
Burmanniaceae,Thismia,prataensis,Thismia_prataensis,"Mancinelli, C.T.Blum & E.C.Smidt","Thismia prataensis Mancinelli, C.T.Blum & E.C.Smidt",Syst. Bot. 37: 879 (2012),Brazil,Brazil South,unknown,unknown,77127572-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77127572-1
Burmanniaceae,Thismia,ribeiroi,Thismia_ribeiroi,"Engels, D.F.Silva & Soares-Lopes","Thismia ribeiroi Engels, D.F.Silva & Soares-Lopes",Phytotaxa 429: 268 (2020),Brazil,Brazil West-Central,unknown,unknown,77205162-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77205162-1
Burmanniaceae,Thismia,singeri,Thismia_singeri,(de la Sota) Maas & H.Maas,Thismia singeri (de la Sota) Maas & H.Maas,Fl. Neotrop. Monogr. 42: 166 (1986),"Bolivia, Brazil, Ecuador","Bolivia, Brazil North, Brazil West-Central, Ecuador",unknown,unknown,286075-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:286075-2
