family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Verbenaceae,Aloysia,crenata,Aloysia_crenata,Moldenke,Aloysia crenata Moldenke,Phytologia 9: 182 (1963),"Argentina, Brazil, Paraguay","Argentina Northeast, Brazil South, Paraguay",unknown,unknown,9635-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:9635-2
Verbenaceae,Aloysia,scorodonioides,Aloysia_scorodonioides,(Kunth) Cham.,Aloysia scorodonioides (Kunth) Cham.,Linnaea 7: 234 (1832),"Argentina, Bolivia, Brazil, Colombia, Ecuador, Peru","Argentina Northwest, Bolivia, Brazil North, Colombia, Ecuador, Peru",unknown,unknown,861080-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:861080-1
Verbenaceae,Bouchea,rusbyi,Bouchea_rusbyi,Moldenke,Bouchea rusbyi Moldenke,Torreya 34: 8 (1934),"Bolivia, Brazil, Peru","Bolivia, Brazil North, Peru",unknown,unknown,291407-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:291407-2
Verbenaceae,Citharexylum,amabile,Citharexylum_amabile,(Bocq.) Christenh. & Byng,Citharexylum amabile (Bocq.) Christenh. & Byng,Global Fl. 4: 146 (2018),"Argentina, Brazil, Paraguay","Argentina Northeast, Brazil West-Central, Paraguay",unknown,unknown,77183874-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77183874-1
Verbenaceae,Lantana,hirsuta,Lantana_hirsuta,M.Martens & Galeotti,Lantana hirsuta M.Martens & Galeotti,Bull. Acad. Roy. Sci. Bruxelles 11(2): 326 (1844),"Argentina, Belize, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, El Salvador, French Guiana, Guatemala, Honduras, Mexico, Nicaragua, Panama, Peru, Venezuela","Argentina Northeast, Belize, Bolivia, Brazil North, Brazil Northeast, Brazil South, Brazil Southeast, Brazil West-Central, Colombia, Costa Rica, Ecuador, El Salvador, French Guiana, Guatemala, Honduras, Mexico Central, Mexico Gulf, Mexico Northeast, Mexico Northwest, Mexico Southeast, Mexico Southwest, Nicaragua, Panama, Peru, Venezuela","Australia, Nansei-shoto, United States","Alabama, Nansei-shoto, Queensland",30032194-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30032194-2
Verbenaceae,Lantana,punctulata,Lantana_punctulata,Moldenke,Lantana punctulata Moldenke,Phytologia 3: 418 (1951),Brazil,Brazil North,unknown,unknown,135290-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:135290-2
Verbenaceae,Lantana,rugulosa,Lantana_rugulosa,Kunth,Lantana rugulosa Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland &amp; C.S.Kunth, Nov. Gen. Sp. 2: 261 (1818)","Bolivia, Brazil, Colombia, Ecuador, Peru","Bolivia, Brazil Northeast, Brazil South, Brazil Southeast, Colombia, Ecuador, Peru",unknown,unknown,863431-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:863431-1
Verbenaceae,Lippia,crucifera,Lippia_crucifera,B.P.Moreira & Deble,Lippia crucifera B.P.Moreira & Deble,Brittonia 73: 354 (2021),Brazil,Brazil South,unknown,unknown,77234179-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77234179-1
Verbenaceae,Lippia,longipedunculata,Lippia_longipedunculata,Kuntze,Lippia longipedunculata Kuntze,Revis. Gen. Pl. 3(2): 253 (1898),"Brazil, Paraguay","Brazil West-Central, Paraguay",unknown,unknown,141198-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:141198-2
Verbenaceae,Lippia,maximiliani,Lippia_maximiliani,(Schauer) T.R.S.Silva,Lippia maximiliani (Schauer) T.R.S.Silva,Darwiniana 40: 58 (2002),Brazil,Brazil Northeast,unknown,unknown,1098176-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1098176-2
Verbenaceae,Lippia,saturejifolia,Lippia_saturejifolia,Mart. & Schauer,Lippia saturejifolia Mart. & Schauer,"A.P.de Candolle, Prodr. 11: 586 (1847)",Brazil,"Brazil Northeast, Brazil Southeast",unknown,unknown,863819-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:863819-1
Verbenaceae,Lippia,tristis,Lippia_tristis,Briq.,Lippia tristis Briq.,"Bull. Herb. Boissier, sér. 2, 4: 1159 (1904)","Brazil, Paraguay","Brazil West-Central, Paraguay",unknown,unknown,141326-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:141326-2
Verbenaceae,Stachytarpheta,longespicata,Stachytarpheta_longespicata,(Pohl) S.Atkins,Stachytarpheta longespicata (Pohl) S.Atkins,Kew Bull. 60: 229 (2005),Brazil,Brazil West-Central,unknown,unknown,77068572-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77068572-1
Verbenaceae,Verbena,angustilobata,Verbena_angustilobata,(Moldenke) Christenh. & Byng,Verbena angustilobata (Moldenke) Christenh. & Byng,Global Fl. 4: 146 (2018),Brazil,Brazil West-Central,unknown,unknown,77183604-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77183604-1
Verbenaceae,Verbena,guaibensis,Verbena_guaibensis,(P.Peralta & V.Thode) Christenh. & Byng,Verbena guaibensis (P.Peralta & V.Thode) Christenh. & Byng,Global Fl. 4: 146 (2018),Brazil,Brazil South,unknown,unknown,77183958-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77183958-1
Verbenaceae,Verbena,guaranitica,Verbena_guaranitica,(Tronc.) Moldenke,Verbena guaranitica (Tronc.) Moldenke,Phytologia 23: 211 (1972),"Argentina, Bolivia, Brazil, Paraguay","Argentina Northeast, Bolivia, Brazil South, Paraguay",unknown,unknown,263070-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:263070-2
Verbenaceae,Verbena,hassleriana,Verbena_hassleriana,Briq.,Verbena hassleriana Briq.,"Bull. Herb. Boissier, sér. 2, 4: 1056 (1904)","Argentina, Brazil, Paraguay, Uruguay","Argentina Northeast, Brazil South, Paraguay, Uruguay",unknown,unknown,263078-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:263078-2
Verbenaceae,Verbena,kuntzeana,Verbena_kuntzeana,Moldenke,Verbena kuntzeana Moldenke,Phytologia 2: 474 (1948),"Brazil, Paraguay","Brazil South, Brazil Southeast, Paraguay",unknown,unknown,263123-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:263123-2
