family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Sapindaceae,Cardiospermum,microcarpum,Cardiospermum_microcarpum,Kunth,Cardiospermum microcarpum Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland &amp; C.S.Kunth, Nov. Gen. Sp. 5: 104 (1821)","Angola, Argentina, Australia, Bermuda, Bhutan, India, Bolivia, Botswana, Brazil, Cameroon, Cape Verde, China, Colombia, Cuba, Dominican Republic, El Salvador, Eritrea, Ethiopia, Fiji, French Guiana, Guyana, Haiti, Honduras, India, India, Pakistan, Indonesia, Indonesia, East Timor, Indonesia, Malaysia, Indonesia, Papua New Guinea, Jamaica, Kenya, Leeward Is., Madagascar, Malaysia, Mexico, Mozambique, Myanmar, Namibia, Netherlands Antilles, Nicaragua, Niger, Pakistan, Panama, Paraguay, Peru, Philippines, Puerto Rico, Saudi Arabia, Senegal, Seychelles, Society Is., South Africa, Sri Lanka, Sudan, Suriname, Swaziland, Taiwan, Tanzania, Thailand, Tonga, Trinidad-Tobago, United States, Uruguay, Venezuela, Vietnam, Windward Is., Yemen, Zambia, Zimbabwe","Angola, Argentina Northeast, Argentina Northwest, Bermuda, Bolivia, Borneo, Botswana, Brazil North, Brazil South, Brazil Southeast, Brazil West-Central, Cameroon, Cape Provinces, Cape Verde, China South-Central, China Southeast, Colombia, Cuba, Dominican Republic, East Himalaya, El Salvador, Eritrea, Ethiopia, Fiji, French Guiana, Guyana, Haiti, Hawaii, Honduras, India, Jamaica, Jawa, Kenya, KwaZulu-Natal, Leeward Is., Lesser Sunda Is., Madagascar, Malaya, Maluku, Mexico Central, Mexico Southwest, Mozambique, Myanmar, Namibia, Netherlands Antilles, New Guinea, Nicaragua, Niger, Northern Provinces, Pakistan, Panama, Paraguay, Peru, Philippines, Puerto Rico, Queensland, Saudi Arabia, Senegal, Seychelles, Society Is., Sri Lanka, Sudan, Sulawesi, Sumatera, Suriname, Swaziland, Taiwan, Tanzania, Thailand, Tonga, Trinidad-Tobago, Uruguay, Venezuela, Vietnam, West Himalaya, Windward Is., Yemen, Zambia, Zimbabwe","District of Columbia, Mauritius, Reunion, Rodrigues, United States","District of Columbia, Florida, Mauritius, Rodrigues, Reunion",782221-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:782221-1
Sapindaceae,Cupania,castaneifolia,Cupania_castaneifolia,Mart.,Cupania castaneifolia Mart.,Flora 21(2 Beibl.): 71 (1838),"Bolivia, Brazil, Colombia","Bolivia, Brazil North, Colombia",unknown,unknown,782380-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:782380-1
Sapindaceae,Cupania,polyzyga,Cupania_polyzyga,Radlk.,Cupania polyzyga Radlk.,"H.G.A.Engler (ed.), Pflanzenr., IV, 165: 1060 (1933)",Brazil,Brazil Southeast,unknown,unknown,294973-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:294973-2
Sapindaceae,Paullinia,acuminata,Paullinia_acuminata,Uittien,Paullinia acuminata Uittien,Meded. Bot. Mus. Herb. Rijks Univ. Utrecht 41: 478 (1937),"Brazil, Guyana, Suriname","Brazil North, Guyana, Suriname",unknown,unknown,784046-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:784046-1
Sapindaceae,Paullinia,anisoptera,Paullinia_anisoptera,Turcz.,Paullinia anisoptera Turcz.,Bull. Soc. Imp. Naturalistes Moscou 31(I): 397 (1858),"Brazil, Colombia, Guyana, Venezuela","Brazil North, Colombia, Guyana, Venezuela",unknown,unknown,784056-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:784056-1
Sapindaceae,Paullinia,killipii,Paullinia_killipii,J.F.Macbr.,Paullinia killipii J.F.Macbr.,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13(3A): 344 (1956)","Brazil, Peru","Brazil North, Peru",unknown,unknown,185675-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:185675-2
Sapindaceae,Paullinia,serjaniifolia,Paullinia_serjaniifolia,Triana & Planch.,Paullinia serjaniifolia Triana & Planch.,"Ann. Sci. Nat., Bot., sér. 4, 18: 356 (1862)","Brazil, Colombia, Costa Rica, Ecuador, Honduras, Nicaragua, Panama, Peru, Venezuela","Brazil North, Colombia, Costa Rica, Ecuador, Honduras, Nicaragua, Panama, Peru, Venezuela",unknown,unknown,784281-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:784281-1
Sapindaceae,Paullinia,tetragona,Paullinia_tetragona,Aubl.,Paullinia tetragona Aubl.,Hist. Pl. Guiane: 355 (1775),"Brazil, Colombia, Costa Rica, Ecuador, French Guiana, Guyana, Peru, Trinidad-Tobago, Venezuela","Brazil North, Colombia, Costa Rica, Ecuador, French Guiana, Guyana, Peru, Trinidad-Tobago, Venezuela",unknown,unknown,784307-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:784307-1
Sapindaceae,Pseudima,pallidum,Pseudima_pallidum,Radlk.,Pseudima pallidum Radlk.,Repert. Spec. Nov. Regni Veg. 9: 376 (1911),"Brazil, French Guiana, Suriname","Brazil North, French Guiana, Suriname",unknown,unknown,211194-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:211194-2
Sapindaceae,Serjania,divaricaticocca,Serjania_divaricaticocca,Somner & Acev.-Rodr.,Serjania divaricaticocca Somner & Acev.-Rodr.,Brittonia 53: 481 (2001 publ. 2002),Brazil,Brazil Southeast,unknown,unknown,322767-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:322767-2
Sapindaceae,Serjania,ferruginea,Serjania_ferruginea,(Lindl.) Mabb.,Serjania ferruginea (Lindl.) Mabb.,"Mabberley&#x27;s Pl.-Book, ed. 4: 1102 (2017)",Brazil,"Brazil Northeast, Brazil South, Brazil Southeast",unknown,unknown,77164256-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77164256-1
Sapindaceae,Serjania,ichthyctona,Serjania_ichthyctona,Radlk.,Serjania ichthyctona Radlk.,Monogr. Serjania: 230 (1875),Brazil,"Brazil Northeast, Brazil Southeast",unknown,unknown,785017-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:785017-1
