family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Euphorbiaceae,Acalypha,brevibracteata,Acalypha_brevibracteata,Müll.Arg.,Acalypha brevibracteata Müll.Arg.,"A.P.de Candolle, Prodr. 15(2): 855 (1866)",Brazil,Brazil Southeast,unknown,unknown,337216-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:337216-1
Euphorbiaceae,Acalypha,tenuiramea,Acalypha_tenuiramea,Müll.Arg.,Acalypha tenuiramea Müll.Arg.,"A.P.de Candolle, Prodr. 15(2): 858 (1866)",Brazil,Brazil Southeast,unknown,unknown,337875-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:337875-1
Euphorbiaceae,Acalypha,vellamea,Acalypha_vellamea,Baill.,Acalypha vellamea Baill.,Adansonia 5: 228 (1865),"Argentina, Bolivia, Brazil, Paraguay","Argentina Northeast, Bolivia, Brazil Southeast, Brazil West-Central, Paraguay",unknown,unknown,337911-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:337911-1
Euphorbiaceae,Algernonia,pardina,Algernonia_pardina,Croizat,Algernonia pardina Croizat,Trop. Woods 76: 14 (1943),Brazil,Brazil Northeast,unknown,unknown,8341-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:8341-2
Euphorbiaceae,Bernardia,erecta,Bernardia_erecta,J.F.Carrión & Amorim,Bernardia erecta J.F.Carrión & Amorim,Brittonia 73: 324 (2021),Brazil,Brazil Northeast,unknown,unknown,77234161-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77234161-1
Euphorbiaceae,Bernardia,monoica,Bernardia_monoica,J.F.Carrión & Cordeiro,Bernardia monoica J.F.Carrión & Cordeiro,Brittonia 73: 327 (2021),Brazil,Brazil Northeast,unknown,unknown,77234162-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77234162-1
Euphorbiaceae,Bernardia,stylosa,Bernardia_stylosa,J.F.Carrión & Amorim,Bernardia stylosa J.F.Carrión & Amorim,Brittonia 73: 329 (2021),Brazil,Brazil Northeast,unknown,unknown,77234163-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77234163-1
Euphorbiaceae,Caperonia,castrobarrosiana,Caperonia_castrobarrosiana,Paula & Hamburgo,Caperonia castrobarrosiana Paula & Hamburgo,Rodriguésia 30(46): 164 (1978),Brazil,Brazil Northeast,unknown,unknown,44530-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:44530-2
Euphorbiaceae,Caperonia,vellizoana,Caperonia_vellizoana,Müll.Arg.,Caperonia vellizoana Müll.Arg.,"C.F.P.von Martius &amp; auct. suc. (eds.), Fl. Bras. 11(2): 323 (1874)",Brazil,Brazil Southeast,unknown,unknown,340412-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:340412-1
Euphorbiaceae,Cnidoscolus,mcvaughii,Cnidoscolus_mcvaughii,C.C.Oliveira & M.J.Silva,Cnidoscolus mcvaughii C.C.Oliveira & M.J.Silva,Phytotaxa 500: 187 (2021),Brazil,Brazil West-Central,unknown,unknown,77219232-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77219232-1
