family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Aristolochiaceae,Aristolochia,acutifolia,Aristolochia_acutifolia,Duch.,Aristolochia acutifolia Duch.,"Ann. Sci. Nat., Bot., sér. 4, 2: 54 (1854)","Brazil, Colombia, Ecuador, Peru, Venezuela","Brazil North, Brazil West-Central, Colombia, Ecuador, Peru, Venezuela",unknown,unknown,272643-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:272643-2
Aristolochiaceae,Aristolochia,albertiana,Aristolochia_albertiana,Ahumada,Aristolochia albertiana Ahumada,Sellowia 24: 64 (1972),"Argentina, Brazil","Argentina Northeast, Brazil South",unknown,unknown,19390-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:19390-2
Aristolochiaceae,Aristolochia,angustifolia,Aristolochia_angustifolia,Cham.,Aristolochia angustifolia Cham.,Linnaea 7: 211 (1832),"Argentina, Brazil, Paraguay, Uruguay","Argentina Northeast, Brazil North, Paraguay, Uruguay",unknown,unknown,92737-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:92737-1
Aristolochiaceae,Aristolochia,arcuata,Aristolochia_arcuata,Mast.,Aristolochia arcuata Mast.,"C.F.P.von Martius &amp; auct. suc. (eds.), Fl. Bras. 4(2): 101 (1875)",Brazil,"Brazil South, Brazil Southeast, Brazil West-Central",unknown,unknown,92744-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:92744-1
Aristolochiaceae,Aristolochia,assisii,Aristolochia_assisii,"J.Freitas, Lírio & F.González","Aristolochia assisii J.Freitas, Lírio & F.González",Phytotaxa 163: 263 (2014),Brazil,"Brazil Northeast, Brazil Southeast",unknown,unknown,77140305-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77140305-1
Aristolochiaceae,Aristolochia,bahiensis,Aristolochia_bahiensis,F.González,Aristolochia bahiensis F.González,Brittonia 50: 8 (1998),Brazil,"Brazil Northeast, Brazil Southeast",unknown,unknown,315366-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:315366-2
Aristolochiaceae,Aristolochia,birostris,Aristolochia_birostris,Duch.,Aristolochia birostris Duch.,"Ann. Sci. Nat., Bot., sér. 4, 2: 60 (1854)",Brazil,Brazil Northeast,unknown,unknown,92776-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:92776-1
Aristolochiaceae,Aristolochia,brevifolia,Aristolochia_brevifolia,(Cham.) Hauman,Aristolochia brevifolia (Cham.) Hauman,Anales Mus. Nac. Hist. Nat. Buenos Aires 32: 325 (1923),"Argentina, Brazil, Uruguay","Argentina Northeast, Brazil South, Uruguay",unknown,unknown,19412-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:19412-2
Aristolochiaceae,Aristolochia,brunneomaculata,Aristolochia_brunneomaculata,I.S.Abreu & Giul.,Aristolochia brunneomaculata I.S.Abreu & Giul.,Sitientibus Sér. Ci. Biol. 16: 1 (2016),Brazil,Brazil Northeast,unknown,unknown,77214843-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77214843-1
Aristolochiaceae,Aristolochia,burchellii,Aristolochia_burchellii,Mast.,Aristolochia burchellii Mast.,"C.F.P.von Martius &amp; auct. suc. (eds.), Fl. Bras. 4(2): 90 (1875)",Brazil,Brazil North,unknown,unknown,92798-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:92798-1
Aristolochiaceae,Aristolochia,burelae,Aristolochia_burelae,Herzog,Aristolochia burelae Herzog,Meded. Rijks-Herb. 40: 2 (1931),"Argentina, Bolivia, Brazil","Argentina Northwest, Bolivia, Brazil North",unknown,unknown,19418-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:19418-2
Aristolochiaceae,Aristolochia,cabrerae,Aristolochia_cabrerae,Ahumada,Aristolochia cabrerae Ahumada,Folia Bot. Geobot. Corrent. 2: 1 (1989),Brazil,Brazil West-Central,unknown,unknown,272649-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:272649-2
Aristolochiaceae,Aristolochia,cauliflora,Aristolochia_cauliflora,Ule,Aristolochia cauliflora Ule,Verh. Bot. Vereins Prov. Brandenburg 47: 120 (1905),"Brazil, Peru","Brazil North, Brazil West-Central, Peru",unknown,unknown,19426-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:19426-2
Aristolochiaceae,Aristolochia,ceresensis,Aristolochia_ceresensis,Kuntze,Aristolochia ceresensis Kuntze,Revis. Gen. Pl. 3(2): 271 (1898),"Argentina, Bolivia, Brazil, Paraguay","Argentina Northeast, Bolivia, Brazil West-Central, Paraguay",unknown,unknown,19427-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:19427-2
Aristolochiaceae,Aristolochia,chamissonis,Aristolochia_chamissonis,(Klotzsch) Duch.,Aristolochia chamissonis (Klotzsch) Duch.,"A.P.de Candolle, Prodr. 15(1): 462 (1864)","Brazil, Venezuela","Brazil South, Brazil Southeast, Brazil West-Central, Venezuela",unknown,unknown,92823-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:92823-1
Aristolochiaceae,Aristolochia,chiquitensis,Aristolochia_chiquitensis,Duch.,Aristolochia chiquitensis Duch.,"Ann. Sci. Nat., Bot., sér. 4, 2: 49 (1854)","Bolivia, Brazil","Bolivia, Brazil Southeast",unknown,unknown,92829-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:92829-1
Aristolochiaceae,Aristolochia,chrysochlora,Aristolochia_chrysochlora,Barb.Rodr.,Aristolochia chrysochlora Barb.Rodr.,Vellosia 2: 23A (1885-1888 publ.1891),Brazil,Brazil North,unknown,unknown,92830-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:92830-1
Aristolochiaceae,Aristolochia,constricta,Aristolochia_constricta,Griseb.,Aristolochia constricta Griseb.,Abh. Königl. Ges. Wiss. Göttingen 7: 225 (1857),"Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Honduras, Leeward Is., Nicaragua, Panama, Peru, Venezuela, Windward Is.","Bolivia, Brazil North, Colombia, Costa Rica, Ecuador, Honduras, Leeward Is., Nicaragua, Panama, Peru, Venezuela, Windward Is.",unknown,unknown,92853-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:92853-1
Aristolochiaceae,Aristolochia,cordigera,Aristolochia_cordigera,(Klotzsch) Duch.,Aristolochia cordigera (Klotzsch) Duch.,"A.P.de Candolle, Prodr. 15(1): 455 (1864)",Brazil,"Brazil North, Brazil Northeast, Brazil Southeast, Brazil West-Central",unknown,unknown,92860-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:92860-1
