family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Cucurbitaceae,Apodanthera,bradei,Apodanthera_bradei,Mart.Crov.,Apodanthera bradei Mart.Crov.,Notul. Syst. (Paris) 15: 44 (1955),Brazil,"Brazil Northeast, Brazil Southeast",unknown,unknown,16685-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:16685-2
Cucurbitaceae,Cayaponia,lhotzkyana,Cayaponia_lhotzkyana,(Cogn.) Cogn.,Cayaponia lhotzkyana (Cogn.) Cogn.,"A.L.P.P.de Candolle &amp; A.C.P.de Candolle, Monogr. Phan. 3: 765 (1881)",Brazil,Brazil Southeast,unknown,unknown,291818-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:291818-1
Cucurbitaceae,Cayaponia,racemosa,Cayaponia_racemosa,(Mill.) Cogn.,Cayaponia racemosa (Mill.) Cogn.,"A.L.P.P.de Candolle &amp; A.C.P.de Candolle, Monogr. Phan. 3: 768 (1881)","Bahamas, Belize, Brazil, Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, El Salvador, French Guiana, Guatemala, Guyana, Haiti, Honduras, Jamaica, Leeward Is., Mexico, Nicaragua, Panama, Peru, Puerto Rico, Trinidad-Tobago, Venezuela, Windward Is.","Bahamas, Belize, Brazil North, Brazil Northeast, Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, El Salvador, French Guiana, Guatemala, Guyana, Haiti, Honduras, Jamaica, Leeward Is., Mexico Gulf, Mexico Northeast, Mexico Southeast, Mexico Southwest, Nicaragua, Panama, Peru, Puerto Rico, Trinidad-Tobago, Venezuela, Windward Is.",Spain,Canary Is.,291845-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:291845-1
Cucurbitaceae,Cayaponia,ulei,Cayaponia_ulei,Cogn. ex Harms,Cayaponia ulei Cogn. ex Harms,Repert. Spec. Nov. Regni Veg. 22: 342 (1926),Brazil,Brazil South,unknown,unknown,50629-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:50629-2
Cucurbitaceae,Cucurbitella,asperata,Cucurbitella_asperata,(Gillies ex Hook. & Arn.) Walp.,Cucurbitella asperata (Gillies ex Hook. & Arn.) Walp.,Repert. Bot. Syst. 6: 50 (1846),"Argentina, Bolivia, Brazil, Paraguay, Uruguay","Argentina Northeast, Argentina Northwest, Bolivia, Brazil South, Brazil West-Central, Paraguay, Uruguay",unknown,unknown,1213253-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1213253-2
Cucurbitaceae,Gurania,longiflora,Gurania_longiflora,Cogn.,Gurania longiflora Cogn.,"H.G.A.Engler (ed.), Pflanzenr., IV, 275 I: 211 (1916)",Brazil,Brazil North,unknown,unknown,114846-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:114846-2
Cucurbitaceae,Gurania,pseudospinulosa,Gurania_pseudospinulosa,Cogn.,Gurania pseudospinulosa Cogn.,Diagn. Cucurb. Nouv. 1: 36 (1876),Brazil,"Brazil Southeast, Brazil West-Central",unknown,unknown,292833-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:292833-1
Cucurbitaceae,Gurania,wawrae,Gurania_wawrae,Cogn.,Gurania wawrae Cogn.,Diagn. Cucurb. Nouv. 1: 39 (1876),Brazil,Brazil Northeast,unknown,unknown,292869-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:292869-1
Cucurbitaceae,Luffa,sepium,Luffa_sepium,(G.Mey.) C.Jeffrey,Luffa sepium (G.Mey.) C.Jeffrey,Kew Bull. 47: 742 (1992),"Bolivia, Brazil, Colombia, French Guiana, Guyana, Netherlands Antilles, Suriname, Trinidad-Tobago, Venezuela","Bolivia, Brazil North, Colombia, French Guiana, Guyana, Netherlands Antilles, Suriname, Trinidad-Tobago, Venezuela","Galapagos, Senegal","Galapagos, Senegal",1076251-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1076251-2
Cucurbitaceae,Sicyos,polyacanthos,Sicyos_polyacanthos,Cogn.,Sicyos polyacanthos Cogn.,"C.F.P.von Martius &amp; auct. suc. (eds.), Fl. Bras. 6(4): 107 (1878)","Argentina, Bolivia, Brazil, Paraguay, Uruguay","Argentina Northeast, Argentina Northwest, Bolivia, Brazil Northeast, Brazil South, Brazil Southeast, Brazil West-Central, Paraguay, Uruguay","Angola, Burundi, Ethiopia, Kenya, Nicaragua, Tanzania, Zaire","Angola, Burundi, Ethiopia, Kenya, Nicaragua, Tanzania, Zaire",294010-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:294010-1
