family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Gentianaceae,Chelonanthus,longistylus,Chelonanthus_longistylus,(J.G.M.Pers. & Maas) Struwe & V.A.Albert,Chelonanthus longistylus (J.G.M.Pers. & Maas) Struwe & V.A.Albert,Harvard Pap. Bot. 3: 70 (1998),"Brazil, French Guiana, Guyana, Suriname, Trinidad-Tobago, Venezuela","Brazil North, French Guiana, Guyana, Suriname, Trinidad-Tobago, Venezuela",unknown,unknown,1097034-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1097034-2
Gentianaceae,Helia,acutangula,Helia_acutangula,(Ruiz & Pav.) Kuntze,Helia acutangula (Ruiz & Pav.) Kuntze,Revis. Gen. Pl. 2: 427 (1891),"Belize, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Paraguay, Peru","Belize, Bolivia, Brazil North, Brazil West-Central, Colombia, Costa Rica, Ecuador, Guatemala, Honduras, Mexico Gulf, Mexico Southeast, Mexico Southwest, Nicaragua, Panama, Paraguay, Peru",unknown,unknown,118810-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:118810-2
Gentianaceae,Helia,alba,Helia_alba,(Spruce ex Progel) Kuntze,Helia alba (Spruce ex Progel) Kuntze,Revis. Gen. Pl. 2: 428 (1891),"Bolivia, Brazil, Peru, Venezuela","Bolivia, Brazil North, Peru, Venezuela",unknown,unknown,118812-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:118812-2
Gentianaceae,Helia,angustifolia,Helia_angustifolia,(Kunth) Kuntze,Helia angustifolia (Kunth) Kuntze,Revis. Gen. Pl. 2: 428 (1891),"Bolivia, Brazil, Ecuador, Guyana, Paraguay, Peru, Venezuela","Bolivia, Brazil North, Ecuador, Guyana, Paraguay, Peru, Venezuela",unknown,unknown,118816-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:118816-2
Gentianaceae,Helia,grandiflora,Helia_grandiflora,(Aubl.) Kuntze,Helia grandiflora (Aubl.) Kuntze,Revis. Gen. Pl. 2: 428 (1891),"Brazil, French Guiana, Guyana, Suriname, Venezuela, Windward Is.","Brazil North, Brazil Northeast, Brazil Southeast, French Guiana, Guyana, Suriname, Venezuela, Windward Is.",unknown,unknown,118835-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:118835-2
Gentianaceae,Helia,viridiflora,Helia_viridiflora,(Mart.) Kuntze,Helia viridiflora (Mart.) Kuntze,Revis. Gen. Pl. 2: 428 (1891),"Argentina, Bolivia, Brazil, Guyana, Paraguay","Argentina Northeast, Bolivia, Brazil North, Brazil Northeast, Brazil South, Brazil Southeast, Brazil West-Central, Guyana, Paraguay",unknown,unknown,118869-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:118869-2
Gentianaceae,Symphyllophyton,aequalifolium,Symphyllophyton_aequalifolium,"N.G.Silva, E.F.Guim. & R.J.V.Alves","Symphyllophyton aequalifolium N.G.Silva, E.F.Guim. & R.J.V.Alves",Phytotaxa 521: 162 (2021),Brazil,Brazil Northeast,unknown,unknown,77221394-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77221394-1
Gentianaceae,Symphyllophyton,gradatum,Symphyllophyton_gradatum,"N.G.Silva, E.F.Guim. & R.J.V.Alves","Symphyllophyton gradatum N.G.Silva, E.F.Guim. & R.J.V.Alves",Phytotaxa 521: 167 (2021),Brazil,Brazil North,unknown,unknown,77221403-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77221403-1
Gentianaceae,Symphyllophyton,horologium,Symphyllophyton_horologium,"N.G.Silva, E.F.Guim. & R.J.V.Alves","Symphyllophyton horologium N.G.Silva, E.F.Guim. & R.J.V.Alves",Phytotaxa 521: 169 (2021),Brazil,Brazil West-Central,unknown,unknown,77221404-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77221404-1
Gentianaceae,Symphyllophyton,strictifolium,Symphyllophyton_strictifolium,"N.G.Silva, E.F.Guim. & R.J.V.Alves","Symphyllophyton strictifolium N.G.Silva, E.F.Guim. & R.J.V.Alves",Phytotaxa 521: 171 (2021),Brazil,Brazil North,unknown,unknown,77221405-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77221405-1
Gentianaceae,Symphyllophyton,sucreanum,Symphyllophyton_sucreanum,"(E.F.Guim. & Fontella) N.G.Silva, E.F.Guim. & R.J.V.Alves","Symphyllophyton sucreanum (E.F.Guim. & Fontella) N.G.Silva, E.F.Guim. & R.J.V.Alves",Phytotaxa 521: 173 (2021),Brazil,Brazil Northeast,unknown,unknown,77221406-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77221406-1
Gentianaceae,Tapeinostemon,longiflorus,Tapeinostemon_longiflorus,Maguire & Steyerm.,Tapeinostemon longiflorus Maguire & Steyerm.,Mem. New York Bot. Gard. 32: 359 (1981),"Brazil, Venezuela","Brazil North, Venezuela",unknown,unknown,249382-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:249382-2
