family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Sabiaceae,Ophiocaryon,klugii,Ophiocaryon_klugii,Barneby,Ophiocaryon klugii Barneby,Mem. New York Bot. Gard. 23: 119 (1972),"Brazil, Colombia, Ecuador, Peru","Brazil North, Colombia, Ecuador, Peru",unknown,unknown,174573-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:174573-2
