family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Polygalaceae,Asemeia,aguiariana,Asemeia_aguiariana,J.F.B.Pastore & M.Mota,Asemeia aguiariana J.F.B.Pastore & M.Mota,Syst. Bot. 46: 82 (2021),Brazil,Brazil West-Central,unknown,unknown,77233985-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77233985-1
Polygalaceae,Asemeia,campestris,Asemeia_campestris,J.F.B.Pastore & M.Mota,Asemeia campestris J.F.B.Pastore & M.Mota,Syst. Bot. 46: 83 (2021),Brazil,Brazil West-Central,unknown,unknown,77233986-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77233986-1
Polygalaceae,Asemeia,eglandulosa,Asemeia_eglandulosa,J.F.B.Pastore & M.Mota,Asemeia eglandulosa J.F.B.Pastore & M.Mota,Syst. Bot. 46: 85 (2021),Brazil,Brazil West-Central,unknown,unknown,77233987-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77233987-1
Polygalaceae,Asemeia,subaphylla,Asemeia_subaphylla,J.F.B.Pastore & M.Mota,Asemeia subaphylla J.F.B.Pastore & M.Mota,Syst. Bot. 46: 85 (2021),Brazil,Brazil West-Central,unknown,unknown,77233988-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77233988-1
Polygalaceae,Caamembeca,martinellii,Caamembeca_martinellii,(Marques & E.F.Guim.) J.F.B.Pastore,Caamembeca martinellii (Marques & E.F.Guim.) J.F.B.Pastore,Kew Bull. 67: 439 (2012),Brazil,Brazil Northeast,unknown,unknown,77119193-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77119193-1
Polygalaceae,Diclidanthera,bolivarensis,Diclidanthera_bolivarensis,Pittier,Diclidanthera bolivarensis Pittier,Bol. Soc. Venez. Ci. Nat. 7(51): 313 (1942),"Brazil, Colombia, Peru, Venezuela","Brazil North, Colombia, Peru, Venezuela",unknown,unknown,826358-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:826358-1
Polygalaceae,Moutabea,arianae,Moutabea_arianae,Jans.-Jac. & Maas,Moutabea arianae Jans.-Jac. & Maas,Blumea 55: 86 (2010),"Brazil, French Guiana","Brazil North, French Guiana",unknown,unknown,77104910-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77104910-1
Polygalaceae,Polygala,bevilacquae,Polygala_bevilacquae,Marques,Polygala bevilacquae Marques,Hoehnea 30: 213 (2003),Brazil,Brazil Southeast,unknown,unknown,77061720-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77061720-1
Polygalaceae,Polygala,bringelii,Polygala_bringelii,J.F.B.Pastore & Antar,Polygala bringelii J.F.B.Pastore & Antar,Eur. J. Taxon. 762: 135 (2021),Brazil,Brazil North,unknown,unknown,77219129-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77219129-1
Polygalaceae,Polygala,glaziowii,Polygala_glaziowii,Chodat,Polygala glaziowii Chodat,Mém. Soc. Phys. Genève 31(2: 2): 276 (1893),Brazil,"Brazil South, Brazil Southeast",unknown,unknown,205542-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:205542-2
Polygalaceae,Polygala,petricola,Polygala_petricola,J.F.B.Pastore,Polygala petricola J.F.B.Pastore,Edinburgh J. Bot. 78-356: 2 (2021),Brazil,Brazil Southeast,unknown,unknown,77248981-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77248981-1
Polygalaceae,Polygala,rojasii,Polygala_rojasii,Chodat,Polygala rojasii Chodat,"Bull. Herb. Boissier, sér. 2, 7: 919 (1907)","Argentina, Bolivia, Brazil, Paraguay","Argentina Northeast, Bolivia, Brazil South, Paraguay",unknown,unknown,205816-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:205816-2
Polygalaceae,Polygala,tocantinensis,Polygala_tocantinensis,J.F.B.Pastore & Antar,Polygala tocantinensis J.F.B.Pastore & Antar,Eur. J. Taxon. 762: 137 (2021),Brazil,Brazil North,unknown,unknown,77219130-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77219130-1
