family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Begoniaceae,Begonia,capensis,Begonia_capensis,L.f.,Begonia capensis L.f.,Suppl. Pl.: 502 (1782),Brazil,Brazil Southeast,unknown,unknown,104366-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:104366-1
Begoniaceae,Begonia,dichotoma,Begonia_dichotoma,Jacq.,Begonia dichotoma Jacq.,Collectanea 3: 250 (1791),"Bolivia, Brazil, Colombia, Venezuela","Bolivia, Brazil Northeast, Brazil Southeast, Colombia, Venezuela",unknown,unknown,104544-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:104544-1
Begoniaceae,Begonia,fernandoi-costae,Begonia_fernandoi-costae,Irmsch.,Begonia fernandoi-costae Irmsch.,Bot. Jahrb. Syst. 76: 52 (1953),Brazil,Brazil Southeast,unknown,unknown,30542-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30542-2
Begoniaceae,Begonia,fiebrigii,Begonia_fiebrigii,C.DC.,Begonia fiebrigii C.DC.,"Bull. Soc. Bot. Genève, sér. 2, 6: 123 (1914)","Argentina, Brazil, Paraguay","Argentina Northwest, Brazil South, Brazil Southeast, Paraguay",unknown,unknown,30545-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30545-2
Begoniaceae,Begonia,kunthiana,Begonia_kunthiana,Walp.,Begonia kunthiana Walp.,Ann. Bot. Syst. 2: 650 (1852),Brazil,Brazil Southeast,unknown,unknown,104985-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:104985-1
Begoniaceae,Begonia,macduffieana,Begonia_macduffieana,L.B.Sm. & B.G.Schub.,Begonia macduffieana L.B.Sm. & B.G.Schub.,Begonian 52: 135 (1985),Brazil,Brazil North,unknown,unknown,273174-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:273174-2
Begoniaceae,Begonia,mollicaulis,Begonia_mollicaulis,Irmsch.,Begonia mollicaulis Irmsch.,Webbia 12: 507 (1957),Brazil,Brazil South,unknown,unknown,30763-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30763-2
Begoniaceae,Begonia,olbia,Begonia_olbia,Kerch.,Begonia olbia Kerch.,Rev. Hort. Belge Étrangère 9: 241 (1883),Brazil,Brazil Southeast,unknown,unknown,105310-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:105310-1
Begoniaceae,Begonia,per-dusenii,Begonia_per-dusenii,Brade,Begonia per-dusenii Brade,Arch. Jard. Bot. Rio de Janeiro 12: 10 (1953),"Argentina, Brazil","Argentina Northeast, Brazil South",unknown,unknown,105408-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:105408-1
Begoniaceae,Begonia,santos-limae,Begonia_santos-limae,Brade,Begonia santos-limae Brade,Arq. Serv. Florest. 2: 23 (1943),Brazil,Brazil Southeast,unknown,unknown,30883-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30883-2
Begoniaceae,Begonia,sarmentacea,Begonia_sarmentacea,Brilmayer,Begonia sarmentacea Brilmayer,All About Begonias: 136 (1960),Brazil,"Brazil Southeast, Brazil West-Central",unknown,unknown,77176910-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77176910-1
Begoniaceae,Begonia,solimutata,Begonia_solimutata,L.B.Sm. & Wassh.,Begonia solimutata L.B.Sm. & Wassh.,Begonian 57: 217 (1990),Brazil,Brazil North,unknown,unknown,273191-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:273191-2
Begoniaceae,Begonia,stipularis,Begonia_stipularis,Spreng.,Begonia stipularis Spreng.,J. Bot. (Schrader) 1800(2): 195 (1801),Brazil,Brazil Southeast,unknown,unknown,105793-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:105793-1
