family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Myrtaceae,Eugenia,acapulcensis,Eugenia_acapulcensis,Steud.,Eugenia acapulcensis Steud.,"Nomencl. Bot., ed. 2, 1: 601 (1840)","Belize, Brazil, Colombia, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Venezuela","Belize, Brazil Northeast, Colombia, Costa Rica, El Salvador, Guatemala, Honduras, Mexico Central, Mexico Gulf, Mexico Northeast, Mexico Northwest, Mexico Southeast, Mexico Southwest, Nicaragua, Panama, Venezuela",unknown,unknown,593490-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:593490-1
Myrtaceae,Eugenia,azurensis,Eugenia_azurensis,O.Berg,Eugenia azurensis O.Berg,"C.F.P.von Martius &amp; auct. suc. (eds.), Fl. Bras. 14(1): 224 (1857)",Brazil,Brazil Northeast,unknown,unknown,593695-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:593695-1
Myrtaceae,Eugenia,canumana,Eugenia_canumana,M.A.D.Souza & Sobral,Eugenia canumana M.A.D.Souza & Sobral,Phytotaxa 536: 199 (2022),Brazil,Brazil North,unknown,unknown,77260806-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77260806-1
Myrtaceae,Eugenia,dichasiata,Eugenia_dichasiata,Giaretta,Eugenia dichasiata Giaretta,Phytotaxa 524: 151 (2021),Brazil,"Brazil Northeast, Brazil Southeast",unknown,unknown,77222372-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77222372-1
Myrtaceae,Eugenia,glomeruliflora,Eugenia_glomeruliflora,Mazine,Eugenia glomeruliflora Mazine,Phytotaxa 205: 165 (2015),Brazil,Brazil North,unknown,unknown,77146874-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77146874-1
Myrtaceae,Eugenia,humaitana,Eugenia_humaitana,Sobral & M.A.D.Souza,Eugenia humaitana Sobral & M.A.D.Souza,Phytotaxa 536: 200 (2022),Brazil,Brazil North,unknown,unknown,77260807-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77260807-1
Myrtaceae,Eugenia,jutai,Eugenia_jutai,M.A.D.Souza & Sobral,Eugenia jutai M.A.D.Souza & Sobral,Phytotaxa 536: 200 (2022),Brazil,Brazil North,unknown,unknown,77260808-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77260808-1
Myrtaceae,Eugenia,leucogyna,Eugenia_leucogyna,Sobral,Eugenia leucogyna Sobral,Phytotaxa 483: 277 (2021),Brazil,Brazil North,unknown,unknown,77215836-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77215836-1
Myrtaceae,Eugenia,maritima,Eugenia_maritima,DC.,Eugenia maritima DC.,Prodr. 3: 271 (1828),Brazil,Brazil Northeast,unknown,unknown,595056-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:595056-1
Myrtaceae,Eugenia,martinellii,Eugenia_martinellii,"(G.M.Barroso & M.Peron) Stadnik, D.K.D.Caldas & M.C.Souza","Eugenia martinellii (G.M.Barroso & M.Peron) Stadnik, D.K.D.Caldas & M.C.Souza",Phytotaxa 508: 156 (2021),Brazil,Brazil Southeast,unknown,unknown,77219959-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77219959-1
Myrtaceae,Eugenia,multilocellata,Eugenia_multilocellata,Sobral & M.A.D.Souza,Eugenia multilocellata Sobral & M.A.D.Souza,Phytotaxa 536: 205 (2022),Brazil,Brazil North,unknown,unknown,77260810-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77260810-1
Myrtaceae,Eugenia,paradisiaca,Eugenia_paradisiaca,Giaretta,Eugenia paradisiaca Giaretta,Phytotaxa 524: 161 (2021),Brazil,Brazil Southeast,unknown,unknown,77222373-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77222373-1
Myrtaceae,Eugenia,paranapanemensis,Eugenia_paranapanemensis,Valdemarin & Mazine,Eugenia paranapanemensis Valdemarin & Mazine,Syst. Bot. 47: 499 (2022),Brazil,Brazil Southeast,unknown,unknown,77307932-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77307932-1
Myrtaceae,Eugenia,piloesis,Eugenia_piloesis,Cambess.,Eugenia piloesis Cambess.,"A.F.C.de Saint-Hilaire, Fl. Bras. Merid. 2: 357 (1833)",Brazil,"Brazil Southeast, Brazil West-Central",unknown,unknown,595523-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:595523-1
Myrtaceae,Eugenia,pinifolia,Eugenia_pinifolia,Mart. ex O.Berg,Eugenia pinifolia Mart. ex O.Berg,"C.F.P.von Martius &amp; auct. suc. (eds.), Fl. Bras. 14(1): 375 (1857)",Brazil,Brazil West-Central,unknown,unknown,595529-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:595529-1
