family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Ochnaceae,Froesia,crassiflora,Froesia_crassiflora,Pires & Fróes,Froesia crassiflora Pires & Fróes,Bol. Técn. Inst. Agron. N. 20: 41 (1950),"Brazil, Colombia","Brazil North, Colombia",unknown,unknown,106121-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:106121-2
Ochnaceae,Froesia,diffusa,Froesia_diffusa,Gereau & R.Vásquez,Froesia diffusa Gereau & R.Vásquez,Novon 4: 247 (1994),"Brazil, Ecuador, Peru","Brazil North, Ecuador, Peru",unknown,unknown,306423-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:306423-2
Ochnaceae,Froesia,tricarpa,Froesia_tricarpa,Pires,Froesia tricarpa Pires,Bol. Técn. Inst. Agron. N. 15: 22 (1948),"Brazil, Colombia, Venezuela","Brazil North, Colombia, Venezuela",unknown,unknown,106122-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:106122-2
Ochnaceae,Lacunaria,crenata,Lacunaria_crenata,(Tul.) A.C.Sm.,Lacunaria crenata (Tul.) A.C.Sm.,Trop. Woods 58: 31 (1939),"Brazil, Colombia, Costa Rica, Ecuador, French Guiana, Guyana, Honduras, Nicaragua, Panama, Peru, Suriname, Venezuela","Brazil North, Brazil Northeast, Brazil Southeast, Brazil West-Central, Colombia, Costa Rica, Ecuador, French Guiana, Guyana, Honduras, Nicaragua, Panama, Peru, Suriname, Venezuela",unknown,unknown,134573-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:134573-2
Ochnaceae,Lacunaria,grandiflora,Lacunaria_grandiflora,Ducke,Lacunaria grandiflora Ducke,Arch. Jard. Bot. Rio de Janeiro 4: 140 (1925),"Brazil, Colombia, Venezuela","Brazil North, Colombia, Venezuela",unknown,unknown,134575-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:134575-2
Ochnaceae,Lacunaria,grandifolia,Lacunaria_grandifolia,Ducke,Lacunaria grandifolia Ducke,Arq. Inst. Biol. Veg. 2: 168 (1935),Brazil,Brazil North,unknown,unknown,134576-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:134576-2
Ochnaceae,Lacunaria,jenmanii,Lacunaria_jenmanii,(Oliv.) Ducke,Lacunaria jenmanii (Oliv.) Ducke,Arch. Jard. Bot. Rio de Janeiro 5: 171 (1930),"Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Venezuela","Brazil North, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, Venezuela",unknown,unknown,134577-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:134577-2
Ochnaceae,Lacunaria,macrostachya,Lacunaria_macrostachya,(Tul.) A.C.Sm.,Lacunaria macrostachya (Tul.) A.C.Sm.,Trop. Woods 58: 31 (1939),"Bolivia, Brazil, Ecuador, Peru, Venezuela","Bolivia, Brazil North, Brazil West-Central, Ecuador, Peru, Venezuela",unknown,unknown,134578-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:134578-2
Ochnaceae,Lacunaria,oppositifolia,Lacunaria_oppositifolia,Pires,Lacunaria oppositifolia Pires,Bol. Técn. Inst. Agron. N. 28: 45 (1954),"Brazil, Venezuela","Brazil North, Brazil West-Central, Venezuela",unknown,unknown,134580-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:134580-2
Ochnaceae,Lacunaria,sampaioi,Lacunaria_sampaioi,Ducke,Lacunaria sampaioi Ducke,Bol. Mus. Nac. Rio de Janeiro 10: 103 (1934),Brazil,Brazil North,unknown,unknown,134584-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:134584-2
Ochnaceae,Lacunaria,umbonata,Lacunaria_umbonata,Pires,Lacunaria umbonata Pires,Bol. Técn. Inst. Agron. N. 28: 46 (1954),"Brazil, French Guiana","Brazil North, French Guiana",unknown,unknown,134587-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:134587-2
Ochnaceae,Ouratea,angustissima,Ouratea_angustissima,Sastre & Offroy,Ouratea angustissima Sastre & Offroy,"Adansonia, sér. 3, 38: 82 (2016)",Brazil,Brazil West-Central,unknown,unknown,77156832-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156832-1
Ochnaceae,Ouratea,disticha,Ouratea_disticha,Tiegh.,Ouratea disticha Tiegh.,"Ann. Sci. Nat., Bot., sér. 8, 16: 260 (1902)",Brazil,Brazil Northeast,unknown,unknown,177529-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:177529-2
Ochnaceae,Ouratea,gardneri,Ouratea_gardneri,(Tiegh.) Sastre & Offroy,Ouratea gardneri (Tiegh.) Sastre & Offroy,"Adansonia, sér. 3, 38: 86 (2016)",Brazil,Brazil Northeast,unknown,unknown,77156838-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156838-1
Ochnaceae,Ouratea,glazioviana,Ouratea_glazioviana,(Tiegh.) Sastre & Offroy,Ouratea glazioviana (Tiegh.) Sastre & Offroy,"Adansonia, sér. 3, 38: 84 (2016)",Brazil,Brazil Southeast,unknown,unknown,77156833-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156833-1
Ochnaceae,Ouratea,glomerata,Ouratea_glomerata,(Pohl) Sastre & Offroy,Ouratea glomerata (Pohl) Sastre & Offroy,"Adansonia, sér. 3, 38: 64 (2016)",Brazil,Brazil West-Central,unknown,unknown,77158186-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77158186-1
Ochnaceae,Ouratea,iquitosensis,Ouratea_iquitosensis,J.F.Macbr.,Ouratea iquitosensis J.F.Macbr.,Candollea 5: 382 (1934),"Bolivia, Brazil, Colombia, Ecuador, Peru","Bolivia, Brazil West-Central, Colombia, Ecuador, Peru",unknown,unknown,177559-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:177559-2
Ochnaceae,Ouratea,linearis,Ouratea_linearis,(A.Gray) Sastre & Offroy,Ouratea linearis (A.Gray) Sastre & Offroy,"Adansonia, sér. 3, 38: 82 (2016)",Brazil,Brazil Southeast,unknown,unknown,77156831-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156831-1
Ochnaceae,Ouratea,luschnathiana,Ouratea_luschnathiana,(Tiegh.) K.Yamam. ex Sastre & Offroy,Ouratea luschnathiana (Tiegh.) K.Yamam. ex Sastre & Offroy,"Adansonia, sér. 3, 38: 80 (2016)",Brazil,Brazil Southeast,unknown,unknown,77156830-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156830-1
Ochnaceae,Ouratea,palatinatensis,Ouratea_palatinatensis,Sastre & Offroy,Ouratea palatinatensis Sastre & Offroy,"Adansonia, sér. 3, 38: 66 (2016)",Brazil,Brazil Southeast,unknown,unknown,77156825-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156825-1
Ochnaceae,Ouratea,pilinervosa,Ouratea_pilinervosa,Sastre & Offroy,Ouratea pilinervosa Sastre & Offroy,"Adansonia, sér. 3, 38: 90 (2016)",Brazil,Brazil Northeast,unknown,unknown,77156836-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156836-1
Ochnaceae,Ouratea,plana,Ouratea_plana,Tiegh.,Ouratea plana Tiegh.,"Ann. Sci. Nat., Bot., sér. 8, 16: 259 (1902)",Brazil,Brazil Southeast,unknown,unknown,177613-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:177613-2
Ochnaceae,Ouratea,ramifera,Ouratea_ramifera,Tiegh.,Ouratea ramifera Tiegh.,"Ann. Sci. Nat., Bot., sér. 8, 16: 261 (1902)",Brazil,Brazil Southeast,unknown,unknown,177629-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:177629-2
Ochnaceae,Ouratea,repens,Ouratea_repens,(Tiegh.) Sastre & Offroy,Ouratea repens (Tiegh.) Sastre & Offroy,"Adansonia, sér. 3, 38: 65 (2016)",Brazil,Brazil Southeast,unknown,unknown,77156824-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156824-1
Ochnaceae,Ouratea,rubescens,Ouratea_rubescens,Tiegh.,Ouratea rubescens Tiegh.,"Ann. Sci. Nat., Bot., sér. 8, 16: 257 (1902)",Brazil,Brazil North,unknown,unknown,177638-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:177638-2
Ochnaceae,Ouratea,subvelutina,Ouratea_subvelutina,(Planch.) Sastre & Offroy,Ouratea subvelutina (Planch.) Sastre & Offroy,"Adansonia, sér. 3, 38: 90 (2016)",Brazil,Brazil Northeast,unknown,unknown,77156837-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156837-1
Ochnaceae,Ouratea,terminalis,Ouratea_terminalis,(Vell.) Tiegh.,Ouratea terminalis (Vell.) Tiegh.,"Ann. Sci. Nat., Bot., sér. 8, 16: 293 (1902)",Brazil,Brazil Southeast,unknown,unknown,177664-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:177664-2
Ochnaceae,Ouratea,theophrasta,Ouratea_theophrasta,(Planch.) Baill.,Ouratea theophrasta (Planch.) Baill.,Hist. Pl. 4: 359 (1873),"Brazil, Guatemala, Mexico","Brazil Southeast, Guatemala, Mexico Gulf, Mexico Southeast",unknown,unknown,607240-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:607240-1
Ochnaceae,Ouratea,vellozoi,Ouratea_vellozoi,(Tiegh.) Sastre & Offroy,Ouratea vellozoi (Tiegh.) Sastre & Offroy,"Adansonia, sér. 3, 38: 84 (2016)",Brazil,Brazil Southeast,unknown,unknown,77156834-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77156834-1
Ochnaceae,Ouratea,vulgaris,Ouratea_vulgaris,(Vell.) Tiegh.,Ouratea vulgaris (Vell.) Tiegh.,"Ann. Sci. Nat., Bot., sér. 8, 16: 293 (1902)",Brazil,Brazil Southeast,unknown,unknown,177672-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:177672-2
Ochnaceae,Ouratea,yamamotoana,Ouratea_yamamotoana,"Fraga, G.H.Shimizu & D.B.O.S.Cardoso","Ouratea yamamotoana Fraga, G.H.Shimizu & D.B.O.S.Cardoso",Edinburgh J. Bot. 79-406: 2 (2022),Brazil,Brazil Southeast,unknown,unknown,77306303-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77306303-1
Ochnaceae,Quiina,amazonica,Quiina_amazonica,A.C.Sm.,Quiina amazonica A.C.Sm.,Trop. Woods 58: 27 (1939),"Bolivia, Brazil, Colombia, Ecuador, Peru","Bolivia, Brazil North, Brazil West-Central, Colombia, Ecuador, Peru",unknown,unknown,216643-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:216643-2
Ochnaceae,Quiina,berryi,Quiina_berryi,J.V.Schneid. & Zizka,Quiina berryi J.V.Schneid. & Zizka,Candollea 58: 464 (2003),"Brazil, French Guiana","Brazil North, French Guiana",unknown,unknown,330702-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:330702-2
Ochnaceae,Quiina,blackii,Quiina_blackii,Pires,Quiina blackii Pires,Bol. Técn. Inst. Agron. N. 20: 44 (1950),"Bolivia, Brazil, Colombia, Ecuador, Peru","Bolivia, Brazil North, Colombia, Ecuador, Peru",unknown,unknown,216644-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:216644-2
