family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Melastomataceae,Acisanthera,hedyotoidea,Acisanthera_hedyotoidea,Triana,Acisanthera hedyotoidea Triana,Trans. Linn. Soc. London 28: 33 (1871 publ. 1872),"Brazil, Colombia, Guyana, Suriname, Venezuela","Brazil North, Brazil Northeast, Colombia, Guyana, Suriname, Venezuela",unknown,unknown,566026-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:566026-1
Melastomataceae,Acisanthera,saxatilis,Acisanthera_saxatilis,Almeda & R.B.Pacifico,Acisanthera saxatilis Almeda & R.B.Pacifico,Acta Bot. Brasil. 36(e2021abb0281): 2 (2022),Brazil,Brazil West-Central,unknown,unknown,77299428-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77299428-1
Melastomataceae,Adelobotrys,acreanus,Adelobotrys_acreanus,Wurdack,Adelobotrys acreanus Wurdack,Phytologia 24: 195 (1972),"Brazil, Peru","Brazil North, Peru",unknown,unknown,4218-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:4218-2
Melastomataceae,Adelobotrys,atlanticus,Adelobotrys_atlanticus,Schulman,Adelobotrys atlanticus Schulman,Kew Bull. 63: 457 (2009),Brazil,Brazil Northeast,unknown,unknown,77095638-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77095638-1
Melastomataceae,Adelobotrys,barbatus,Adelobotrys_barbatus,Triana,Adelobotrys barbatus Triana,Trans. Linn. Soc. London 28: 68 (1871 publ. 1872),"Brazil, Colombia, Venezuela","Brazil North, Colombia, Venezuela",unknown,unknown,566052-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:566052-1
Melastomataceae,Adelobotrys,ciliatus,Adelobotrys_ciliatus,Triana,Adelobotrys ciliatus Triana,Trans. Linn. Soc. London 28: 68 (1871 publ. 1872),"Brazil, Colombia, French Guiana, Suriname, Venezuela","Brazil North, Colombia, French Guiana, Suriname, Venezuela",unknown,unknown,566054-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:566054-1
Melastomataceae,Adelobotrys,linearifolius,Adelobotrys_linearifolius,L.Uribe,Adelobotrys linearifolius L.Uribe,Caldasia 9: 295 (1966),"Brazil, Colombia, Venezuela","Brazil North, Colombia, Venezuela",unknown,unknown,4229-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:4229-2
Melastomataceae,Adelobotrys,macrophyllus,Adelobotrys_macrophyllus,Pilg.,Adelobotrys macrophyllus Pilg.,Verh. Bot. Vereins Prov. Brandenburg 47: 165 (1905),"Bolivia, Brazil, Colombia, Peru","Bolivia, Brazil North, Colombia, Peru",unknown,unknown,4231-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:4231-2
Melastomataceae,Adelobotrys,marginatus,Adelobotrys_marginatus,Brade,Adelobotrys marginatus Brade,Publ. Inst. Nac. Pesq. Amazônia Bot. 8: 14 (1958),"Brazil, Colombia, Peru","Brazil North, Colombia, Peru",unknown,unknown,4232-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:4232-2
Melastomataceae,Adelobotrys,rachidotrichus,Adelobotrys_rachidotrichus,Brade,Adelobotrys rachidotrichus Brade,Publ. Inst. Nac. Pesq. Amazônia Bot. 8: 12 (1958),Brazil,Brazil North,unknown,unknown,4239-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:4239-2
Melastomataceae,Adelobotrys,rotundifolius,Adelobotrys_rotundifolius,Triana,Adelobotrys rotundifolius Triana,Trans. Linn. Soc. London 28: 68 (1871 publ. 1872),"Bolivia, Brazil, Colombia, Peru, Venezuela","Bolivia, Brazil North, Colombia, Peru, Venezuela",unknown,unknown,566072-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:566072-1
Melastomataceae,Adelobotrys,spruceanus,Adelobotrys_spruceanus,Cogn.,Adelobotrys spruceanus Cogn.,"C.F.P.von Martius &amp; auct. suc. (eds.), Fl. Bras. 14(4): 18 (1886)","Brazil, Colombia, French Guiana, Venezuela","Brazil North, Colombia, French Guiana, Venezuela",unknown,unknown,4241-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:4241-2
Melastomataceae,Bertolonia,paranensis,Bertolonia_paranensis,(Wurd.) Baumgratz,Bertolonia paranensis (Wurd.) Baumgratz,Arch. Jard. Bot. Rio de Janeiro 30: 140 (1989-1990 publ. 1991),Brazil,"Brazil South, Brazil Southeast",unknown,unknown,962802-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:962802-1
Melastomataceae,Henriettea,fascicularis,Henriettea_fascicularis,(Sw.) M.Gómez,Henriettea fascicularis (Sw.) M.Gómez,Anales Soc. Esp. Hist. Nat. 23: 68 (1894),"Belize, Bolivia, Brazil, Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, Guatemala, Haiti, Honduras, Jamaica, Mexico, Nicaragua, Panama, Peru, Puerto Rico, Venezuela","Belize, Bolivia, Brazil North, Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, Guatemala, Haiti, Honduras, Jamaica, Mexico Southeast, Mexico Southwest, Nicaragua, Panama, Peru, Puerto Rico, Venezuela",unknown,unknown,120331-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:120331-2
