family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Santalaceae,Phoradendron,tuniforme,Phoradendron_tuniforme,(DC.) Eichler,Phoradendron tuniforme (DC.) Eichler,"C.F.P.von Martius &amp; auct. suc. (eds.), Fl. Bras. 5(2): 108 (1868)",Brazil,"Brazil North, Brazil Northeast, Brazil Southeast, Brazil West-Central",unknown,unknown,551112-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:551112-1
