family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Malvaceae,Abutilon,benedictum,Abutilon_benedictum,Bunbury,Abutilon benedictum Bunbury,Proc. Linn. Soc. London 1: 109 (1841),Brazil,Brazil Southeast,unknown,unknown,558118-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:558118-1
Malvaceae,Abutilon,bivalve,Abutilon_bivalve,(Cav.) Dorr,Abutilon bivalve (Cav.) Dorr,Monogr. Syst. Bot. Missouri Bot. Gard. 127: 1271 (2014),"Argentina, Bolivia, Brazil, Colombia, Cuba, Dominican Republic, Ecuador, Haiti, Jamaica, Mexico, Nicaragua, Paraguay, Peru, Puerto Rico, Venezuela, Venezuelan Antilles","Argentina Northeast, Argentina Northwest, Bolivia, Brazil Northeast, Brazil Southeast, Brazil West-Central, Colombia, Cuba, Dominican Republic, Ecuador, Haiti, Jamaica, Mexico Central, Mexico Gulf, Mexico Northeast, Mexico Northwest, Mexico Southwest, Nicaragua, Paraguay, Peru, Puerto Rico, Venezuela, Venezuelan Antilles",unknown,unknown,77146517-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77146517-1
Malvaceae,Abutilon,densiflorum,Abutilon_densiflorum,(Hook. & Arn.) Walp.,Abutilon densiflorum (Hook. & Arn.) Walp.,Repert. Bot. Syst. 1: 324 (1842),"Argentina, Brazil, Paraguay","Argentina Northeast, Brazil South, Brazil Southeast, Paraguay",unknown,unknown,1213075-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1213075-2
Malvaceae,Ayenia,campicola,Ayenia_campicola,(Taub.) ined.,Ayenia campicola (Taub.) ined.,Skvortsovia,"Bolivia, Brazil, Paraguay","Bolivia, Brazil Southeast, Brazil West-Central, Paraguay",unknown,unknown,77217326-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77217326-1
Malvaceae,Ayenia,implicabilis,Ayenia_implicabilis,(Cristóbal) Christenh. & Byng,Ayenia implicabilis (Cristóbal) Christenh. & Byng,Global Fl. 4: 136 (2018),Brazil,Brazil South,unknown,unknown,77183613-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77183613-1
Malvaceae,Ayenia,krapovickasii,Ayenia_krapovickasii,Cristóbal,Ayenia krapovickasii Cristóbal,Lilloana 4: 169 (1960),"Bolivia, Brazil, Paraguay","Bolivia, Brazil West-Central, Paraguay",unknown,unknown,27539-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:27539-2
Malvaceae,Ayenia,melastomifolia,Ayenia_melastomifolia,(A.St.-Hil.) Christenh. & Byng,Ayenia melastomifolia (A.St.-Hil.) Christenh. & Byng,Global Fl. 4: 137 (2018),Brazil,Brazil West-Central,unknown,unknown,77183865-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77183865-1
Malvaceae,Bakeridesia,esculenta,Bakeridesia_esculenta,(A.St.-Hil.) Monteiro,Bakeridesia esculenta (A.St.-Hil.) Monteiro,Anais Soc. Bot. Brasil 23: 127 (1972 publ. 1973),Brazil,"Brazil Northeast, Brazil Southeast",unknown,unknown,1094116-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1094116-2
Malvaceae,Callianthe,capixabae,Callianthe_capixabae,M.T.R.Costa & Bovini,Callianthe capixabae M.T.R.Costa & Bovini,Phytotaxa 577: 146 (2022),Brazil,Brazil Southeast,unknown,unknown,77311028-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77311028-1
Malvaceae,Callianthe,lanata,Callianthe_lanata,(Miq.) Donnell,Callianthe lanata (Miq.) Donnell,Syst. Bot. 37: 719 (2012),Brazil,Brazil Southeast,unknown,unknown,77130202-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77130202-1
