family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Alismataceae,Aquarius,cylindricus,Aquarius_cylindricus,(Rataj) Christenh. & Byng,Aquarius cylindricus (Rataj) Christenh. & Byng,Global Fl. 4: 51 (2018),Brazil,"Brazil North, Brazil West-Central",unknown,unknown,77182763-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77182763-1
Alismataceae,Aquarius,decumbens,Aquarius_decumbens,(Kasselm.) Christenh. & Byng,Aquarius decumbens (Kasselm.) Christenh. & Byng,Global Fl. 4: 51 (2018),Brazil,Brazil Northeast,unknown,unknown,77182944-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77182944-1
Alismataceae,Aquarius,densinervis,Aquarius_densinervis,(Somogyi) Christenh. & Byng,Aquarius densinervis (Somogyi) Christenh. & Byng,Global Fl. 4: 51 (2018),Brazil,Brazil West-Central,unknown,unknown,77182627-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77182627-1
Alismataceae,Aquarius,floribundus,Aquarius_floribundus,(Seub.) Christenh. & Byng,Aquarius floribundus (Seub.) Christenh. & Byng,Global Fl. 4: 53 (2018),"Argentina, Bolivia, Brazil, Colombia, Costa Rica, Cuba, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Paraguay, Peru, Uruguay, Venezuela","Argentina Northeast, Bolivia, Brazil North, Brazil Northeast, Brazil South, Brazil Southeast, Brazil West-Central, Colombia, Costa Rica, Cuba, El Salvador, Guatemala, Honduras, Mexico Gulf, Mexico Southeast, Nicaragua, Panama, Paraguay, Peru, Uruguay, Venezuela",unknown,unknown,77183476-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77183476-1
Alismataceae,Aquarius,glaucus,Aquarius_glaucus,(Rataj) Christenh. & Byng,Aquarius glaucus (Rataj) Christenh. & Byng,Global Fl. 4: 53 (2018),"Bolivia, Brazil","Bolivia, Brazil West-Central",unknown,unknown,77182854-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77182854-1
Alismataceae,Aquarius,grandiflorus,Aquarius_grandiflorus,(Cham. & Schltdl.) Christenh. & Byng,Aquarius grandiflorus (Cham. & Schltdl.) Christenh. & Byng,Global Fl. 4: 53 (2018),"Argentina, Bolivia, Brazil, Paraguay, United States, Uruguay","Argentina Northeast, Argentina Northwest, Bolivia, Brazil South, Florida, Paraguay, Uruguay",Venezuela,Venezuela,77182824-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77182824-1
Alismataceae,Aquarius,grisebachii,Aquarius_grisebachii,(Small) Christenh. & Byng,Aquarius grisebachii (Small) Christenh. & Byng,Global Fl. 4: 53 (2018),"Bolivia, Brazil, Colombia, Costa Rica, Cuba, Ecuador, French Guiana, Honduras, Nicaragua, Peru, Suriname, Venezuela","Bolivia, Brazil North, Brazil West-Central, Colombia, Costa Rica, Cuba, Ecuador, French Guiana, Honduras, Nicaragua, Peru, Suriname, Venezuela",unknown,unknown,77183004-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77183004-1
Alismataceae,Aquarius,horizontalis,Aquarius_horizontalis,(Rataj) Christenh. & Byng,Aquarius horizontalis (Rataj) Christenh. & Byng,Global Fl. 4: 53 (2018),"Brazil, Colombia, Ecuador, Guyana, Peru, Venezuela","Brazil North, Colombia, Ecuador, Guyana, Peru, Venezuela",unknown,unknown,77183523-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77183523-1
Alismataceae,Aquarius,inpai,Aquarius_inpai,(Rataj) Christenh. & Byng,Aquarius inpai (Rataj) Christenh. & Byng,Global Fl. 4: 53 (2018),Brazil,Brazil West-Central,unknown,unknown,77183300-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77183300-1
Alismataceae,Aquarius,lanceolatus,Aquarius_lanceolatus,(Rataj) Christenh. & Byng,Aquarius lanceolatus (Rataj) Christenh. & Byng,Global Fl. 4: 53 (2018),Brazil,"Brazil Northeast, Brazil Southeast, Brazil West-Central",unknown,unknown,77182531-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77182531-1
