family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Lamiaceae,Aegiphila,casseliiformis,Aegiphila_casseliiformis,Schauer,Aegiphila casseliiformis Schauer,"A.P.de Candolle, Prodr. 11: 651 (1847)",Brazil,Brazil Southeast,unknown,unknown,860819-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:860819-1
Lamiaceae,Aegiphila,novofrifurgensis,Aegiphila_novofrifurgensis,Moldenke,Aegiphila novofrifurgensis Moldenke,Repert. Spec. Nov. Regni Veg. 33: 134 (1933),Brazil,Brazil Southeast,unknown,unknown,5776-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:5776-2
Lamiaceae,Cyanocephalus,glocimarii,Cyanocephalus_glocimarii,Harley & J.F.B.Pastore,Cyanocephalus glocimarii Harley & J.F.B.Pastore,Kew Bull. 76: 243 (2021),Brazil,Brazil North,unknown,unknown,77216860-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77216860-1
Lamiaceae,Hypenia,machrisae,Hypenia_machrisae,(Epling) Harley & J.F.B.Pastore,Hypenia machrisae (Epling) Harley & J.F.B.Pastore,Syst. Bot. 46: 1088 (2021),Brazil,Brazil West-Central,unknown,unknown,77260773-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77260773-1
Lamiaceae,Hyptis,cachimboensis,Hyptis_cachimboensis,Harley,Hyptis cachimboensis Harley,Rodriguésia 72(e00922019): 10 (2021),Brazil,"Brazil North, Brazil West-Central",unknown,unknown,77295996-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77295996-1
Lamiaceae,Hyptis,lavoisierifolia,Hyptis_lavoisierifolia,"A.Soares, J.F.B.Pastore & Harley","Hyptis lavoisierifolia A.Soares, J.F.B.Pastore & Harley",Phytotaxa 507: 176 (2021),Brazil,Brazil West-Central,unknown,unknown,77219941-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77219941-1
Lamiaceae,Hyptis,melittiflora,Hyptis_melittiflora,Harley & J.F.B.Pastore,Hyptis melittiflora Harley & J.F.B.Pastore,Kew Bull. 76: 235 (2021),Brazil,Brazil West-Central,unknown,unknown,77216859-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77216859-1
Lamiaceae,Hyptis,spathulata,Hyptis_spathulata,Harley,Hyptis spathulata Harley,Rodriguésia 72(e00922019): 8 (2021),Brazil,Brazil North,unknown,unknown,77295994-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77295994-1
Lamiaceae,Marsypianthes,tubulosa,Marsypianthes_tubulosa,"A.Soares, J.F.B.Pastore & Harley","Marsypianthes tubulosa A.Soares, J.F.B.Pastore & Harley",Acta Bot. Brasil. 34: 784 (2021),Brazil,Brazil North,unknown,unknown,77299354-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77299354-1
Lamiaceae,Oocephalus,rhodocalyx,Oocephalus_rhodocalyx,A.Soares & Harley,Oocephalus rhodocalyx A.Soares & Harley,Kew Bull. 76: 252 (2021),Brazil,Brazil Northeast,unknown,unknown,77216861-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77216861-1
Lamiaceae,Vitex,pomerana,Vitex_pomerana,"Fraga, Antar, J.Freitas & Lírio","Vitex pomerana Fraga, Antar, J.Freitas & Lírio",Kew Bull. 77: 942 (2022),Brazil,Brazil Southeast,unknown,unknown,77306713-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77306713-1
