family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Menispermaceae,Abuta,acutifolia,Abuta_acutifolia,Miers,Abuta acutifolia Miers,"Ann. Mag. Nat. Hist., ser. 3, 14: 259 (1864)",Brazil,Brazil North,unknown,unknown,580032-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:580032-1
Menispermaceae,Abuta,alto-macahensis,Abuta_alto-macahensis,Feliz & J.M.A.Braga,Abuta alto-macahensis Feliz & J.M.A.Braga,Phytotaxa 556: 194 (2022),Brazil,Brazil Southeast,unknown,unknown,77303166-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77303166-1
Menispermaceae,Abuta,bullata,Abuta_bullata,Moldenke,Abuta bullata Moldenke,Brittonia 3: 52 (1938),"Brazil, French Guiana, Guyana","Brazil North, French Guiana, Guyana",unknown,unknown,136-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:136-2
Menispermaceae,Abuta,platyphylla,Abuta_platyphylla,Mart. ex Eichler,Abuta platyphylla Mart. ex Eichler,"C.F.P.von Martius &amp; auct. suc. (eds.), Fl. Bras. 13(1): 200 (1864)",Brazil,Brazil North,unknown,unknown,580075-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:580075-1
Menispermaceae,Curarea,tomentocarpa,Curarea_tomentocarpa,(Rusby) R.Ortiz,Curarea tomentocarpa (Rusby) R.Ortiz,PhytoKeys 100: 72 (2018),"Bolivia, Brazil, Ecuador, Peru","Bolivia, Brazil North, Ecuador, Peru",unknown,unknown,77185802-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77185802-1
Menispermaceae,Disciphania,killipii,Disciphania_killipii,Diels,Disciphania killipii Diels,Notizbl. Bot. Gart. Berlin-Dahlem 11: 782 (1933),"Brazil, Colombia, Ecuador, Peru","Brazil North, Colombia, Ecuador, Peru",unknown,unknown,82151-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:82151-2
Menispermaceae,Elissarrhena,longipes,Elissarrhena_longipes,Miers,Elissarrhena longipes Miers,"Ann. Mag. Nat. Hist., ser. 3, 13: 124 (1864)","Bolivia, Brazil, Colombia, Ecuador, Guyana, Peru","Bolivia, Brazil North, Brazil West-Central, Colombia, Ecuador, Guyana, Peru",unknown,unknown,580797-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:580797-1
Menispermaceae,Elissarrhena,solimoesana,Elissarrhena_solimoesana,(Moldenke) Wei Wang & R.Ortiz,Elissarrhena solimoesana (Moldenke) Wei Wang & R.Ortiz,Molec. Phylogen. Evol. 136: 50 (2018),"Brazil, Colombia, Ecuador, Peru","Brazil North, Colombia, Ecuador, Peru",unknown,unknown,77199693-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77199693-1
Menispermaceae,Odontocarya,miersiana,Odontocarya_miersiana,Barneby,Odontocarya miersiana Barneby,Mem. New York Bot. Gard. 20(2): 95 (1970),Brazil,Brazil Southeast,unknown,unknown,172180-2,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:172180-2
Menispermaceae,Rupertiella,boliviana,Rupertiella_boliviana,(Krukoff & Moldenke) Wei Wang & R.Ortiz,Rupertiella boliviana (Krukoff & Moldenke) Wei Wang & R.Ortiz,Molec. Phylogen. Evol. 136: 51 (2018),"Bolivia, Brazil, Ecuador, Peru","Bolivia, Brazil North, Brazil West-Central, Ecuador, Peru",unknown,unknown,77199694-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77199694-1
Menispermaceae,Telitoxicum,negroense,Telitoxicum_negroense,(Krukoff & Moldenke) Krukoff,Telitoxicum negroense (Krukoff & Moldenke) Krukoff,Phytologia 41: 244 (1979),Brazil,Brazil North,unknown,unknown,581526-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:581526-1
