family,genus,species,taxon_name,authors,scientific_name,publication,native_to_country,native_to_botanical_countries,introduced_to_country,introduced_to_botanical_countries,kew_id,powo_uri
Haloragaceae,Myriophyllum,mattogrossense,Myriophyllum_mattogrossense,Hoehne,Myriophyllum mattogrossense Hoehne,Relat. Commiss. Linhas Telegr. Estratég. Matto Grosso Amazonas 5(6): 58 (1915),"Bolivia, Brazil, Ecuador, Peru","Bolivia, Brazil West-Central, Ecuador, Peru",unknown,unknown,430434-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:430434-1
Haloragaceae,Myriophyllum,rubricaule,Myriophyllum_rubricaule,Valk. & Duist.,Myriophyllum rubricaule Valk. & Duist.,Eur. J. Taxon. 828: 4 (2022),Brazil,Brazil South,"Belgium, Hungary, Netherlands","Belgium, Hungary, Netherlands",77299815-1,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:77299815-1
