name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Fuchsia fontinalis,Onagraceae,Fuchsia,fontinalis,J.F.Macbr.,tax_nov,spec.,Candollea 8: 25. 1940 ,Candollea,1940,8: 25,885-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,106182-2,NA,NA,NA,www.ipni.org/n/106182-2,IPNI,NA
Fuchsia llewelynii,Onagraceae,Fuchsia,llewelynii,J.F.Macbr.,tax_nov,spec.,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13, pt. 4: 556. 1941 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1941,"13, pt. 4: 556",1054-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,106210-2,NA,NA,NA,www.ipni.org/n/106210-2,IPNI,NA
Fuchsia mathewsii,Onagraceae,Fuchsia,mathewsii,J.F.Macbr.,tax_nov,spec.,Candollea 8: 24. 1940 ,Candollea,1940,8: 24,885-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,106230-2,NA,NA,NA,www.ipni.org/n/106230-2,IPNI,NA
Fuchsia santos-limae,Onagraceae,Fuchsia,santos-limae,Brade,tax_nov,spec.,"Arch. Jard. Bot. Rio de Janeiro 15: 10, tab. 2. 1957 ",Arch. Jard. Bot. Rio de Janeiro,1957,"15: 10, tab. 2",848-2,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,106276-2,NA,NA,NA,www.ipni.org/n/106276-2,IPNI,NA
Fuchsia woytkowskii,Onagraceae,Fuchsia,woytkowskii,J.F.Macbr.,tax_nov,spec.,"Publ. Field Mus. Nat. Hist., Bot. Ser. 13, pt. 4: 566. 1941 ","Publ. Field Mus. Nat. Hist., Bot. Ser.",1941,"13, pt. 4: 566",1054-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,106311-2,NA,NA,NA,www.ipni.org/n/106311-2,IPNI,NA
Fuchsia wurdackii,Onagraceae,Fuchsia,wurdackii,Munz,tax_nov,spec.,Brittonia 16: 229. 1964 ,Brittonia,1964,16: 229,561-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,106312-2,NA,NA,NA,www.ipni.org/n/106312-2,IPNI,NA
Lopezia glazioui,Onagraceae,Lopezia,glazioui,H.Lév.,tax_nov,spec.,Repert. Spec. Nov. Regni Veg. 4: 226. 1907 ,Repert. Spec. Nov. Regni Veg.,1907,4: 226,788-2,NA,NA,NA,NA,Brazil (Southern America),NA,143520-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/233038&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/143520-2,IPNI,NA
Ludwigia humboldtiana,Onagraceae,Ludwigia,humboldtiana,"Funez, D.M.Farias, Hassemer & Gasper",tax_nov,spec.,Phytotaxa 470(1): 80. 2020 [2 Nov 2020] [epublished],Phytotaxa,2020,470(1): 80,20011462-1,holotype FURB;isotype FLOR;isotype HTL;isotype RB,L.A. Funez &amp; A.E. Zermiani,9375,12 Jan 2020,"Santa Catarina (Brazil South, Brazil, Southern America)",Corupá: RPPN Emílio Fiorentino Battistella,77212689-1,NA,2 Nov 2020,"doi:10.11646/phytotaxa.470.1.3 The specific epithet is a tribute to the German explorer, geographer and naturalist Friedrich Wilhelm Heinrich Alexander von Humboldt (1769–1859), who was previously honoured by the name Hansa Humboldt, the original name of Corupá, the Brazilian municipality where the new species, according to the best of evidence, is restricted to.",www.ipni.org/n/77212689-1,IPNI,https://doi.org/10.11646/phytotaxa.470.1.3
Ludwigia irregularis,Onagraceae,Ludwigia,irregularis,"Funez, Hassemer, D.M.Farias & Gasper",tax_nov,spec.,Phytotaxa 520(3): 258. 2021 [21 Sep 2021] [epublished],Phytotaxa,2021,520(3): 258,20011462-1,holotype FURB;isotype HBR;isotype HTL,L.A. Funez,9617,12 Jan 2020,"Rio Grande do Sul (Brazil South, Brazil, Southern America);Santa Catarina (Brazil South, Brazil, Southern America);","Santa Catarina: Ascurra, Nova Brasília",77221364-1,NA,21 Sep 2021,"doi:10.11646/phytotaxa.520.3.4 The specific epithet is a reference to the irregular number of petals, an uncommon characteristic for Ludwigia, specially in section Myrtocarpus, in which all other species have four petals.",www.ipni.org/n/77221364-1,IPNI,https://doi.org/10.11646/phytotaxa.520.3.4
Pelozia heringeri,Onagraceae,Pelozia,heringeri,Krapov. & Cristóbal,tax_nov,spec.,Kurtziana 2: 185. 1965 ,Kurtziana,1965,2: 185,1233-2,NA,NA,NA,NA,"Distrito Federal (Brazil, Southern America)",NA,186939-2,NA,NA,NA,www.ipni.org/n/186939-2,IPNI,NA
