name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Humiriastrum piraparanense,Humiriaceae,Humiriastrum,piraparanense,Cuatrec.,tax_nov,spec.,Contr. U.S. Natl. Herb. 35(2): 127. 1961 ,Contr. U.S. Natl. Herb.,1961,35(2): 127,605-2,NA,NA,NA,NA,Colombia (Vaupes) &amp; Brazil (Amazonas),NA,124806-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/399882&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/124806-2,IPNI,NA
Humiriastrum spiritus-sancti,Humiriaceae,Humiriastrum,spiritus-sancti,Cuatrec.,tax_nov,spec.,Ciencia (Mexico) 23: 137. 1964 ,Ciencia (Mexico),1964,23: 137,10476-2,NA,NA,NA,NA,"Espirito Santo (Brazil, Southern America)",NA,124808-2,NA,NA,as H. spiritu-sancti,www.ipni.org/n/124808-2,IPNI,NA
Saccoglottis uchi,Humiriaceae,Saccoglottis,uchi,Huber,tax_nov,spec.,Bol. Mus. Paraense Hist. Nat. Ethnogr. 2(4): 489. 1898 [dt. 1898; publ. 1899?] ,Bol. Mus. Paraense Hist. Nat. Ethnogr.,1898,2(4): 489,858-2,NA,NA,NA,NA,"Pará (Brazil, Southern America)",Habitat in silvis proximis ad urbem Belem do Para Brasiliae. Etiam cultivatur,60477230-2,NA,dt. 1898; publ. 1899?,Huber used the epityhet Uchi (derived from the local anme Uxi) as a noun in apposition,www.ipni.org/n/60477230-2,IPNI,NA
Sacoglottis glaziovii,Humiriaceae,Sacoglottis,glaziovii,Urb.,tax_nov,spec.,Bot. Jahrb. Syst. 17(5): 503. 1893 [7 Nov 1893] ,Bot. Jahrb. Syst.,1893,17(5): 503,553-2,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,225104-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1893&rft.issue=5&rft.spage=503&rft.volume=17&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,7 Nov 1893,NA,www.ipni.org/n/225104-2,IPNI,NA
Sacoglottis reticulata,Humiriaceae,Sacoglottis,reticulata,Ducke,tax_nov,spec.,Arq. Inst. Biol. Veg. 1(3): 206. 1935 [Aug 1935] ,Arq. Inst. Biol. Veg.,1935,1(3): 206,851-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,225119-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1935&rft.issue=3&rft.spage=206&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/115964&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Aug 1935,NA,www.ipni.org/n/225119-2,IPNI,NA
Sacoglottis retusa,Humiriaceae,Sacoglottis,retusa,Ducke,tax_nov,spec.,"Arq. Inst. Biol. Veg. 4(1): 26, tab. 2, fig. 500. 1938 [Jun 1938] ",Arq. Inst. Biol. Veg.,1938,"4(1): 26, tab. 2, fig. 500",851-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,225120-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1938&rft.issue=1&rft.spage=26&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/115964&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Jun 1938,NA,www.ipni.org/n/225120-2,IPNI,NA
Vantanea cupularis,Humiriaceae,Vantanea,cupularis,Huber,tax_nov,spec.,Bol. Mus. Goeldi Hist. Nat. Ethnogr. 6: 83. 1910 ,Bol. Mus. Goeldi Hist. Nat. Ethnogr.,1910,6: 83,4221-2,NA,NA,NA,NA,Brazil (Southern America),NA,262603-2,NA,NA,NA,www.ipni.org/n/262603-2,IPNI,NA
Schistostemon oblongifolius,Humiriaceae,Schistostemon,oblongifolius,(Benth.) Cuatrec.,NA,Species,Contr. U.S. Natl. Herb. 35: 148 (1961),NA,1961,NA,NA,NA,NA,NA,NA,NA,NA,229301-2,NA,NA,NA,https://powo.science.kew.org/taxon/229301-2,POWO,NA
Schistostemon retusus,Humiriaceae,Schistostemon,retusus,(Ducke) Cuatrec.,NA,Species,Contr. U.S. Natl. Herb. 35: 156 (1961),NA,1961,NA,NA,NA,NA,NA,NA,NA,NA,229304-2,NA,NA,NA,https://powo.science.kew.org/taxon/229304-2,POWO,NA
Vantanea spiritu-sancti,Humiriaceae,Vantanea,spiritu-sancti,(Cuatrec.) K.Wurdack & Zartman,NA,Species,PhytoKeys 124: 102 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77198711-1,NA,NA,NA,https://powo.science.kew.org/taxon/77198711-1,POWO,NA
