name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Acianthera hastulata,Orchidaceae,Acianthera,hastulata,(Rchb.f. & Warm.) Karremans,NA,Species,Phytotaxa 406: 260 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77200365-1,NA,NA,https://powo.science.kew.org/taxon/77200365-1,POWO
Acianthera kautskyi,Orchidaceae,Acianthera,kautskyi,(Pabst) Toscano & E.C.Smidt,NA,Species,Phytotaxa 620: 176 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77328816-1,NA,NA,https://powo.science.kew.org/taxon/77328816-1,POWO
Acianthera melachila,Orchidaceae,Acianthera,melachila,(Barb.Rodr.) Luer,NA,Species,Monogr. Syst. Bot. Missouri Bot. Gard. 95: 254 (2004),NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,77062486-1,NA,NA,https://powo.science.kew.org/taxon/77062486-1,POWO
Acianthera minuta,Orchidaceae,Acianthera,minuta,(Rolfe) Karremans,NA,Species,Harvard Pap. Bot. 21: 185 (2016),NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,60473664-2,NA,NA,https://powo.science.kew.org/taxon/60473664-2,POWO
Acianthera scabripes,Orchidaceae,Acianthera,scabripes,(Lindl.) Karremans,NA,Species,Harvard Pap. Bot. 21: 186 (2016),NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,60473667-2,NA,NA,https://powo.science.kew.org/taxon/60473667-2,POWO
Acianthera serrulata,Orchidaceae,Acianthera,serrulata,(Barb.Rodr.) Karremans,NA,Species,Phytotaxa 406: 260 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77200367-1,NA,NA,https://powo.science.kew.org/taxon/77200367-1,POWO
Anathallis eugenii,Orchidaceae,Anathallis,eugenii,(Pabst) Baumbach & Rysy,NA,Species,Orchidee (Hamburg) 64: 144 (2013),NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,77141014-1,NA,NA,https://powo.science.kew.org/taxon/77141014-1,POWO
Andreettaea cryptophyta,Orchidaceae,Andreettaea,cryptophyta,(Barb.Rodr.) A.Doucette,NA,Species,Internet Orchid Sp. Photo Encycl. Nomencl. Notes 8(1): 3 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77305522-1,NA,NA,https://powo.science.kew.org/taxon/77305522-1,POWO
Bifrenaria parthonii,Orchidaceae,Bifrenaria,parthonii,(Dumort.) Ormerod,NA,Species,Harvard Pap. Bot. 24: 275 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77205850-1,NA,NA,https://powo.science.kew.org/taxon/77205850-1,POWO
Cattleya dacruzii,Orchidaceae,Cattleya,dacruzii,(Rosim & Campacci) Van den Berg,NA,Species,Neodiversity 15: 1 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77314297-1,NA,NA,https://powo.science.kew.org/taxon/77314297-1,POWO
Cattleya hispidula,Orchidaceae,Cattleya,hispidula,(Pabst & A.F.Mello) Van den Berg,NA,Species,Neodiversity 3: 8 (2008),NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,60448097-2,NA,NA,https://powo.science.kew.org/taxon/60448097-2,POWO
Cattleya pirapamaensis,Orchidaceae,Cattleya,pirapamaensis,(Rosim) J.M.H.Shaw,NA,Species,Orchids (West Palm Beach) 92: 326 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77321451-1,NA,NA,https://powo.science.kew.org/taxon/77321451-1,POWO
Cattleya rodriguesii,Orchidaceae,Cattleya,rodriguesii,(Rosim) Van den Berg,NA,Species,Neodiversity 15: 1 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77314296-1,NA,NA,https://powo.science.kew.org/taxon/77314296-1,POWO
Gomesa novaesiae,Orchidaceae,Gomesa,novaesiae,(Ruschi) Fraga & A.P.Fontana,NA,Species,Phytotaxa 20: 57 (2011),NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,77110917-1,NA,NA,https://powo.science.kew.org/taxon/77110917-1,POWO
Gomesa tapiraiensis,Orchidaceae,Gomesa,tapiraiensis,(Campacci) J.M.H.Shaw,NA,Species,"Orchid Rev. 122(1305, Suppl.): 17 (2014)",NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,77137403-1,NA,NA,https://powo.science.kew.org/taxon/77137403-1,POWO
Habenaria campylogyna,Orchidaceae,Habenaria,campylogyna,J.A.N.Bat. & Bianch.,NA,Species,Pl. Syst. Evol. 303: 893 (2017),NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,77165630-1,NA,NA,https://powo.science.kew.org/taxon/77165630-1,POWO
Habenaria hygrophila,Orchidaceae,Habenaria,hygrophila,"J.A.N.Bat., B.L.Lau & Machado-Costa",NA,Species,Syst. Bot. 47: 218 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77301606-1,NA,NA,https://powo.science.kew.org/taxon/77301606-1,POWO
Habenaria karstica,Orchidaceae,Habenaria,karstica,J.A.N.Bat.,NA,Species,Eur. J. Taxon. 828: 29 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77299816-1,NA,NA,https://powo.science.kew.org/taxon/77299816-1,POWO
Habenaria longissima,Orchidaceae,Habenaria,longissima,"J.A.N.Bat., P.B.Meyer & Toscano",NA,Species,Syst. Bot. 46: 791 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77254940-1,NA,NA,https://powo.science.kew.org/taxon/77254940-1,POWO
Habenaria pseudoculicina,Orchidaceae,Habenaria,pseudoculicina,J.A.N.Bat. & B.M.Carvalho,NA,Species,Phytotaxa 13: 32 (2010),NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,77108929-1,NA,NA,https://powo.science.kew.org/taxon/77108929-1,POWO
Hapalorchis lindleyana,Orchidaceae,Hapalorchis,lindleyana,Garay,NA,Species,Bot. Mus. Leafl. 26: 21 (1978),NA,1978,NA,NA,NA,NA,NA,NA,NA,NA,117349-2,NA,NA,https://powo.science.kew.org/taxon/117349-2,POWO
Hapalorchis pandurata,Orchidaceae,Hapalorchis,pandurata,Szlach.,NA,Species,"Orchidee (Hamburg), Suppl. 3: 36 (1996)",NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,300380-2,NA,NA,https://powo.science.kew.org/taxon/300380-2,POWO
Lankesterella gnomus,Orchidaceae,Lankesterella,gnomus,(Kraenzl.) Hoehne,NA,Species,"Arq. Bot. Estado São Paulo, n.s., f.m., 1: 131 (1944)",NA,1944,NA,NA,NA,NA,NA,NA,NA,NA,135038-2,NA,NA,https://powo.science.kew.org/taxon/135038-2,POWO
Madisonia bradei,Orchidaceae,Madisonia,bradei,(Schltr.) Toscano & E.C.Smidt,NA,Species,Phytotaxa 505: 77 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77219787-1,NA,NA,https://powo.science.kew.org/taxon/77219787-1,POWO
Madisonia carrisii,Orchidaceae,Madisonia,carrisii,(Brade) Toscano & E.C.Smidt,NA,Species,Phytotaxa 505: 79 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77219789-1,NA,NA,https://powo.science.kew.org/taxon/77219789-1,POWO
Microchilus caraguatatubensis,Orchidaceae,Microchilus,caraguatatubensis,"(M.R.Miranda, Engels & E.C.Smidt) E.C.Smidt & M.W.Chase",NA,Species,Bot. J. Linn. Soc. 197: 338 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77234983-1,NA,NA,https://powo.science.kew.org/taxon/77234983-1,POWO
Microchilus dasilvae,Orchidaceae,Microchilus,dasilvae,Engels & E.C.Smidt,NA,Species,Phytotaxa 555: 253 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77302485-1,NA,NA,https://powo.science.kew.org/taxon/77302485-1,POWO
Octomeria giordanii,Orchidaceae,Octomeria,giordanii,T.F.Santos & E.L.F.Menezes,NA,Species,Phytotaxa 620: 236 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77329010-1,NA,NA,https://powo.science.kew.org/taxon/77329010-1,POWO
Octomeria glazioveana,Orchidaceae,Octomeria,glazioveana,Regel,NA,Species,Trudy Imp. S.-Peterburgsk. Bot. Sada 8: 277 (1883),NA,1883,NA,NA,NA,NA,NA,NA,NA,NA,646229-1,NA,NA,https://powo.science.kew.org/taxon/646229-1,POWO
Pabstiella assisii,Orchidaceae,Pabstiella,assisii,"N.Gut., E.C.Smidt & Toscano",NA,Species,Phytotaxa 625: 167 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77330679-1,NA,NA,https://powo.science.kew.org/taxon/77330679-1,POWO
Pabstiella atrata,Orchidaceae,Pabstiella,atrata,(Chiron & Xim.Bols.) Karremans,NA,Species,Phytotaxa 406: 263 (2019),NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,77200369-1,NA,NA,https://powo.science.kew.org/taxon/77200369-1,POWO
Pabstiella catafestae,Orchidaceae,Pabstiella,catafestae,Chiron & Xim.Bols.,NA,Species,Richardiana 13: 209 (2013),NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,77133150-1,NA,NA,https://powo.science.kew.org/taxon/77133150-1,POWO
Pabstiella cavalinii,Orchidaceae,Pabstiella,cavalinii,C.R.M.Silva & Campacci,NA,Species,Colet. Orquídeas Brasil. 18: 742 (2022),NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,77313392-1,NA,NA,https://powo.science.kew.org/taxon/77313392-1,POWO
Pabstiella deltoglossa,Orchidaceae,Pabstiella,deltoglossa,(Cogn.) Toscano & Luer,NA,Species,Lankesteriana 16: 182 (2016),NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,77158541-1,NA,NA,https://powo.science.kew.org/taxon/77158541-1,POWO
Pabstiella isabelae,Orchidaceae,Pabstiella,isabelae,Chiron & Xim.Bols.,NA,Species,Richardiana 13: 110 (2012),NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,77133139-1,NA,NA,https://powo.science.kew.org/taxon/77133139-1,POWO
Pabstiella itaguacuensis,Orchidaceae,Pabstiella,itaguacuensis,F.J.de Jesus & Campacci,NA,Species,Colet. Orquídeas Brasil. 16: 671 (2020),NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,77211962-1,NA,NA,https://powo.science.kew.org/taxon/77211962-1,POWO
Pabstiella laxiflora,Orchidaceae,Pabstiella,laxiflora,(Porsch) Chiron,NA,Species,Richardiana 13: 106 (2012),NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,77133168-1,NA,NA,https://powo.science.kew.org/taxon/77133168-1,POWO
Pabstiella naimekei,Orchidaceae,Pabstiella,naimekei,Chiron & Xim.Bols.,NA,Species,Richardiana 13: 113 (2012),NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,77133140-1,NA,NA,https://powo.science.kew.org/taxon/77133140-1,POWO
Pabstiella pomerana,Orchidaceae,Pabstiella,pomerana,Chiron & Xim.Bols.,NA,Species,Richardiana 13: 212 (2013),NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,77133151-1,NA,NA,https://powo.science.kew.org/taxon/77133151-1,POWO
Pabstiella pseudotrifida,Orchidaceae,Pabstiella,pseudotrifida,L.Kollmann & D.R.Couto,NA,Species,Candollea 69: 22 (2014),NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,77141127-1,NA,NA,https://powo.science.kew.org/taxon/77141127-1,POWO
Pabstiella silvanae,Orchidaceae,Pabstiella,silvanae,Chiron & Xim.Bols.,NA,Species,Richardiana 13: 117 (2012),NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,77133141-1,NA,NA,https://powo.science.kew.org/taxon/77133141-1,POWO
Pabstiella sousae,Orchidaceae,Pabstiella,sousae,C.R.M.Silva & Campacci,NA,Species,Colet. Orquídeas Brasil. 16: 675 (2020),NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,77211964-1,NA,NA,https://powo.science.kew.org/taxon/77211964-1,POWO
Pabstiella tortuosa,Orchidaceae,Pabstiella,tortuosa,"N.Gut., E.C.Smidt & Toscano",NA,Species,Phytotaxa 625: 171 (2023),NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,77330680-1,NA,NA,https://powo.science.kew.org/taxon/77330680-1,POWO
