name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Apteria gentianoides,Burmanniaceae,Apteria,gentianoides,Jonker,tax_nov,spec.,FALSE,"Monogr. Burmann. 211. 1938 Mededeel Bot. Mus. + Herb. Ryksuniw Letrecht, 51: 211, fig. 19 c, d, e. 1938",Monogr. Burmann.,1938,211,10706-2,FALSE,NA,NA,NA,NA,"Brazil, Paraguay &amp; Bolivia",NA,16758-2,TRUE,NA,NA,NA,"Mededeel Bot. Mus. + Herb. Ryksuniw Letrecht, 51: 211, fig. 19 c, d, e. 1938",www.ipni.org/n/16758-2,IPNI,NA,NA,NA,NA,
Apteria orobanchoides,Burmanniaceae,Apteria,orobanchoides,Hook.,tax_nov,spec.,FALSE,"Hooker's Icon. Pl. ser. 1, 3: 254. 1840 [Jan 1840] ",Hooker's Icon. Pl.,1840,"ser. 1, 3: 254",967-2,FALSE,holotype K,J. Miers,s.n.,NA,"Rio de Janeiro (Brazil, Southern America)","Corcevado Mts., alt.. 2000 fT",126548-1,TRUE,NA,Jan 1840,NA,NA,www.ipni.org/n/126548-1,IPNI,NA,NA,NA,NA,
Apteria ulei,Burmanniaceae,Apteria,ulei,Schltr.,tax_nov,spec.,FALSE,Verh. Bot. Vereins Prov. Brandenburg 47: 102. 1905 ,Verh. Bot. Vereins Prov. Brandenburg,1905,47: 102,823-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,16762-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1905&rft.spage=102&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/49731&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/16762-2,IPNI,NA,NA,NA,NA,
Burmannia amazonica,Burmanniaceae,Burmannia,amazonica,Schltr.,tax_nov,spec.,FALSE,Verh. Bot. Vereins Prov. Brandenburg 47: 102. 1905 ,Verh. Bot. Vereins Prov. Brandenburg,1905,47: 102,823-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,38381-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1905&rft.spage=102&rft.volume=47&rft_id=http://www.biodiversitylibrary.org/bibliography/49731&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/38381-2,IPNI,NA,NA,NA,NA,
Dipterosiphon spelaeicola,Burmanniaceae,Dipterosiphon,spelaeicola,Huber,tax_nov,spec.,FALSE,"Bull. Herb. Boissier 7: 126, pl. 4, figs. 1-10. 1899 ",Bull. Herb. Boissier,1899,"7: 126, pl. 4, figs. 1-10",573-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,82060-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1899&rft.spage=126&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/49730&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/82060-2,IPNI,NA,NA,NA,NA,
Glaziocharis macahensis,Burmanniaceae,Glaziocharis,macahensis,Taub. ex Warm.,tax_nov,spec.,FALSE,"Oversigt Dansk. Vidensk. Selsk. Forth 1901: 175, tab. 3. 1902 ",Oversigt Dansk. Vidensk. Selsk. Forth,1902,"1901: 175, tab. 3",NA,FALSE,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,110681-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/110681-2,IPNI,NA,NA,NA,NA,
Gymnosiphon glaziovii,Burmanniaceae,Gymnosiphon,glaziovii,Urb.,tax_nov,spec.,FALSE,Symb. Antill. (Urban). 3(3): 438. 1903 [1 May 1903] ,Symb. Antill. (Urban).,1903,3(3): 438,1075-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,115825-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/702926&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 May 1903,NA,NA,www.ipni.org/n/115825-2,IPNI,NA,NA,NA,NA,
Gymnosiphon pusillus,Burmanniaceae,Gymnosiphon,pusillus,Urb.,tax_nov,spec.,FALSE,Symb. Antill. (Urban). 3(3): 438. 1903 [1 May 1903] ,Symb. Antill. (Urban).,1903,3(3): 438,1075-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,115834-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/702926&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 May 1903,NA,NA,www.ipni.org/n/115834-2,IPNI,NA,NA,NA,NA,
Miersiella kuhlmannii,Burmanniaceae,Miersiella,kuhlmannii,Brade,tax_nov,spec.,FALSE,"Rodriguésia 10, no. 20: [41], tab. 1, fig. 1-6. 1947 ",Rodriguésia,1947,"10, no. 20: [41], tab. 1, fig. 1-6",1167-2,FALSE,NA,NA,NA,NA,"Espirito Santo (Brazil, Southern America)",NA,160722-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/160722-2,IPNI,NA,NA,NA,NA,
Ophiomeris macahensis,Burmanniaceae,Ophiomeris,macahensis,Miers,tax_nov,spec.,FALSE,Proc. Linn. Soc. London 1(33): 329. 1847 [Sep 1847] ,Proc. Linn. Soc. London,1847,1(33): 329,3664-2,FALSE,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",NA,126763-1,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1847&rft.issue=33&rft.spage=329&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/8250&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Sep 1847,NA,NA,www.ipni.org/n/126763-1,IPNI,NA,NA,NA,NA,
