name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,bhlLink,publicationYearNote,remarks,url,source,doi
Britoa kiaerskowiana,Myrtaceae,Britoa,kiaerskowiana,Glaz.,tax_nov,spec.,Bull. Soc. Bot. France 54(Mém. 3c): 205. 1908 ,Bull. Soc. Bot. France,1908,54(Mém. 3c): 205,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,36564-2,NA,NA,NA,www.ipni.org/n/36564-2,IPNI,NA
Britoa langsdorffii,Myrtaceae,Britoa,langsdorffii,Nied.,tax_nov,spec.,"Nat. Pflanzenfam. [Engler & Prantl] 3, Abt. 7: 74. 1893 ",Nat. Pflanzenfam. [Engler & Prantl],1893,"3, Abt. 7: 74",14495-2,NA,NA,NA,NA,Brazil (Southern America),NA,36565-2,NA,NA,NA,www.ipni.org/n/36565-2,IPNI,NA
Calycorectes wurdackii,Myrtaceae,Calycorectes,wurdackii,McVaugh,tax_nov,spec.,Mem. New York Bot. Gard. 18(2): 225. 1969 ,Mem. New York Bot. Gard.,1969,18(2): 225,719-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,43091-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1969&rft.issue=2&rft.spage=225&rft.volume=18&rft_id=http://www.biodiversitylibrary.org/bibliography/50489&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/43091-2,IPNI,NA
Calyptranthes longipedunculata,Myrtaceae,Calyptranthes,longipedunculata,Mattos & D.Legrand,tax_nov,spec.,Loefgrenia no. 67: 18. 1975 ,Loefgrenia,1975,no. 67: 18,994-2,holotype MVM,G.Hatschbach,18950,NA,Brazil (Southern America),NA,43291-2,NA,NA,NA,www.ipni.org/n/43291-2,IPNI,NA
Calyptranthes maxima,Myrtaceae,Calyptranthes,maxima,McVaugh,tax_nov,spec.,"Fieldiana, Bot. 29: 182. 1956 ","Fieldiana, Bot.",1956,29: 182,626-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,43308-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1956&rft.spage=182&rft.volume=29&rft_id=http://www.biodiversitylibrary.org/bibliography/42247&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/43308-2,IPNI,NA
Campomanesia houlletti,Myrtaceae,Campomanesia,houlletti,O.Berg,tax_nov,spec.,Fl. Bras. (Martius) 14(1): 449. 1857 [15 May 1857] ,Fl. Bras. (Martius),1857,14(1): 449,629-2,lectotype BR,Houllet,s.n.,NA,Brazil (Southern America),NA,273983-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/142093&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,15 May 1857,NA,www.ipni.org/n/273983-2,IPNI,NA
Ciposia mandapuca,Myrtaceae,Ciposia,mandapuca,Silveira,tax_nov,spec.,"Revista Mus. Paul. Univ. Sao Paulo 10: 156, pl. 1918 ",Revista Mus. Paul. Univ. Sao Paulo,1918,"10: 156, pl",1573-2,NA,NA,NA,NA,Brazil (Southern America),NA,58882-2,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1918&rft.spage=156&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/10241&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,www.ipni.org/n/58882-2,IPNI,NA
Eugenia acutifolia,Myrtaceae,Eugenia,acutifolia,Glaz.,tax_nov,spec.,Bull. Soc. Bot. France 54(Mém. 3c): 227. 1908 ,Bull. Soc. Bot. France,1908,54(Mém. 3c): 227,578-2,NA,NA,NA,NA,Brazil (Southern America),NA,98001-2,NA,NA,NA,www.ipni.org/n/98001-2,IPNI,NA
Eugenia adenophylla,Myrtaceae,Eugenia,adenophylla,Valdemarin & Mazine,tax_nov,spec.,Phytotaxa 651(1): 14. 2024 [30 May 2024] [epublished],Phytotaxa,2024,651(1): 14,20011462-1,holotype CVRD;isotype RB;isotype UB,D.A.Folli,7481,28 Jul 2016,"Espírito Santo (Brazil Southeast, Brazil, Southern America)","Linhares, Povoação, Fazenda Tapui",77342887-1,NA,30 May 2024,doi:10.11646/phytotaxa.651.1.1 Etymology: the specific epithet alludes to the showy glandular dots on the leaves.,www.ipni.org/n/77342887-1,IPNI,https://doi.org/10.11646/phytotaxa.651.1.1
Eugenia aeterna,Myrtaceae,Eugenia,aeterna,Mazine & Valdemarin,tax_nov,spec.,Phytotaxa 585(3): 234. 2023 [2 Mar 2023] [epublished],Phytotaxa,2023,585(3): 234,20011462-1,holotype SP SP028642;isotype NY NY00777088;isotype RB RB00308175;isotype SPF SPF00150415;isotype SPSF,"I.Cordeiro, M.R.F.Melo &amp; M.C.H.Mamede",2331,27 Sep 2000,"São Paulo (Brazil Southeast, Brazil, Southern America)","Caraguatatuba, Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha do Jequitibá",77315377-1,NA,2 Mar 2023,"doi:10.11646/phytotaxa.585.3.5 Etymology: 'The epithet refers to the long-lasting cataphylls, being persistent until mature twigs'.",www.ipni.org/n/77315377-1,IPNI,https://doi.org/10.11646/phytotaxa.585.3.5
