name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Cissus bonariensis,Vitaceae,Cissus,bonariensis,Hook. & Arn.,tax_nov,spec.,FALSE,Bot. Misc. 3: 159. 1833 ,Bot. Misc.,1833,3: 159,867-2,FALSE,lectotype E,J.Tweedie,NA,NA,"Buenos Aires, Brazil (Southern America)",NA,302466-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.spage=159&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/598&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/302466-2,IPNI,NA,NA,NA,NA,
Cissus cervii,Vitaceae,Cissus,cervii,Dunaiski,tax_nov,spec.,FALSE,Acta Biol. Paran. 21(1–4): 135. 1992 ,Acta Biol. Paran.,1992,21(1–4): 135,10889-2,FALSE,NA,NA,NA,NA,Brazil South (Paraná).,NA,987353-1,TRUE,NA,1992,NA,NA,www.ipni.org/n/987353-1,IPNI,NA,NA,NA,NA,
Cissus fuscoferrugineus,Vitaceae,Cissus,fuscoferrugineus,Kuhlm.,tax_nov,spec.,FALSE,"Anais Reunião Sul-Amer. Bot. 3: 84, tab. 12. 1940 ",Anais Reunião Sul-Amer. Bot.,1940,"3: 84, tab. 12",4693-2,FALSE,NA,NA,NA,NA,"Minas Gerais (Brazil, Southern America)",NA,59287-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/59287-2,IPNI,NA,NA,NA,NA,
Cissus lanceolata,Vitaceae,Cissus,lanceolata,Malme,tax_nov,spec.,FALSE,"Bih. Kongl. Svenska Vetensk.-Akad. Handl. 27(3, 11): 16. 1901 ",Bih. Kongl. Svenska Vetensk.-Akad. Handl.,1901,"27(3, 11): 16",546-2,FALSE,lectotype S;isotype C;isotype US,A.F.Regnell,365,NA,"Serra de Caldas, Pedra Branca, Minas Gerais (Brazil, Southern America)",NA,311748-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/311748-2,IPNI,NA,NA,NA,NA,
Cissus macrocarpa,Vitaceae,Cissus,macrocarpa,Dunaiski,tax_nov,spec.,FALSE,Acta Biol. Paran. 21(1–4): 136. 1992 ,Acta Biol. Paran.,1992,21(1–4): 136,10889-2,FALSE,NA,NA,NA,NA,Brazil South (Paraná).,NA,987354-1,TRUE,NA,1992,NA,NA,www.ipni.org/n/987354-1,IPNI,NA,NA,NA,NA,
Cissus meliifolia,Vitaceae,Cissus,meliifolia,Planch.,tax_nov,spec.,FALSE,Monogr. Phan. [A.DC. & C.DC.] 5(2): 557. 1887 [Oct 1887] ,Monogr. Phan. [A.DC. & C.DC.],1887,5(2): 557,3279-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,59310-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1887&rft.issue=2&rft.spage=557&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/45961&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Oct 1887,NA,NA,www.ipni.org/n/59310-2,IPNI,NA,NA,NA,NA,
Cissus pedatifida,Vitaceae,Cissus,pedatifida,Hoehne,tax_nov,spec.,FALSE,"Relat. Commiss. Linhas Telegr. Estratég. Matto Grosso Amazonas 5, Bot. pt. 6: 42, pls. 116, 130, fig. 5. 1915 ",Relat. Commiss. Linhas Telegr. Estratég. Matto Grosso Amazonas,1915,"5, Bot. pt. 6: 42, pls. 116, 130, fig. 5",16436-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,59333-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/59333-2,IPNI,NA,NA,NA,NA,
Cissus semi-virgata,Vitaceae,Cissus,semi-virgata,Planch.,tax_nov,spec.,FALSE,Monogr. Phan. [A.DC. & C.DC.] 5(2): 538. 1887 [Oct 1887] ,Monogr. Phan. [A.DC. & C.DC.],1887,5(2): 538,3279-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,59350-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1887&rft.issue=2&rft.spage=538&rft.volume=5&rft_id=http://www.biodiversitylibrary.org/bibliography/45961&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,Oct 1887,NA,NA,www.ipni.org/n/59350-2,IPNI,NA,NA,NA,NA,
Cissus terete-caulis,Vitaceae,Cissus,terete-caulis,Larrañaga,tax_nov,spec.,FALSE,Escritos Damaso Antonio Larranaga 1: 411. 1922 Pub. Inst. Hist. Geog. Uruguay,Escritos Damaso Antonio Larranaga,1922,1: 411,1322-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,59387-2,TRUE,NA,NA,NA,Pub. Inst. Hist. Geog. Uruguay,www.ipni.org/n/59387-2,IPNI,NA,NA,NA,NA,
Cissus urupaensis,Vitaceae,Cissus,urupaensis,Hoehne,tax_nov,spec.,FALSE,"Arq. Bot. Estado Sao Paulo new ser. 1: 36, tab. 41. 1938 ",Arq. Bot. Estado Sao Paulo,1938,"new ser. 1: 36, tab. 41",850-2,FALSE,NA,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",NA,59403-2,FALSE,NA,NA,NA,NA,www.ipni.org/n/59403-2,IPNI,NA,NA,NA,NA,
Vitis burchellii,Vitaceae,Vitis,burchellii,Baker,tax_nov,spec.,FALSE,Fl. Bras. (Martius) 14(2): 201. 1871 [1 Jul 1871] ,Fl. Bras. (Martius),1871,14(2): 201,629-2,FALSE,lectotype K,W.J.Burchell,8423,NA,"Goiás (Brazil, Southern America)",NA,308606-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/141695&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jul 1871,NA,NA,www.ipni.org/n/308606-2,IPNI,NA,NA,NA,NA,
Vitis gongylodes,Vitaceae,Vitis,gongylodes,Baker,tax_nov,spec.,FALSE,Fl. Bras. (Martius) 14(2): 209. 1871 [1 Jul 1871] ,Fl. Bras. (Martius),1871,14(2): 209,629-2,FALSE,lectotype K,W.J.Burchell,10072,NA,"Wood SSE of St. Joze, Pará (Brazil, Southern America)",NA,304185-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/141699&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jul 1871,NA,NA,www.ipni.org/n/304185-2,IPNI,NA,NA,NA,NA,
