name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Caraipa silvatica,Clusiaceae,Caraipa,silvatica,Barb.Rodr.,tax_nov,spec.,Tamakoare 6. 1887 ,Tamakoare,1887,6,17001-2,NA,NA,NA,NA,Brazil (Southern America),NA,45052-2,NA,NA,www.ipni.org/n/45052-2,IPNI
Clusia aemygioi,Clusiaceae,Clusia,aemygioi,Gomes da Silva & B.Weinberg,tax_nov,spec.,"Bradea 4: 162, fig. 1985 ",Bradea,1985,"4: 162, fig",1276-2,holotype RB,"A.Gomes da Silva, B.Weinberg",A. G. Silva 1230,NA,"Espirito Santo (Brazil, Southern America)",NA,274783-2,NA,NA,www.ipni.org/n/274783-2,IPNI
Clusia nascimentojuniorii,Clusiaceae,Clusia,nascimentojuniorii,A.C.Alencar & Bittrich,tax_nov,spec.,Syst. Bot. 46(2): 370. 2021 [11 Aug 2021] [epublished],Syst. Bot.,2021,46(2): 370,1295-2,holotype INPA 62161,"Ramos, J. et al.",s/n,15 Jul 1976,"Amazonas (Brazil North, Brazil, Southern America)","Nova Prainha, Rio Aripuaná, projeto RADAM/BRASIL, SBZOZB, ponto 15",77253354-1,11 Aug 2021,"doi:10.1600/036364421X16231782047523 The specific epithet honours José Elvinodo Nascimento-Júnior, husband of Ana Cláudia Alencar, and an enthusiastic botanist, taxonomist, assistant professor at the Federal University of São João del-Rei, and specialist in the genus Clusia.",www.ipni.org/n/77253354-1,IPNI
Clusia spathulifolia,Clusiaceae,Clusia,spathulifolia,Engl.,tax_nov,spec.,Fl. Brasil (1954+) 12(1): 412. 1888 ,Fl. Brasil (1954+),1888,12(1): 412,1256-2,lectotype P,R.Spruce,2782,NA,"Alto Amazonas, along streams near Panure, along Rio¹Uaupes, Amazonas (Brazil, Southern America)",NA,300766-2,NA,NA,www.ipni.org/n/300766-2,IPNI
Garcinia apostoloi,Clusiaceae,Garcinia,apostoloi,Mouzinho,tax_nov,spec.,Brittonia 75(1): 63. 2023 [23 Jan 2023] [epublished],Brittonia,2023,75(1): 63,561-2,holotype INPA 0057815;isotype IAN IAN171975,J. Grogan,150,15 Jun 1997,"Acre (Brazil North, Brazil, Southern America);Amazonas (Brazil North, Brazil, Southern America);Mato Grosso (Brazil West-Central, Brazil, Southern America);Pará (Brazil North, Brazil, Southern America);Rondônia (Brazil North, Brazil, Southern America);Tocantins (Brazil North, Brazil, Southern America);","Pará: Mun. Pau d’Arco, Marajoara",77319092-1,23 Jan 2023,doi:10.1007/s12228-023-09739-x Etymology: name honours the Brazilian parabotanist Paulo Apóstolo Costa Lima Assunção (1956–2021).,www.ipni.org/n/77319092-1,IPNI
Garcinia fluviatilis,Clusiaceae,Garcinia,fluviatilis,Mouzinho & L.Marinho,tax_nov,spec.,Phytotaxa 548(1): 94. 2022 [26 May 2022] [epublished],Phytotaxa,2022,548(1): 94,20011462-1,holotype INPA INPA0124286;isotype RB,T.M.Mouzinho et al.,175,25 Sep 2021,"Amazonas (Brazil North, Brazil, Southern America);Colombia (Western South America, Southern America);Pará (Brazil North, Brazil, Southern America);","Amazonas: Mun. Careiro Castanho, Comunidade Sagrada família",77298838-1,26 May 2022,"doi:10.11646/phytotaxa.548.1.8 Etymology: 'The epithet refers to the distribution of the species, which is associated with large Amazonian rivers'.",www.ipni.org/n/77298838-1,IPNI
Hypericum petiolatum,Clusiaceae,Hypericum,petiolatum,L.,tax_nov,spec.,"Sp. Pl., ed. 2. 2: 1102 (-1103). 1763 [Aug 1763] ","Sp. Pl., ed. 2.",1763,2: 1102 (-1103),1304-2,NA,NA,NA,NA,Brazil (Southern America),NA,126311-2,Aug 1763,NA,www.ipni.org/n/126311-2,IPNI
Kielmeyera decipines,Clusiaceae,Kielmeyera,decipines,Saddi,tax_nov,spec.,"Rodriguésia 36(60): 60 (-61), fig. 1984 ",Rodriguésia,1984,"36(60): 60 (-61), fig",1167-2,holotype RB,Handro,919,NA,Brazil (Southern America),NA,279189-2,NA,NA,www.ipni.org/n/279189-2,IPNI
Lorostemon negrensis,Clusiaceae,Lorostemon,negrensis,Fróes,tax_nov,spec.,Bol. Tecn. Inst. Agron. N. no. 36: 152. 1959 ,Bol. Tecn. Inst. Agron. N.,1959,no. 36: 152,860-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,143835-2,NA,NA,www.ipni.org/n/143835-2,IPNI
Quapoya froesii,Clusiaceae,Quapoya,froesii,Maguire,tax_nov,spec.,"Mem. New York Bot. Gard. 10(4): 29, fig. 30J. 1961 ",Mem. New York Bot. Gard.,1961,"10(4): 29, fig. 30J",719-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,215345-2,NA,NA,www.ipni.org/n/215345-2,IPNI
Tovomita maxima,Clusiaceae,Tovomita,maxima,Molino & J.Engel,tax_nov,spec.,"Adansonia sér. 3, 44(16): 166. 2022 [20 Jun 2022] [epublished]",Adansonia,2022,"sér. 3, 44(16): 166",833-2,holotype CAY CAY112114,Sabatier &amp; Fonty,5595,11 Nov 2009,"French Guiana (Northern South America, Southern America);Guyana (Northern South America, Southern America);Amazonas (Brazil North, Brazil, Southern America);",Montagne des Chevaux,77303261-1,20 Jun 2022,doi:10.5252/adansonia2022v44a16,www.ipni.org/n/77303261-1,IPNI
Tovomita paniculata,Clusiaceae,Tovomita,paniculata,Cambess.,tax_nov,spec.,"Fl. Bras. Merid. (A. St.-Hil.). 1(8): 315, t. 64. 1828 ",Fl. Bras. Merid. (A. St.-Hil.).,1828,"1(8): 315, t. 64",8262-2,NA,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)","& Collection: In sylvis primaevis prope vicum Aguassu, haud longe ab urbe Rio de Janeiro. Florebat Februario",429390-1,NA,NA,www.ipni.org/n/429390-1,IPNI
Vismia buchtienii,Clusiaceae,Vismia,buchtienii,Ewan,tax_nov,spec.,Contr. U.S. Natl. Herb. 35(5): 353. 1962 ,Contr. U.S. Natl. Herb.,1962,35(5): 353,605-2,NA,NA,NA,NA,"Peru (San Martin), Bolivia &amp; Brazil (Mato Grosso)",NA,267263-2,NA,NA,www.ipni.org/n/267263-2,IPNI
Vismia cearensis,Clusiaceae,Vismia,cearensis,Huber,tax_nov,spec.,"Bull. Herb. Boissier ser. 2, 1: 313. 1901 ",Bull. Herb. Boissier,1901,"ser. 2, 1: 313",573-2,NA,NA,NA,NA,Brazil (Southern America),NA,267275-2,NA,NA,www.ipni.org/n/267275-2,IPNI
Vismia guaramirangae,Clusiaceae,Vismia,guaramirangae,Huber,tax_nov,spec.,"Bull. Herb. Boissier ser. 2, 1: 313. 1901 ",Bull. Herb. Boissier,1901,"ser. 2, 1: 313",573-2,NA,NA,NA,NA,Brazil (Southern America),NA,267291-2,NA,NA,www.ipni.org/n/267291-2,IPNI
Clusia multiflora,Clusiaceae,Clusia,multiflora,Kunth,NA,Species,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth, Nov. Gen. Sp. 5: 200 (1822)",NA,1822,NA,NA,NA,NA,NA,NA,NA,NA,427594-1,NA,NA,https://powo.science.kew.org/taxon/427594-1,POWO
