name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Valeriana campestris,Valerianaceae,Valeriana,campestris,Dusén,tax_nov,spec.,Arq. Mus. Nac. Rio de Janeiro 13: 25. 1903 ,Arq. Mus. Nac. Rio de Janeiro,1903,13: 25,3790-2,NA,NA,NA,NA,Brazil (Southern America),NA,262153-2,NA,NA,www.ipni.org/n/262153-2,IPNI
Valeriana itatiaiae,Valerianaceae,Valeriana,itatiaiae,Graebn.,tax_nov,spec.,Bot. Jahrb. Syst. 26(3-4): 435. 1899 [31 Jan 1899] ,Bot. Jahrb. Syst.,1899,26(3-4): 435,553-2,NA,NA,NA,NA,Brazil (Southern America),NA,262246-2,31 Jan 1899,NA,www.ipni.org/n/262246-2,IPNI
Valeriana punctata,Valerianaceae,Valeriana,punctata,F.G.Mey.,tax_nov,spec.,Brittonia 17: 119. 1965 ,Brittonia,1965,17: 119,561-2,NA,NA,NA,NA,"Amazonas (Brazil, Southern America)",NA,262320-2,NA,NA,www.ipni.org/n/262320-2,IPNI
