name,family,genus,species,authors,citationType,rank,hybrid,reference,publication,publicationYear,referenceCollation,publicationId,suppressed,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,inPowo,bhlLink,publicationYearNote,remarks,referenceRemarks,url,source,accepted,kingdom,snippet,fqId,images
Chamaecostus manausensis,Costaceae,Chamaecostus,manausensis,Maas & H.Maas,tax_nov,spec.,FALSE,PhytoKeys 222: 77. 2023 [22 Mar 2023] [epublished],PhytoKeys,2023,222: 77,20011997-1,FALSE,holotype U 1219716; 1219717;isotype BR;isotype COL 128233;isotype CR;isotype DAV;isotype E;isotype F 175333; 1842269;isotype K;isotype MO;isotype NY;isotype P;isotype S;isotype US;isotype VEN;isotype W;isotype GH;isotype INPA,"Prance, Coêlho, Kubitzki &amp; Maas",11529,22 Mar 1971,"Amazonas (Brazil North, Brazil, Southern America);Pará (Brazil North, Brazil, Southern America);",Amazonas: Mauá Road,77316081-1,TRUE,NA,22 Mar 2023,doi:10.3897/phytokeys.222.87779,[epublished],www.ipni.org/n/77316081-1,IPNI,NA,NA,NA,NA,
Costus acaulis,Costaceae,Costus,acaulis,S.Moore,tax_nov,spec.,FALSE,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 480, pl. 33, fig. 1-5. 1895 ","Trans. Linn. Soc. London, Bot.",1895,"ser. 2, 4: 480, pl. 33, fig. 1-5",1084-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,66814-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/66814-2,IPNI,NA,NA,NA,NA,
Costus brasiliensis,Costaceae,Costus,brasiliensis,K.Schum.,tax_nov,spec.,FALSE,"Pflanzenr. (Engler) 4, Fam. 46: 403. 1904 ",Pflanzenr. (Engler),1904,"4, Fam. 46: 403",3295-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,66826-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/66826-2,IPNI,NA,NA,NA,NA,
Costus douglasdalyi,Costaceae,Costus,douglasdalyi,Maas & H.Maas,tax_nov,spec.,FALSE,PhytoKeys 222: 97. 2023 [22 Mar 2023] [epublished],PhytoKeys,2023,222: 97,20011997-1,FALSE,holotype U 1225319;isotype NY,"Daly, Silveira, Costa, Oliveira, Lima, Figueiredo &amp; Ehringhaus",8606,19 Nov 1995,"Acre (Brazil North, Brazil, Southern America);Rondônia (Brazil North, Brazil, Southern America);Peru (Western South America, Southern America);","Acre: Mun. Tarauacá, Basin of Rio Juruá, Rio Tarauacá, Seringal Sumaré",77316090-1,TRUE,NA,22 Mar 2023,doi:10.3897/phytokeys.222.87779 Etymology: the specific epithet is named for Douglas Daly.,[epublished],www.ipni.org/n/77316090-1,IPNI,NA,NA,NA,NA,
Costus fusiformis,Costaceae,Costus,fusiformis,Maas,tax_nov,spec.,FALSE,"Fl. Neotrop. Monogr. no. 8: 37, fig. 18. 1972 ",Fl. Neotrop. Monogr.,1972,"no. 8: 37, fig. 18",944-2,FALSE,holotype U,J.G.Kuhlmann,1916,NA,"Pará (Brazil, Southern America)",NA,66850-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/66850-2,IPNI,NA,NA,NA,NA,
Costus gagnepainii,Costaceae,Costus,gagnepainii,K.Schum.,tax_nov,spec.,FALSE,"Pflanzenr. (Engler) 4, Fam. 46: 420. 1904 ",Pflanzenr. (Engler),1904,"4, Fam. 46: 420",3295-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,66851-2,TRUE,NA,NA,NA,NA,www.ipni.org/n/66851-2,IPNI,NA,NA,NA,NA,
Costus gracilis,Costaceae,Costus,gracilis,Loes.,tax_nov,spec.,FALSE,Notizbl. Bot. Gart. Berlin-Dahlem 10: 711. 1929 ,Notizbl. Bot. Gart. Berlin-Dahlem,1929,10: 711,1019-2,FALSE,NA,NA,NA,NA,"Peru ?, Brazil (Southern America)",NA,66855-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1929&rft.spage=711&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/66855-2,IPNI,NA,NA,NA,NA,
Costus kaempferoides,Costaceae,Costus,kaempferoides,Loes.,tax_nov,spec.,FALSE,Notizbl. Bot. Gart. Berlin-Dahlem 10: 714. 1929 ,Notizbl. Bot. Gart. Berlin-Dahlem,1929,10: 714,1019-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,66862-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1929&rft.spage=714&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/66862-2,IPNI,NA,NA,NA,NA,
Costus lanceolatus,Costaceae,Costus,lanceolatus,Petersen,tax_nov,spec.,FALSE,Fl. Bras. (Martius) 3(3): 56. 1890 [1 Jan 1890] ,Fl. Bras. (Martius),1890,3(3): 56,629-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,66864-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/136301&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,1 Jan 1890,NA,NA,www.ipni.org/n/66864-2,IPNI,NA,NA,NA,NA,
Costus latifolius,Costaceae,Costus,latifolius,Gagnep.,tax_nov,spec.,FALSE,Bull. Soc. Bot. France 49: 101. 1902 ,Bull. Soc. Bot. France,1902,49: 101,578-2,FALSE,NA,NA,NA,NA,Brazil (Southern America),NA,66867-2,TRUE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/322123&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,www.ipni.org/n/66867-2,IPNI,NA,NA,NA,NA,
